slot_person,slot_a,slot_a_abs_log1p,slot_a_is_even,slot_a_mod3,slot_a_mod5,slot_a_mod7,slot_a_mod10,slot_d,slot_d_abs_log1p,slot_d_is_even,slot_d_mod3,slot_d_mod5,slot_d_mod7,slot_d_mod10,slot_item_a,slot_item_b,slot_super_category,slot_occasion,gcd_all,n_multiple_pairs,y
7,81,4.406719247264253,0,0,1,4,1,25,3.258096538021482,0,1,0,4,5,3,15,2,7,1,0,187.0
3,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,8,27,1,7,2,0,34.0
10,59,4.0943445622221,0,2,4,3,9,1,0.6931471805599453,0,1,1,1,1,3,15,2,6,1,1,119.0
11,43,3.784189633918261,0,1,3,1,3,11,2.4849066497880004,0,2,1,4,1,2,31,2,1,1,0,97.0
9,52,3.970291913552122,1,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,11,24,5,2,4,1,108.0
5,95,4.564348191467836,0,2,0,4,5,24,3.2188758248682006,1,0,4,3,4,4,25,3,7,1,0,214.0
12,105,4.663439094112067,0,0,0,0,5,1,0.6931471805599453,0,1,1,1,1,22,6,3,2,1,1,211.0
2,9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,26,8,4,4,1,0,32.0
12,108,4.6913478822291435,1,0,3,3,8,22,3.1354942159291497,1,1,2,1,2,6,25,3,6,2,0,238.0
13,10,2.3978952727983707,1,1,0,3,0,24,3.2188758248682006,1,0,4,3,4,2,31,2,6,2,0,44.0
0,57,4.060443010546419,0,0,2,1,7,16,2.833213344056216,1,1,1,2,6,20,6,3,1,1,0,130.0
0,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,12,14,6,1,1,1,21.0
9,85,4.454347296253507,0,1,0,1,5,8,2.1972245773362196,1,2,3,1,8,7,26,0,2,1,0,178.0
10,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,0,0,0,2,1,0,23.0
12,35,3.58351893845611,0,2,0,0,5,21,3.091042453358316,0,0,1,0,1,30,30,4,0,7,0,91.0
3,102,4.634728988229636,1,0,2,4,2,16,2.833213344056216,1,1,1,2,6,24,2,2,2,2,0,220.0
2,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,13,22,0,0,3,1,123.0
10,71,4.276666119016055,0,2,1,1,1,25,3.258096538021482,0,1,0,4,5,25,6,3,0,1,0,167.0
5,95,4.564348191467836,0,2,0,4,5,7,2.0794415416798357,0,1,2,0,7,26,18,4,1,1,0,197.0
9,31,3.4657359027997265,0,1,1,3,1,10,2.3978952727983707,1,1,0,3,0,11,29,5,3,1,0,72.0
2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,12,12,6,0,2,1,14.0
0,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,27,9,5,5,1,0,61.0
12,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,29,28,6,3,2,0,24.0
0,37,3.6375861597263857,0,1,2,2,7,11,2.4849066497880004,0,2,1,4,1,28,16,1,5,1,0,85.0
10,63,4.1588830833596715,0,0,3,0,3,19,2.995732273553991,0,1,4,5,9,23,10,5,0,1,0,145.0
13,70,4.2626798770413155,1,1,0,0,0,15,2.772588722239781,0,0,0,1,5,18,0,0,5,5,0,155.0
3,80,4.394449154672439,1,2,0,3,0,11,2.4849066497880004,0,2,1,4,1,25,19,3,5,1,0,171.0
4,100,4.61512051684126,1,1,0,2,0,12,2.5649493574615367,1,0,2,5,2,6,11,3,2,4,0,212.0
6,63,4.1588830833596715,0,0,3,0,3,12,2.5649493574615367,1,0,2,5,2,30,13,4,6,3,0,138.0
1,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,25,19,3,2,5,1,35.0
9,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,10,24,5,6,3,1,57.0
10,84,4.442651256490317,1,0,4,0,4,25,3.258096538021482,0,1,0,4,5,21,17,6,0,1,0,193.0
12,14,2.70805020110221,1,2,4,0,4,21,3.091042453358316,0,0,1,0,1,2,15,2,3,7,0,49.0
1,39,3.6888794541139363,0,0,4,4,9,7,2.0794415416798357,0,1,2,0,7,19,18,4,5,1,0,85.0
9,55,4.02535169073515,0,1,0,6,5,16,2.833213344056216,1,1,1,2,6,19,8,4,0,1,0,126.0
1,29,3.4011973816621555,0,2,4,1,9,6,1.9459101490553132,1,0,1,6,6,9,8,4,5,1,0,64.0
4,98,4.59511985013459,1,2,3,0,8,19,2.995732273553991,0,1,4,5,9,7,23,0,1,1,0,215.0
12,92,4.532599493153256,1,2,2,1,2,16,2.833213344056216,1,1,1,2,6,23,10,5,5,4,0,200.0
13,32,3.4965075614664802,1,2,2,4,2,16,2.833213344056216,1,1,1,2,6,0,0,0,2,16,1,80.0
3,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,12,12,6,3,2,0,32.0
13,118,4.77912349311153,1,1,3,6,8,17,2.8903717578961645,0,2,2,3,7,27,24,5,7,1,0,253.0
0,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,31,26,0,5,2,1,66.0
3,93,4.543294782270004,0,0,3,2,3,23,3.1780538303479458,0,2,3,2,3,22,6,3,0,1,0,209.0
5,77,4.356708826689592,0,2,2,0,7,16,2.833213344056216,1,1,1,2,6,19,13,4,6,1,0,170.0
2,37,3.6375861597263857,0,1,2,2,7,17,2.8903717578961645,0,2,2,3,7,8,5,1,3,1,0,91.0
6,83,4.430816798843313,0,2,3,6,3,7,2.0794415416798357,0,1,2,0,7,11,24,5,7,1,0,173.0
5,34,3.5553480614894135,1,1,4,6,4,13,2.6390573296152584,0,1,3,6,3,7,22,0,0,1,0,81.0
7,80,4.394449154672439,1,2,0,3,0,1,0.6931471805599453,0,1,1,1,1,5,5,1,3,1,1,161.0
2,63,4.1588830833596715,0,0,3,0,3,6,1.9459101490553132,1,0,1,6,6,24,21,2,1,3,0,132.0
12,115,4.7535901911063645,0,1,0,3,5,5,1.791759469228055,0,2,0,5,5,29,28,6,3,5,1,235.0
11,106,4.672828834461906,1,1,1,1,6,4,1.6094379124341003,1,1,4,4,4,16,21,2,1,2,0,216.0
13,102,4.634728988229636,1,0,2,4,2,22,3.1354942159291497,1,1,2,1,2,23,24,5,6,2,0,226.0
9,17,2.8903717578961645,0,2,2,3,7,8,2.1972245773362196,1,2,3,1,8,29,12,6,5,1,0,42.0
8,8,2.1972245773362196,1,2,3,1,8,22,3.1354942159291497,1,1,2,1,2,19,8,4,5,2,0,38.0
14,49,3.912023005428146,0,1,4,0,9,20,3.044522437723423,1,2,0,6,0,8,5,1,7,1,0,118.0
3,113,4.736198448394496,0,2,3,1,3,24,3.2188758248682006,1,0,4,3,4,20,25,3,6,1,0,250.0
7,49,3.912023005428146,0,1,4,0,9,23,3.1780538303479458,0,2,3,2,3,2,2,2,5,1,0,121.0
0,72,4.290459441148391,1,0,2,2,2,2,1.0986122886681098,1,2,2,2,2,15,20,5,1,2,1,146.0
7,119,4.787491742782046,0,2,4,0,9,19,2.995732273553991,0,1,4,5,9,31,7,0,4,1,0,257.0
9,39,3.6888794541139363,0,0,4,4,9,14,2.70805020110221,1,2,4,0,4,9,30,4,7,1,0,92.0
11,119,4.787491742782046,0,2,4,0,9,20,3.044522437723423,1,2,0,6,0,12,14,6,3,1,0,258.0
14,42,3.7612001156935624,1,0,2,0,2,13,2.6390573296152584,0,1,3,6,3,20,11,3,3,1,0,97.0
6,30,3.4339872044851463,1,0,0,2,0,19,2.995732273553991,0,1,4,5,9,24,3,2,6,1,0,79.0
4,62,4.143134726391533,1,2,2,6,2,1,0.6931471805599453,0,1,1,1,1,9,13,4,2,1,1,125.0
0,55,4.02535169073515,0,1,0,6,5,21,3.091042453358316,0,0,1,0,1,31,22,0,6,1,0,131.0
13,60,4.110873864173311,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,16,15,2,7,3,1,123.0
11,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,22,4,3,1,1,0,61.0
2,118,4.77912349311153,1,1,3,6,8,10,2.3978952727983707,1,1,0,3,0,19,13,4,3,2,0,246.0
0,33,3.5263605246161616,0,0,3,5,3,10,2.3978952727983707,1,1,0,3,0,11,24,5,0,1,0,76.0
9,91,4.5217885770490405,0,1,1,0,1,2,1.0986122886681098,1,2,2,2,2,5,16,1,7,1,0,184.0
4,79,4.382026634673881,0,1,4,2,9,24,3.2188758248682006,1,0,4,3,4,23,24,5,3,1,0,182.0
4,49,3.912023005428146,0,1,4,0,9,12,2.5649493574615367,1,0,2,5,2,9,13,4,5,1,0,110.0
4,54,4.007333185232471,1,0,4,5,4,13,2.6390573296152584,0,1,3,6,3,16,15,2,1,1,0,121.0
0,41,3.7376696182833684,0,2,1,6,1,10,2.3978952727983707,1,1,0,3,0,5,1,1,1,1,0,92.0
3,71,4.276666119016055,0,2,1,1,1,14,2.70805020110221,1,2,4,0,4,18,7,0,3,1,0,156.0
12,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,9,30,4,2,4,1,28.0
13,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,17,15,2,7,1,0,31.0
2,90,4.51085950651685,1,0,0,6,0,21,3.091042453358316,0,0,1,0,1,28,16,1,0,3,0,201.0
4,53,3.9889840465642745,0,2,3,4,3,24,3.2188758248682006,1,0,4,3,4,26,18,4,5,1,0,130.0
10,76,4.343805421853684,1,1,1,6,6,10,2.3978952727983707,1,1,0,3,0,20,11,3,0,2,0,162.0
6,118,4.77912349311153,1,1,3,6,8,4,1.6094379124341003,1,1,4,4,4,0,22,0,6,2,0,240.0
6,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,0,26,0,2,2,0,24.0
3,36,3.6109179126442243,1,0,1,1,6,17,2.8903717578961645,0,2,2,3,7,31,22,0,4,1,0,89.0
3,32,3.4965075614664802,1,2,2,4,2,10,2.3978952727983707,1,1,0,3,0,5,5,1,4,2,0,74.0
2,7,2.0794415416798357,0,1,2,0,7,13,2.6390573296152584,0,1,3,6,3,10,9,5,6,1,0,27.0
1,64,4.174387269895637,1,1,4,1,4,13,2.6390573296152584,0,1,3,6,3,12,17,6,4,1,0,141.0
14,27,3.332204510175204,0,0,2,6,7,6,1.9459101490553132,1,0,1,6,6,20,6,3,0,3,0,60.0
12,85,4.454347296253507,0,1,0,1,5,17,2.8903717578961645,0,2,2,3,7,22,6,3,5,17,1,187.0
8,69,4.248495242049359,0,0,4,6,9,22,3.1354942159291497,1,1,2,1,2,11,24,5,7,1,0,160.0
0,14,2.70805020110221,1,2,4,0,4,17,2.8903717578961645,0,2,2,3,7,19,13,4,1,1,0,45.0
4,90,4.51085950651685,1,0,0,6,0,17,2.8903717578961645,0,2,2,3,7,12,17,6,2,1,0,197.0
12,29,3.4011973816621555,0,2,4,1,9,23,3.1780538303479458,0,2,3,2,3,1,27,1,0,1,0,81.0
9,64,4.174387269895637,1,1,4,1,4,8,2.1972245773362196,1,2,3,1,8,15,29,5,0,8,1,136.0
8,87,4.477336814478207,0,0,2,3,7,13,2.6390573296152584,0,1,3,6,3,20,19,3,2,1,0,187.0
11,7,2.0794415416798357,0,1,2,0,7,16,2.833213344056216,1,1,1,2,6,0,23,0,7,1,0,30.0
9,108,4.6913478822291435,1,0,3,3,8,11,2.4849066497880004,0,2,1,4,1,4,4,3,7,1,0,227.0
5,73,4.30406509320417,0,1,3,3,3,3,1.3862943611198906,0,0,3,3,3,9,30,4,2,1,0,149.0
7,85,4.454347296253507,0,1,0,1,5,21,3.091042453358316,0,0,1,0,1,13,23,0,6,1,0,191.0
9,119,4.787491742782046,0,2,4,0,9,13,2.6390573296152584,0,1,3,6,3,30,30,4,0,1,0,251.0
9,77,4.356708826689592,0,2,2,0,7,2,1.0986122886681098,1,2,2,2,2,14,28,6,5,1,0,156.0
13,118,4.77912349311153,1,1,3,6,8,25,3.258096538021482,0,1,0,4,5,7,22,0,2,1,0,261.0
6,102,4.634728988229636,1,0,2,4,2,11,2.4849066497880004,0,2,1,4,1,21,28,6,4,1,0,215.0
7,30,3.4339872044851463,1,0,0,2,0,15,2.772588722239781,0,0,0,1,5,8,5,1,1,15,1,75.0
7,56,4.04305126783455,1,2,1,0,6,3,1.3862943611198906,0,0,3,3,3,29,28,6,1,1,0,115.0
9,39,3.6888794541139363,0,0,4,4,9,25,3.258096538021482,0,1,0,4,5,6,6,3,6,1,0,103.0
11,30,3.4339872044851463,1,0,0,2,0,19,2.995732273553991,0,1,4,5,9,3,3,2,6,1,0,79.0
9,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,30,18,4,2,2,0,48.0
2,93,4.543294782270004,0,0,3,2,3,7,2.0794415416798357,0,1,2,0,7,14,17,6,5,1,0,193.0
4,76,4.343805421853684,1,1,1,6,6,20,3.044522437723423,1,2,0,6,0,21,28,6,2,4,0,172.0
12,24,3.2188758248682006,1,0,4,3,4,22,3.1354942159291497,1,1,2,1,2,20,6,3,5,2,0,70.0
7,6,1.9459101490553132,1,0,1,6,6,19,2.995732273553991,0,1,4,5,9,27,20,5,2,1,0,31.0
4,71,4.276666119016055,0,2,1,1,1,14,2.70805020110221,1,2,4,0,4,3,3,2,6,1,0,156.0
11,117,4.770684624465665,0,0,2,5,7,2,1.0986122886681098,1,2,2,2,2,23,29,5,4,1,0,236.0
12,14,2.70805020110221,1,2,4,0,4,25,3.258096538021482,0,1,0,4,5,4,25,3,1,1,0,53.0
5,88,4.48863636973214,1,1,3,4,8,13,2.6390573296152584,0,1,3,6,3,3,31,2,2,1,0,189.0
0,41,3.7376696182833684,0,2,1,6,1,23,3.1780538303479458,0,2,3,2,3,4,25,3,7,1,0,105.0
7,71,4.276666119016055,0,2,1,1,1,2,1.0986122886681098,1,2,2,2,2,10,10,5,3,1,0,144.0
14,25,3.258096538021482,0,1,0,4,5,10,2.3978952727983707,1,1,0,3,0,8,27,1,2,5,0,60.0
1,46,3.8501476017100584,1,1,1,4,6,3,1.3862943611198906,0,0,3,3,3,3,3,2,0,1,0,95.0
2,65,4.189654742026425,0,2,0,2,5,10,2.3978952727983707,1,1,0,3,0,24,2,2,4,5,0,140.0
6,75,4.330733340286331,0,0,0,5,5,20,3.044522437723423,1,2,0,6,0,1,16,1,3,5,0,170.0
0,65,4.189654742026425,0,2,0,2,5,13,2.6390573296152584,0,1,3,6,3,31,0,0,4,13,1,143.0
6,21,3.091042453358316,0,0,1,0,1,22,3.1354942159291497,1,1,2,1,2,9,30,4,6,1,0,64.0
4,72,4.290459441148391,1,0,2,2,2,17,2.8903717578961645,0,2,2,3,7,21,28,6,7,1,0,161.0
12,120,4.795790545596741,1,0,0,1,0,14,2.70805020110221,1,2,4,0,4,5,1,1,5,2,0,254.0
9,112,4.727387818712341,1,1,2,0,2,22,3.1354942159291497,1,1,2,1,2,0,22,0,6,2,0,246.0
5,20,3.044522437723423,1,2,0,6,0,22,3.1354942159291497,1,1,2,1,2,0,22,0,0,2,0,62.0
4,69,4.248495242049359,0,0,4,6,9,10,2.3978952727983707,1,1,0,3,0,16,3,2,0,1,0,148.0
6,114,4.74493212836325,1,0,4,2,4,3,1.3862943611198906,0,0,3,3,3,8,5,1,1,3,1,231.0
7,62,4.143134726391533,1,2,2,6,2,19,2.995732273553991,0,1,4,5,9,19,18,4,7,1,0,143.0
6,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,15,10,5,1,2,0,32.0
10,115,4.7535901911063645,0,1,0,3,5,23,3.1780538303479458,0,2,3,2,3,0,23,0,2,23,1,253.0
11,95,4.564348191467836,0,2,0,4,5,2,1.0986122886681098,1,2,2,2,2,26,8,4,7,1,0,192.0
0,83,4.430816798843313,0,2,3,6,3,8,2.1972245773362196,1,2,3,1,8,3,3,2,7,1,0,174.0
8,94,4.553876891600541,1,1,4,3,4,3,1.3862943611198906,0,0,3,3,3,16,15,2,6,1,0,191.0
3,41,3.7376696182833684,0,2,1,6,1,10,2.3978952727983707,1,1,0,3,0,10,24,5,7,1,0,92.0
4,90,4.51085950651685,1,0,0,6,0,19,2.995732273553991,0,1,4,5,9,4,19,3,5,1,0,199.0
7,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,15,9,5,3,1,0,23.0
11,44,3.8066624897703196,1,2,4,2,4,14,2.70805020110221,1,2,4,0,4,24,21,2,7,2,0,102.0
5,5,1.791759469228055,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,10,10,5,4,1,0,33.0
10,15,2.772588722239781,0,0,0,1,5,19,2.995732273553991,0,1,4,5,9,1,1,1,3,1,0,49.0
12,58,4.07753744390572,1,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,19,18,4,6,2,0,120.0
13,90,4.51085950651685,1,0,0,6,0,7,2.0794415416798357,0,1,2,0,7,18,0,0,1,1,0,187.0
10,54,4.007333185232471,1,0,4,5,4,10,2.3978952727983707,1,1,0,3,0,14,17,6,6,2,0,118.0
12,98,4.59511985013459,1,2,3,0,8,3,1.3862943611198906,0,0,3,3,3,1,16,1,5,1,0,199.0
4,117,4.770684624465665,0,0,2,5,7,3,1.3862943611198906,0,0,3,3,3,19,8,4,6,3,1,237.0
7,56,4.04305126783455,1,2,1,0,6,1,0.6931471805599453,0,1,1,1,1,8,27,1,5,1,1,113.0
2,77,4.356708826689592,0,2,2,0,7,15,2.772588722239781,0,0,0,1,5,14,14,6,2,1,0,169.0
6,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,9,30,4,3,5,1,35.0
7,39,3.6888794541139363,0,0,4,4,9,4,1.6094379124341003,1,1,4,4,4,25,6,3,0,1,0,82.0
4,45,3.828641396489095,0,0,0,3,5,5,1.791759469228055,0,2,0,5,5,4,19,3,3,5,1,95.0
0,7,2.0794415416798357,0,1,2,0,7,17,2.8903717578961645,0,2,2,3,7,1,1,1,5,1,0,31.0
14,97,4.584967478670572,0,1,2,6,7,24,3.2188758248682006,1,0,4,3,4,22,4,3,1,1,0,218.0
1,73,4.30406509320417,0,1,3,3,3,22,3.1354942159291497,1,1,2,1,2,14,28,6,0,1,0,168.0
9,29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,3,15,2,1,1,0,61.0
5,56,4.04305126783455,1,2,1,0,6,13,2.6390573296152584,0,1,3,6,3,5,1,1,4,1,0,125.0
7,24,3.2188758248682006,1,0,4,3,4,25,3.258096538021482,0,1,0,4,5,5,16,1,3,1,0,73.0
6,17,2.8903717578961645,0,2,2,3,7,16,2.833213344056216,1,1,1,2,6,24,21,2,1,1,0,50.0
4,116,4.762173934797756,1,2,1,4,6,3,1.3862943611198906,0,0,3,3,3,19,8,4,1,1,0,235.0
5,89,4.499809670330265,0,2,4,5,9,9,2.302585092994046,0,0,4,2,9,11,9,5,4,1,0,187.0
2,100,4.61512051684126,1,1,0,2,0,21,3.091042453358316,0,0,1,0,1,12,14,6,3,1,0,221.0
6,64,4.174387269895637,1,1,4,1,4,5,1.791759469228055,0,2,0,5,5,18,0,0,3,1,0,133.0
11,88,4.48863636973214,1,1,3,4,8,19,2.995732273553991,0,1,4,5,9,12,12,6,4,1,0,195.0
8,107,4.68213122712422,0,2,2,2,7,24,3.2188758248682006,1,0,4,3,4,5,1,1,5,1,0,238.0
12,114,4.74493212836325,1,0,4,2,4,21,3.091042453358316,0,0,1,0,1,17,31,2,7,3,0,249.0
0,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,19,13,4,1,1,0,53.0
10,76,4.343805421853684,1,1,1,6,6,3,1.3862943611198906,0,0,3,3,3,31,7,0,1,1,0,155.0
12,109,4.700480365792417,0,1,4,4,9,24,3.2188758248682006,1,0,4,3,4,8,5,1,0,1,0,242.0
11,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,3,15,2,7,12,1,48.0
4,23,3.1780538303479458,0,2,3,2,3,23,3.1780538303479458,0,2,3,2,3,3,31,2,2,23,1,69.0
12,85,4.454347296253507,0,1,0,1,5,24,3.2188758248682006,1,0,4,3,4,21,17,6,1,1,0,194.0
9,113,4.736198448394496,0,2,3,1,3,11,2.4849066497880004,0,2,1,4,1,19,18,4,3,1,0,237.0
14,112,4.727387818712341,1,1,2,0,2,22,3.1354942159291497,1,1,2,1,2,15,10,5,3,2,0,246.0
1,118,4.77912349311153,1,1,3,6,8,25,3.258096538021482,0,1,0,4,5,16,3,2,4,1,0,261.0
12,56,4.04305126783455,1,2,1,0,6,15,2.772588722239781,0,0,0,1,5,7,23,0,4,1,0,127.0
5,26,3.295836866004329,1,2,1,5,6,23,3.1780538303479458,0,2,3,2,3,29,12,6,3,1,0,75.0
11,83,4.430816798843313,0,2,3,6,3,16,2.833213344056216,1,1,1,2,6,30,30,4,7,1,0,182.0
8,36,3.6109179126442243,1,0,1,1,6,4,1.6094379124341003,1,1,4,4,4,13,22,0,2,4,1,76.0
13,46,3.8501476017100584,1,1,1,4,6,22,3.1354942159291497,1,1,2,1,2,21,17,6,1,2,0,114.0
3,92,4.532599493153256,1,2,2,1,2,9,2.302585092994046,0,0,4,2,9,15,29,5,1,1,0,193.0
10,77,4.356708826689592,0,2,2,0,7,5,1.791759469228055,0,2,0,5,5,7,26,0,6,1,0,159.0
9,120,4.795790545596741,1,0,0,1,0,3,1.3862943611198906,0,0,3,3,3,20,11,3,5,3,1,243.0
0,16,2.833213344056216,1,1,1,2,6,23,3.1780538303479458,0,2,3,2,3,14,28,6,1,1,0,55.0
10,44,3.8066624897703196,1,2,4,2,4,11,2.4849066497880004,0,2,1,4,1,20,19,3,2,11,1,99.0
11,50,3.9318256327243257,1,2,0,1,0,15,2.772588722239781,0,0,0,1,5,24,3,2,0,5,0,115.0
10,76,4.343805421853684,1,1,1,6,6,20,3.044522437723423,1,2,0,6,0,23,24,5,5,4,0,172.0
11,94,4.553876891600541,1,1,4,3,4,19,2.995732273553991,0,1,4,5,9,20,19,3,6,1,0,207.0
11,57,4.060443010546419,0,0,2,1,7,2,1.0986122886681098,1,2,2,2,2,10,24,5,3,1,0,116.0
6,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,0,26,0,7,2,1,54.0
10,42,3.7612001156935624,1,0,2,0,2,14,2.70805020110221,1,2,4,0,4,16,2,2,3,14,1,98.0
9,68,4.23410650459726,1,2,3,5,8,4,1.6094379124341003,1,1,4,4,4,14,28,6,4,4,1,140.0
11,20,3.044522437723423,1,2,0,6,0,25,3.258096538021482,0,1,0,4,5,17,3,2,6,5,0,65.0
9,35,3.58351893845611,0,2,0,0,5,13,2.6390573296152584,0,1,3,6,3,8,5,1,4,1,0,83.0
7,63,4.1588830833596715,0,0,3,0,3,6,1.9459101490553132,1,0,1,6,6,13,22,0,6,3,0,132.0
5,81,4.406719247264253,0,0,1,4,1,19,2.995732273553991,0,1,4,5,9,14,14,6,3,1,0,181.0
1,84,4.442651256490317,1,0,4,0,4,16,2.833213344056216,1,1,1,2,6,1,16,1,3,4,0,184.0
10,90,4.51085950651685,1,0,0,6,0,12,2.5649493574615367,1,0,2,5,2,24,21,2,3,6,0,192.0
4,89,4.499809670330265,0,2,4,5,9,23,3.1780538303479458,0,2,3,2,3,18,7,0,2,1,0,201.0
10,99,4.605170185988092,0,0,4,1,9,19,2.995732273553991,0,1,4,5,9,26,8,4,6,1,0,217.0
10,43,3.784189633918261,0,1,3,1,3,1,0.6931471805599453,0,1,1,1,1,6,4,3,6,1,1,87.0
11,18,2.9444389791664403,1,0,3,4,8,17,2.8903717578961645,0,2,2,3,7,24,2,2,0,1,0,53.0
1,108,4.6913478822291435,1,0,3,3,8,10,2.3978952727983707,1,1,0,3,0,25,6,3,3,2,0,226.0
7,91,4.5217885770490405,0,1,1,0,1,19,2.995732273553991,0,1,4,5,9,0,26,0,5,1,0,201.0
3,28,3.367295829986474,1,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,4,11,3,5,4,0,64.0
4,57,4.060443010546419,0,0,2,1,7,3,1.3862943611198906,0,0,3,3,3,28,27,1,0,3,1,117.0
1,116,4.762173934797756,1,2,1,4,6,21,3.091042453358316,0,0,1,0,1,15,29,5,3,1,0,253.0
2,82,4.418840607796598,1,1,2,5,2,20,3.044522437723423,1,2,0,6,0,2,2,2,1,2,0,184.0
11,32,3.4965075614664802,1,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,8,5,1,5,1,0,67.0
11,71,4.276666119016055,0,2,1,1,1,7,2.0794415416798357,0,1,2,0,7,0,22,0,4,1,0,149.0
5,64,4.174387269895637,1,1,4,1,4,4,1.6094379124341003,1,1,4,4,4,3,3,2,4,4,1,132.0
7,48,3.8918202981106265,1,0,3,6,8,21,3.091042453358316,0,0,1,0,1,6,4,3,6,3,0,117.0
11,96,4.574710978503383,1,0,1,5,6,24,3.2188758248682006,1,0,4,3,4,24,3,2,3,24,1,216.0
14,23,3.1780538303479458,0,2,3,2,3,14,2.70805020110221,1,2,4,0,4,11,10,5,5,1,0,60.0
3,87,4.477336814478207,0,0,2,3,7,19,2.995732273553991,0,1,4,5,9,26,18,4,1,1,0,193.0
6,26,3.295836866004329,1,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,17,2,2,4,2,0,60.0
2,85,4.454347296253507,0,1,0,1,5,1,0.6931471805599453,0,1,1,1,1,16,15,2,1,1,1,171.0
9,112,4.727387818712341,1,1,2,0,2,20,3.044522437723423,1,2,0,6,0,27,20,5,2,4,0,244.0
7,32,3.4965075614664802,1,2,2,4,2,21,3.091042453358316,0,0,1,0,1,26,8,4,6,1,0,85.0
14,97,4.584967478670572,0,1,2,6,7,17,2.8903717578961645,0,2,2,3,7,15,29,5,4,1,0,211.0
11,93,4.543294782270004,0,0,3,2,3,25,3.258096538021482,0,1,0,4,5,9,13,4,1,1,0,211.0
8,101,4.624972813284271,0,2,1,3,1,15,2.772588722239781,0,0,0,1,5,14,14,6,5,1,0,217.0
6,86,4.465908118654584,1,2,1,2,6,18,2.9444389791664403,1,0,3,4,8,0,23,0,6,2,0,190.0
9,9,2.302585092994046,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,14,28,6,0,9,1,36.0
4,119,4.787491742782046,0,2,4,0,9,22,3.1354942159291497,1,1,2,1,2,5,5,1,6,1,0,260.0
5,30,3.4339872044851463,1,0,0,2,0,11,2.4849066497880004,0,2,1,4,1,6,4,3,3,1,0,71.0
4,100,4.61512051684126,1,1,0,2,0,12,2.5649493574615367,1,0,2,5,2,2,2,2,6,4,0,212.0
9,40,3.713572066704308,1,1,0,5,0,20,3.044522437723423,1,2,0,6,0,13,23,0,5,20,1,100.0
6,34,3.5553480614894135,1,1,4,6,4,7,2.0794415416798357,0,1,2,0,7,6,4,3,6,1,0,75.0
6,58,4.07753744390572,1,1,3,2,8,14,2.70805020110221,1,2,4,0,4,17,31,2,0,2,0,130.0
3,47,3.871201010907891,0,2,2,5,7,3,1.3862943611198906,0,0,3,3,3,17,3,2,7,1,0,97.0
0,46,3.8501476017100584,1,1,1,4,6,13,2.6390573296152584,0,1,3,6,3,5,5,1,2,1,0,105.0
12,14,2.70805020110221,1,2,4,0,4,22,3.1354942159291497,1,1,2,1,2,0,0,0,2,2,0,50.0
3,63,4.1588830833596715,0,0,3,0,3,3,1.3862943611198906,0,0,3,3,3,29,12,6,1,3,1,129.0
8,105,4.663439094112067,0,0,0,0,5,18,2.9444389791664403,1,0,3,4,8,11,9,5,7,3,0,228.0
