slot_reported,slot_reported_abs_log1p,slot_reported_is_even,slot_reported_mod3,slot_reported_mod5,slot_reported_mod7,slot_reported_mod10,slot_percent,slot_percent_abs_log1p,slot_percent_is_even,slot_percent_mod3,slot_percent_mod5,slot_percent_mod7,slot_percent_mod10,slot_name_overstater,slot_name_corrector,slot_event,gcd_all,n_multiple_pairs,y
1026,6.934397209928558,1,0,1,4,6,14,2.70805020110221,1,2,4,0,4,3,5,4,2,0,900.0
2603,7.86480400332846,0,2,3,6,3,37,3.6375861597263857,0,1,2,2,7,3,6,4,1,0,1900.0
40,3.713572066704308,1,1,0,5,0,60,4.110873864173311,1,0,0,4,0,2,3,8,20,0,25.0
1422,7.260522598089852,1,0,2,1,2,58,4.07753744390572,1,1,3,2,8,6,1,3,2,0,900.0
775,6.654152520183219,0,1,0,5,5,24,3.2188758248682006,1,0,4,3,4,5,1,9,1,0,625.0
115,4.7535901911063645,0,1,0,3,5,15,2.772588722239781,0,0,0,1,5,1,1,4,5,0,100.0
1309,7.177782416195197,0,1,4,0,9,54,4.007333185232471,1,0,4,5,4,4,7,9,1,0,850.0
168,5.1298987149230735,1,0,3,0,8,40,3.713572066704308,1,1,0,5,0,0,6,9,8,0,120.0
2331,7.754481547470383,0,0,1,0,1,11,2.4849066497880004,0,2,1,4,1,7,2,0,1,0,2100.0
130,4.875197323201151,1,1,0,4,0,30,3.4339872044851463,1,0,0,2,0,3,7,6,10,0,100.0
3267,8.091933455979893,0,0,2,5,7,21,3.091042453358316,0,0,1,0,1,7,6,5,3,0,2700.0
357,5.8805329864007,0,0,2,0,7,5,1.791759469228055,0,2,0,5,5,3,3,5,1,0,340.0
316,5.75890177387728,1,1,1,1,6,58,4.07753744390572,1,1,3,2,8,2,2,7,2,0,200.0
596,6.391917113392602,1,2,1,1,6,49,3.912023005428146,0,1,4,0,9,5,4,8,1,0,400.0
4410,8.39185670010494,1,0,0,0,0,47,3.871201010907891,0,2,2,5,7,3,3,1,1,0,3000.0
936,6.842683282238422,1,0,1,5,6,17,2.8903717578961645,0,2,2,3,7,7,1,8,1,0,800.0
1143,7.042286171939743,0,0,3,2,3,27,3.332204510175204,0,0,2,6,7,7,5,3,9,0,900.0
548,6.3080984415095305,1,2,3,2,8,37,3.6375861597263857,0,1,2,2,7,1,0,8,1,0,400.0
2180,7.687538766201629,1,2,0,3,0,9,2.302585092994046,0,0,4,2,9,4,2,6,1,0,2000.0
667,6.504288173536645,0,1,2,2,7,45,3.828641396489095,0,0,0,3,5,4,4,0,1,0,460.0
1110,7.01301578963963,1,0,0,4,0,48,3.8918202981106265,1,0,3,6,8,3,1,7,6,0,750.0
957,6.86484777797086,0,0,2,5,7,32,3.4965075614664802,1,2,2,4,2,7,3,2,1,0,725.0
636,6.456769655572163,1,0,1,6,6,59,4.0943445622221,0,2,4,3,9,5,5,1,1,0,400.0
3336,8.112827478751374,1,0,1,4,6,39,3.6888794541139363,0,0,4,4,9,7,2,5,3,0,2400.0
2825,7.946617563244473,0,2,0,4,5,13,2.6390573296152584,0,1,3,6,3,1,0,3,1,0,2500.0
132,4.890349128221754,1,0,2,6,2,32,3.4965075614664802,1,2,2,4,2,7,6,7,4,0,100.0
2431,7.796469243086058,0,1,1,2,1,43,3.784189633918261,0,1,3,1,3,1,2,8,1,0,1700.0
58,4.07753744390572,1,1,3,2,8,16,2.833213344056216,1,1,1,2,6,3,2,1,2,0,50.0
2329,7.753623546559746,0,1,4,5,9,37,3.6375861597263857,0,1,2,2,7,6,1,3,1,0,1700.0
494,6.20455776256869,1,2,4,4,4,52,3.970291913552122,1,1,2,3,2,5,6,4,26,0,325.0
342,5.8377304471659395,1,0,2,6,2,52,3.970291913552122,1,1,2,3,2,4,5,2,2,0,225.0
351,5.863631175598097,0,0,1,1,1,17,2.8903717578961645,0,2,2,3,7,5,1,7,1,0,300.0
119,4.787491742782046,0,2,4,0,9,40,3.713572066704308,1,1,0,5,0,1,3,3,1,0,85.0
84,4.442651256490317,1,0,4,0,4,5,1.791759469228055,0,2,0,5,5,0,4,6,1,0,80.0
416,6.0330862217988015,1,2,1,3,6,28,3.367295829986474,1,1,3,0,8,5,0,1,4,0,325.0
2190,7.692113339595466,1,0,0,6,0,46,3.8501476017100584,1,1,1,4,6,1,5,4,2,0,1500.0
2646,7.881182202227102,1,0,1,0,6,47,3.871201010907891,0,2,2,5,7,6,1,9,1,0,1800.0
3321,8.10832229017324,0,0,1,3,1,23,3.1780538303479458,0,2,3,2,3,7,1,2,1,0,2700.0
246,5.5093883366279774,1,0,1,1,6,23,3.1780538303479458,0,2,3,2,3,5,6,6,1,0,200.0
12,2.5649493574615367,1,0,2,5,2,50,3.9318256327243257,1,2,0,1,0,0,7,6,2,0,8.0
3432,8.141189793457691,1,0,2,2,2,43,3.784189633918261,0,1,3,1,3,0,6,8,1,0,2400.0
588,6.3784261836515865,1,0,3,0,8,5,1.791759469228055,0,2,0,5,5,3,6,6,1,0,560.0
65,4.189654742026425,0,2,0,2,5,30,3.4339872044851463,1,0,0,2,0,3,6,0,5,0,50.0
738,6.6052979209482015,1,0,3,3,8,23,3.1780538303479458,0,2,3,2,3,7,5,3,1,0,600.0
765,6.641182169740591,0,0,0,2,5,53,3.9889840465642745,0,2,3,4,3,1,3,4,1,0,500.0
234,5.459585514144159,1,0,4,3,4,30,3.4339872044851463,1,0,0,2,0,3,1,5,6,0,180.0
1806,7.499423290592229,1,0,1,0,6,29,3.4011973816621555,0,2,4,1,9,3,2,4,1,0,1400.0
36,3.6109179126442243,1,0,1,1,6,20,3.044522437723423,1,2,0,6,0,7,4,8,4,0,30.0
288,5.666426688112432,1,0,3,1,8,44,3.8066624897703196,1,2,4,2,4,5,5,0,4,0,200.0
57,4.060443010546419,0,0,2,1,7,50,3.9318256327243257,1,2,0,1,0,1,2,0,1,0,38.0
237,5.472270673671475,0,0,2,6,7,58,4.07753744390572,1,1,3,2,8,6,0,6,1,0,150.0
290,5.673323267171493,1,2,0,3,0,45,3.828641396489095,0,0,0,3,5,2,3,3,5,0,200.0
248,5.517452896464707,1,2,3,3,8,24,3.2188758248682006,1,0,4,3,4,7,5,7,8,0,200.0
3861,8.258940462988459,0,0,1,4,1,43,3.784189633918261,0,1,3,1,3,3,3,8,1,0,2700.0
154,5.043425116919247,1,1,4,0,4,10,2.3978952727983707,1,1,0,3,0,6,0,5,2,0,140.0
144,4.976733742420574,1,0,4,4,4,60,4.110873864173311,1,0,0,4,0,0,1,2,12,0,90.0
2085,7.643003635560718,0,0,0,6,5,39,3.6888794541139363,0,0,4,4,9,2,0,3,3,0,1500.0
321,5.7745515455444085,0,0,1,6,1,7,2.0794415416798357,0,1,2,0,7,1,0,0,1,0,300.0
1474,7.29641326877392,1,1,4,4,4,34,3.5553480614894135,1,1,4,6,4,4,1,6,2,0,1100.0
2180,7.687538766201629,1,2,0,3,0,9,2.302585092994046,0,0,4,2,9,0,2,0,1,0,2000.0
21,3.091042453358316,0,0,1,0,1,50,3.9318256327243257,1,2,0,1,0,6,1,2,1,0,14.0
2838,7.951207156472972,1,0,3,3,8,29,3.4011973816621555,0,2,4,1,9,4,6,4,1,0,2200.0
754,6.626717749249025,1,1,4,5,4,45,3.828641396489095,0,0,0,3,5,5,5,9,1,0,520.0
46,3.8501476017100584,1,1,1,4,6,15,2.772588722239781,0,0,0,1,5,3,1,6,1,0,40.0
420,6.042632833682381,1,0,0,0,0,12,2.5649493574615367,1,0,2,5,2,2,1,2,12,1,375.0
1572,7.360739903058278,1,0,2,4,2,31,3.4657359027997265,0,1,1,3,1,7,6,9,1,0,1200.0
1341,7.201916317531627,0,0,1,4,1,49,3.912023005428146,0,1,4,0,9,6,1,5,1,0,900.0
3567,8.1797604936999,0,0,2,4,7,23,3.1780538303479458,0,2,3,2,3,7,3,6,1,0,2900.0
3657,8.204671828950811,0,0,2,3,7,59,4.0943445622221,0,2,4,3,9,7,0,3,1,0,2300.0
45,3.828641396489095,0,0,0,3,5,25,3.258096538021482,0,1,0,4,5,7,5,6,5,0,36.0
884,6.785587645007929,1,2,4,2,4,36,3.6109179126442243,1,0,1,1,6,0,7,2,4,0,650.0
1071,6.977281341630747,0,0,1,0,1,19,2.995732273553991,0,1,4,5,9,7,3,5,1,0,900.0
159,5.075173815233827,0,0,4,5,9,6,1.9459101490553132,1,0,1,6,6,7,7,4,3,0,150.0
18,2.9444389791664403,1,0,3,4,8,50,3.9318256327243257,1,2,0,1,0,2,1,9,2,0,12.0
942,6.849066282633458,1,0,2,4,2,57,4.060443010546419,0,0,2,1,7,5,3,1,3,0,600.0
654,6.484635235635252,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,7,5,2,3,0,600.0
224,5.41610040220442,1,2,4,0,4,28,3.367295829986474,1,1,3,0,8,6,2,4,28,1,175.0
460,6.133398042996649,1,1,0,5,0,15,2.772588722239781,0,0,0,1,5,0,5,1,5,0,400.0
444,6.09807428216624,1,0,4,3,4,11,2.4849066497880004,0,2,1,4,1,0,3,7,1,0,400.0
726,6.588926477533519,1,0,1,5,6,32,3.4965075614664802,1,2,2,4,2,6,0,8,2,0,550.0
213,5.365976015021851,0,0,3,3,3,42,3.7612001156935624,1,0,2,0,2,4,0,0,3,0,150.0
2205,7.698936199813447,0,0,0,0,5,47,3.871201010907891,0,2,2,5,7,5,5,7,1,0,1500.0
198,5.293304824724492,1,0,3,2,8,10,2.3978952727983707,1,1,0,3,0,5,0,7,2,0,180.0
330,5.802118375377063,1,0,0,1,0,32,3.4965075614664802,1,2,2,4,2,2,0,7,2,0,250.0
1692,7.4342573821331355,1,0,2,5,2,41,3.7376696182833684,0,2,1,6,1,4,0,7,1,0,1200.0
1593,7.374001859350161,0,0,3,4,3,18,2.9444389791664403,1,0,3,4,8,5,7,0,9,0,1350.0
150,5.017279836814924,1,0,0,3,0,20,3.044522437723423,1,2,0,6,0,3,7,5,10,0,125.0
130,4.875197323201151,1,1,0,4,0,30,3.4339872044851463,1,0,0,2,0,4,2,2,10,0,100.0
459,6.131226489483141,0,0,4,4,9,53,3.9889840465642745,0,2,3,4,3,4,5,9,1,0,300.0
396,5.983936280687191,1,0,1,4,6,44,3.8066624897703196,1,2,4,2,4,0,7,0,44,1,275.0
387,5.961005339623274,0,0,2,2,7,29,3.4011973816621555,0,2,4,1,9,0,5,4,1,0,300.0
278,5.631211781821365,1,2,3,5,8,39,3.6888794541139363,0,0,4,4,9,3,5,2,1,0,200.0
1422,7.260522598089852,1,0,2,1,2,58,4.07753744390572,1,1,3,2,8,6,5,3,2,0,900.0
544,6.300785794663244,1,1,4,5,4,28,3.367295829986474,1,1,3,0,8,3,7,3,4,0,425.0
60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,0,6,0,3,4,5,20,1,50.0
90,4.51085950651685,1,0,0,6,0,50,3.9318256327243257,1,2,0,1,0,0,4,2,10,0,60.0
888,6.790097235513905,1,0,3,6,8,48,3.8918202981106265,1,0,3,6,8,4,6,9,24,0,600.0
1586,7.369600720526409,1,2,1,4,6,22,3.1354942159291497,1,1,2,1,2,1,7,0,2,0,1300.0
363,5.8971538676367405,0,0,3,6,3,32,3.4965075614664802,1,2,2,4,2,2,2,2,1,0,275.0
3075,8.031385330625534,0,0,0,2,5,23,3.1780538303479458,0,2,3,2,3,0,0,0,1,0,2500.0
2599,7.8632667240095735,0,1,4,2,9,13,2.6390573296152584,0,1,3,6,3,3,6,5,1,0,2300.0
2370,7.771067086065406,1,0,0,4,0,58,4.07753744390572,1,1,3,2,8,7,4,1,2,0,1500.0
1029,6.937314081223682,0,0,4,0,9,47,3.871201010907891,0,2,2,5,7,0,6,9,1,0,700.0
1936,7.5688956634069955,1,1,1,4,6,21,3.091042453358316,0,0,1,0,1,2,4,5,1,0,1600.0
95,4.564348191467836,0,2,0,4,5,25,3.258096538021482,0,1,0,4,5,7,4,6,5,0,76.0
147,4.997212273764115,0,0,2,0,7,40,3.713572066704308,1,1,0,5,0,5,2,6,1,0,105.0
963,6.871091294610546,0,0,3,4,3,7,2.0794415416798357,0,1,2,0,7,5,1,1,1,0,900.0
3277,8.094988759303774,0,1,2,1,7,13,2.6390573296152584,0,1,3,6,3,6,2,5,1,0,2900.0
4437,8.39795910349254,0,0,2,6,7,53,3.9889840465642745,0,2,3,4,3,6,0,0,1,0,2900.0
1908,7.554334823725748,1,0,3,4,8,59,4.0943445622221,0,2,4,3,9,3,7,0,1,0,1200.0
243,5.497168225293202,0,0,3,5,3,8,2.1972245773362196,1,2,3,1,8,4,6,8,1,0,225.0
795,6.679599185844383,0,0,0,4,5,6,1.9459101490553132,1,0,1,6,6,6,4,3,3,0,750.0
1501,7.31455283232408,0,1,1,3,1,58,4.07753744390572,1,1,3,2,8,3,3,3,1,0,950.0
900,6.803505257608338,1,0,0,4,0,44,3.8066624897703196,1,2,4,2,4,0,0,2,4,0,625.0
64,4.174387269895637,1,1,4,1,4,28,3.367295829986474,1,1,3,0,8,2,4,4,4,0,50.0
341,5.834810737062605,0,2,1,5,1,24,3.2188758248682006,1,0,4,3,4,3,5,0,1,0,275.0
532,6.278521424165844,1,1,2,0,2,33,3.5263605246161616,0,0,3,5,3,0,4,1,1,0,400.0
1908,7.554334823725748,1,0,3,4,8,59,4.0943445622221,0,2,4,3,9,5,4,5,1,0,1200.0
576,6.3578422665081,1,0,1,2,6,44,3.8066624897703196,1,2,4,2,4,3,3,1,4,0,400.0
2002,7.602401335665818,1,1,2,0,2,54,4.007333185232471,1,0,4,5,4,4,5,5,2,0,1300.0
120,4.795790545596741,1,0,0,1,0,25,3.258096538021482,0,1,0,4,5,1,3,9,5,0,96.0
1422,7.260522598089852,1,0,2,1,2,58,4.07753744390572,1,1,3,2,8,7,0,7,2,0,900.0
296,5.6937321388027,1,2,1,2,6,48,3.8918202981106265,1,0,3,6,8,5,7,6,8,0,200.0
1001,6.90975328164481,0,2,1,0,1,43,3.784189633918261,0,1,3,1,3,2,6,6,1,0,700.0
2397,7.7823903355874595,0,0,2,3,7,41,3.7376696182833684,0,2,1,6,1,7,6,4,1,0,1700.0
216,5.37989735354046,1,0,1,6,6,44,3.8066624897703196,1,2,4,2,4,3,2,0,4,0,150.0
777,6.656726524178391,0,0,2,0,7,11,2.4849066497880004,0,2,1,4,1,7,4,9,1,0,700.0
1070,6.976348070447749,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,2,2,2,1,0,1000.0
56,4.04305126783455,1,2,1,0,6,60,4.110873864173311,1,0,0,4,0,4,1,3,4,0,35.0
3146,8.054204897064407,1,2,1,3,6,21,3.091042453358316,0,0,1,0,1,6,2,0,1,0,2600.0
3381,8.126222529458525,0,0,1,0,1,47,3.871201010907891,0,2,2,5,7,0,3,1,1,0,2300.0
112,4.727387818712341,1,1,2,0,2,60,4.110873864173311,1,0,0,4,0,3,4,4,4,0,70.0
261,5.568344503761097,0,0,1,2,1,45,3.828641396489095,0,0,0,3,5,5,4,0,9,0,180.0
116,4.762173934797756,1,2,1,4,6,16,2.833213344056216,1,1,1,2,6,4,6,0,4,0,100.0
96,4.574710978503383,1,0,1,5,6,28,3.367295829986474,1,1,3,0,8,7,7,2,4,0,75.0
3393,8.129764445794171,0,0,3,5,3,17,2.8903717578961645,0,2,2,3,7,2,6,1,1,0,2900.0
483,6.182084906716632,0,0,3,0,3,5,1.791759469228055,0,2,0,5,5,0,1,2,1,0,460.0
1270,7.147559271189454,1,1,0,3,0,27,3.332204510175204,0,0,2,6,7,5,5,5,1,0,1000.0
76,4.343805421853684,1,1,1,6,6,52,3.970291913552122,1,1,2,3,2,6,4,7,4,0,50.0
4710,8.45765547870004,1,0,0,6,0,57,4.060443010546419,0,0,2,1,7,5,5,6,3,0,3000.0
231,5.44673737166631,0,0,1,0,1,54,4.007333185232471,1,0,4,5,4,4,5,9,3,0,150.0
351,5.863631175598097,0,0,1,1,1,30,3.4339872044851463,1,0,0,2,0,5,6,3,3,0,270.0
2071,7.6362696033793735,0,1,1,6,1,9,2.302585092994046,0,0,4,2,9,2,4,9,1,0,1900.0
2703,7.902487437162855,0,0,3,1,3,59,4.0943445622221,0,2,4,3,9,0,2,6,1,0,1700.0
833,6.726233402358747,0,2,3,0,3,19,2.995732273553991,0,1,4,5,9,3,0,0,1,0,700.0
1254,7.134890851565884,1,0,4,1,4,14,2.70805020110221,1,2,4,0,4,5,4,6,2,0,1100.0
567,6.342121418721152,0,0,2,0,7,35,3.58351893845611,0,2,0,0,5,3,0,0,7,0,420.0
392,5.973809611869261,1,2,2,0,2,12,2.5649493574615367,1,0,2,5,2,2,4,7,4,0,350.0
524,6.263398262591624,1,2,4,6,4,31,3.4657359027997265,0,1,1,3,1,1,5,9,1,0,400.0
3948,8.28121766128665,1,0,3,0,8,41,3.7376696182833684,0,2,1,6,1,6,5,8,1,0,2800.0
2533,7.837554360881084,0,1,3,6,3,49,3.912023005428146,0,1,4,0,9,6,5,2,1,0,1700.0
30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,6,5,1,10,0,25.0
3675,8.209580483475577,0,0,0,0,5,47,3.871201010907891,0,2,2,5,7,7,6,8,1,0,2500.0
1463,7.288927694521257,0,2,3,0,3,33,3.5263605246161616,0,0,3,5,3,3,2,9,11,0,1100.0
1128,7.029087564149662,1,0,3,1,8,41,3.7376696182833684,0,2,1,6,1,4,5,0,1,0,800.0
122,4.812184355372417,1,2,2,3,2,22,3.1354942159291497,1,1,2,1,2,4,1,1,2,0,100.0
551,6.313548046277095,0,2,1,5,1,16,2.833213344056216,1,1,1,2,6,4,2,0,1,0,475.0
150,5.017279836814924,1,0,0,3,0,20,3.044522437723423,1,2,0,6,0,4,1,5,10,0,125.0
744,6.61338421837956,1,0,4,2,4,55,4.02535169073515,0,1,0,6,5,1,3,8,1,0,480.0
1199,7.090076835776092,0,2,4,2,9,9,2.302585092994046,0,0,4,2,9,2,5,0,1,0,1100.0
432,6.07073772800249,1,0,2,5,2,44,3.8066624897703196,1,2,4,2,4,1,2,8,4,0,300.0
1507,7.318539548567902,0,1,2,2,7,37,3.6375861597263857,0,1,2,2,7,3,5,7,1,0,1100.0
1185,7.078341579557671,0,0,0,2,5,58,4.07753744390572,1,1,3,2,8,6,1,8,1,0,750.0
308,5.733341276897746,1,2,3,0,8,54,4.007333185232471,1,0,4,5,4,1,6,6,2,0,200.0
2117,7.658227526161352,0,2,2,3,7,46,3.8501476017100584,1,1,1,4,6,1,7,3,1,0,1450.0
1130,7.030857476116121,1,2,0,3,0,13,2.6390573296152584,0,1,3,6,3,6,3,1,1,0,1000.0
936,6.842683282238422,1,0,1,5,6,44,3.8066624897703196,1,2,4,2,4,7,0,8,4,0,650.0
1794,7.492760300922379,1,0,4,2,4,38,3.6635616461296463,1,2,3,3,8,4,2,7,2,0,1300.0
468,6.150602768446279,1,0,3,6,8,17,2.8903717578961645,0,2,2,3,7,6,5,2,1,0,400.0
186,5.231108616854587,1,0,1,4,6,55,4.02535169073515,0,1,0,6,5,3,1,1,1,0,120.0
3519,8.166216268592143,0,0,4,5,9,53,3.9889840465642745,0,2,3,4,3,4,6,1,1,0,2300.0
2544,7.841885928984623,1,0,4,3,4,59,4.0943445622221,0,2,4,3,9,6,3,4,1,0,1600.0
4031,8.302017809751204,0,2,1,6,1,39,3.6888794541139363,0,0,4,4,9,2,3,3,1,0,2900.0
65,4.189654742026425,0,2,0,2,5,25,3.258096538021482,0,1,0,4,5,3,7,2,5,0,52.0
1498,7.312553498102598,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,5,7,3,7,1,1400.0
3498,8.160232492367689,1,0,3,5,8,59,4.0943445622221,0,2,4,3,9,4,3,2,1,0,2200.0
1770,7.479299637782834,1,0,0,6,0,18,2.9444389791664403,1,0,3,4,8,2,4,5,6,0,1500.0
208,5.342334251964811,1,1,3,5,8,30,3.4339872044851463,1,0,0,2,0,5,3,3,2,0,160.0
102,4.634728988229636,1,0,2,4,2,20,3.044522437723423,1,2,0,6,0,2,3,9,2,0,85.0
966,6.874198495453294,1,0,1,0,6,38,3.6635616461296463,1,2,3,3,8,1,1,6,2,0,700.0
228,5.43372200355424,1,0,3,4,8,52,3.970291913552122,1,1,2,3,2,2,2,0,4,0,150.0
134,4.90527477843843,1,2,4,1,4,34,3.5553480614894135,1,1,4,6,4,7,4,6,2,0,100.0
2717,7.907651594711089,0,2,2,1,7,43,3.784189633918261,0,1,3,1,3,3,4,1,1,0,1900.0
224,5.41610040220442,1,2,4,0,4,28,3.367295829986474,1,1,3,0,8,6,1,4,28,1,175.0
759,6.633318433280377,0,0,4,3,9,38,3.6635616461296463,1,2,3,3,8,1,1,9,1,0,550.0
952,6.859614903654202,1,1,2,0,2,36,3.6109179126442243,1,0,1,1,6,2,6,9,4,0,700.0
644,6.4692503167957724,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,7,6,5,4,0,575.0
648,6.47543271670409,1,0,3,4,8,35,3.58351893845611,0,2,0,0,5,7,5,3,1,0,480.0
1221,7.108244139731541,0,0,1,3,1,11,2.4849066497880004,0,2,1,4,1,7,5,3,11,1,1100.0
462,6.137727054086234,1,0,2,0,2,32,3.4965075614664802,1,2,2,4,2,7,5,5,2,0,350.0
858,6.755768921984255,1,0,3,4,8,32,3.4965075614664802,1,2,2,4,2,3,2,5,2,0,650.0
825,6.716594773520978,0,0,0,6,5,32,3.4965075614664802,1,2,2,4,2,7,3,6,1,0,625.0
115,4.7535901911063645,0,1,0,3,5,15,2.772588722239781,0,0,0,1,5,4,6,2,5,0,100.0
882,6.78332520060396,1,0,2,0,2,47,3.871201010907891,0,2,2,5,7,6,0,0,1,0,600.0
1092,6.996681488176539,1,0,2,0,2,56,4.04305126783455,1,2,1,0,6,6,6,3,28,0,700.0
1431,7.266827347520591,0,0,1,3,1,59,4.0943445622221,0,2,4,3,9,7,3,8,1,0,900.0
3051,8.023552392404348,0,0,1,6,1,13,2.6390573296152584,0,1,3,6,3,6,5,6,1,0,2700.0
756,6.6293632534374485,1,0,1,0,6,44,3.8066624897703196,1,2,4,2,4,2,5,9,4,0,525.0
134,4.90527477843843,1,2,4,1,4,34,3.5553480614894135,1,1,4,6,4,3,6,9,2,0,100.0
1078,6.983789965258135,1,1,3,0,8,54,4.007333185232471,1,0,4,5,4,7,5,0,2,0,700.0
30,3.4339872044851463,1,0,0,2,0,25,3.258096538021482,0,1,0,4,5,0,2,7,5,0,24.0
203,5.318119993844216,0,2,3,0,3,16,2.833213344056216,1,1,1,2,6,2,0,0,1,0,175.0
182,5.209486152841421,1,2,2,0,2,30,3.4339872044851463,1,0,0,2,0,0,5,5,2,0,140.0
286,5.659482215759621,1,1,1,6,6,43,3.784189633918261,0,1,3,1,3,2,5,9,1,0,200.0
874,6.774223886357614,1,1,4,6,4,52,3.970291913552122,1,1,2,3,2,3,4,5,2,0,575.0
1173,7.068172000388042,0,0,3,4,3,38,3.6635616461296463,1,2,3,3,8,1,4,9,1,0,850.0
2010,7.606387389772652,1,0,0,1,0,34,3.5553480614894135,1,1,4,6,4,2,5,3,2,0,1500.0
1666,7.418780882750794,1,1,1,0,6,19,2.995732273553991,0,1,4,5,9,6,6,1,1,0,1400.0
1092,6.996681488176539,1,0,2,0,2,56,4.04305126783455,1,2,1,0,6,5,5,6,28,0,700.0
1008,6.9167150203536085,1,0,3,0,8,44,3.8066624897703196,1,2,4,2,4,5,4,0,4,0,700.0
984,6.892641641172089,1,0,4,4,4,23,3.1780538303479458,0,2,3,2,3,7,1,9,1,0,800.0
936,6.842683282238422,1,0,1,5,6,44,3.8066624897703196,1,2,4,2,4,3,4,0,4,0,650.0
65,4.189654742026425,0,2,0,2,5,25,3.258096538021482,0,1,0,4,5,5,7,3,5,0,52.0
171,5.147494476813453,0,0,1,3,1,14,2.70805020110221,1,2,4,0,4,4,7,7,1,0,150.0
580,6.364750756851911,1,1,0,6,0,16,2.833213344056216,1,1,1,2,6,6,0,9,4,0,500.0
1848,7.522400231387125,1,0,3,0,8,54,4.007333185232471,1,0,4,5,4,5,2,6,6,0,1200.0
1273,7.149916836132109,0,1,3,6,3,34,3.5553480614894135,1,1,4,6,4,4,7,0,1,0,950.0
1551,7.347299700743164,0,0,1,4,1,41,3.7376696182833684,0,2,1,6,1,4,0,3,1,0,1100.0
403,6.0014148779611505,0,1,3,4,3,24,3.2188758248682006,1,0,4,3,4,3,2,3,1,0,325.0
1390,7.237778191923443,1,1,0,4,0,39,3.6888794541139363,0,0,4,4,9,4,4,5,1,0,1000.0
145,4.983606621708336,0,1,0,5,5,45,3.828641396489095,0,0,0,3,5,7,7,1,5,0,100.0
436,6.07993319509559,1,1,1,2,6,9,2.302585092994046,0,0,4,2,9,0,2,4,1,0,400.0
1701,7.43955930913332,0,0,1,0,1,26,3.295836866004329,1,2,1,5,6,6,5,2,1,0,1350.0
414,6.028278520230698,1,0,4,1,4,15,2.772588722239781,0,0,0,1,5,6,2,2,3,0,360.0
369,5.91350300563827,0,0,4,5,9,23,3.1780538303479458,0,2,3,2,3,7,5,1,1,0,300.0
630,6.447305862541213,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,0,4,2,5,1,600.0
88,4.48863636973214,1,1,3,4,8,60,4.110873864173311,1,0,0,4,0,5,4,3,4,0,55.0
441,6.091309882077698,0,0,1,0,1,5,1.791759469228055,0,2,0,5,5,0,5,3,1,0,420.0
741,6.60934924316738,0,0,1,6,1,14,2.70805020110221,1,2,4,0,4,2,0,1,1,0,650.0
3675,8.209580483475577,0,0,0,0,5,47,3.871201010907891,0,2,2,5,7,7,4,4,1,0,2500.0
1001,6.90975328164481,0,2,1,0,1,43,3.784189633918261,0,1,3,1,3,0,3,4,1,0,700.0
1413,7.254177846456518,0,0,3,6,3,57,4.060443010546419,0,0,2,1,7,4,1,1,3,0,900.0
666,6.502790045915623,1,0,1,1,6,11,2.4849066497880004,0,2,1,4,1,4,0,9,1,0,600.0
3810,8.24564690087386,1,0,0,2,0,27,3.332204510175204,0,0,2,6,7,2,1,1,3,0,3000.0
364,5.8998973535824915,1,1,4,0,4,12,2.5649493574615367,1,0,2,5,2,1,1,6,4,0,325.0
365,5.902633333401366,0,2,0,1,5,46,3.8501476017100584,1,1,1,4,6,0,6,9,1,0,250.0
954,6.86171134048073,1,0,4,2,4,6,1.9459101490553132,1,0,1,6,6,1,7,3,6,1,900.0
74,4.31748811353631,1,2,4,4,4,48,3.8918202981106265,1,0,3,6,8,2,7,0,2,0,50.0
116,4.762173934797756,1,2,1,4,6,45,3.828641396489095,0,0,0,3,5,3,6,1,1,0,80.0
35,3.58351893845611,0,2,0,0,5,25,3.258096538021482,0,1,0,4,5,5,5,3,5,0,28.0
2289,7.736307096548285,0,0,4,0,9,9,2.302585092994046,0,0,4,2,9,3,3,4,3,0,2100.0
545,6.302618975744905,0,2,0,6,5,9,2.302585092994046,0,0,4,2,9,0,1,5,1,0,500.0
1677,7.425357887027151,0,0,2,4,7,29,3.4011973816621555,0,2,4,1,9,3,6,8,1,0,1300.0
1206,7.095893221097532,1,0,1,2,6,34,3.5553480614894135,1,1,4,6,4,2,2,5,2,0,900.0
1794,7.492760300922379,1,0,4,2,4,38,3.6635616461296463,1,2,3,3,8,7,3,4,2,0,1300.0
806,6.693323668269949,1,2,1,1,6,55,4.02535169073515,0,1,0,6,5,3,7,8,1,0,520.0
3102,8.04012466444838,1,0,2,1,2,41,3.7376696182833684,0,2,1,6,1,2,3,7,1,0,2200.0
30,3.4339872044851463,1,0,0,2,0,25,3.258096538021482,0,1,0,4,5,4,1,4,5,0,24.0
106,4.672828834461906,1,1,1,1,6,6,1.9459101490553132,1,0,1,6,6,5,0,4,2,0,100.0
