slot_player_a,slot_player_b,slot_sport,slot_score_unit,slot_a_first_score,slot_a_first_score_abs_log1p,slot_a_first_score_is_even,slot_a_first_score_mod3,slot_a_first_score_mod5,slot_a_first_score_mod7,slot_a_first_score_mod10,slot_b_fewer_in_first,slot_b_fewer_in_first_abs_log1p,slot_b_fewer_in_first_is_even,slot_b_fewer_in_first_mod3,slot_b_fewer_in_first_mod5,slot_b_fewer_in_first_mod7,slot_b_fewer_in_first_mod10,slot_a_fewer_in_second_vs_b_first,slot_a_fewer_in_second_vs_b_first_abs_log1p,slot_a_fewer_in_second_vs_b_first_is_even,slot_a_fewer_in_second_vs_b_first_mod3,slot_a_fewer_in_second_vs_b_first_mod5,slot_a_fewer_in_second_vs_b_first_mod7,slot_a_fewer_in_second_vs_b_first_mod10,gcd_all,n_multiple_pairs,y
6,5,6,1,50,3.9318256327243257,1,2,0,1,0,26,3.295836866004329,1,2,1,5,6,4,1.6094379124341003,1,1,4,4,4,2,0,70.0
5,19,6,1,35,3.58351893845611,0,2,0,0,5,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,1,0,50.0
12,12,6,1,49,3.912023005428146,0,1,4,0,9,11,2.4849066497880004,0,2,1,4,1,36,3.6109179126442243,1,0,1,1,6,1,0,51.0
1,12,3,1,47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,1,0,80.0
10,3,1,1,56,4.04305126783455,1,2,1,0,6,45,3.828641396489095,0,0,0,3,5,11,2.4849066497880004,0,2,1,4,1,1,0,56.0
1,15,6,1,43,3.784189633918261,0,1,3,1,3,16,2.833213344056216,1,1,1,2,6,24,3.2188758248682006,1,0,4,3,4,1,0,46.0
1,10,0,0,22,3.1354942159291497,1,1,2,1,2,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,1,2,23.0
9,11,5,0,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,1,16.0
0,11,2,1,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,1,9.0
8,5,6,1,51,3.9512437185814275,0,0,1,2,1,20,3.044522437723423,1,2,0,6,0,24,3.2188758248682006,1,0,4,3,4,1,0,58.0
6,0,1,1,33,3.5263605246161616,0,0,3,5,3,3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,1,1,40.0
2,16,2,1,38,3.6635616461296463,1,2,3,3,8,31,3.4657359027997265,0,1,1,3,1,6,1.9459101490553132,1,0,1,6,6,1,0,39.0
19,8,4,1,15,2.772588722239781,0,0,0,1,5,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,1,1,16.0
4,16,3,1,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,1,0,27.0
5,19,1,1,25,3.258096538021482,0,1,0,4,5,20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,5,2,25.0
18,18,3,1,25,3.258096538021482,0,1,0,4,5,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,1,0,32.0
14,14,0,0,15,2.772588722239781,0,0,0,1,5,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,2,18.0
19,19,2,1,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,1,2,9.0
1,17,6,1,28,3.367295829986474,1,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,1,0,37.0
10,9,5,0,42,3.7612001156935624,1,0,2,0,2,25,3.258096538021482,0,1,0,4,5,11,2.4849066497880004,0,2,1,4,1,1,0,48.0
12,8,1,1,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,1,0,16.0
13,3,2,1,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0,55.0
7,4,4,1,53,3.9889840465642745,0,2,3,4,3,46,3.8501476017100584,1,1,1,4,6,6,1.9459101490553132,1,0,1,6,6,1,0,54.0
10,13,2,1,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,1,11.0
12,16,2,1,48,3.8918202981106265,1,0,3,6,8,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,1,1,57.0
1,14,5,0,19,2.995732273553991,0,1,4,5,9,16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,1,2,21.0
14,18,2,1,23,3.1780538303479458,0,2,3,2,3,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,1,0,25.0
1,9,1,1,27,3.332204510175204,0,0,2,6,7,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,1,1,34.0
9,10,3,1,29,3.4011973816621555,0,2,4,1,9,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,0,0,3,3,3,1,0,29.0
3,19,0,0,50,3.9318256327243257,1,2,0,1,0,11,2.4849066497880004,0,2,1,4,1,23,3.1780538303479458,0,2,3,2,3,1,0,66.0
1,13,4,1,39,3.6888794541139363,0,0,4,4,9,34,3.5553480614894135,1,1,4,6,4,5,1.791759469228055,0,2,0,5,5,1,0,39.0
7,19,0,0,37,3.6375861597263857,0,1,2,2,7,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,1,0,49.0
6,1,6,1,44,3.8066624897703196,1,2,4,2,4,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,1,74.0
12,7,0,0,20,3.044522437723423,1,2,0,6,0,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,1,2,20.0
17,1,6,1,36,3.6109179126442243,1,0,1,1,6,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,2,1,46.0
5,8,1,1,21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,2,35.0
0,1,1,1,45,3.828641396489095,0,0,0,3,5,23,3.1780538303479458,0,2,3,2,3,21,3.091042453358316,0,0,1,0,1,1,0,46.0
0,3,5,0,19,2.995732273553991,0,1,4,5,9,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,1,0,25.0
9,19,0,0,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,2,0,50.0
18,11,5,0,43,3.784189633918261,0,1,3,1,3,42,3.7612001156935624,1,0,2,0,2,1,0.6931471805599453,0,1,1,1,1,1,2,43.0
19,5,3,1,28,3.367295829986474,1,1,3,0,8,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,1,0,30.0
18,7,0,0,21,3.091042453358316,0,0,1,0,1,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,1,2,30.0
0,12,6,1,43,3.784189633918261,0,1,3,1,3,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,1,1,54.0
4,2,2,1,33,3.5263605246161616,0,0,3,5,3,32,3.4965075614664802,1,2,2,4,2,1,0.6931471805599453,0,1,1,1,1,1,2,33.0
6,3,1,1,17,2.8903717578961645,0,2,2,3,7,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,0,17.0
11,0,4,1,58,4.07753744390572,1,1,3,2,8,19,2.995732273553991,0,1,4,5,9,29,3.4011973816621555,0,2,4,1,9,1,1,68.0
7,17,1,1,25,3.258096538021482,0,1,0,4,5,9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,1,0,27.0
18,17,2,1,24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,1,0,29.0
17,0,4,1,25,3.258096538021482,0,1,0,4,5,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,1,0,32.0
11,14,0,0,35,3.58351893845611,0,2,0,0,5,33,3.5263605246161616,0,0,3,5,3,1,0.6931471805599453,0,1,1,1,1,1,2,36.0
3,2,5,0,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0,16.0
4,6,2,1,46,3.8501476017100584,1,1,1,4,6,43,3.784189633918261,0,1,3,1,3,3,1.3862943611198906,0,0,3,3,3,1,0,46.0
8,7,0,0,45,3.828641396489095,0,0,0,3,5,10,2.3978952727983707,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,1,0,52.0
17,1,1,1,47,3.871201010907891,0,2,2,5,7,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,1,1,70.0
0,17,6,1,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,2,9.0
15,15,0,0,42,3.7612001156935624,1,0,2,0,2,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,6,2,60.0
10,17,1,1,38,3.6635616461296463,1,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,28,3.367295829986474,1,1,3,0,8,2,0,42.0
15,13,3,1,27,3.332204510175204,0,0,2,6,7,4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,1,0,37.0
8,9,2,1,19,2.995732273553991,0,1,4,5,9,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,1,1,20.0
10,6,4,1,26,3.295836866004329,1,2,1,5,6,10,2.3978952727983707,1,1,0,3,0,16,2.833213344056216,1,1,1,2,6,2,0,26.0
3,16,4,1,29,3.4011973816621555,0,2,4,1,9,13,2.6390573296152584,0,1,3,6,3,9,2.302585092994046,0,0,4,2,9,1,0,36.0
16,2,6,1,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,1,0,22.0
8,12,4,1,25,3.258096538021482,0,1,0,4,5,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,1,2,30.0
13,5,6,1,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,2,9.0
1,10,6,1,55,4.02535169073515,0,1,0,6,5,37,3.6375861597263857,0,1,2,2,7,11,2.4849066497880004,0,2,1,4,1,1,1,62.0
19,15,2,1,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,3,1,24.0
13,4,3,1,29,3.4011973816621555,0,2,4,1,9,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,1,1,31.0
12,17,6,1,28,3.367295829986474,1,1,3,0,8,14,2.70805020110221,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,2,1,30.0
3,1,3,1,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,2,20.0
14,5,0,0,41,3.7376696182833684,0,2,1,6,1,6,1.9459101490553132,1,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,1,0,53.0
9,6,3,1,33,3.5263605246161616,0,0,3,5,3,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,11,3,44.0
12,1,0,0,44,3.8066624897703196,1,2,4,2,4,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,1,0,60.0
13,4,3,1,37,3.6375861597263857,0,1,2,2,7,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,0,0,3,3,3,1,0,40.0
16,16,6,1,58,4.07753744390572,1,1,3,2,8,5,1.791759469228055,0,2,0,5,5,32,3.4965075614664802,1,2,2,4,2,1,0,79.0
7,12,2,1,18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,20.0
1,1,4,1,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,1,39.0
5,1,1,1,42,3.7612001156935624,1,0,2,0,2,27,3.332204510175204,0,0,2,6,7,2,1.0986122886681098,1,2,2,2,2,1,1,55.0
8,3,3,1,20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,1,2,28.0
2,0,0,0,22,3.1354942159291497,1,1,2,1,2,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,1,0,23.0
12,6,6,1,22,3.1354942159291497,1,1,2,1,2,1,0.6931471805599453,0,1,1,1,1,15,2.772588722239781,0,0,0,1,5,1,2,28.0
19,3,2,1,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,1,10.0
17,2,0,0,27,3.332204510175204,0,0,2,6,7,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,2,47.0
2,12,5,0,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,1,16.0
14,17,1,1,16,2.833213344056216,1,1,1,2,6,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,1,2,18.0
1,10,3,1,60,4.110873864173311,1,0,0,4,0,20,3.044522437723423,1,2,0,6,0,31,3.4657359027997265,0,1,1,3,1,1,1,69.0
17,6,1,1,57,4.060443010546419,0,0,2,1,7,20,3.044522437723423,1,2,0,6,0,20,3.044522437723423,1,2,0,6,0,1,1,74.0
13,7,0,0,41,3.7376696182833684,0,2,1,6,1,32,3.4965075614664802,1,2,2,4,2,1,0.6931471805599453,0,1,1,1,1,1,2,49.0
13,17,1,1,23,3.1780538303479458,0,2,3,2,3,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,1,0,27.0
9,15,3,1,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,1,2,16.0
18,11,4,1,13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,1,2,13.0
16,2,5,0,52,3.970291913552122,1,1,2,3,2,6,1.9459101490553132,1,0,1,6,6,28,3.367295829986474,1,1,3,0,8,2,0,70.0
8,0,1,1,58,4.07753744390572,1,1,3,2,8,35,3.58351893845611,0,2,0,0,5,22,3.1354942159291497,1,1,2,1,2,1,0,59.0
6,0,6,1,19,2.995732273553991,0,1,4,5,9,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,1,0,20.0
3,1,5,0,32,3.4965075614664802,1,2,2,4,2,11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,1,0,40.0
19,9,1,1,48,3.8918202981106265,1,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,33,3.5263605246161616,0,0,3,5,3,1,1,55.0
10,14,2,1,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,1,28.0
3,18,2,1,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,1,27.0
17,6,2,1,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,3,2,36.0
1,6,0,0,14,2.70805020110221,1,2,4,0,4,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,1,2,16.0
17,0,2,1,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,0,16.0
17,16,2,1,60,4.110873864173311,1,0,0,4,0,28,3.367295829986474,1,1,3,0,8,15,2.772588722239781,0,0,0,1,5,1,1,77.0
4,7,0,0,27,3.332204510175204,0,0,2,6,7,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,1,1,31.0
3,3,3,1,56,4.04305126783455,1,2,1,0,6,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,1,0,87.0
4,10,4,1,38,3.6635616461296463,1,2,3,3,8,20,3.044522437723423,1,2,0,6,0,13,2.6390573296152584,0,1,3,6,3,1,0,43.0
13,9,1,1,16,2.833213344056216,1,1,1,2,6,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,2,16.0
15,2,3,1,40,3.713572066704308,1,1,0,5,0,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,5,1,45.0
13,4,0,0,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0,27.0
10,7,3,1,48,3.8918202981106265,1,0,3,6,8,25,3.258096538021482,0,1,0,4,5,9,2.302585092994046,0,0,4,2,9,1,0,62.0
17,1,2,1,37,3.6375861597263857,0,1,2,2,7,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,1,0,53.0
11,4,6,1,41,3.7376696182833684,0,2,1,6,1,40,3.713572066704308,1,1,0,5,0,1,0.6931471805599453,0,1,1,1,1,1,2,41.0
6,7,6,1,53,3.9889840465642745,0,2,3,4,3,10,2.3978952727983707,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,1,0,68.0
4,6,4,1,35,3.58351893845611,0,2,0,0,5,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,1,1,51.0
3,6,6,1,38,3.6635616461296463,1,2,3,3,8,27,3.332204510175204,0,0,2,6,7,9,2.302585092994046,0,0,4,2,9,1,1,40.0
1,2,6,1,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,1,2,10.0
2,5,0,0,44,3.8066624897703196,1,2,4,2,4,35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,1,1,49.0
14,17,2,1,38,3.6635616461296463,1,2,3,3,8,20,3.044522437723423,1,2,0,6,0,17,2.8903717578961645,0,2,2,3,7,1,0,39.0
19,2,1,1,50,3.9318256327243257,1,2,0,1,0,34,3.5553480614894135,1,1,4,6,4,14,2.70805020110221,1,2,4,0,4,2,0,52.0
10,7,4,1,31,3.4657359027997265,0,1,1,3,1,30,3.4339872044851463,1,0,0,2,0,1,0.6931471805599453,0,1,1,1,1,1,2,31.0
12,19,4,1,42,3.7612001156935624,1,0,2,0,2,29,3.4011973816621555,0,2,4,1,9,13,2.6390573296152584,0,1,3,6,3,1,0,42.0
17,14,5,0,48,3.8918202981106265,1,0,3,6,8,42,3.7612001156935624,1,0,2,0,2,1,0.6931471805599453,0,1,1,1,1,1,2,53.0
18,4,2,1,21,3.091042453358316,0,0,1,0,1,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,1,2,22.0
19,19,5,0,50,3.9318256327243257,1,2,0,1,0,41,3.7376696182833684,0,2,1,6,1,1,0.6931471805599453,0,1,1,1,1,1,2,58.0
1,17,4,1,18,2.9444389791664403,1,0,3,4,8,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,2,2,18.0
11,2,4,1,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,1,55.0
9,12,6,1,45,3.828641396489095,0,0,0,3,5,29,3.4011973816621555,0,2,4,1,9,7,2.0794415416798357,0,1,2,0,7,1,0,54.0
18,13,2,1,32,3.4965075614664802,1,2,2,4,2,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0,47.0
0,10,5,0,53,3.9889840465642745,0,2,3,4,3,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,1,0,96.0
16,12,1,1,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,3,12.0
13,1,3,1,58,4.07753744390572,1,1,3,2,8,31,3.4657359027997265,0,1,1,3,1,21,3.091042453358316,0,0,1,0,1,1,0,64.0
3,11,2,1,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,1,19.0
18,10,2,1,25,3.258096538021482,0,1,0,4,5,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,1,0,28.0
13,13,0,0,47,3.871201010907891,0,2,2,5,7,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,1,0,69.0
11,15,6,1,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,2,2,36.0
9,15,3,1,57,4.060443010546419,0,0,2,1,7,22,3.1354942159291497,1,1,2,1,2,12,2.5649493574615367,1,0,2,5,2,1,0,80.0
13,8,3,1,44,3.8066624897703196,1,2,4,2,4,14,2.70805020110221,1,2,4,0,4,20,3.044522437723423,1,2,0,6,0,2,0,54.0
0,3,4,1,49,3.912023005428146,0,1,4,0,9,48,3.8918202981106265,1,0,3,6,8,1,0.6931471805599453,0,1,1,1,1,1,2,49.0
6,15,4,1,27,3.332204510175204,0,0,2,6,7,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1,0,39.0
16,3,2,1,59,4.0943445622221,0,2,4,3,9,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,1,0,70.0
0,14,4,1,19,2.995732273553991,0,1,4,5,9,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,1,28.0
17,1,5,0,25,3.258096538021482,0,1,0,4,5,7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,1,0,28.0
3,7,2,1,48,3.8918202981106265,1,0,3,6,8,9,2.302585092994046,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,3,1,69.0
5,3,2,1,25,3.258096538021482,0,1,0,4,5,19,2.995732273553991,0,1,4,5,9,6,1.9459101490553132,1,0,1,6,6,1,0,25.0
6,2,0,0,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,1,2,25.0
12,5,5,0,34,3.5553480614894135,1,1,4,6,4,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,2,2,34.0
0,12,5,0,48,3.8918202981106265,1,0,3,6,8,1,0.6931471805599453,0,1,1,1,1,44,3.8066624897703196,1,2,4,2,4,1,2,51.0
18,14,3,1,50,3.9318256327243257,1,2,0,1,0,42,3.7612001156935624,1,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,2,1,52.0
12,10,5,0,22,3.1354942159291497,1,1,2,1,2,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,1,0,22.0
13,9,0,0,28,3.367295829986474,1,1,3,0,8,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,1,2,36.0
16,7,2,1,52,3.970291913552122,1,1,2,3,2,22,3.1354942159291497,1,1,2,1,2,29,3.4011973816621555,0,2,4,1,9,1,0,53.0
16,10,0,0,23,3.1780538303479458,0,2,3,2,3,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,1,0,23.0
5,11,5,0,27,3.332204510175204,0,0,2,6,7,23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,1,0,27.0
17,12,5,0,60,4.110873864173311,1,0,0,4,0,49,3.912023005428146,0,1,4,0,9,8,2.1972245773362196,1,2,3,1,8,1,0,63.0
18,16,4,1,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,1,20.0
15,4,3,1,53,3.9889840465642745,0,2,3,4,3,47,3.871201010907891,0,2,2,5,7,1,0.6931471805599453,0,1,1,1,1,1,2,58.0
3,8,4,1,33,3.5263605246161616,0,0,3,5,3,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,1,0,35.0
9,8,0,0,22,3.1354942159291497,1,1,2,1,2,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,2,2,24.0
4,15,1,1,34,3.5553480614894135,1,1,4,6,4,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,1,0,48.0
13,1,3,1,47,3.871201010907891,0,2,2,5,7,14,2.70805020110221,1,2,4,0,4,14,2.70805020110221,1,2,4,0,4,1,1,66.0
17,7,2,1,33,3.5263605246161616,0,0,3,5,3,29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,4,4,4,1,0,33.0
4,11,1,1,14,2.70805020110221,1,2,4,0,4,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,2,2,16.0
18,15,2,1,46,3.8501476017100584,1,1,1,4,6,13,2.6390573296152584,0,1,3,6,3,23,3.1780538303479458,0,2,3,2,3,1,1,56.0
11,6,3,1,51,3.9512437185814275,0,0,1,2,1,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,3,1,84.0
7,18,4,1,48,3.8918202981106265,1,0,3,6,8,46,3.8501476017100584,1,1,1,4,6,2,1.0986122886681098,1,2,2,2,2,2,2,48.0
17,12,4,1,31,3.4657359027997265,0,1,1,3,1,27,3.332204510175204,0,0,2,6,7,1,0.6931471805599453,0,1,1,1,1,1,2,34.0
18,15,4,1,41,3.7376696182833684,0,2,1,6,1,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,1,0,41.0
19,16,1,1,21,3.091042453358316,0,0,1,0,1,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,1,0,24.0
9,19,4,1,30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,44.0
17,18,2,1,56,4.04305126783455,1,2,1,0,6,25,3.258096538021482,0,1,0,4,5,18,2.9444389791664403,1,0,3,4,8,1,0,69.0
18,4,1,1,56,4.04305126783455,1,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,31,3.4657359027997265,0,1,1,3,1,1,0,75.0
17,2,6,1,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,0,15.0
14,5,3,1,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,3,24.0
14,17,2,1,22,3.1354942159291497,1,1,2,1,2,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,2,2,22.0
18,13,0,0,35,3.58351893845611,0,2,0,0,5,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,1,0,50.0
0,11,0,0,32,3.4965075614664802,1,2,2,4,2,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,1,53.0
