slot_person,slot_source1,slot_source2,slot_currency_word,slot_initial,slot_initial_abs_log1p,slot_initial_mod3,slot_initial_mod7,slot_first_amount,slot_first_amount_abs_log1p,slot_first_amount_mod3,slot_first_amount_mod7,slot_ratio,slot_ratio_abs_log1p,slot_ratio_is_even,slot_ratio_mod3,slot_ratio_mod5,slot_ratio_mod7,slot_ratio_mod10,gcd_all,n_multiple_pairs,y
0,4,9,0,1500,7.313886831633462,0,2,5800,8.665785595466064,1,4,2,1.0986122886681098,1,2,2,2,2,2,2,18900.0
3,5,2,1,6700,8.81001204797317,1,1,11600,9.358846580275406,2,1,2,1.0986122886681098,1,2,2,2,2,2,2,41500.0
3,3,4,3,10800,9.287394001418473,0,6,6900,8.839421607620602,0,5,7,2.0794415416798357,0,1,2,0,7,1,0,66000.0
1,4,8,5,1400,7.244941546337007,2,0,3600,8.188966863648876,0,2,5,1.791759469228055,0,2,0,5,5,5,2,23000.0
2,11,14,5,3200,8.071218539969863,2,1,2600,7.8636512654486515,2,3,5,1.791759469228055,0,2,0,5,5,5,2,18800.0
7,12,3,4,4700,8.45553053102413,2,3,4600,8.434028950155469,1,1,6,1.9459101490553132,1,0,1,6,6,2,0,36900.0
6,12,15,5,13700,9.525224101853109,2,1,13900,9.539716058977092,1,5,2,1.0986122886681098,1,2,2,2,2,2,2,55400.0
0,14,10,6,7100,8.867990898182093,2,2,2400,7.783640596221253,0,6,2,1.0986122886681098,1,2,2,2,2,2,2,14300.0
4,5,1,5,8300,9.024131268455035,2,5,4500,8.412054873292933,0,6,3,1.3862943611198906,0,0,3,3,3,1,1,26300.0
7,3,4,4,12300,9.417435838868785,0,1,14900,9.60918360377546,2,4,4,1.6094379124341003,1,1,4,4,4,4,2,86800.0
0,10,15,0,6600,8.79497643168877,0,6,8000,8.987321812850125,2,6,5,1.791759469228055,0,2,0,5,5,5,2,54600.0
1,3,9,4,14200,9.561067663645012,1,4,3600,8.188966863648876,0,2,7,2.0794415416798357,0,1,2,0,7,1,0,43000.0
2,5,6,5,8500,9.04793908261736,1,2,12800,9.45727857185611,2,4,2,1.0986122886681098,1,2,2,2,2,2,2,46900.0
0,6,8,5,11800,9.375939552625749,1,5,2500,7.824445930877619,1,1,3,1.3862943611198906,0,0,3,3,3,1,0,21800.0
1,11,3,1,9900,9.200391041122515,0,2,9800,9.19023970026918,2,0,4,1.6094379124341003,1,1,4,4,4,4,2,58900.0
6,7,5,4,3100,8.03947991910045,1,6,13500,9.510519035757246,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,43600.0
2,4,6,2,11400,9.34145634983372,0,4,1500,7.313886831633462,0,2,4,1.6094379124341003,1,1,4,4,4,4,2,18900.0
7,4,9,0,14400,9.575052927597383,0,1,8100,8.999742789830492,0,1,7,2.0794415416798357,0,1,2,0,7,1,0,79200.0
3,0,15,2,8600,9.059633754551479,2,4,13500,9.510519035757246,0,4,5,1.791759469228055,0,2,0,5,5,5,2,89600.0
0,15,1,4,2600,7.8636512654486515,2,3,2300,7.741099090035366,2,4,3,1.3862943611198906,0,0,3,3,3,1,0,11800.0
5,13,15,6,14600,9.588845298501564,2,5,13100,9.48044384215367,2,3,6,1.9459101490553132,1,0,1,6,6,2,0,106300.0
1,7,1,3,3800,8.24301946898925,2,6,6200,8.732465848349879,2,5,5,1.791759469228055,0,2,0,5,5,5,2,41000.0
3,0,4,3,10300,9.239996256883693,1,3,2600,7.8636512654486515,2,3,5,1.791759469228055,0,2,0,5,5,5,2,25900.0
0,14,14,3,7700,8.94910546953925,2,0,5000,8.517393171418904,2,2,4,1.6094379124341003,1,1,4,4,4,4,2,32700.0
5,11,3,6,14800,9.60245002503719,1,2,3800,8.24301946898925,2,6,4,1.6094379124341003,1,1,4,4,4,4,2,33800.0
4,1,1,2,1200,7.0909098220799835,0,3,1300,7.170888478512505,1,5,2,1.0986122886681098,1,2,2,2,2,2,2,5100.0
5,7,3,0,5000,8.517393171418904,2,2,4700,8.45553053102413,2,3,5,1.791759469228055,0,2,0,5,5,5,2,33200.0
2,3,2,6,8100,8.999742789830492,0,1,4900,8.497194544909547,1,0,3,1.3862943611198906,0,0,3,3,3,1,1,27700.0
2,7,3,4,4400,8.38958706681109,2,4,4200,8.343077871169383,0,0,4,1.6094379124341003,1,1,4,4,4,4,2,25400.0
3,15,0,2,10900,9.296609807128359,1,1,8200,9.012011377036412,1,3,6,1.9459101490553132,1,0,1,6,6,2,0,68300.0
6,2,10,3,10400,9.249657234353133,2,5,2400,7.783640596221253,0,6,4,1.6094379124341003,1,1,4,4,4,4,2,22400.0
0,1,0,3,12100,9.401043372798053,1,4,4000,8.294299608857235,1,3,4,1.6094379124341003,1,1,4,4,4,4,2,32100.0
0,4,11,2,5800,8.665785595466064,1,4,14900,9.60918360377546,2,4,3,1.3862943611198906,0,0,3,3,3,1,0,65400.0
1,11,13,2,13900,9.539716058977092,1,5,8500,9.04793908261736,1,2,3,1.3862943611198906,0,0,3,3,3,1,0,47900.0
1,13,11,0,10400,9.249657234353133,2,5,2900,7.972810784121404,2,2,4,1.6094379124341003,1,1,4,4,4,4,2,24900.0
5,1,15,2,6600,8.79497643168877,0,6,6100,8.716207971151853,1,3,3,1.3862943611198906,0,0,3,3,3,1,1,31000.0
0,0,12,2,7200,8.881975184248867,0,4,12900,9.465060106725137,0,6,5,1.791759469228055,0,2,0,5,5,5,2,84600.0
2,9,11,3,2600,7.8636512654486515,2,3,5800,8.665785595466064,1,4,2,1.0986122886681098,1,2,2,2,2,2,2,20000.0
0,8,4,6,5700,8.648396877031582,0,2,14700,9.595670797663967,0,0,2,1.0986122886681098,1,2,2,2,2,2,2,49800.0
6,2,13,3,2400,7.783640596221253,0,6,3000,8.006700845440367,0,4,6,1.9459101490553132,1,0,1,6,6,6,2,23400.0
4,7,0,5,14900,9.60918360377546,2,4,13800,9.53249633228804,0,3,4,1.6094379124341003,1,1,4,4,4,4,2,83900.0
1,2,12,5,2700,7.901377353792616,0,5,9600,9.169622538697624,0,3,5,1.791759469228055,0,2,0,5,5,5,2,60300.0
1,3,4,2,2500,7.824445930877619,1,1,7800,8.962007209588313,0,2,7,2.0794415416798357,0,1,2,0,7,1,0,64900.0
6,10,15,1,1600,7.3783837129967145,1,4,12000,9.392745258631441,0,2,4,1.6094379124341003,1,1,4,4,4,4,2,61600.0
7,5,8,3,10900,9.296609807128359,1,1,14800,9.60245002503719,1,2,6,1.9459101490553132,1,0,1,6,6,2,0,114500.0
6,5,0,3,14200,9.561067663645012,1,4,2200,7.696667081526462,1,2,7,2.0794415416798357,0,1,2,0,7,1,0,31800.0
4,14,6,2,8500,9.04793908261736,1,2,8000,8.987321812850125,2,6,2,1.0986122886681098,1,2,2,2,2,2,2,32500.0
5,0,10,4,5900,8.682877107057168,2,6,5700,8.648396877031582,0,2,2,1.0986122886681098,1,2,2,2,2,2,2,23000.0
5,0,6,4,2400,7.783640596221253,0,6,1200,7.0909098220799835,0,3,3,1.3862943611198906,0,0,3,3,3,3,3,7200.0
5,12,15,6,14300,9.568084743872936,2,6,2100,7.650168700845001,0,0,7,2.0794415416798357,0,1,2,0,7,1,1,31100.0
7,5,8,5,13700,9.525224101853109,2,1,10700,9.278092474027002,2,4,5,1.791759469228055,0,2,0,5,5,5,2,77900.0
7,5,12,2,7100,8.867990898182093,2,2,8200,9.012011377036412,1,3,3,1.3862943611198906,0,0,3,3,3,1,0,39900.0
1,4,12,0,3300,8.101980731853192,0,3,4200,8.343077871169383,0,0,2,1.0986122886681098,1,2,2,2,2,2,2,15900.0
5,4,6,2,4800,8.476579508530941,0,5,9900,9.200391041122515,0,2,5,1.791759469228055,0,2,0,5,5,5,2,64200.0
5,13,10,6,8500,9.04793908261736,1,2,9100,9.116139576577355,1,0,2,1.0986122886681098,1,2,2,2,2,2,2,35800.0
1,4,7,2,10300,9.239996256883693,1,3,11400,9.34145634983372,0,4,6,1.9459101490553132,1,0,1,6,6,2,1,90100.0
3,8,9,1,5100,8.537191877922927,0,4,14100,9.55400099583723,0,2,6,1.9459101490553132,1,0,1,6,6,6,2,103800.0
6,6,1,4,7400,8.909370405197466,2,1,8900,9.093918908958932,2,3,6,1.9459101490553132,1,0,1,6,6,2,0,69700.0
7,1,5,0,3100,8.03947991910045,1,6,10400,9.249657234353133,2,5,7,2.0794415416798357,0,1,2,0,7,1,0,86300.0
2,1,3,6,3800,8.24301946898925,2,6,13200,9.488047863280759,0,5,6,1.9459101490553132,1,0,1,6,6,2,1,96200.0
7,9,12,1,11800,9.375939552625749,1,5,12200,9.409273194575334,2,6,4,1.6094379124341003,1,1,4,4,4,4,2,72800.0
0,13,12,6,1900,7.550135342488429,1,3,8000,8.987321812850125,2,6,3,1.3862943611198906,0,0,3,3,3,1,0,33900.0
6,10,7,4,2300,7.741099090035366,2,4,2300,7.741099090035366,2,4,6,1.9459101490553132,1,0,1,6,6,2,1,18400.0
1,15,1,5,10600,9.268703615273097,1,2,5800,8.665785595466064,1,4,5,1.791759469228055,0,2,0,5,5,5,2,45400.0
0,4,4,4,5900,8.682877107057168,2,6,3300,8.101980731853192,0,3,4,1.6094379124341003,1,1,4,4,4,4,2,22400.0
1,4,15,0,6300,8.748463629942055,0,0,7400,8.909370405197466,2,1,6,1.9459101490553132,1,0,1,6,6,2,1,58100.0
6,0,12,4,8700,9.071193240566025,0,6,1800,7.496097345175956,0,1,4,1.6094379124341003,1,1,4,4,4,4,2,17700.0
5,4,7,0,5200,8.556606193773073,1,6,13100,9.48044384215367,2,3,5,1.791759469228055,0,2,0,5,5,5,2,83800.0
6,8,10,0,11200,9.32375833901174,1,0,6000,8.699681400989514,0,1,5,1.791759469228055,0,2,0,5,5,5,2,47200.0
2,4,5,3,13100,9.48044384215367,2,3,5100,8.537191877922927,0,4,6,1.9459101490553132,1,0,1,6,6,2,1,48800.0
4,14,4,1,13800,9.53249633228804,0,3,5000,8.517393171418904,2,2,4,1.6094379124341003,1,1,4,4,4,4,2,38800.0
5,8,0,6,3900,8.268988209506656,0,1,12700,9.44943600950432,1,2,7,2.0794415416798357,0,1,2,0,7,1,0,105500.0
7,9,15,1,9700,9.179984251961283,1,5,10600,9.268703615273097,1,2,2,1.0986122886681098,1,2,2,2,2,2,2,41500.0
1,0,8,0,14300,9.568084743872936,2,6,7100,8.867990898182093,2,2,7,2.0794415416798357,0,1,2,0,7,1,0,71100.0
4,8,10,3,9000,9.105090961257085,0,5,2200,7.696667081526462,1,2,7,2.0794415416798357,0,1,2,0,7,1,0,26600.0
7,5,9,6,12200,9.409273194575334,2,6,12100,9.401043372798053,1,4,5,1.791759469228055,0,2,0,5,5,5,2,84800.0
4,3,14,6,3200,8.071218539969863,2,1,2800,7.937731775260109,1,0,7,2.0794415416798357,0,1,2,0,7,1,1,25600.0
2,7,7,3,4900,8.497194544909547,1,0,4000,8.294299608857235,1,3,3,1.3862943611198906,0,0,3,3,3,1,0,20900.0
5,10,1,2,2700,7.901377353792616,0,5,9700,9.179984251961283,1,5,7,2.0794415416798357,0,1,2,0,7,1,0,80300.0
4,15,14,0,6300,8.748463629942055,0,0,1900,7.550135342488429,1,3,6,1.9459101490553132,1,0,1,6,6,2,1,19600.0
7,8,2,4,7400,8.909370405197466,2,1,4700,8.45553053102413,2,3,2,1.0986122886681098,1,2,2,2,2,2,2,21500.0
2,12,3,0,7200,8.881975184248867,0,4,9700,9.179984251961283,1,5,4,1.6094379124341003,1,1,4,4,4,4,2,55700.0
7,2,11,0,3000,8.006700845440367,0,4,10200,9.23024103368252,0,1,4,1.6094379124341003,1,1,4,4,4,4,2,54000.0
2,15,4,6,5700,8.648396877031582,0,2,3000,8.006700845440367,0,4,3,1.3862943611198906,0,0,3,3,3,3,2,17700.0
6,5,13,4,8200,9.012011377036412,1,3,3200,8.071218539969863,2,1,4,1.6094379124341003,1,1,4,4,4,4,2,24200.0
3,2,5,6,7500,8.922791623969637,0,3,8300,9.024131268455035,2,5,3,1.3862943611198906,0,0,3,3,3,1,1,40700.0
4,4,13,4,9200,9.127067452782361,2,2,4000,8.294299608857235,1,3,4,1.6094379124341003,1,1,4,4,4,4,2,29200.0
5,7,3,6,6600,8.79497643168877,0,6,2200,7.696667081526462,1,2,4,1.6094379124341003,1,1,4,4,4,4,3,17600.0
5,12,5,6,14900,9.60918360377546,2,4,12500,9.433563920090563,2,5,6,1.9459101490553132,1,0,1,6,6,2,0,102400.0
1,14,11,3,3700,8.216358332386156,1,4,6300,8.748463629942055,0,0,3,1.3862943611198906,0,0,3,3,3,1,1,28900.0
3,0,4,4,11000,9.305741456739435,2,3,4900,8.497194544909547,1,0,6,1.9459101490553132,1,0,1,6,6,2,0,45300.0
0,4,5,0,11600,9.358846580275406,2,1,2800,7.937731775260109,1,0,3,1.3862943611198906,0,0,3,3,3,1,0,22800.0
0,15,1,4,7700,8.94910546953925,2,0,13900,9.539716058977092,1,5,3,1.3862943611198906,0,0,3,3,3,1,0,63300.0
5,10,12,1,3400,8.131824785007195,1,5,1100,7.00397413672268,2,1,2,1.0986122886681098,1,2,2,2,2,2,2,6700.0
0,4,7,3,11900,9.38437770918244,2,0,2200,7.696667081526462,1,2,4,1.6094379124341003,1,1,4,4,4,4,2,22900.0
7,2,12,1,7100,8.867990898182093,2,2,10200,9.23024103368252,0,1,3,1.3862943611198906,0,0,3,3,3,1,1,47900.0
5,11,13,3,3100,8.03947991910045,1,6,8400,9.036106025364846,0,0,2,1.0986122886681098,1,2,2,2,2,2,2,28300.0
1,15,12,5,11100,9.314790473332646,0,5,3800,8.24301946898925,2,6,4,1.6094379124341003,1,1,4,4,4,4,2,30100.0
0,5,12,2,9100,9.116139576577355,1,0,1000,6.90875477931522,1,6,6,1.9459101490553132,1,0,1,6,6,2,0,16100.0
7,4,5,2,10300,9.239996256883693,1,3,1700,7.438971592395862,2,6,2,1.0986122886681098,1,2,2,2,2,2,2,15400.0
3,15,15,6,14400,9.575052927597383,0,1,11200,9.32375833901174,1,0,3,1.3862943611198906,0,0,3,3,3,1,1,59200.0
0,15,4,2,5200,8.556606193773073,1,6,5600,8.630700432209832,2,0,5,1.791759469228055,0,2,0,5,5,5,2,38800.0
7,6,14,3,4400,8.38958706681109,2,4,8400,9.036106025364846,0,0,7,2.0794415416798357,0,1,2,0,7,1,1,71600.0
5,13,12,4,8000,8.987321812850125,2,6,14900,9.60918360377546,2,4,3,1.3862943611198906,0,0,3,3,3,1,0,67600.0
3,8,5,4,5300,8.575650760987806,2,1,9800,9.19023970026918,2,0,2,1.0986122886681098,1,2,2,2,2,2,2,34700.0
6,5,12,5,6700,8.81001204797317,1,1,3000,8.006700845440367,0,4,6,1.9459101490553132,1,0,1,6,6,2,1,27700.0
5,0,9,4,14600,9.588845298501564,2,5,1200,7.0909098220799835,0,3,6,1.9459101490553132,1,0,1,6,6,2,1,23000.0
5,13,14,1,5800,8.665785595466064,1,4,5000,8.517393171418904,2,2,7,2.0794415416798357,0,1,2,0,7,1,0,45800.0
5,0,1,1,4100,8.31898612539206,2,5,11000,9.305741456739435,2,3,7,2.0794415416798357,0,1,2,0,7,1,0,92100.0
5,2,8,2,10900,9.296609807128359,1,1,8900,9.093918908958932,2,3,4,1.6094379124341003,1,1,4,4,4,4,2,55400.0
6,14,9,6,11300,9.332646496360152,2,2,7400,8.909370405197466,2,1,7,2.0794415416798357,0,1,2,0,7,1,0,70500.0
7,6,8,6,5000,8.517393171418904,2,2,12000,9.392745258631441,0,2,7,2.0794415416798357,0,1,2,0,7,1,0,101000.0
2,13,7,5,1700,7.438971592395862,2,6,7200,8.881975184248867,0,4,4,1.6094379124341003,1,1,4,4,4,4,2,37700.0
7,3,9,6,3200,8.071218539969863,2,1,5900,8.682877107057168,2,6,4,1.6094379124341003,1,1,4,4,4,4,2,32700.0
1,1,3,1,4700,8.45553053102413,2,3,3000,8.006700845440367,0,4,4,1.6094379124341003,1,1,4,4,4,4,2,19700.0
0,0,7,5,8100,8.999742789830492,0,1,10400,9.249657234353133,2,5,5,1.791759469228055,0,2,0,5,5,5,2,70500.0
5,5,4,3,14100,9.55400099583723,0,2,13700,9.525224101853109,2,1,4,1.6094379124341003,1,1,4,4,4,4,2,82600.0
7,7,1,6,7800,8.962007209588313,0,2,7400,8.909370405197466,2,1,6,1.9459101490553132,1,0,1,6,6,2,1,59600.0
6,13,3,4,12000,9.392745258631441,0,2,1400,7.244941546337007,2,0,6,1.9459101490553132,1,0,1,6,6,2,1,21800.0
3,13,0,6,9400,9.148571345578551,1,6,11000,9.305741456739435,2,3,3,1.3862943611198906,0,0,3,3,3,1,0,53400.0
3,2,13,0,9700,9.179984251961283,1,5,3300,8.101980731853192,0,3,3,1.3862943611198906,0,0,3,3,3,1,1,22900.0
1,8,3,5,8700,9.071193240566025,0,6,14300,9.568084743872936,2,6,3,1.3862943611198906,0,0,3,3,3,1,1,65900.0
7,13,12,4,6200,8.732465848349879,2,5,1100,7.00397413672268,2,1,7,2.0794415416798357,0,1,2,0,7,1,0,15000.0
3,4,14,1,11800,9.375939552625749,1,5,12100,9.401043372798053,1,4,7,2.0794415416798357,0,1,2,0,7,1,0,108600.0
2,9,6,6,2000,7.601402334583733,2,5,7700,8.94910546953925,2,0,3,1.3862943611198906,0,0,3,3,3,1,0,32800.0
4,8,4,2,12200,9.409273194575334,2,6,1400,7.244941546337007,2,0,5,1.791759469228055,0,2,0,5,5,5,2,20600.0
3,5,4,6,10200,9.23024103368252,0,1,2500,7.824445930877619,1,1,5,1.791759469228055,0,2,0,5,5,5,2,25200.0
6,11,5,0,10400,9.249657234353133,2,5,13200,9.488047863280759,0,5,4,1.6094379124341003,1,1,4,4,4,4,2,76400.0
6,15,0,4,4200,8.343077871169383,0,0,2400,7.783640596221253,0,6,7,2.0794415416798357,0,1,2,0,7,1,1,23400.0
1,1,5,2,6100,8.716207971151853,1,3,6100,8.716207971151853,1,3,3,1.3862943611198906,0,0,3,3,3,1,1,30500.0
0,1,1,3,8700,9.071193240566025,0,6,8300,9.024131268455035,2,5,5,1.791759469228055,0,2,0,5,5,5,2,58500.0
7,10,14,1,13700,9.525224101853109,2,1,2800,7.937731775260109,1,0,3,1.3862943611198906,0,0,3,3,3,1,0,24900.0
0,5,6,0,11700,9.367429587218957,0,3,9400,9.148571345578551,1,6,3,1.3862943611198906,0,0,3,3,3,1,1,49300.0
2,7,14,5,3100,8.03947991910045,1,6,2900,7.972810784121404,2,2,6,1.9459101490553132,1,0,1,6,6,2,0,23400.0
6,6,13,0,1900,7.550135342488429,1,3,2800,7.937731775260109,1,0,3,1.3862943611198906,0,0,3,3,3,1,0,13100.0
0,11,2,1,6600,8.79497643168877,0,6,10500,9.259225769705994,0,0,5,1.791759469228055,0,2,0,5,5,5,2,69600.0
3,1,10,0,3400,8.131824785007195,1,5,12000,9.392745258631441,0,2,5,1.791759469228055,0,2,0,5,5,5,2,75400.0
0,7,15,3,9700,9.179984251961283,1,5,3900,8.268988209506656,0,1,6,1.9459101490553132,1,0,1,6,6,2,1,37000.0
3,7,14,0,10600,9.268703615273097,1,2,8100,8.999742789830492,0,1,3,1.3862943611198906,0,0,3,3,3,1,1,43000.0
3,2,6,6,14300,9.568084743872936,2,6,11000,9.305741456739435,2,3,2,1.0986122886681098,1,2,2,2,2,2,2,47300.0
3,3,15,1,6800,8.824824939175638,2,3,3400,8.131824785007195,1,5,6,1.9459101490553132,1,0,1,6,6,2,1,30600.0
4,2,2,5,13100,9.48044384215367,2,3,3900,8.268988209506656,0,1,7,2.0794415416798357,0,1,2,0,7,1,0,44300.0
0,10,3,6,10100,9.220389707829185,2,6,3400,8.131824785007195,1,5,3,1.3862943611198906,0,0,3,3,3,1,0,23700.0
6,1,4,3,10500,9.259225769705994,0,0,9300,9.137877200242468,0,4,5,1.791759469228055,0,2,0,5,5,5,2,66300.0
1,9,12,1,10600,9.268703615273097,1,2,6100,8.716207971151853,1,3,2,1.0986122886681098,1,2,2,2,2,2,2,28900.0
5,2,2,0,1800,7.496097345175956,0,1,14200,9.561067663645012,1,4,5,1.791759469228055,0,2,0,5,5,5,2,87000.0
6,9,3,0,7500,8.922791623969637,0,3,9300,9.137877200242468,0,4,6,1.9459101490553132,1,0,1,6,6,6,2,72600.0
6,13,11,4,3800,8.24301946898925,2,6,12400,9.425532393502772,1,3,4,1.6094379124341003,1,1,4,4,4,4,2,65800.0
7,5,8,6,7300,8.895766604056085,1,6,11800,9.375939552625749,1,5,5,1.791759469228055,0,2,0,5,5,5,2,78100.0
2,6,5,0,3900,8.268988209506656,0,1,5800,8.665785595466064,1,4,6,1.9459101490553132,1,0,1,6,6,2,1,44500.0
0,1,10,1,4100,8.31898612539206,2,5,1700,7.438971592395862,2,6,2,1.0986122886681098,1,2,2,2,2,2,2,9200.0
3,14,10,3,2200,7.696667081526462,1,2,2900,7.972810784121404,2,2,5,1.791759469228055,0,2,0,5,5,5,2,19600.0
5,5,11,4,10200,9.23024103368252,0,1,8800,9.082620630373812,1,1,6,1.9459101490553132,1,0,1,6,6,2,1,71800.0
6,10,7,2,9800,9.19023970026918,2,0,2600,7.8636512654486515,2,3,5,1.791759469228055,0,2,0,5,5,5,2,25400.0
6,14,3,2,1500,7.313886831633462,0,2,7600,8.936035096566041,1,5,7,2.0794415416798357,0,1,2,0,7,1,0,62300.0
4,14,6,3,14500,9.581972891547895,1,3,1500,7.313886831633462,0,2,7,2.0794415416798357,0,1,2,0,7,1,0,26500.0
3,7,1,2,11800,9.375939552625749,1,5,5200,8.556606193773073,1,6,4,1.6094379124341003,1,1,4,4,4,4,2,37800.0
4,13,4,5,13900,9.539716058977092,1,5,9700,9.179984251961283,1,5,7,2.0794415416798357,0,1,2,0,7,1,0,91500.0
1,12,3,5,9300,9.137877200242468,0,4,3700,8.216358332386156,1,4,4,1.6094379124341003,1,1,4,4,4,4,2,27800.0
0,0,9,6,1200,7.0909098220799835,0,3,12100,9.401043372798053,1,4,2,1.0986122886681098,1,2,2,2,2,2,2,37500.0
6,1,6,1,10100,9.220389707829185,2,6,13200,9.488047863280759,0,5,5,1.791759469228055,0,2,0,5,5,5,2,89300.0
4,1,14,4,12400,9.425532393502772,1,3,9400,9.148571345578551,1,6,2,1.0986122886681098,1,2,2,2,2,2,2,40600.0
6,0,6,0,3600,8.188966863648876,0,2,3600,8.188966863648876,0,2,6,1.9459101490553132,1,0,1,6,6,6,3,28800.0
5,12,11,4,10700,9.278092474027002,2,4,14200,9.561067663645012,1,4,7,2.0794415416798357,0,1,2,0,7,1,0,124300.0
0,0,0,6,2900,7.972810784121404,2,2,6300,8.748463629942055,0,0,7,2.0794415416798357,0,1,2,0,7,1,1,53300.0
4,11,15,6,10200,9.23024103368252,0,1,14600,9.588845298501564,2,5,3,1.3862943611198906,0,0,3,3,3,1,1,68600.0
2,10,15,5,7700,8.94910546953925,2,0,10600,9.268703615273097,1,2,4,1.6094379124341003,1,1,4,4,4,4,2,60700.0
2,8,6,0,5000,8.517393171418904,2,2,2500,7.824445930877619,1,1,6,1.9459101490553132,1,0,1,6,6,2,1,22500.0
5,9,13,3,5200,8.556606193773073,1,6,8900,9.093918908958932,2,3,6,1.9459101490553132,1,0,1,6,6,2,0,67500.0
6,15,2,6,13400,9.503084610020228,2,2,12700,9.44943600950432,1,2,7,2.0794415416798357,0,1,2,0,7,1,0,115000.0
6,9,15,3,12200,9.409273194575334,2,6,6900,8.839421607620602,0,5,7,2.0794415416798357,0,1,2,0,7,1,0,67400.0
4,9,3,4,7100,8.867990898182093,2,2,10900,9.296609807128359,1,1,2,1.0986122886681098,1,2,2,2,2,2,2,39800.0
4,8,15,6,13700,9.525224101853109,2,1,14600,9.588845298501564,2,5,2,1.0986122886681098,1,2,2,2,2,2,2,57500.0
3,9,11,0,9100,9.116139576577355,1,0,10500,9.259225769705994,0,0,7,2.0794415416798357,0,1,2,0,7,7,2,93100.0
2,0,3,1,7800,8.962007209588313,0,2,3700,8.216358332386156,1,4,5,1.791759469228055,0,2,0,5,5,5,2,30000.0
6,0,0,5,4500,8.412054873292933,0,6,5500,8.612685172875459,1,5,3,1.3862943611198906,0,0,3,3,3,1,1,26500.0
3,9,11,2,14500,9.581972891547895,1,3,6700,8.81001204797317,1,1,7,2.0794415416798357,0,1,2,0,7,1,0,68100.0
4,1,9,5,8000,8.987321812850125,2,6,8200,9.012011377036412,1,3,7,2.0794415416798357,0,1,2,0,7,1,0,73600.0
5,4,3,6,5300,8.575650760987806,2,1,13800,9.53249633228804,0,3,6,1.9459101490553132,1,0,1,6,6,2,1,101900.0
1,7,3,4,7500,8.922791623969637,0,3,10200,9.23024103368252,0,1,3,1.3862943611198906,0,0,3,3,3,3,2,48300.0
0,3,8,3,2100,7.650168700845001,0,0,6900,8.839421607620602,0,5,2,1.0986122886681098,1,2,2,2,2,2,2,22800.0
6,2,11,5,8200,9.012011377036412,1,3,4800,8.476579508530941,0,5,4,1.6094379124341003,1,1,4,4,4,4,2,32200.0
3,5,2,2,9100,9.116139576577355,1,0,10600,9.268703615273097,1,2,6,1.9459101490553132,1,0,1,6,6,2,0,83300.0
4,8,8,4,10600,9.268703615273097,1,2,1500,7.313886831633462,0,2,4,1.6094379124341003,1,1,4,4,4,4,2,18100.0
5,10,9,5,6300,8.748463629942055,0,0,8400,9.036106025364846,0,0,6,1.9459101490553132,1,0,1,6,6,6,2,65100.0
0,2,2,1,13900,9.539716058977092,1,5,5100,8.537191877922927,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,29200.0
7,3,8,5,8700,9.071193240566025,0,6,1700,7.438971592395862,2,6,3,1.3862943611198906,0,0,3,3,3,1,1,15500.0
3,1,8,1,12600,9.441531454869693,0,0,3400,8.131824785007195,1,5,6,1.9459101490553132,1,0,1,6,6,2,1,36400.0
6,6,10,1,12100,9.401043372798053,1,4,5000,8.517393171418904,2,2,4,1.6094379124341003,1,1,4,4,4,4,2,37100.0
7,14,9,4,3700,8.216358332386156,1,4,2700,7.901377353792616,0,5,5,1.791759469228055,0,2,0,5,5,5,2,19900.0
7,3,2,4,5100,8.537191877922927,0,4,12300,9.417435838868785,0,1,2,1.0986122886681098,1,2,2,2,2,2,2,42000.0
0,4,11,2,1800,7.496097345175956,0,1,11800,9.375939552625749,1,5,6,1.9459101490553132,1,0,1,6,6,2,1,84400.0
1,10,1,0,2900,7.972810784121404,2,2,1200,7.0909098220799835,0,3,3,1.3862943611198906,0,0,3,3,3,1,1,7700.0
6,7,15,2,4900,8.497194544909547,1,0,5100,8.537191877922927,0,4,4,1.6094379124341003,1,1,4,4,4,4,2,30400.0
5,10,10,5,5600,8.630700432209832,2,0,4100,8.31898612539206,2,5,5,1.791759469228055,0,2,0,5,5,5,2,30200.0
2,5,7,3,11500,9.350189267092581,1,6,2100,7.650168700845001,0,0,4,1.6094379124341003,1,1,4,4,4,4,2,22000.0
6,5,9,3,11300,9.332646496360152,2,2,8900,9.093918908958932,2,3,3,1.3862943611198906,0,0,3,3,3,1,0,46900.0
6,5,10,6,1500,7.313886831633462,0,2,4300,8.366602832783736,1,2,4,1.6094379124341003,1,1,4,4,4,4,2,23000.0
5,11,11,4,2000,7.601402334583733,2,5,2600,7.8636512654486515,2,3,7,2.0794415416798357,0,1,2,0,7,1,0,22800.0
6,7,1,1,2500,7.824445930877619,1,1,6700,8.81001204797317,1,1,4,1.6094379124341003,1,1,4,4,4,4,2,36000.0
4,4,12,0,2200,7.696667081526462,1,2,8800,9.082620630373812,1,1,7,2.0794415416798357,0,1,2,0,7,1,1,72600.0
0,6,12,3,8400,9.036106025364846,0,0,3600,8.188966863648876,0,2,3,1.3862943611198906,0,0,3,3,3,3,2,22800.0
6,8,7,5,5700,8.648396877031582,0,2,12300,9.417435838868785,0,1,6,1.9459101490553132,1,0,1,6,6,6,2,91800.0
