slot_total_people,slot_total_people_abs_log1p,slot_total_people_mod3,slot_total_people_mod5,slot_total_people_mod7,slot_total_people_mod10,slot_per_group1_each,slot_per_group1_each_abs_log1p,slot_per_group1_each_is_even,slot_per_group1_each_mod3,slot_per_group1_each_mod5,slot_per_group1_each_mod7,slot_per_group1_each_mod10,slot_base_factor,slot_base_factor_abs_log1p,slot_base_factor_is_even,slot_base_factor_mod3,slot_base_factor_mod5,slot_base_factor_mod7,slot_base_factor_mod10,slot_extra_factor,slot_extra_factor_abs_log1p,slot_extra_factor_is_even,slot_extra_factor_mod3,slot_extra_factor_mod5,slot_extra_factor_mod7,slot_extra_factor_mod10,slot_item,slot_group1_member,slot_group2_member,gcd_all,n_multiple_pairs,y
26,3.295836866004329,2,1,5,6,58,4.07753744390572,1,1,3,2,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,7,2,2,2,3,348.0
44,3.8066624897703196,2,4,2,4,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,7,3,3,1,2,450.0
30,3.4339872044851463,0,0,2,0,71,4.276666119016055,0,2,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,4,4,4,1,4,213.0
38,3.6635616461296463,2,3,3,8,59,4.0943445622221,0,2,4,3,9,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,8,8,1,1,590.0
22,3.1354942159291497,1,2,1,2,76,4.343805421853684,1,1,1,6,6,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,0,3,3,1,1,836.0
42,3.7612001156935624,0,2,0,2,46,3.8501476017100584,1,1,1,4,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,5,7,7,1,3,230.0
8,2.1972245773362196,2,3,1,8,42,3.7612001156935624,1,0,2,0,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,6,7,7,2,5,168.0
60,4.110873864173311,0,0,4,0,72,4.290459441148391,1,0,2,2,2,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,4,7,7,2,4,720.0
20,3.044522437723423,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,4,6,6,1,3,110.0
14,2.70805020110221,2,4,0,4,43,3.784189633918261,0,1,3,1,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,2,4,4,1,3,258.0
18,2.9444389791664403,0,3,4,8,35,3.58351893845611,0,2,0,0,5,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,4,6,6,1,2,315.0
16,2.833213344056216,1,1,2,6,32,3.4965075614664802,1,2,2,4,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,9,7,7,1,1,352.0
28,3.367295829986474,1,3,0,8,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,8,9,9,4,5,480.0
18,2.9444389791664403,0,3,4,8,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,0,1,1,1,4,120.0
12,2.5649493574615367,0,2,5,2,68,4.23410650459726,1,2,3,5,8,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,0,0,1,2,476.0
14,2.70805020110221,2,4,0,4,110,4.709530201312334,1,2,0,5,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,2,8,8,1,3,990.0
60,4.110873864173311,0,0,4,0,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,7,0,0,1,3,136.0
18,2.9444389791664403,0,3,4,8,85,4.454347296253507,0,1,0,1,5,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,5,5,1,3,510.0
16,2.833213344056216,1,1,2,6,65,4.189654742026425,0,2,0,2,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6,4,4,1,1,325.0
22,3.1354942159291497,1,2,1,2,36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,9,5,5,1,1,396.0
58,4.07753744390572,1,3,2,8,32,3.4965075614664802,1,2,2,4,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,9,9,1,1,288.0
54,4.007333185232471,0,4,5,4,51,3.9512437185814275,0,0,1,2,1,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,0,6,6,1,1,612.0
46,3.8501476017100584,1,1,4,6,43,3.784189633918261,0,1,3,1,3,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,5,0,0,1,0,473.0
26,3.295836866004329,2,1,5,6,85,4.454347296253507,0,1,0,1,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,8,8,1,1,765.0
10,2.3978952727983707,1,0,3,0,74,4.31748811353631,1,2,4,4,4,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,7,7,7,1,1,666.0
14,2.70805020110221,2,4,0,4,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,5,6,6,1,3,168.0
12,2.5649493574615367,0,2,5,2,114,4.74493212836325,1,0,4,2,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,4,2,2,1,1,1026.0
38,3.6635616461296463,2,3,3,8,111,4.718498871295094,0,0,1,6,1,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,4,5,5,1,0,1221.0
44,3.8066624897703196,2,4,2,4,39,3.6888794541139363,0,0,4,4,9,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,1,1,1,0,429.0
14,2.70805020110221,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,2,1,1,1,3,56.0
56,4.04305126783455,2,1,0,6,38,3.6635616461296463,1,2,3,3,8,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,8,7,7,1,0,418.0
10,2.3978952727983707,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,8,8,1,3,30.0
52,3.970291913552122,1,2,3,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,2,9,9,1,2,54.0
44,3.8066624897703196,2,4,2,4,69,4.248495242049359,0,0,4,6,9,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,5,8,8,1,0,759.0
40,3.713572066704308,1,0,5,0,100,4.61512051684126,1,1,0,2,0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,8,6,6,1,1,1100.0
30,3.4339872044851463,0,0,2,0,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2,3,3,1,4,27.0
40,3.713572066704308,1,0,5,0,65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,9,3,3,1,5,390.0
26,3.295836866004329,2,1,5,6,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,8,9,9,1,4,120.0
18,2.9444389791664403,0,3,4,8,56,4.04305126783455,1,2,1,0,6,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,7,5,5,1,3,504.0
12,2.5649493574615367,0,2,5,2,53,3.9889840465642745,0,2,3,4,3,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,6,6,1,3,477.0
28,3.367295829986474,1,3,0,8,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,3,0,0,1,3,315.0
46,3.8501476017100584,1,1,4,6,66,4.204692619390966,1,0,1,3,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,0,8,8,1,1,528.0
10,2.3978952727983707,1,0,3,0,45,3.828641396489095,0,0,0,3,5,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,1,7,7,1,4,180.0
16,2.833213344056216,1,1,2,6,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,2,2,1,3,88.0
24,3.2188758248682006,0,4,3,4,100,4.61512051684126,1,1,0,2,0,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,6,3,3,1,5,500.0
50,3.9318256327243257,2,0,1,0,62,4.143134726391533,1,2,2,6,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,8,8,1,1,558.0
38,3.6635616461296463,2,3,3,8,53,3.9889840465642745,0,2,3,4,3,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,7,5,5,1,3,424.0
36,3.6109179126442243,0,1,1,6,67,4.219507705176107,0,1,2,4,7,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,9,0,0,1,4,268.0
12,2.5649493574615367,0,2,5,2,119,4.787491742782046,0,2,4,0,9,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,2,2,1,1,1309.0
50,3.9318256327243257,2,0,1,0,86,4.465908118654584,1,2,1,2,6,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,8,9,9,1,1,1118.0
46,3.8501476017100584,1,1,4,6,37,3.6375861597263857,0,1,2,2,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,0,1,1,1,3,148.0
32,3.4965075614664802,2,2,4,2,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,7,1,1,1,3,350.0
60,4.110873864173311,0,0,4,0,68,4.23410650459726,1,2,3,5,8,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,3,3,3,2,3,680.0
12,2.5649493574615367,0,2,5,2,63,4.1588830833596715,0,0,3,0,3,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,2,9,9,1,2,567.0
28,3.367295829986474,1,3,0,8,82,4.418840607796598,1,1,2,5,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,6,1,1,2,4,492.0
44,3.8066624897703196,2,4,2,4,52,3.970291913552122,1,1,2,3,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,9,5,5,1,2,364.0
20,3.044522437723423,2,0,6,0,44,3.8066624897703196,1,2,4,2,4,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,2,4,4,1,0,440.0
56,4.04305126783455,2,1,0,6,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,8,1,1,2,1,100.0
58,4.07753744390572,1,3,2,8,97,4.584967478670572,0,1,2,6,7,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,4,7,7,1,1,873.0
42,3.7612001156935624,0,2,0,2,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,7,7,1,3,185.0
12,2.5649493574615367,0,2,5,2,51,3.9512437185814275,0,0,1,2,1,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,5,9,9,1,0,663.0
56,4.04305126783455,2,1,0,6,105,4.663439094112067,0,0,0,0,5,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,3,0,0,1,3,1050.0
14,2.70805020110221,2,4,0,4,78,4.3694478524670215,1,0,3,1,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,5,7,7,1,2,546.0
30,3.4339872044851463,0,0,2,0,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,9,1,1,1,2,660.0
4,1.6094379124341003,1,4,4,4,64,4.174387269895637,1,1,4,1,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,2,4,4,1,3,832.0
40,3.713572066704308,1,0,5,0,77,4.356708826689592,0,2,2,0,7,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,2,5,5,1,2,1001.0
20,3.044522437723423,2,0,6,0,78,4.3694478524670215,1,0,3,1,8,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,0,4,4,1,1,780.0
12,2.5649493574615367,0,2,5,2,101,4.624972813284271,0,2,1,3,1,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,5,1,1,1,3,808.0
8,2.1972245773362196,2,3,1,8,120,4.795790545596741,1,0,0,1,0,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,6,9,9,1,4,1080.0
28,3.367295829986474,1,3,0,8,113,4.736198448394496,0,2,3,1,3,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,0,9,9,1,3,678.0
14,2.70805020110221,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1,1,1,3,30.0
26,3.295836866004329,2,1,5,6,62,4.143134726391533,1,2,2,6,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,8,8,1,3,310.0
16,2.833213344056216,1,1,2,6,73,4.30406509320417,0,1,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4,9,9,1,3,438.0
56,4.04305126783455,2,1,0,6,27,3.332204510175204,0,0,2,6,7,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,2,0,0,1,4,243.0
14,2.70805020110221,2,4,0,4,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,0,0,2,4,384.0
46,3.8501476017100584,1,1,4,6,70,4.2626798770413155,1,1,0,0,0,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,2,2,1,2,350.0
26,3.295836866004329,2,1,5,6,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,9,5,5,1,3,20.0
26,3.295836866004329,2,1,5,6,102,4.634728988229636,1,0,2,4,2,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,5,8,8,1,3,816.0
56,4.04305126783455,2,1,0,6,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,7,9,9,1,2,385.0
12,2.5649493574615367,0,2,5,2,76,4.343805421853684,1,1,1,6,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,4,0,0,1,3,380.0
20,3.044522437723423,2,0,6,0,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,8,8,1,3,396.0
50,3.9318256327243257,2,0,1,0,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,1,1,1,2,168.0
28,3.367295829986474,1,3,0,8,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0,0,1,3,196.0
42,3.7612001156935624,0,2,0,2,98,4.59511985013459,1,2,3,0,8,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,7,8,8,1,1,980.0
14,2.70805020110221,2,4,0,4,85,4.454347296253507,0,1,0,1,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,0,0,1,1,765.0
20,3.044522437723423,2,0,6,0,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,7,6,6,1,6,240.0
34,3.5553480614894135,1,4,6,4,114,4.74493212836325,1,0,4,2,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,7,0,0,1,4,456.0
20,3.044522437723423,2,0,6,0,62,4.143134726391533,1,2,2,6,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,7,7,7,1,1,434.0
36,3.6109179126442243,0,1,1,6,78,4.3694478524670215,1,0,3,1,8,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,9,9,3,5,468.0
12,2.5649493574615367,0,2,5,2,110,4.709530201312334,1,2,0,5,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,6,1,1,1,2,990.0
10,2.3978952727983707,1,0,3,0,64,4.174387269895637,1,1,4,1,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,5,7,7,1,4,320.0
4,1.6094379124341003,1,4,4,4,119,4.787491742782046,0,2,4,0,9,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,6,6,1,0,1309.0
56,4.04305126783455,2,1,0,6,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,5,7,7,1,1,150.0
18,2.9444389791664403,0,3,4,8,69,4.248495242049359,0,0,4,6,9,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,5,6,6,1,4,207.0
24,3.2188758248682006,0,4,3,4,54,4.007333185232471,1,0,4,5,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,0,7,7,1,2,378.0
24,3.2188758248682006,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,5,3,3,1,4,48.0
58,4.07753744390572,1,3,2,8,42,3.7612001156935624,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,0,4,4,1,2,420.0
10,2.3978952727983707,1,0,3,0,108,4.6913478822291435,1,0,3,3,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,7,3,3,2,5,432.0
48,3.8918202981106265,0,3,6,8,60,4.110873864173311,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,0,4,4,2,4,600.0
42,3.7612001156935624,0,2,0,2,85,4.454347296253507,0,1,0,1,5,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,8,1,1,1,2,850.0
32,3.4965075614664802,2,2,4,2,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,9,1,1,1,4,300.0
14,2.70805020110221,2,4,0,4,120,4.795790545596741,1,0,0,1,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,6,6,6,1,2,1440.0
58,4.07753744390572,1,3,2,8,114,4.74493212836325,1,0,4,2,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,0,4,4,1,1,912.0
10,2.3978952727983707,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,8,4,4,2,4,60.0
44,3.8066624897703196,2,4,2,4,66,4.204692619390966,1,0,1,3,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,5,5,2,5,264.0
48,3.8918202981106265,0,3,6,8,94,4.553876891600541,1,1,4,3,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,5,4,4,1,4,376.0
34,3.5553480614894135,1,4,6,4,43,3.784189633918261,0,1,3,1,3,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,3,2,2,1,0,430.0
22,3.1354942159291497,1,2,1,2,48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,9,1,1,1,1,624.0
6,1.9459101490553132,0,1,6,6,67,4.219507705176107,0,1,2,4,7,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,5,5,1,1,804.0
18,2.9444389791664403,0,3,4,8,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,9,9,1,1,245.0
8,2.1972245773362196,2,3,1,8,86,4.465908118654584,1,2,1,2,6,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,1,1,2,3,688.0
48,3.8918202981106265,0,3,6,8,63,4.1588830833596715,0,0,3,0,3,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,0,0,0,1,4,567.0
50,3.9318256327243257,2,0,1,0,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,4,4,4,1,4,21.0
24,3.2188758248682006,0,4,3,4,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,5,2,2,1,4,44.0
50,3.9318256327243257,2,0,1,0,51,3.9512437185814275,0,0,1,2,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,9,9,1,4,306.0
44,3.8066624897703196,2,4,2,4,120,4.795790545596741,1,0,0,1,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,8,3,3,1,1,1440.0
20,3.044522437723423,2,0,6,0,70,4.2626798770413155,1,1,0,0,0,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,0,6,6,1,4,490.0
32,3.4965075614664802,2,2,4,2,117,4.770684624465665,0,0,2,5,7,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,0,1,1,1,2,1287.0
58,4.07753744390572,1,3,2,8,63,4.1588830833596715,0,0,3,0,3,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,7,1,1,1,4,504.0
14,2.70805020110221,2,4,0,4,105,4.663439094112067,0,0,0,0,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,7,2,2,1,4,315.0
46,3.8501476017100584,1,1,4,6,58,4.07753744390572,1,1,3,2,8,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,9,9,9,1,2,406.0
30,3.4339872044851463,0,0,2,0,98,4.59511985013459,1,2,3,0,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,5,8,8,1,3,490.0
56,4.04305126783455,2,1,0,6,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,4,6,6,2,2,320.0
4,1.6094379124341003,1,4,4,4,111,4.718498871295094,0,0,1,6,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,0,3,3,1,2,777.0
36,3.6109179126442243,0,1,1,6,105,4.663439094112067,0,0,0,0,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,0,0,1,4,630.0
46,3.8501476017100584,1,1,4,6,71,4.276666119016055,0,2,1,1,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,0,4,4,1,1,639.0
8,2.1972245773362196,2,3,1,8,24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,7,6,6,1,4,120.0
30,3.4339872044851463,0,0,2,0,117,4.770684624465665,0,0,2,5,7,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,5,0,0,1,3,936.0
20,3.044522437723423,2,0,6,0,71,4.276666119016055,0,2,1,1,1,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,8,0,0,1,3,497.0
14,2.70805020110221,2,4,0,4,41,3.7376696182833684,0,2,1,6,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,6,6,1,0,287.0
10,2.3978952727983707,1,0,3,0,72,4.290459441148391,1,0,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3,0,0,1,3,504.0
20,3.044522437723423,2,0,6,0,38,3.6635616461296463,1,2,3,3,8,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,5,8,8,1,1,456.0
48,3.8918202981106265,0,3,6,8,47,3.871201010907891,0,2,2,5,7,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,9,7,7,1,1,611.0
26,3.295836866004329,2,1,5,6,28,3.367295829986474,1,1,3,0,8,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,9,8,8,1,4,224.0
26,3.295836866004329,2,1,5,6,62,4.143134726391533,1,2,2,6,2,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,5,6,6,1,5,186.0
38,3.6635616461296463,2,3,3,8,113,4.736198448394496,0,2,3,1,3,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,4,9,9,1,0,1469.0
22,3.1354942159291497,1,2,1,2,81,4.406719247264253,0,0,1,4,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,8,2,2,1,0,810.0
48,3.8918202981106265,0,3,6,8,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3,8,8,1,3,130.0
4,1.6094379124341003,1,4,4,4,57,4.060443010546419,0,0,2,1,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,0,2,2,1,1,399.0
22,3.1354942159291497,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,9,0,0,1,3,48.0
34,3.5553480614894135,1,4,6,4,91,4.5217885770490405,0,1,1,0,1,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,9,8,8,1,3,637.0
52,3.970291913552122,1,2,3,2,44,3.8066624897703196,1,2,4,2,4,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,3,3,1,3,396.0
36,3.6109179126442243,0,1,1,6,93,4.543294782270004,0,0,3,2,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1,1,1,3,558.0
