slot_group_a_label,slot_group_b_label,slot_ra,slot_ra_abs_log1p,slot_ra_is_even,slot_ra_mod3,slot_ra_mod5,slot_ra_mod7,slot_ra_mod10,slot_rb,slot_rb_abs_log1p,slot_rb_is_even,slot_rb_mod3,slot_rb_mod5,slot_rb_mod7,slot_rb_mod10,slot_total,slot_total_abs_log1p,slot_total_is_even,slot_total_mod3,slot_total_mod5,slot_total_mod7,slot_total_mod10,slot_b_leaves,slot_b_leaves_abs_log1p,slot_b_leaves_sign,slot_b_leaves_is_even,slot_b_leaves_mod3,slot_b_leaves_mod5,slot_b_leaves_mod7,slot_b_leaves_mod10,gcd_all,n_multiple_pairs,y
2,2,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,377,5.934894195619588,0,2,2,6,7,67,4.219507705176107,1,0,1,2,4,7,1,0,20.0
0,0,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,247,5.5134287461649825,0,1,2,2,7,68,4.23410650459726,1,1,2,3,5,8,1,0,27.0
1,1,12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,506,6.2285110035911835,1,2,1,2,6,147,4.997212273764115,1,0,0,2,0,7,1,1,95.0
9,9,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,114,4.74493212836325,1,0,4,2,4,14,2.70805020110221,1,1,2,4,0,4,2,3,24.0
0,0,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,264,5.579729825986222,1,0,4,5,4,8,2.1972245773362196,1,1,2,3,1,8,2,5,58.0
9,9,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,99,4.605170185988092,0,0,4,1,9,62,4.143134726391533,1,1,2,2,6,2,1,1,15.0
0,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,174,5.1647859739235145,1,0,4,6,4,18,2.9444389791664403,1,1,0,3,4,8,1,3,127.0
6,6,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,500,6.2166061010848646,1,2,0,3,0,81,4.406719247264253,1,0,0,1,4,1,1,1,144.0
5,5,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,32,3.4965075614664802,1,2,2,4,2,6,1.9459101490553132,1,1,0,1,6,6,1,0,8.0
3,3,10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,440,6.089044875446846,1,2,0,6,0,16,2.833213344056216,1,1,1,1,2,6,2,1,224.0
6,6,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,154,5.043425116919247,1,1,4,0,4,2,1.0986122886681098,1,1,2,2,2,2,1,5,20.0
4,4,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,98,4.59511985013459,1,2,3,0,8,8,2.1972245773362196,1,1,2,3,1,8,2,3,6.0
6,6,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,425,6.054439346269371,0,2,0,5,5,14,2.70805020110221,1,1,2,4,0,4,1,0,186.0
2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,64,4.174387269895637,1,1,4,1,4,8,2.1972245773362196,1,1,2,3,1,8,1,4,8.0
9,9,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,560,6.329720905522696,1,2,0,0,0,189,5.247024072160486,1,0,0,4,0,9,1,1,63.0
0,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,264,5.579729825986222,1,0,4,5,4,91,4.5217885770490405,1,0,1,1,0,1,1,3,41.0
3,3,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,189,5.247024072160486,0,0,4,0,9,33,3.5263605246161616,1,0,0,3,5,3,1,1,114.0
3,3,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,104,4.653960350157523,1,2,4,6,4,6,1.9459101490553132,1,1,0,1,6,6,1,4,2.0
5,5,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,30,3.4339872044851463,1,0,0,2,0,9,2.302585092994046,1,0,0,4,2,9,1,4,18.0
2,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,240,5.484796933490655,1,0,0,2,0,4,1.6094379124341003,1,1,1,4,4,4,1,4,116.0
4,4,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,420,6.042632833682381,1,0,0,0,0,223,5.4116460518550396,1,0,1,3,6,3,1,1,17.0
4,4,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,462,6.137727054086234,1,0,2,0,2,77,4.356708826689592,1,0,2,2,0,7,1,3,319.0
4,4,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,280,5.638354669333745,1,1,0,0,0,34,3.5553480614894135,1,1,1,4,6,4,1,3,106.0
2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,160,5.081404364984463,1,1,0,6,0,79,4.382026634673881,1,0,1,4,2,9,1,3,41.0
7,7,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,384,5.953243334287785,1,0,4,6,4,32,3.4965075614664802,1,1,2,2,4,2,2,2,112.0
6,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,1,0,2,1,4,1,1,3,1.0
8,8,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,1,0,0,4,2,9,1,4,6.0
9,9,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,400,5.993961427306569,1,1,0,1,0,25,3.258096538021482,1,0,1,0,4,5,1,4,15.0
0,0,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,220,5.3981627015177525,1,1,0,3,0,11,2.4849066497880004,1,0,2,1,4,1,1,2,89.0
2,2,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,128,4.859812404361672,1,2,3,2,8,6,1.9459101490553132,1,1,0,1,6,6,2,1,42.0
6,6,7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,252,5.53338948872752,1,0,2,0,2,109,4.700480365792417,1,0,1,4,4,9,1,3,17.0
4,4,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,114,4.74493212836325,1,0,4,2,4,11,2.4849066497880004,1,0,2,1,4,1,1,0,49.0
1,1,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,864,6.762729506931879,1,0,4,3,4,364,5.8998973535824915,1,1,1,4,0,4,4,3,68.0
1,1,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,162,5.093750200806762,1,0,2,1,2,16,2.833213344056216,1,1,1,1,2,6,1,2,20.0
1,1,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,176,5.176149732573829,1,2,1,1,6,18,2.9444389791664403,1,1,0,3,4,8,2,4,26.0
5,5,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,133,4.897839799950911,0,1,3,0,3,60,4.110873864173311,1,1,0,0,4,0,1,1,10.0
5,5,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,342,5.8377304471659395,1,0,2,6,2,58,4.07753744390572,1,1,1,3,2,8,2,0,132.0
2,2,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,450,6.111467339502679,1,0,0,2,0,82,4.418840607796598,1,1,1,2,5,2,2,1,168.0
2,2,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,308,5.733341276897746,1,2,3,0,8,83,4.430816798843313,1,0,2,3,6,3,1,1,137.0
6,6,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,544,6.300785794663244,1,1,4,5,4,89,4.499809670330265,1,0,2,4,5,9,1,0,135.0
3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,152,5.030437921392435,1,2,2,5,2,46,3.8501476017100584,1,1,1,1,4,6,1,0,11.0
0,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,306,5.726847747587197,1,0,1,5,6,95,4.564348191467836,1,0,2,0,4,5,1,3,7.0
8,8,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,140,4.948759890378168,1,2,0,0,0,40,3.713572066704308,1,1,1,0,5,0,10,5,30.0
1,1,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,140,4.948759890378168,1,2,0,0,0,40,3.713572066704308,1,1,1,0,5,0,5,5,30.0
5,5,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,1,2,4,0,4,2,3,10.0
3,3,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,646,6.472346294500901,1,1,1,2,6,87,4.477336814478207,1,0,0,2,3,7,1,0,179.0
8,8,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,420,6.042632833682381,1,0,0,0,0,34,3.5553480614894135,1,1,1,4,6,4,1,2,141.0
7,7,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,352,5.8664680569332965,1,1,2,2,2,206,5.332718793265369,1,1,2,1,3,6,2,2,58.0
8,8,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,585,6.373319789577012,0,0,0,4,5,179,5.19295685089021,1,0,2,4,4,9,1,0,133.0
2,2,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,429,6.063785208687608,0,0,4,2,9,215,5.375278407684165,1,0,2,0,5,5,1,1,49.0
6,6,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,300,5.707110264748875,1,0,0,6,0,5,1.791759469228055,1,0,2,0,5,5,1,2,205.0
2,2,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,589,6.380122536899765,0,1,4,1,9,115,4.7535901911063645,1,0,1,0,3,5,1,0,164.0
8,8,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,288,5.666426688112432,1,0,3,1,8,45,3.828641396489095,1,0,0,0,3,5,3,3,99.0
9,9,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,630,6.447305862541213,1,0,0,0,0,220,5.3981627015177525,1,1,1,0,3,0,1,1,50.0
4,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,377,5.934894195619588,0,2,2,6,7,32,3.4965075614664802,1,1,2,2,4,2,1,1,200.0
0,0,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,378,5.937536205082426,1,0,3,0,8,78,4.3694478524670215,1,1,0,3,1,8,2,2,84.0
8,8,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,289,5.66988092298052,0,1,4,2,9,67,4.219507705176107,1,0,1,2,4,7,1,0,103.0
2,2,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,224,5.41610040220442,1,2,4,0,4,83,4.430816798843313,1,0,2,3,6,3,1,4,113.0
3,3,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,160,5.081404364984463,1,1,0,6,0,35,3.58351893845611,1,0,2,0,0,5,1,2,85.0
6,6,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,375,5.929589143389895,0,0,0,4,5,7,2.0794415416798357,1,0,1,2,0,7,1,0,93.0
0,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,171,5.147494476813453,0,0,1,3,1,23,3.1780538303479458,1,0,2,3,2,3,1,2,34.0
2,2,12,2.5649493574615367,1,0,2,5,2,12,2.5649493574615367,1,0,2,5,2,72,4.290459441148391,1,0,2,2,2,15,2.772588722239781,1,0,0,0,1,5,3,3,21.0
3,3,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,299,5.703782474656201,0,2,4,5,9,84,4.442651256490317,1,1,0,4,0,4,1,1,72.0
8,8,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,120,4.795790545596741,1,0,0,1,0,20,3.044522437723423,1,1,2,0,6,0,1,2,52.0
9,9,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,198,5.293304824724492,1,0,3,2,8,12,2.5649493574615367,1,1,0,2,5,2,1,3,6.0
4,4,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,693,6.542471960506805,0,0,3,0,3,173,5.159055299214529,1,0,2,3,5,3,1,1,223.0
2,2,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,323,5.780743515792329,0,2,3,1,3,139,4.941642422609304,1,0,1,4,6,9,1,0,31.0
0,0,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,442,6.093569770045136,1,1,2,1,2,9,2.302585092994046,1,0,0,4,2,9,1,1,199.0
7,7,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,165,5.111987788356544,0,0,0,4,5,65,4.189654742026425,1,0,2,0,2,5,5,3,45.0
4,4,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,187,5.236441962829949,0,1,2,5,7,78,4.3694478524670215,1,1,0,3,1,8,1,1,7.0
4,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,100,4.61512051684126,1,1,0,2,0,2,1.0986122886681098,1,1,2,2,2,2,2,5,18.0
8,8,12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,377,5.934894195619588,0,2,2,6,7,27,3.332204510175204,1,0,0,2,6,7,1,3,2.0
5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,75,4.330733340286331,0,0,0,5,5,8,2.1972245773362196,1,1,2,3,1,8,1,4,42.0
2,2,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,396,5.983936280687191,1,0,1,4,6,115,4.7535901911063645,1,0,1,0,3,5,1,2,17.0
5,5,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,210,5.351858133476067,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,1,4,27.0
3,3,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,54,4.007333185232471,1,0,4,5,4,15,2.772588722239781,1,0,0,0,1,5,1,0,15.0
2,2,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,308,5.733341276897746,1,2,3,0,8,98,4.59511985013459,1,1,2,3,0,8,2,1,122.0
4,4,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,57,4.060443010546419,0,0,2,1,7,4,1.6094379124341003,1,1,1,4,4,4,1,0,23.0
5,5,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,42,3.7612001156935624,1,0,2,0,2,5,1.791759469228055,1,0,2,0,5,5,1,1,25.0
9,9,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,91,4.5217885770490405,0,1,1,0,1,44,3.8066624897703196,1,1,2,4,2,4,1,0,12.0
2,2,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,252,5.53338948872752,1,0,2,0,2,18,2.9444389791664403,1,1,0,3,4,8,1,4,10.0
6,6,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,140,4.948759890378168,1,2,0,0,0,21,3.091042453358316,1,0,0,1,0,1,1,3,49.0
9,9,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,561,6.331501849893691,0,0,1,1,1,25,3.258096538021482,1,0,1,0,4,5,1,1,140.0
4,4,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,39,3.6888794541139363,0,0,4,4,9,8,2.1972245773362196,1,1,2,3,1,8,1,1,19.0
8,8,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,40,3.713572066704308,1,1,0,5,0,33,3.5263605246161616,1,0,0,3,5,3,1,3,2.0
7,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,145,4.983606621708336,0,1,0,5,5,27,3.332204510175204,1,0,0,2,6,7,1,3,2.0
2,2,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,319,5.768320995793772,0,1,4,4,9,233,5.455321115357702,1,0,2,3,2,3,1,0,28.0
0,0,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,234,5.459585514144159,1,0,4,3,4,37,3.6375861597263857,1,0,1,2,2,7,1,0,93.0
7,7,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,418,6.037870919922137,1,1,3,5,8,111,4.718498871295094,1,0,0,1,6,1,1,0,87.0
5,5,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,440,6.089044875446846,1,2,0,6,0,58,4.07753744390572,1,1,1,3,2,8,1,1,184.0
1,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,1,4,4,4,1,3,11.0
5,5,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,261,5.568344503761097,0,0,1,2,1,169,5.135798437050262,1,0,1,4,1,9,1,3,63.0
8,8,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,456,6.124683390894205,1,0,1,1,6,6,1.9459101490553132,1,1,0,1,6,6,1,4,32.0
0,0,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,666,6.502790045915623,1,0,1,1,6,124,4.8283137373023015,1,1,1,4,5,4,1,0,135.0
2,2,11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,60,4.110873864173311,1,0,0,4,0,1,0.6931471805599453,1,0,1,1,1,1,1,5,4.0
6,6,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,435,6.077642243349034,0,0,0,1,5,77,4.356708826689592,1,0,2,2,0,7,1,1,155.0
5,5,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,171,5.147494476813453,0,0,1,3,1,114,4.74493212836325,1,1,0,4,2,4,1,1,19.0
1,1,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,666,6.502790045915623,1,0,1,1,6,16,2.833213344056216,1,1,1,1,2,6,2,2,206.0
9,9,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,48,3.8918202981106265,1,0,3,6,8,7,2.0794415416798357,1,0,1,2,0,7,1,3,29.0
6,6,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,128,4.859812404361672,1,2,3,2,8,17,2.8903717578961645,1,0,2,2,3,7,1,2,15.0
6,6,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,480,6.175867270105761,1,0,0,4,0,40,3.713572066704308,1,1,1,0,5,0,4,4,152.0
5,5,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,1,0,0,4,2,9,3,3,3.0
3,3,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,209,5.3471075307174685,0,2,4,6,9,66,4.204692619390966,1,1,0,1,3,6,1,1,29.0
0,0,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,224,5.41610040220442,1,2,4,0,4,29,3.4011973816621555,1,0,2,4,1,9,1,1,67.0
3,3,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,240,5.484796933490655,1,0,0,2,0,1,0.6931471805599453,1,0,1,1,1,1,1,3,131.0
9,9,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,192,5.262690188904886,1,0,2,3,2,23,3.1780538303479458,1,0,2,3,2,3,1,2,25.0
0,0,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,234,5.459585514144159,1,0,4,3,4,10,2.3978952727983707,1,1,1,0,3,0,2,2,68.0
6,6,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,1,0,1,2,0,7,1,3,5.0
1,1,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,256,5.54907608489522,1,1,1,4,6,192,5.262690188904886,1,1,0,2,3,2,1,3,32.0
1,1,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,256,5.54907608489522,1,1,1,4,6,1,0.6931471805599453,1,0,1,1,1,1,1,5,31.0
1,1,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,2,1.0986122886681098,1,1,2,2,2,2,1,1,13.0
5,5,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,570,6.3473892096560105,1,0,0,3,0,49,3.912023005428146,1,0,1,4,0,9,1,1,293.0
5,5,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,80,4.394449154672439,1,2,0,3,0,6,1.9459101490553132,1,1,0,1,6,6,1,0,39.0
6,6,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,880,6.78105762593618,1,1,0,5,0,210,5.351858133476067,1,1,0,0,0,0,1,3,230.0
3,3,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,375,5.929589143389895,0,0,0,4,5,85,4.454347296253507,1,0,1,0,1,5,5,3,40.0
9,9,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,40,3.713572066704308,1,1,0,5,0,23,3.1780538303479458,1,0,2,3,2,3,1,3,12.0
5,5,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,232,5.4510384535657,1,1,2,1,2,84,4.442651256490317,1,1,0,4,0,4,1,4,119.0
3,3,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,330,5.802118375377063,1,0,0,1,0,4,1.6094379124341003,1,1,1,4,4,4,1,3,29.0
4,4,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,405,6.0063531596017325,0,0,0,6,5,196,5.2832037287379885,1,1,1,1,0,6,1,1,20.0
6,6,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,221,5.402677381872279,0,2,1,4,1,32,3.4965075614664802,1,1,2,2,4,2,1,1,36.0
3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,185,5.225746673713202,0,2,0,3,5,55,4.02535169073515,1,0,1,0,6,5,1,0,19.0
8,8,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,306,5.726847747587197,1,0,1,5,6,159,5.075173815233827,1,0,0,4,5,9,1,0,28.0
8,8,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,48,3.8918202981106265,1,0,3,6,8,17,2.8903717578961645,1,0,2,2,3,7,1,1,1.0
7,7,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,360,5.8888779583328805,1,0,0,3,0,166,5.117993812416755,1,1,1,1,5,6,1,2,34.0
2,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,225,5.420534999272286,0,0,0,1,5,5,1.791759469228055,1,0,2,0,5,5,1,1,45.0
6,6,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,273,5.6131281063880705,0,0,3,0,3,11,2.4849066497880004,1,0,2,1,4,1,1,1,119.0
4,4,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,400,5.993961427306569,1,1,0,1,0,96,4.574710978503383,1,1,0,1,5,6,2,2,154.0
3,3,1,0.6931471805599453,0,1,1,1,1,1,0.6931471805599453,0,1,1,1,1,54,4.007333185232471,1,0,4,5,4,17,2.8903717578961645,1,0,2,2,3,7,1,5,10.0
7,7,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,187,5.236441962829949,0,1,2,5,7,80,4.394449154672439,1,1,2,0,3,0,1,1,22.0
5,5,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,522,6.259581464064923,1,0,2,4,2,168,5.1298987149230735,1,1,0,3,0,8,2,1,122.0
9,9,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,210,5.351858133476067,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,3,3,87.0
2,2,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,726,6.588926477533519,1,0,1,5,6,226,5.424950017481403,1,1,1,1,2,6,1,3,137.0
6,6,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,192,5.262690188904886,1,0,2,3,2,11,2.4849066497880004,1,0,2,1,4,1,1,2,133.0
4,4,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,96,4.574710978503383,1,0,1,5,6,31,3.4657359027997265,1,0,1,1,3,1,1,0,25.0
1,1,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,78,4.3694478524670215,1,0,3,1,8,4,1.6094379124341003,1,1,1,4,4,4,1,2,8.0
4,4,7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,192,5.262690188904886,1,0,2,3,2,77,4.356708826689592,1,0,2,2,0,7,1,1,31.0
4,4,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,352,5.8664680569332965,1,1,2,2,2,125,4.836281906951478,1,0,2,0,6,5,1,3,51.0
6,6,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,112,4.727387818712341,1,1,2,0,2,17,2.8903717578961645,1,0,2,2,3,7,1,0,7.0
4,4,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,208,5.342334251964811,1,1,3,5,8,21,3.091042453358316,1,0,0,1,0,1,1,1,59.0
9,9,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,108,4.6913478822291435,1,0,3,3,8,91,4.5217885770490405,1,0,1,1,0,1,1,3,8.0
0,0,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,1,0,0,3,3,3,1,1,5.0
