slot_d1,slot_d1_abs_log1p,slot_d1_is_even,slot_d1_mod3,slot_d1_mod5,slot_d1_mod7,slot_d1_mod10,slot_d2,slot_d2_abs_log1p,slot_d2_is_even,slot_d2_mod3,slot_d2_mod5,slot_d2_mod7,slot_d2_mod10,slot_d3,slot_d3_abs_log1p,slot_d3_is_even,slot_d3_mod3,slot_d3_mod5,slot_d3_mod7,slot_d3_mod10,slot_removed,slot_removed_abs_log1p,slot_removed_sign,slot_removed_is_even,slot_removed_mod3,slot_removed_mod5,slot_removed_mod7,slot_removed_mod10,slot_k,slot_k_abs_log1p,slot_k_is_even,slot_k_mod3,slot_k_mod5,slot_k_mod7,slot_k_mod10,slot_group,slot_place,slot_event_phrase,gcd_all,n_multiple_pairs,y
28,3.367295829986474,1,1,3,0,8,13,2.6390573296152584,0,1,3,6,3,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1,4,1,1,81.0
8,2.1972245773362196,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,4,2,4,1,3,13.0
28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,1,1,1,3,27.0
27,3.332204510175204,0,0,2,6,7,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2,2,0,1,7,42.0
10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,0,1,2,1,1,9.0
10,2.3978952727983707,1,1,0,3,0,13,2.6390573296152584,0,1,3,6,3,18,2.9444389791664403,1,0,3,4,8,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,5,1,3,1,1,19.0
11,2.4849066497880004,0,2,1,4,1,19,2.995732273553991,0,1,4,5,9,17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,5,3,5,1,1,25.0
22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,3,5,1,1,65.0
27,3.332204510175204,0,0,2,6,7,13,2.6390573296152584,0,1,3,6,3,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,5,5,5,1,4,107.0
10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,0,0,4,1,2,22.0
20,3.044522437723423,1,2,0,6,0,14,2.70805020110221,1,2,4,0,4,26,3.295836866004329,1,2,1,5,6,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4,4,5,1,5,41.0
17,2.8903717578961645,0,2,2,3,7,23,3.1780538303479458,0,2,3,2,3,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,4,3,1,0,22.0
30,3.4339872044851463,1,0,0,2,0,27,3.332204510175204,0,0,2,6,7,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,0,4,1,1,1,54.0
24,3.2188758248682006,1,0,4,3,4,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,2,3,1,1,3,70.0
22,3.1354942159291497,1,1,2,1,2,23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,0,0,3,3,3,5,5,2,1,0,17.0
8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,2,3,1,1,16.0
8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,28,3.367295829986474,1,1,3,0,8,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,0,1,0,1,1,5.0
20,3.044522437723423,1,2,0,6,0,29,3.4011973816621555,0,2,4,1,9,22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,3,0,1,1,54.0
8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,0,0,1,6,5.0
21,3.091042453358316,0,0,1,0,1,10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,4,1,0,1,4,25.0
11,2.4849066497880004,0,2,1,4,1,28,3.367295829986474,1,1,3,0,8,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,4,5,3,1,0,6.0
15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,4,3,4,1,2,48.0
10,2.3978952727983707,1,1,0,3,0,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,4,4,4,3,5,2,1,1,12.0
8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,3,2,1,1,21.0
14,2.70805020110221,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,3,1,1,1,31.0
28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2,1,4,1,7,68.0
15,2.772588722239781,0,0,0,1,5,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,0,2,1,1,4,16.0
16,2.833213344056216,1,1,1,2,6,27,3.332204510175204,0,0,2,6,7,14,2.70805020110221,1,2,4,0,4,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,2,3,3,1,0,39.0
20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1,3,1,4,42.0
14,2.70805020110221,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,4,0,1,3,39.0
10,2.3978952727983707,1,1,0,3,0,26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,4,4,5,1,3,4.0
24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,4,1,1,4,62.0
24,3.2188758248682006,1,0,4,3,4,23,3.1780538303479458,0,2,3,2,3,20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,4,5,2,1,3,80.0
29,3.4011973816621555,0,2,4,1,9,27,3.332204510175204,0,0,2,6,7,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,5,2,1,1,20.0
16,2.833213344056216,1,1,1,2,6,26,3.295836866004329,1,2,1,5,6,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,1,5,1,3,11.0
29,3.4011973816621555,0,2,4,1,9,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1,3,3,1,1,121.0
14,2.70805020110221,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,24,3.2188758248682006,1,0,4,3,4,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,4,4,4,0,1,0,1,2,11.0
19,2.995732273553991,0,1,4,5,9,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,1,3,1,6,18.0
15,2.772588722239781,0,0,0,1,5,9,2.302585092994046,0,0,4,2,9,22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,3,5,0,1,1,19.0
18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4,0,1,1,4,42.0
20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,0,0.0,0,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,0,2,5,5,6,65.0
15,2.772588722239781,0,0,0,1,5,14,2.70805020110221,1,2,4,0,4,28,3.367295829986474,1,1,3,0,8,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,3,2,0,1,2,9.0
30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,3,5,0,1,7,98.0
11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,5,1,1,31.0
21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,0,0,4,1,3,5.0
7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,4,5,2,1,1,26.0
25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,4,3,4,1,4,18.0
30,3.4339872044851463,1,0,0,2,0,29,3.4011973816621555,0,2,4,1,9,17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,0,5,1,2,77.0
15,2.772588722239781,0,0,0,1,5,19,2.995732273553991,0,1,4,5,9,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,0,1,1,6,16.0
28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,2,3,5,1,3,135.0
28,3.367295829986474,1,1,3,0,8,10,2.3978952727983707,1,1,0,3,0,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,0,4,2,6,60.0
13,2.6390573296152584,0,1,3,6,3,21,3.091042453358316,0,0,1,0,1,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,2,0,1,1,2,23.0
10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,0,0.0,0,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,0,5,2,5,4,5.0
28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,0,4,0,1,4,5.0
23,3.1780538303479458,0,2,3,2,3,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1,4,1,3,22.0
7,2.0794415416798357,0,1,2,0,7,16,2.833213344056216,1,1,1,2,6,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,2,2,1,1,1,6.0
15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,0,0,3,3,3,5,1,0,1,1,3.0
25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,0,1,1,6,17.0
18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,28,3.367295829986474,1,1,3,0,8,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,4,3,1,4,58.0
25,3.258096538021482,0,1,0,4,5,13,2.6390573296152584,0,1,3,6,3,15,2.772588722239781,0,0,0,1,5,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,5,1,2,1,0,97.0
11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,4,4,4,1,3,14.0
29,3.4011973816621555,0,2,4,1,9,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,5,4,5,1,0,77.0
11,2.4849066497880004,0,2,1,4,1,29,3.4011973816621555,0,2,4,1,9,14,2.70805020110221,1,2,4,0,4,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,3,5,2,1,0,12.0
14,2.70805020110221,1,2,4,0,4,27,3.332204510175204,0,0,2,6,7,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,5,5,1,1,15.0
7,2.0794415416798357,0,1,2,0,7,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,4,0,1,6,7.0
20,3.044522437723423,1,2,0,6,0,13,2.6390573296152584,0,1,3,6,3,19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,4,2,4,1,1,13.0
21,3.091042453358316,0,0,1,0,1,14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,5,2,1,1,3,85.0
25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,4,5,1,6,92.0
20,3.044522437723423,1,2,0,6,0,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,5,2,1,5,36.0
26,3.295836866004329,1,2,1,5,6,7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,2,1,5,1,2,35.0
19,2.995732273553991,0,1,4,5,9,8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,3,4,1,1,19.0
11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,0,5,3,1,0,42.0
30,3.4339872044851463,1,0,0,2,0,16,2.833213344056216,1,1,1,2,6,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,0,1,3,1,3,93.0
23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,2,5,1,4,31.0
26,3.295836866004329,1,2,1,5,6,7,2.0794415416798357,0,1,2,0,7,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,0,2,1,1,3,102.0
30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,2,0,1,3,88.0
17,2.8903717578961645,0,2,2,3,7,22,3.1354942159291497,1,1,2,1,2,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,3,2,1,1,29.0
22,3.1354942159291497,1,1,2,1,2,28,3.367295829986474,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,0,3,1,1,5,76.0
12,2.5649493574615367,1,0,2,5,2,29,3.4011973816621555,0,2,4,1,9,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4,3,4,1,5,15.0
14,2.70805020110221,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,26,3.295836866004329,1,2,1,5,6,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,4,3,0,1,1,37.0
27,3.332204510175204,0,0,2,6,7,23,3.1780538303479458,0,2,3,2,3,26,3.295836866004329,1,2,1,5,6,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,5,5,2,1,4,60.0
30,3.4339872044851463,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,3,1,1,5,85.0
13,2.6390573296152584,0,1,3,6,3,15,2.772588722239781,0,0,0,1,5,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,2,1,1,6,12.0
19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,2,3,3,1,3,55.0
28,3.367295829986474,1,1,3,0,8,28,3.367295829986474,1,1,3,0,8,19,2.995732273553991,0,1,4,5,9,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,5,1,5,1,2,99.0
30,3.4339872044851463,1,0,0,2,0,23,3.1780538303479458,0,2,3,2,3,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,0,5,1,1,3,78.0
10,2.3978952727983707,1,1,0,3,0,29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,5,0,2,1,4,18.0
25,3.258096538021482,0,1,0,4,5,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,0,5,3,1,5,5.0
25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,3,3,4,1,3,12.0
25,3.258096538021482,0,1,0,4,5,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,5,5,4,1,0,108.0
12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,3,2,1,3,35.0
15,2.772588722239781,0,0,0,1,5,14,2.70805020110221,1,2,4,0,4,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,2,0,1,3,24.0
12,2.5649493574615367,1,0,2,5,2,27,3.332204510175204,0,0,2,6,7,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,2,4,1,1,12.0
23,3.1780538303479458,0,2,3,2,3,13,2.6390573296152584,0,1,3,6,3,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,2,0,1,0,6.0
25,3.258096538021482,0,1,0,4,5,19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,0,6,0,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,0,1,6,6,0,4,2,1,0,86.0
26,3.295836866004329,1,2,1,5,6,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,3,0,2,5,44.0
20,3.044522437723423,1,2,0,6,0,19,2.995732273553991,0,1,4,5,9,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,1,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,2,2,1,1,22.0
18,2.9444389791664403,1,0,3,4,8,22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,5,2,5,2,5,28.0
26,3.295836866004329,1,2,1,5,6,29,3.4011973816621555,0,2,4,1,9,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,4,1,3,1,1,69.0
6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,2,3,1,2,1.0
28,3.367295829986474,1,1,3,0,8,13,2.6390573296152584,0,1,3,6,3,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,5,0,5,1,2,104.0
17,2.8903717578961645,0,2,2,3,7,25,3.258096538021482,0,1,0,4,5,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,0,5,1,1,1,20.0
29,3.4011973816621555,0,2,4,1,9,18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,0,3,4,1,0,60.0
20,3.044522437723423,1,2,0,6,0,17,2.8903717578961645,0,2,2,3,7,11,2.4849066497880004,0,2,1,4,1,0,0.0,0,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,2,1,2,1,1,52.0
11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,3,1,3,1,4,39.0
11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,0,1,2,1,0,33.0
23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,0,1,0,1,2,45.0
25,3.258096538021482,0,1,0,4,5,16,2.833213344056216,1,1,1,2,6,19,2.995732273553991,0,1,4,5,9,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,3,1,3,1,1,96.0
15,2.772588722239781,0,0,0,1,5,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,0,0,2,1,3,38.0
8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,0,0.0,0,1,0,0,0,0,5,1.791759469228055,0,2,0,5,5,2,2,1,1,0,13.0
26,3.295836866004329,1,2,1,5,6,27,3.332204510175204,0,0,2,6,7,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,0,5,1,1,56.0
24,3.2188758248682006,1,0,4,3,4,23,3.1780538303479458,0,2,3,2,3,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,4,3,1,3,35.0
14,2.70805020110221,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,2,3,1,1,18.0
21,3.091042453358316,0,0,1,0,1,27,3.332204510175204,0,0,2,6,7,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,4,2,1,4,66.0
