slot_name,slot_daily_amount,slot_daily_amount_abs_log1p,slot_daily_amount_is_even,slot_daily_amount_mod3,slot_daily_amount_mod5,slot_daily_amount_mod7,slot_daily_amount_mod10,slot_small_unit,slot_per_large,slot_per_large_abs_log1p,slot_per_large_is_even,slot_per_large_mod3,slot_per_large_mod5,slot_per_large_mod7,slot_per_large_mod10,slot_large_unit,slot_days,slot_days_abs_log1p,slot_days_is_even,slot_days_mod3,slot_days_mod5,slot_days_mod7,slot_days_mod10,gcd_all,n_multiple_pairs,y
3,45,3.828641396489095,0,0,0,3,5,8,50,3.9318256327243257,1,2,0,1,0,8,70,4.2626798770413155,1,1,0,0,0,5,0,63.0
11,22,3.1354942159291497,1,1,2,1,2,7,60,4.110873864173311,1,0,0,4,0,7,180,5.198497031265826,1,0,0,5,0,2,1,66.0
11,42,3.7612001156935624,1,0,2,0,2,6,16,2.833213344056216,1,1,1,2,6,6,280,5.638354669333745,1,1,0,0,0,2,0,735.0
3,27,3.332204510175204,0,0,2,6,7,0,10,2.3978952727983707,1,1,0,3,0,0,310,5.739792912179234,1,1,0,2,0,1,1,837.0
1,17,2.8903717578961645,0,2,2,3,7,8,25,3.258096538021482,0,1,0,4,5,8,125,4.836281906951478,0,2,0,6,5,1,1,85.0
9,14,2.70805020110221,1,2,4,0,4,5,16,2.833213344056216,1,1,1,2,6,5,48,3.8918202981106265,1,0,3,6,8,2,1,42.0
8,14,2.70805020110221,1,2,4,0,4,9,50,3.9318256327243257,1,2,0,1,0,9,300,5.707110264748875,1,0,0,6,0,2,1,84.0
4,45,3.828641396489095,0,0,0,3,5,2,100,4.61512051684126,1,1,0,2,0,2,60,4.110873864173311,1,0,0,4,0,5,0,27.0
6,2,1.0986122886681098,1,2,2,2,2,5,8,2.1972245773362196,1,2,3,1,8,5,228,5.43372200355424,1,0,3,4,8,2,2,57.0
8,25,3.258096538021482,0,1,0,4,5,7,60,4.110873864173311,1,0,0,4,0,7,72,4.290459441148391,1,0,2,2,2,1,0,30.0
8,41,3.7376696182833684,0,2,1,6,1,6,16,2.833213344056216,1,1,1,2,6,6,336,5.820082930352362,1,0,1,0,6,1,1,861.0
8,2,1.0986122886681098,1,2,2,2,2,0,20,3.044522437723423,1,2,0,6,0,0,110,4.709530201312334,1,2,0,5,0,2,2,11.0
9,26,3.295836866004329,1,2,1,5,6,7,60,4.110873864173311,1,0,0,4,0,7,120,4.795790545596741,1,0,0,1,0,2,1,52.0
7,33,3.5263605246161616,0,0,3,5,3,1,10,2.3978952727983707,1,1,0,3,0,1,340,5.831882477283517,1,1,0,4,0,1,1,1122.0
4,15,2.772588722239781,0,0,0,1,5,5,16,2.833213344056216,1,1,1,2,6,5,16,2.833213344056216,1,1,1,2,6,1,1,15.0
11,35,3.58351893845611,0,2,0,0,5,0,20,3.044522437723423,1,2,0,6,0,0,24,3.2188758248682006,1,0,4,3,4,1,0,42.0
3,13,2.6390573296152584,0,1,3,6,3,6,16,2.833213344056216,1,1,1,2,6,6,288,5.666426688112432,1,0,3,1,8,1,1,234.0
4,43,3.784189633918261,0,1,3,1,3,8,30,3.4339872044851463,1,0,0,2,0,8,150,5.017279836814924,1,0,0,3,0,1,1,215.0
3,5,1.791759469228055,0,2,0,5,5,0,10,2.3978952727983707,1,1,0,3,0,0,288,5.666426688112432,1,0,3,1,8,1,1,144.0
11,49,3.912023005428146,0,1,4,0,9,6,16,2.833213344056216,1,1,1,2,6,6,224,5.41610040220442,1,2,4,0,4,1,1,686.0
3,33,3.5263605246161616,0,0,3,5,3,2,50,3.9318256327243257,1,2,0,1,0,2,250,5.5254529391317835,1,1,0,5,0,1,1,165.0
7,46,3.8501476017100584,1,1,1,4,6,6,16,2.833213344056216,1,1,1,2,6,6,168,5.1298987149230735,1,0,3,0,8,2,0,483.0
4,41,3.7376696182833684,0,2,1,6,1,0,20,3.044522437723423,1,2,0,6,0,0,80,4.394449154672439,1,2,0,3,0,1,1,164.0
2,12,2.5649493574615367,1,0,2,5,2,4,24,3.2188758248682006,1,0,4,3,4,4,114,4.74493212836325,1,0,4,2,4,6,1,57.0
9,35,3.58351893845611,0,2,0,0,5,0,20,3.044522437723423,1,2,0,6,0,0,260,5.564520407322694,1,2,0,1,0,5,1,455.0
11,15,2.772588722239781,0,0,0,1,5,3,24,3.2188758248682006,1,0,4,3,4,3,96,4.574710978503383,1,0,1,5,6,3,1,60.0
2,8,2.1972245773362196,1,2,3,1,8,5,16,2.833213344056216,1,1,1,2,6,5,104,4.653960350157523,1,2,4,6,4,8,2,52.0
10,14,2.70805020110221,1,2,4,0,4,7,60,4.110873864173311,1,0,0,4,0,7,60,4.110873864173311,1,0,0,4,0,2,1,14.0
5,35,3.58351893845611,0,2,0,0,5,3,20,3.044522437723423,1,2,0,6,0,3,64,4.174387269895637,1,1,4,1,4,1,0,112.0
5,31,3.4657359027997265,0,1,1,3,1,7,60,4.110873864173311,1,0,0,4,0,7,360,5.8888779583328805,1,0,0,3,0,1,1,186.0
5,21,3.091042453358316,0,0,1,0,1,2,50,3.9318256327243257,1,2,0,1,0,2,300,5.707110264748875,1,0,0,6,0,1,1,126.0
3,4,1.6094379124341003,1,1,4,4,4,2,100,4.61512051684126,1,1,0,2,0,2,125,4.836281906951478,0,2,0,6,5,1,1,5.0
7,46,3.8501476017100584,1,1,1,4,6,7,60,4.110873864173311,1,0,0,4,0,7,360,5.8888779583328805,1,0,0,3,0,2,1,276.0
7,40,3.713572066704308,1,1,0,5,0,9,20,3.044522437723423,1,2,0,6,0,9,10,2.3978952727983707,1,1,0,3,0,10,3,20.0
3,35,3.58351893845611,0,2,0,0,5,1,10,2.3978952727983707,1,1,0,3,0,1,218,5.389071729816501,1,2,3,1,8,1,0,763.0
3,9,2.302585092994046,0,0,4,2,9,8,30,3.4339872044851463,1,0,0,2,0,8,170,5.14166355650266,1,2,0,2,0,1,0,51.0
3,37,3.6375861597263857,0,1,2,2,7,3,30,3.4339872044851463,1,0,0,2,0,3,300,5.707110264748875,1,0,0,6,0,1,1,370.0
9,49,3.912023005428146,0,1,4,0,9,1,50,3.9318256327243257,1,2,0,1,0,1,100,4.61512051684126,1,1,0,2,0,1,1,98.0
4,25,3.258096538021482,0,1,0,4,5,6,16,2.833213344056216,1,1,1,2,6,6,64,4.174387269895637,1,1,4,1,4,1,1,100.0
9,41,3.7376696182833684,0,2,1,6,1,8,25,3.258096538021482,0,1,0,4,5,8,100,4.61512051684126,1,1,0,2,0,1,1,164.0
2,33,3.5263605246161616,0,0,3,5,3,6,16,2.833213344056216,1,1,1,2,6,6,112,4.727387818712341,1,1,2,0,2,1,1,231.0
1,13,2.6390573296152584,0,1,3,6,3,6,16,2.833213344056216,1,1,1,2,6,6,64,4.174387269895637,1,1,4,1,4,1,1,52.0
6,43,3.784189633918261,0,1,3,1,3,5,16,2.833213344056216,1,1,1,2,6,5,224,5.41610040220442,1,2,4,0,4,1,1,602.0
9,5,1.791759469228055,0,2,0,5,5,9,50,3.9318256327243257,1,2,0,1,0,9,290,5.673323267171493,1,2,0,3,0,5,2,29.0
10,16,2.833213344056216,1,1,1,2,6,6,16,2.833213344056216,1,1,1,2,6,6,226,5.424950017481403,1,1,1,2,6,2,1,226.0
1,36,3.6109179126442243,1,0,1,1,6,4,12,2.5649493574615367,1,0,2,5,2,4,356,5.877735781779639,1,2,1,6,6,4,1,1068.0
6,2,1.0986122886681098,1,2,2,2,2,6,16,2.833213344056216,1,1,1,2,6,6,56,4.04305126783455,1,2,1,0,6,2,2,7.0
11,9,2.302585092994046,0,0,4,2,9,5,8,2.1972245773362196,1,2,3,1,8,5,328,5.796057750765372,1,1,3,6,8,1,1,369.0
9,23,3.1780538303479458,0,2,3,2,3,0,10,2.3978952727983707,1,1,0,3,0,0,300,5.707110264748875,1,0,0,6,0,1,1,690.0
8,18,2.9444389791664403,1,0,3,4,8,8,50,3.9318256327243257,1,2,0,1,0,8,300,5.707110264748875,1,0,0,6,0,2,1,108.0
8,31,3.4657359027997265,0,1,1,3,1,7,60,4.110873864173311,1,0,0,4,0,7,240,5.484796933490655,1,0,0,2,0,1,1,124.0
8,25,3.258096538021482,0,1,0,4,5,2,200,5.303304908059076,1,2,0,4,0,2,344,5.84354441703136,1,2,4,1,4,1,1,43.0
7,50,3.9318256327243257,1,2,0,1,0,4,6,1.9459101490553132,1,0,1,6,6,4,54,4.007333185232471,1,0,4,5,4,2,1,450.0
2,14,2.70805020110221,1,2,4,0,4,4,24,3.2188758248682006,1,0,4,3,4,4,36,3.6109179126442243,1,0,1,1,6,2,0,21.0
7,31,3.4657359027997265,0,1,1,3,1,0,10,2.3978952727983707,1,1,0,3,0,0,20,3.044522437723423,1,2,0,6,0,1,1,62.0
7,45,3.828641396489095,0,0,0,3,5,3,30,3.4339872044851463,1,0,0,2,0,3,114,4.74493212836325,1,0,4,2,4,3,0,171.0
6,44,3.8066624897703196,1,2,4,2,4,9,50,3.9318256327243257,1,2,0,1,0,9,175,5.170483995038151,0,1,0,0,5,1,0,154.0
9,38,3.6635616461296463,1,2,3,3,8,7,60,4.110873864173311,1,0,0,4,0,7,60,4.110873864173311,1,0,0,4,0,2,1,38.0
7,41,3.7376696182833684,0,2,1,6,1,6,16,2.833213344056216,1,1,1,2,6,6,304,5.720311776607412,1,1,4,3,4,1,1,779.0
1,50,3.9318256327243257,1,2,0,1,0,5,8,2.1972245773362196,1,2,3,1,8,5,76,4.343805421853684,1,1,1,6,6,2,0,475.0
1,5,1.791759469228055,0,2,0,5,5,2,200,5.303304908059076,1,2,0,4,0,2,80,4.394449154672439,1,2,0,3,0,5,2,2.0
0,49,3.912023005428146,0,1,4,0,9,9,50,3.9318256327243257,1,2,0,1,0,9,150,5.017279836814924,1,0,0,3,0,1,1,147.0
5,28,3.367295829986474,1,1,3,0,8,4,6,1.9459101490553132,1,0,1,6,6,4,195,5.278114659230517,0,0,0,6,5,1,0,910.0
2,2,1.0986122886681098,1,2,2,2,2,5,8,2.1972245773362196,1,2,3,1,8,5,304,5.720311776607412,1,1,4,3,4,2,3,76.0
9,10,2.3978952727983707,1,1,0,3,0,0,20,3.044522437723423,1,2,0,6,0,0,284,5.652489180268651,1,2,4,4,4,2,1,142.0
1,7,2.0794415416798357,0,1,2,0,7,4,24,3.2188758248682006,1,0,4,3,4,4,336,5.820082930352362,1,0,1,0,6,1,2,98.0
5,2,1.0986122886681098,1,2,2,2,2,9,50,3.9318256327243257,1,2,0,1,0,9,125,4.836281906951478,0,2,0,6,5,1,1,5.0
0,32,3.4965075614664802,1,2,2,4,2,0,20,3.044522437723423,1,2,0,6,0,0,250,5.5254529391317835,1,1,0,5,0,2,0,400.0
2,9,2.302585092994046,0,0,4,2,9,7,60,4.110873864173311,1,0,0,4,0,7,260,5.564520407322694,1,2,0,1,0,1,0,39.0
0,45,3.828641396489095,0,0,0,3,5,2,200,5.303304908059076,1,2,0,4,0,2,280,5.638354669333745,1,1,0,0,0,5,0,63.0
3,26,3.295836866004329,1,2,1,5,6,3,24,3.2188758248682006,1,0,4,3,4,3,192,5.262690188904886,1,0,2,3,2,2,1,208.0
0,49,3.912023005428146,0,1,4,0,9,2,100,4.61512051684126,1,1,0,2,0,2,200,5.303304908059076,1,2,0,4,0,1,1,98.0
7,32,3.4965075614664802,1,2,2,4,2,9,50,3.9318256327243257,1,2,0,1,0,9,225,5.420534999272286,0,0,0,1,5,1,0,144.0
8,16,2.833213344056216,1,1,1,2,6,6,16,2.833213344056216,1,1,1,2,6,6,319,5.768320995793772,0,1,4,4,9,1,1,319.0
6,32,3.4965075614664802,1,2,2,4,2,9,20,3.044522437723423,1,2,0,6,0,9,215,5.375278407684165,0,2,0,5,5,1,0,344.0
11,25,3.258096538021482,0,1,0,4,5,4,12,2.5649493574615367,1,0,2,5,2,4,108,4.6913478822291435,1,0,3,3,8,1,1,225.0
4,18,2.9444389791664403,1,0,3,4,8,4,6,1.9459101490553132,1,0,1,6,6,4,316,5.75890177387728,1,1,1,1,6,2,1,948.0
6,42,3.7612001156935624,1,0,2,0,2,4,6,1.9459101490553132,1,0,1,6,6,4,39,3.6888794541139363,0,0,4,4,9,3,1,273.0
11,11,2.4849066497880004,0,2,1,4,1,1,10,2.3978952727983707,1,1,0,3,0,1,340,5.831882477283517,1,1,0,4,0,1,1,374.0
0,50,3.9318256327243257,1,2,0,1,0,9,50,3.9318256327243257,1,2,0,1,0,9,308,5.733341276897746,1,2,3,0,8,2,1,308.0
11,22,3.1354942159291497,1,1,2,1,2,1,10,2.3978952727983707,1,1,0,3,0,1,205,5.327876168789581,0,1,0,2,5,1,0,451.0
7,49,3.912023005428146,0,1,4,0,9,4,6,1.9459101490553132,1,0,1,6,6,4,162,5.093750200806762,1,0,2,1,2,1,1,1323.0
5,23,3.1780538303479458,0,2,3,2,3,3,40,3.713572066704308,1,1,0,5,0,3,320,5.771441123130016,1,2,0,5,0,1,1,184.0
7,44,3.8066624897703196,1,2,4,2,4,8,40,3.713572066704308,1,1,0,5,0,8,350,5.860786223465865,1,2,0,0,0,2,0,385.0
8,37,3.6375861597263857,0,1,2,2,7,1,10,2.3978952727983707,1,1,0,3,0,1,190,5.25227342804663,1,1,0,1,0,1,1,703.0
11,18,2.9444389791664403,1,0,3,4,8,2,200,5.303304908059076,1,2,0,4,0,2,300,5.707110264748875,1,0,0,6,0,2,0,27.0
4,20,3.044522437723423,1,2,0,6,0,4,6,1.9459101490553132,1,0,1,6,6,4,309,5.736572297479192,0,0,4,1,9,1,0,1030.0
10,37,3.6375861597263857,0,1,2,2,7,7,60,4.110873864173311,1,0,0,4,0,7,120,4.795790545596741,1,0,0,1,0,1,1,74.0
8,20,3.044522437723423,1,2,0,6,0,1,25,3.258096538021482,0,1,0,4,5,1,305,5.723585101952381,0,2,0,4,5,5,0,244.0
11,45,3.828641396489095,0,0,0,3,5,3,15,2.772588722239781,0,0,0,1,5,3,179,5.19295685089021,0,2,4,4,9,1,1,537.0
6,24,3.2188758248682006,1,0,4,3,4,3,12,2.5649493574615367,1,0,2,5,2,3,11,2.4849066497880004,0,2,1,4,1,1,1,22.0
4,22,3.1354942159291497,1,1,2,1,2,5,8,2.1972245773362196,1,2,3,1,8,5,316,5.75890177387728,1,1,1,1,6,2,0,869.0
2,7,2.0794415416798357,0,1,2,0,7,5,8,2.1972245773362196,1,2,3,1,8,5,224,5.41610040220442,1,2,4,0,4,1,2,196.0
2,10,2.3978952727983707,1,1,0,3,0,6,16,2.833213344056216,1,1,1,2,6,6,128,4.859812404361672,1,2,3,2,8,2,1,80.0
4,41,3.7376696182833684,0,2,1,6,1,1,10,2.3978952727983707,1,1,0,3,0,1,310,5.739792912179234,1,1,0,2,0,1,1,1271.0
10,38,3.6635616461296463,1,2,3,3,8,6,16,2.833213344056216,1,1,1,2,6,6,352,5.8664680569332965,1,1,2,2,2,2,1,836.0
5,34,3.5553480614894135,1,1,4,6,4,5,16,2.833213344056216,1,1,1,2,6,5,88,4.48863636973214,1,1,3,4,8,2,0,187.0
10,50,3.9318256327243257,1,2,0,1,0,7,60,4.110873864173311,1,0,0,4,0,7,312,5.746203190540153,1,0,2,4,2,2,0,260.0
4,32,3.4965075614664802,1,2,2,4,2,3,10,2.3978952727983707,1,1,0,3,0,3,220,5.3981627015177525,1,1,0,3,0,2,1,704.0
2,38,3.6635616461296463,1,2,3,3,8,5,8,2.1972245773362196,1,2,3,1,8,5,228,5.43372200355424,1,0,3,4,8,2,1,1083.0
5,36,3.6109179126442243,1,0,1,1,6,2,50,3.9318256327243257,1,2,0,1,0,2,150,5.017279836814924,1,0,0,3,0,2,1,108.0
1,37,3.6375861597263857,0,1,2,2,7,6,16,2.833213344056216,1,1,1,2,6,6,304,5.720311776607412,1,1,4,3,4,1,1,703.0
3,42,3.7612001156935624,1,0,2,0,2,9,50,3.9318256327243257,1,2,0,1,0,9,175,5.170483995038151,0,1,0,0,5,1,0,147.0
6,26,3.295836866004329,1,2,1,5,6,5,8,2.1972245773362196,1,2,3,1,8,5,236,5.4680601411351315,1,2,1,5,6,2,0,767.0
11,21,3.091042453358316,0,0,1,0,1,5,16,2.833213344056216,1,1,1,2,6,5,208,5.342334251964811,1,1,3,5,8,1,1,273.0
11,43,3.784189633918261,0,1,3,1,3,9,20,3.044522437723423,1,2,0,6,0,9,360,5.8888779583328805,1,0,0,3,0,1,1,774.0
5,18,2.9444389791664403,1,0,3,4,8,5,16,2.833213344056216,1,1,1,2,6,5,24,3.2188758248682006,1,0,4,3,4,2,0,27.0
6,39,3.6888794541139363,0,0,4,4,9,7,60,4.110873864173311,1,0,0,4,0,7,100,4.61512051684126,1,1,0,2,0,1,0,65.0
5,41,3.7376696182833684,0,2,1,6,1,7,60,4.110873864173311,1,0,0,4,0,7,240,5.484796933490655,1,0,0,2,0,1,1,164.0
1,7,2.0794415416798357,0,1,2,0,7,1,10,2.3978952727983707,1,1,0,3,0,1,240,5.484796933490655,1,0,0,2,0,1,1,168.0
8,6,1.9459101490553132,1,0,1,6,6,3,12,2.5649493574615367,1,0,2,5,2,3,156,5.056245805348308,1,0,1,2,6,6,3,78.0
7,5,1.791759469228055,0,2,0,5,5,0,10,2.3978952727983707,1,1,0,3,0,0,336,5.820082930352362,1,0,1,0,6,1,1,168.0
6,21,3.091042453358316,0,0,1,0,1,1,25,3.258096538021482,0,1,0,4,5,1,125,4.836281906951478,0,2,0,6,5,1,1,105.0
11,40,3.713572066704308,1,1,0,5,0,6,16,2.833213344056216,1,1,1,2,6,6,344,5.84354441703136,1,2,4,1,4,8,0,860.0
9,20,3.044522437723423,1,2,0,6,0,9,20,3.044522437723423,1,2,0,6,0,9,96,4.574710978503383,1,0,1,5,6,4,1,96.0
6,18,2.9444389791664403,1,0,3,4,8,0,20,3.044522437723423,1,2,0,6,0,0,230,5.442417710521793,1,2,0,6,0,2,0,207.0
0,25,3.258096538021482,0,1,0,4,5,1,50,3.9318256327243257,1,2,0,1,0,1,36,3.6109179126442243,1,0,1,1,6,1,1,18.0
10,3,1.3862943611198906,0,0,3,3,3,3,20,3.044522437723423,1,2,0,6,0,3,320,5.771441123130016,1,2,0,5,0,1,1,48.0
5,15,2.772588722239781,0,0,0,1,5,0,10,2.3978952727983707,1,1,0,3,0,0,182,5.209486152841421,1,2,2,0,2,1,0,273.0
11,19,2.995732273553991,0,1,4,5,9,7,60,4.110873864173311,1,0,0,4,0,7,60,4.110873864173311,1,0,0,4,0,1,1,19.0
7,22,3.1354942159291497,1,1,2,1,2,5,8,2.1972245773362196,1,2,3,1,8,5,12,2.5649493574615367,1,0,2,5,2,2,0,33.0
4,17,2.8903717578961645,0,2,2,3,7,6,16,2.833213344056216,1,1,1,2,6,6,240,5.484796933490655,1,0,0,2,0,1,1,255.0
1,35,3.58351893845611,0,2,0,0,5,5,8,2.1972245773362196,1,2,3,1,8,5,248,5.517452896464707,1,2,3,3,8,1,1,1085.0
5,38,3.6635616461296463,1,2,3,3,8,1,10,2.3978952727983707,1,1,0,3,0,1,90,4.51085950651685,1,0,0,6,0,2,1,342.0
3,22,3.1354942159291497,1,1,2,1,2,3,20,3.044522437723423,1,2,0,6,0,3,290,5.673323267171493,1,2,0,3,0,2,0,319.0
10,38,3.6635616461296463,1,2,3,3,8,1,50,3.9318256327243257,1,2,0,1,0,1,150,5.017279836814924,1,0,0,3,0,2,1,114.0
6,5,1.791759469228055,0,2,0,5,5,0,20,3.044522437723423,1,2,0,6,0,0,300,5.707110264748875,1,0,0,6,0,5,3,75.0
3,28,3.367295829986474,1,1,3,0,8,5,8,2.1972245773362196,1,2,3,1,8,5,304,5.720311776607412,1,1,4,3,4,4,1,1064.0
3,22,3.1354942159291497,1,1,2,1,2,6,16,2.833213344056216,1,1,1,2,6,6,336,5.820082930352362,1,0,1,0,6,2,1,462.0
6,31,3.4657359027997265,0,1,1,3,1,7,60,4.110873864173311,1,0,0,4,0,7,120,4.795790545596741,1,0,0,1,0,1,1,62.0
8,21,3.091042453358316,0,0,1,0,1,6,16,2.833213344056216,1,1,1,2,6,6,320,5.771441123130016,1,2,0,5,0,1,1,420.0
2,27,3.332204510175204,0,0,2,6,7,5,8,2.1972245773362196,1,2,3,1,8,5,32,3.4965075614664802,1,2,2,4,2,1,1,108.0
10,23,3.1780538303479458,0,2,3,2,3,9,20,3.044522437723423,1,2,0,6,0,9,160,5.081404364984463,1,1,0,6,0,1,1,184.0
1,24,3.2188758248682006,1,0,4,3,4,2,50,3.9318256327243257,1,2,0,1,0,2,225,5.420534999272286,0,0,0,1,5,1,0,108.0
11,29,3.4011973816621555,0,2,4,1,9,8,50,3.9318256327243257,1,2,0,1,0,8,350,5.860786223465865,1,2,0,0,0,1,1,203.0
10,40,3.713572066704308,1,1,0,5,0,5,16,2.833213344056216,1,1,1,2,6,5,114,4.74493212836325,1,0,4,2,4,2,0,285.0
11,14,2.70805020110221,1,2,4,0,4,8,50,3.9318256327243257,1,2,0,1,0,8,275,5.62040086571715,0,2,0,2,5,1,0,77.0
1,8,2.1972245773362196,1,2,3,1,8,9,20,3.044522437723423,1,2,0,6,0,9,170,5.14166355650266,1,2,0,2,0,2,0,68.0
10,46,3.8501476017100584,1,1,1,4,6,0,10,2.3978952727983707,1,1,0,3,0,0,160,5.081404364984463,1,1,0,6,0,2,1,736.0
4,5,1.791759469228055,0,2,0,5,5,5,8,2.1972245773362196,1,2,3,1,8,5,96,4.574710978503383,1,0,1,5,6,1,1,60.0
10,33,3.5263605246161616,0,0,3,5,3,4,6,1.9459101490553132,1,0,1,6,6,4,100,4.61512051684126,1,1,0,2,0,1,0,550.0
1,49,3.912023005428146,0,1,4,0,9,7,60,4.110873864173311,1,0,0,4,0,7,360,5.8888779583328805,1,0,0,3,0,1,1,294.0
1,7,2.0794415416798357,0,1,2,0,7,5,16,2.833213344056216,1,1,1,2,6,5,320,5.771441123130016,1,2,0,5,0,1,1,140.0
2,11,2.4849066497880004,0,2,1,4,1,7,60,4.110873864173311,1,0,0,4,0,7,120,4.795790545596741,1,0,0,1,0,1,1,22.0
4,10,2.3978952727983707,1,1,0,3,0,7,60,4.110873864173311,1,0,0,4,0,7,192,5.262690188904886,1,0,2,3,2,2,1,32.0
1,19,2.995732273553991,0,1,4,5,9,8,50,3.9318256327243257,1,2,0,1,0,8,300,5.707110264748875,1,0,0,6,0,1,1,114.0
4,21,3.091042453358316,0,0,1,0,1,5,8,2.1972245773362196,1,2,3,1,8,5,296,5.6937321388027,1,2,1,2,6,1,1,777.0
5,20,3.044522437723423,1,2,0,6,0,7,60,4.110873864173311,1,0,0,4,0,7,321,5.7745515455444085,0,0,1,6,1,1,1,107.0
2,48,3.8918202981106265,1,0,3,6,8,2,100,4.61512051684126,1,1,0,2,0,2,25,3.258096538021482,0,1,0,4,5,1,1,12.0
1,38,3.6635616461296463,1,2,3,3,8,1,25,3.258096538021482,0,1,0,4,5,1,100,4.61512051684126,1,1,0,2,0,1,1,152.0
4,23,3.1780538303479458,0,2,3,2,3,4,12,2.5649493574615367,1,0,2,5,2,4,156,5.056245805348308,1,0,1,2,6,1,1,299.0
1,38,3.6635616461296463,1,2,3,3,8,1,50,3.9318256327243257,1,2,0,1,0,1,25,3.258096538021482,0,1,0,4,5,1,1,19.0
8,45,3.828641396489095,0,0,0,3,5,0,10,2.3978952727983707,1,1,0,3,0,0,106,4.672828834461906,1,1,1,1,6,1,0,477.0
8,35,3.58351893845611,0,2,0,0,5,6,16,2.833213344056216,1,1,1,2,6,6,208,5.342334251964811,1,1,3,5,8,1,1,455.0
9,35,3.58351893845611,0,2,0,0,5,2,50,3.9318256327243257,1,2,0,1,0,2,220,5.3981627015177525,1,1,0,3,0,5,0,154.0
10,27,3.332204510175204,0,0,2,6,7,8,20,3.044522437723423,1,2,0,6,0,8,40,3.713572066704308,1,1,0,5,0,1,1,54.0
3,41,3.7376696182833684,0,2,1,6,1,2,50,3.9318256327243257,1,2,0,1,0,2,100,4.61512051684126,1,1,0,2,0,1,1,82.0
5,9,2.302585092994046,0,0,4,2,9,1,25,3.258096538021482,0,1,0,4,5,1,150,5.017279836814924,1,0,0,3,0,1,1,54.0
1,45,3.828641396489095,0,0,0,3,5,9,20,3.044522437723423,1,2,0,6,0,9,144,4.976733742420574,1,0,4,4,4,1,0,324.0
3,29,3.4011973816621555,0,2,4,1,9,5,16,2.833213344056216,1,1,1,2,6,5,48,3.8918202981106265,1,0,3,6,8,1,1,87.0
4,38,3.6635616461296463,1,2,3,3,8,7,60,4.110873864173311,1,0,0,4,0,7,300,5.707110264748875,1,0,0,6,0,2,1,190.0
0,29,3.4011973816621555,0,2,4,1,9,7,60,4.110873864173311,1,0,0,4,0,7,240,5.484796933490655,1,0,0,2,0,1,1,116.0
11,45,3.828641396489095,0,0,0,3,5,7,60,4.110873864173311,1,0,0,4,0,7,292,5.680172609017068,1,1,2,5,2,1,0,219.0
2,28,3.367295829986474,1,1,3,0,8,7,60,4.110873864173311,1,0,0,4,0,7,300,5.707110264748875,1,0,0,6,0,4,1,140.0
3,19,2.995732273553991,0,1,4,5,9,0,10,2.3978952727983707,1,1,0,3,0,0,330,5.802118375377063,1,0,0,1,0,1,1,627.0
0,38,3.6635616461296463,1,2,3,3,8,3,40,3.713572066704308,1,1,0,5,0,3,280,5.638354669333745,1,1,0,0,0,2,1,266.0
0,15,2.772588722239781,0,0,0,1,5,9,20,3.044522437723423,1,2,0,6,0,9,116,4.762173934797756,1,2,1,4,6,1,0,87.0
9,43,3.784189633918261,0,1,3,1,3,7,60,4.110873864173311,1,0,0,4,0,7,60,4.110873864173311,1,0,0,4,0,1,1,43.0
8,47,3.871201010907891,0,2,2,5,7,7,60,4.110873864173311,1,0,0,4,0,7,120,4.795790545596741,1,0,0,1,0,1,1,94.0
0,27,3.332204510175204,0,0,2,6,7,9,50,3.9318256327243257,1,2,0,1,0,9,100,4.61512051684126,1,1,0,2,0,1,1,54.0
5,33,3.5263605246161616,0,0,3,5,3,1,50,3.9318256327243257,1,2,0,1,0,1,300,5.707110264748875,1,0,0,6,0,1,1,198.0
8,38,3.6635616461296463,1,2,3,3,8,3,40,3.713572066704308,1,1,0,5,0,3,360,5.8888779583328805,1,0,0,3,0,2,1,342.0
0,37,3.6375861597263857,0,1,2,2,7,1,25,3.258096538021482,0,1,0,4,5,1,25,3.258096538021482,0,1,0,4,5,1,1,37.0
11,12,2.5649493574615367,1,0,2,5,2,3,40,3.713572066704308,1,1,0,5,0,3,270,5.602118820879701,1,0,0,4,0,2,0,81.0
1,17,2.8903717578961645,0,2,2,3,7,3,10,2.3978952727983707,1,1,0,3,0,3,180,5.198497031265826,1,0,0,5,0,1,1,306.0
2,27,3.332204510175204,0,0,2,6,7,1,50,3.9318256327243257,1,2,0,1,0,1,250,5.5254529391317835,1,1,0,5,0,1,1,135.0
9,49,3.912023005428146,0,1,4,0,9,7,60,4.110873864173311,1,0,0,4,0,7,300,5.707110264748875,1,0,0,6,0,1,1,245.0
2,13,2.6390573296152584,0,1,3,6,3,7,60,4.110873864173311,1,0,0,4,0,7,120,4.795790545596741,1,0,0,1,0,1,1,26.0
2,38,3.6635616461296463,1,2,3,3,8,0,20,3.044522437723423,1,2,0,6,0,0,290,5.673323267171493,1,2,0,3,0,2,0,551.0
2,36,3.6109179126442243,1,0,1,1,6,4,6,1.9459101490553132,1,0,1,6,6,4,153,5.0369526024136295,0,0,3,6,3,3,1,918.0
5,24,3.2188758248682006,1,0,4,3,4,0,10,2.3978952727983707,1,1,0,3,0,0,275,5.62040086571715,0,2,0,2,5,1,0,660.0
7,26,3.295836866004329,1,2,1,5,6,7,60,4.110873864173311,1,0,0,4,0,7,120,4.795790545596741,1,0,0,1,0,2,1,52.0
