slot_person_a,slot_person_b,slot_a_current_age,slot_a_current_age_abs_log1p,slot_a_current_age_is_even,slot_a_current_age_mod3,slot_a_current_age_mod5,slot_a_current_age_mod7,slot_a_current_age_mod10,slot_years_ago,slot_years_ago_abs_log1p,slot_years_ago_is_even,slot_years_ago_mod3,slot_years_ago_mod5,slot_years_ago_mod7,slot_years_ago_mod10,slot_multiple,slot_multiple_abs_log1p,slot_multiple_is_even,slot_multiple_mod3,slot_multiple_mod5,slot_multiple_mod7,slot_multiple_mod10,gcd_all,n_multiple_pairs,y
0,0,58,4.07753744390572,1,1,3,2,8,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,22.0
2,7,44,3.8066624897703196,1,2,4,2,4,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,0,16.0
9,2,53,3.9889840465642745,0,2,3,4,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,0,17.0
2,9,112,4.727387818712341,1,1,2,0,2,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0,32.0
5,9,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,12.0
0,5,50,3.9318256327243257,1,2,0,1,0,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,31.0
7,5,77,4.356708826689592,0,2,2,0,7,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,29.0
3,7,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,15.0
6,4,56,4.04305126783455,1,2,1,0,6,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,34.0
7,5,33,3.5263605246161616,0,0,3,5,3,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,17.0
9,3,90,4.51085950651685,1,0,0,6,0,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,2,47.0
3,6,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,1,4.0
7,6,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,0,12.0
0,2,118,4.77912349311153,1,1,3,6,8,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,0,40.0
6,4,28,3.367295829986474,1,1,3,0,8,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,16.0
1,4,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,1,30.0
3,3,17,2.8903717578961645,0,2,2,3,7,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,14.0
7,7,58,4.07753744390572,1,1,3,2,8,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,2,0,22.0
9,4,37,3.6375861597263857,0,1,2,2,7,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0,17.0
4,5,66,4.204692619390966,1,0,1,3,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,3,26.0
4,9,51,3.9512437185814275,0,0,1,2,1,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,27.0
9,7,33,3.5263605246161616,0,0,3,5,3,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,2,19.0
9,7,93,4.543294782270004,0,0,3,2,3,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,0,30.0
5,2,43,3.784189633918261,0,1,3,1,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0,24.0
4,2,113,4.736198448394496,0,2,3,1,3,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,0,32.0
4,3,83,4.430816798843313,0,2,3,6,3,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0,26.0
4,4,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,2,14.0
3,6,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,1,12.0
9,1,115,4.7535901911063645,0,1,0,3,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,27.0
2,9,63,4.1588830833596715,0,0,3,0,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,1,15.0
3,1,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,3,2,10.0
4,5,90,4.51085950651685,1,0,0,6,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,22.0
9,3,87,4.477336814478207,0,0,2,3,7,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,0,30.0
9,1,88,4.48863636973214,1,1,3,4,8,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,28.0
1,9,14,2.70805020110221,1,2,4,0,4,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,13.0
8,4,31,3.4657359027997265,0,1,1,3,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0,10.0
9,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,3.0
5,1,64,4.174387269895637,1,1,4,1,4,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,2,35.0
4,8,46,3.8501476017100584,1,1,1,4,6,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,0,24.0
1,4,57,4.060443010546419,0,0,2,1,7,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0,21.0
0,0,70,4.2626798770413155,1,1,0,0,0,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,1,28.0
5,0,49,3.912023005428146,0,1,4,0,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,13.0
3,4,32,3.4965075614664802,1,2,2,4,2,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,3,11.0
9,5,21,3.091042453358316,0,0,1,0,1,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,0,18.0
2,3,118,4.77912349311153,1,1,3,6,8,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,26.0
9,6,33,3.5263605246161616,0,0,3,5,3,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,18.0
7,1,92,4.532599493153256,1,2,2,1,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,1,20.0
2,0,76,4.343805421853684,1,1,1,6,6,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,1,0,24.0
3,9,44,3.8066624897703196,1,2,4,2,4,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,0,16.0
9,5,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,0,14.0
3,4,67,4.219507705176107,0,1,2,4,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0,15.0
6,5,108,4.6913478822291435,1,0,3,3,8,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,28.0
3,1,28,3.367295829986474,1,1,3,0,8,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,0,16.0
9,3,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,11.0
6,5,73,4.30406509320417,0,1,3,3,3,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,0,31.0
8,3,81,4.406719247264253,0,0,1,4,1,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,30.0
9,5,44,3.8066624897703196,1,2,4,2,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,0,18.0
5,0,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,0,8.0
7,6,103,4.6443908991413725,0,1,3,5,3,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,0,57.0
9,3,113,4.736198448394496,0,2,3,1,3,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,0,61.0
5,7,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,2,3.0
3,8,22,3.1354942159291497,1,1,2,1,2,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,17.0
0,0,13,2.6390573296152584,0,1,3,6,3,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0,9.0
9,0,20,3.044522437723423,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,3,12.0
3,1,53,3.9889840465642745,0,2,3,4,3,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,0,20.0
9,3,104,4.653960350157523,1,2,4,6,4,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,1,40.0
5,7,71,4.276666119016055,0,2,1,1,1,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0,19.0
0,7,101,4.624972813284271,0,2,1,3,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,2,26.0
2,8,104,4.653960350157523,1,2,4,6,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,3,29.0
6,1,95,4.564348191467836,0,2,0,4,5,14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,1,0,41.0
9,7,31,3.4657359027997265,0,1,1,3,1,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0,18.0
1,1,62,4.143134726391533,1,2,2,6,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,0,18.0
6,7,56,4.04305126783455,1,2,1,0,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,3,29.0
4,5,25,3.258096538021482,0,1,0,4,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,2,9.0
8,9,55,4.02535169073515,0,1,0,6,5,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,2,23.0
9,3,113,4.736198448394496,0,2,3,1,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0,59.0
3,0,27,3.332204510175204,0,0,2,6,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0,7.0
1,0,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,3,24.0
4,6,50,3.9318256327243257,1,2,0,1,0,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,3,18.0
4,3,47,3.871201010907891,0,2,2,5,7,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,0,27.0
0,4,23,3.1780538303479458,0,2,3,2,3,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1,0,18.0
2,5,32,3.4965075614664802,1,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,3,14.0
7,8,69,4.248495242049359,0,0,4,6,9,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0,37.0
9,7,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,2,7.0
5,4,59,4.0943445622221,0,2,4,3,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0,17.0
4,1,108,4.6913478822291435,1,0,3,3,8,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,2,33.0
3,2,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,1,15.0
5,0,52,3.970291913552122,1,1,2,3,2,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0,20.0
1,8,28,3.367295829986474,1,1,3,0,8,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,0,16.0
1,0,55,4.02535169073515,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,1,30.0
3,6,22,3.1354942159291497,1,1,2,1,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1,2,8.0
1,1,91,4.5217885770490405,0,1,1,0,1,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,1,28.0
0,7,105,4.663439094112067,0,0,0,0,5,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,1,30.0
2,6,94,4.553876891600541,1,1,4,3,4,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,30.0
9,2,120,4.795790545596741,1,0,0,1,0,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,3,33.0
8,4,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,3,12.0
7,0,81,4.406719247264253,0,0,1,4,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1,2,17.0
2,3,88,4.48863636973214,1,1,3,4,8,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,28.0
2,0,103,4.6443908991413725,0,1,3,5,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,23.0
6,3,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,2,15.0
4,7,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,0,7.0
1,5,66,4.204692619390966,1,0,1,3,6,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,2,0,24.0
2,6,31,3.4657359027997265,0,1,1,3,1,13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,0,19.0
8,4,26,3.295836866004329,1,2,1,5,6,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,0,17.0
7,7,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,1,8.0
2,8,72,4.290459441148391,1,0,2,2,2,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,3,32.0
0,6,87,4.477336814478207,0,0,2,3,7,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,31.0
2,8,40,3.713572066704308,1,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,3,16.0
8,5,71,4.276666119016055,0,2,1,1,1,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,29.0
0,1,112,4.727387818712341,1,1,2,0,2,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,1,28.0
2,0,36,3.6109179126442243,1,0,1,1,6,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,3,18.0
1,7,78,4.3694478524670215,1,0,3,1,8,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,46.0
6,9,59,4.0943445622221,0,2,4,3,9,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,0,23.0
7,0,96,4.574710978503383,1,0,1,5,6,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,3,40.0
3,9,67,4.219507705176107,0,1,2,4,7,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,0,41.0
3,8,88,4.48863636973214,1,1,3,4,8,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,28.0
7,3,74,4.31748811353631,1,2,4,4,4,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,26.0
2,0,61,4.127134385045092,0,1,1,5,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,2,16.0
6,8,100,4.61512051684126,1,1,0,2,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,3,51.0
0,9,58,4.07753744390572,1,1,3,2,8,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,3,30.0
7,3,45,3.828641396489095,0,0,0,3,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,2,12.0
8,3,50,3.9318256327243257,1,2,0,1,0,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,2,22.0
6,1,73,4.30406509320417,0,1,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,17.0
6,3,107,4.68213122712422,0,2,2,2,7,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0,23.0
1,8,98,4.59511985013459,1,2,3,0,8,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,0,29.0
5,1,23,3.1780538303479458,0,2,3,2,3,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,0,15.0
7,7,88,4.48863636973214,1,1,3,4,8,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,2,31.0
1,9,64,4.174387269895637,1,1,4,1,4,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,24.0
1,1,98,4.59511985013459,1,2,3,0,8,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,30.0
7,4,22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,0,14.0
0,1,49,3.912023005428146,0,1,4,0,9,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,0,17.0
8,5,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0,5.0
8,8,108,4.6913478822291435,1,0,3,3,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,3,30.0
2,0,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,2,9.0
8,6,71,4.276666119016055,0,2,1,1,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0,25.0
0,1,59,4.0943445622221,0,2,4,3,9,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,26.0
1,6,28,3.367295829986474,1,1,3,0,8,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,2,16.0
1,6,69,4.248495242049359,0,0,4,6,9,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,0,17.0
4,4,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,2,4.0
3,2,77,4.356708826689592,0,2,2,0,7,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0,25.0
4,9,57,4.060443010546419,0,0,2,1,7,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,0,36.0
1,4,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,0,6.0
1,0,75,4.330733340286331,0,0,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,2,29.0
3,8,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,0,7.0
0,1,55,4.02535169073515,0,1,0,6,5,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,0,19.0
1,1,54,4.007333185232471,1,0,4,5,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,3,20.0
2,3,66,4.204692619390966,1,0,1,3,6,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,1,18.0
3,6,83,4.430816798843313,0,2,3,6,3,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,0,47.0
0,6,69,4.248495242049359,0,0,4,6,9,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,0,40.0
7,1,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,0,8.0
6,2,59,4.0943445622221,0,2,4,3,9,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,0,34.0
1,7,67,4.219507705176107,0,1,2,4,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,0,35.0
4,7,21,3.091042453358316,0,0,1,0,1,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,2,15.0
1,2,116,4.762173934797756,1,2,1,4,6,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,1,0,32.0
1,7,109,4.700480365792417,0,1,4,4,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,2,55.0
1,0,65,4.189654742026425,0,2,0,2,5,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,0,23.0
7,6,107,4.68213122712422,0,2,2,2,7,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,0,39.0
2,0,113,4.736198448394496,0,2,3,1,3,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,0,33.0
7,1,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,1,0,7.0
1,6,70,4.2626798770413155,1,1,0,0,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,18.0
9,7,54,4.007333185232471,1,0,4,5,4,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,34.0
9,2,85,4.454347296253507,0,1,0,1,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1,2,22.0
2,0,32,3.4965075614664802,1,2,2,4,2,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,22.0
5,3,71,4.276666119016055,0,2,1,1,1,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,0,26.0
1,9,112,4.727387818712341,1,1,2,0,2,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,0,32.0
5,3,27,3.332204510175204,0,0,2,6,7,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,18.0
8,7,120,4.795790545596741,1,0,0,1,0,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,3,66.0
6,0,14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,2,9.0
5,8,115,4.7535901911063645,0,1,0,3,5,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,40.0
1,5,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,6.0
9,7,67,4.219507705176107,0,1,2,4,7,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,0,28.0
6,2,94,4.553876891600541,1,1,4,3,4,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,2,2,53.0
8,1,81,4.406719247264253,0,0,1,4,1,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,0,48.0
0,6,109,4.700480365792417,0,1,4,4,9,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,0,62.0
5,7,62,4.143134726391533,1,2,2,6,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,2,33.0
0,6,95,4.564348191467836,0,2,0,4,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,3,23.0
4,9,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,1,0,12.0
2,8,85,4.454347296253507,0,1,0,1,5,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,5,2,29.0
0,0,81,4.406719247264253,0,0,1,4,1,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,3,2,37.0
1,0,48,3.8918202981106265,1,0,3,6,8,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,3,18.0
8,1,39,3.6888794541139363,0,0,4,4,9,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,2,21.0
0,5,103,4.6443908991413725,0,1,3,5,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,23.0
9,8,63,4.1588830833596715,0,0,3,0,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,33.0
0,1,109,4.700480365792417,0,1,4,4,9,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,0,58.0
7,1,30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,1,12.0
