slot_multiple_name,slot_middle_name,slot_other_name,slot_multiple_factor,slot_multiple_factor_abs_log1p,slot_multiple_factor_is_even,slot_multiple_factor_mod3,slot_multiple_factor_mod5,slot_multiple_factor_mod7,slot_multiple_factor_mod10,slot_ratio_num,slot_ratio_num_abs_log1p,slot_ratio_num_is_even,slot_ratio_num_mod3,slot_ratio_num_mod5,slot_ratio_num_mod7,slot_ratio_num_mod10,slot_ratio_den,slot_ratio_den_abs_log1p,slot_ratio_den_is_even,slot_ratio_den_mod3,slot_ratio_den_mod5,slot_ratio_den_mod7,slot_ratio_den_mod10,slot_middle_age_now,slot_middle_age_now_abs_log1p,slot_middle_age_now_is_even,slot_middle_age_now_mod3,slot_middle_age_now_mod5,slot_middle_age_now_mod7,slot_middle_age_now_mod10,slot_years_in_future,slot_years_in_future_abs_log1p,slot_years_in_future_is_even,slot_years_in_future_mod3,slot_years_in_future_mod5,slot_years_in_future_mod7,slot_years_in_future_mod10,n_multiple_pairs,y
6,8,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,7,56.0
9,9,3,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,4,27.0
7,7,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,4,74.0
7,1,8,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,7,2.0794415416798357,0,1,2,0,7,7,91.0
9,2,3,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,7,21.0
7,0,9,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,45,3.828641396489095,0,0,0,3,5,4,1.6094379124341003,1,1,4,4,4,7,79.0
0,6,4,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,8,36.0
4,0,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,6,32.0
2,1,7,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,8,2.1972245773362196,1,2,3,1,8,8,72.0
3,8,8,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,3,41.0
5,1,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,25.0
9,5,5,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,9,55.0
3,1,6,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,8,50.0
7,7,8,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,9,18.0
0,1,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,0,5,0,9,2.302585092994046,0,0,4,2,9,3,79.0
7,5,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,5,56.0
5,8,8,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,2,23.0
9,3,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,5,28.0
2,2,6,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,10,2.3978952727983707,1,1,0,3,0,5,48.0
4,1,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,5,97.0
3,5,5,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,7,27.0
0,5,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,26,3.295836866004329,1,2,1,5,6,7,2.0794415416798357,0,1,2,0,7,5,85.0
1,0,2,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,9,32.0
8,5,4,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,5,43.0
4,6,5,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,6,40.0
0,3,4,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,6,21.0
5,5,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,6,28.0
5,1,1,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,5,22.0
8,1,7,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,3,22.0
2,6,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,3,20.0
5,8,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,10,2.3978952727983707,1,1,0,3,0,6,64.0
8,6,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,8,2.1972245773362196,1,2,3,1,8,7,57.0
8,3,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,5,61.0
3,8,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,28,3.367295829986474,1,1,3,0,8,8,2.1972245773362196,1,2,3,1,8,2,57.0
5,5,1,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,0,1,1,1,1,7,70.0
6,2,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,3,30.0
7,4,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,6,16.0
0,7,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,4,60.0
1,0,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,6,31.0
5,7,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,8,49.0
3,5,1,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,3,59.0
0,9,0,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,6,29.0
4,7,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,4,27.0
1,4,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,4,23.0
2,7,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,4,53.0
7,6,6,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,4,56.0
8,0,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,2,20.0
8,2,3,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,6,48.0
2,2,4,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,58,4.07753744390572,1,1,3,2,8,4,1.6094379124341003,1,1,4,4,4,5,91.0
7,5,9,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,8,56.0
5,6,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,6,42.0
4,7,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,6,54.0
2,6,5,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,3,61.0
6,5,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,6,90.0
5,0,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,36,3.6109179126442243,1,0,1,1,6,9,2.302585092994046,0,0,4,2,9,4,87.0
9,7,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,7,51.0
4,7,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,6,24.0
9,6,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,6,43.0
7,3,7,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,9,55.0
8,2,9,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,8,56.0
9,9,3,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,31,3.4657359027997265,0,1,1,3,1,10,2.3978952727983707,1,1,0,3,0,5,72.0
9,2,8,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,4,38.0
5,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,4,39.0
4,6,5,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,29,3.4011973816621555,0,2,4,1,9,9,2.302585092994046,0,0,4,2,9,5,67.0
7,8,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,3,51.0
2,6,6,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,5,22.0
7,9,3,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,3,60.0
8,1,5,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,7,51.0
5,4,5,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,4,33.0
5,6,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,31,3.4657359027997265,0,1,1,3,1,9,2.302585092994046,0,0,4,2,9,5,71.0
8,7,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,6,79.0
6,6,4,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,5,28.0
5,9,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,4,71.0
0,5,2,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,6,43.0
0,6,9,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,6,26.0
7,4,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,8,61.0
7,2,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,6,32.0
7,5,7,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,6,56.0
8,7,2,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,8,72.0
6,3,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,6,41.0
6,1,7,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,6,44.0
2,5,7,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,0,1,1,6,10,2.3978952727983707,1,1,0,3,0,9,70.0
5,5,0,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,5,13.0
4,6,5,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,8,25.0
6,0,8,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,10,42.0
8,2,6,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,7,32.0
4,1,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,45,3.828641396489095,0,0,0,3,5,1,0.6931471805599453,0,1,1,1,1,6,71.0
8,3,1,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,10,2.3978952727983707,1,1,0,3,0,6,74.0
4,2,7,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,6,60.0
5,2,7,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,37,3.6375861597263857,0,1,2,2,7,9,2.302585092994046,0,0,4,2,9,5,83.0
7,7,9,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,6,36.0
5,8,7,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,60,4.110873864173311,1,0,0,4,0,10,2.3978952727983707,1,1,0,3,0,7,100.0
2,0,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,4,32.0
2,9,7,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,8,45.0
4,0,5,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,6,48.0
7,3,7,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,9,23.0
8,5,3,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,2,17.0
6,4,1,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,7,50.0
5,0,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,3,60.0
8,4,5,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,8,41.0
8,5,7,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,5,41.0
2,1,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,5,13.0
9,1,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,7,51.0
5,0,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,0,2,0,5,5,5,50.0
2,5,8,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,4,4,4,5,60.0
4,6,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,3,46.0
6,0,7,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,0,2,0,5,5,5,77.0
1,4,6,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,8,2.1972245773362196,1,2,3,1,8,3,52.0
8,0,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,0,1,1,6,7,2.0794415416798357,0,1,2,0,7,7,67.0
2,1,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,3,43.0
7,2,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,3,30.0
9,0,9,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,7,27.0
7,9,1,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,6,25.0
2,8,9,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,1,0.6931471805599453,0,1,1,1,1,6,59.0
3,6,7,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,7,20.0
8,4,5,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,4,48.0
