slot_first_item,slot_second_item,slot_third_item,slot_fourth_item,slot_place,slot_base_weight,slot_base_weight_abs_log1p,slot_base_weight_is_even,slot_base_weight_mod3,slot_base_weight_mod5,slot_base_weight_mod7,slot_base_weight_mod10,slot_m1,slot_m1_abs_log1p,slot_m1_is_even,slot_m1_mod3,slot_m1_mod5,slot_m1_mod7,slot_m1_mod10,slot_frac_num,slot_frac_num_abs_log1p,slot_frac_num_is_even,slot_frac_num_mod3,slot_frac_num_mod5,slot_frac_num_mod7,slot_frac_num_mod10,slot_frac_den,slot_frac_den_abs_log1p,slot_frac_den_is_even,slot_frac_den_mod3,slot_frac_den_mod5,slot_frac_den_mod7,slot_frac_den_mod10,slot_m3,slot_m3_abs_log1p,slot_m3_is_even,slot_m3_mod3,slot_m3_mod5,slot_m3_mod7,slot_m3_mod10,slot_unit,gcd_all,n_multiple_pairs,y
3,6,1,4,0,187,5.236441962829949,0,1,2,5,7,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,51,3.9512437185814275,0,0,1,2,1,1,1,2,18207.0
2,4,5,2,4,90,4.51085950651685,1,0,0,6,0,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,0,1,2,1512.0
2,4,1,3,4,69,4.248495242049359,0,0,4,6,9,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,59,4.0943445622221,0,2,4,3,9,3,1,1,13570.0
4,0,4,1,2,168,5.1298987149230735,1,0,3,0,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,45,3.828641396489095,0,0,0,3,5,3,1,4,6480.0
2,0,1,3,1,330,5.802118375377063,1,0,0,1,0,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,0,1,5,5400.0
3,3,6,5,4,56,4.04305126783455,1,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,56,4.04305126783455,1,2,1,0,6,0,1,2,9408.0
2,1,2,4,4,78,4.3694478524670215,1,0,3,1,8,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,50,3.9318256327243257,1,2,0,1,0,1,1,5,3900.0
0,4,5,2,4,348,5.855071922202427,1,0,3,5,8,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,17,2.8903717578961645,0,2,2,3,7,1,1,1,48807.0
4,2,6,5,3,319,5.768320995793772,0,1,4,4,9,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,35,3.58351893845611,0,2,0,0,5,0,1,2,20300.0
5,4,5,1,1,42,3.7612001156935624,1,0,2,0,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,1,1,5,2520.0
0,6,4,0,5,80,4.394449154672439,1,2,0,3,0,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,3,1,5,1568.0
1,5,3,6,2,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,1,1,6,600.0
3,6,0,3,4,153,5.0369526024136295,0,0,3,6,3,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,53,3.9889840465642745,0,2,3,4,3,2,1,3,16218.0
4,1,6,3,0,145,4.983606621708336,0,1,0,5,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,34,3.5553480614894135,1,1,4,6,4,1,1,2,17748.0
5,2,4,0,2,120,4.795790545596741,1,0,0,1,0,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,57,4.060443010546419,0,0,2,1,7,3,1,2,36936.0
4,2,5,0,4,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,1,1,2,550.0
3,3,3,3,5,110,4.709530201312334,1,2,0,5,0,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,37,3.6375861597263857,0,1,2,2,7,3,1,1,20720.0
6,6,4,6,4,84,4.442651256490317,1,0,4,0,4,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,59,4.0943445622221,0,2,4,3,9,3,1,6,14868.0
3,0,0,4,4,44,3.8066624897703196,1,2,4,2,4,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,38,3.6635616461296463,1,2,3,3,8,3,1,7,6688.0
1,6,2,1,0,319,5.768320995793772,0,1,4,4,9,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,43,3.784189633918261,0,1,3,1,3,0,1,1,74820.0
6,6,5,3,6,30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2,1,8,450.0
0,2,3,6,6,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,50,3.9318256327243257,1,2,0,1,0,0,1,2,6400.0
4,0,1,0,4,115,4.7535901911063645,0,1,0,3,5,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,19,2.995732273553991,0,1,4,5,9,3,1,0,10488.0
2,0,1,1,0,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,54,4.007333185232471,1,0,4,5,4,2,1,7,486.0
4,2,4,6,2,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,31,3.4657359027997265,0,1,1,3,1,1,1,3,930.0
1,6,4,5,4,286,5.659482215759621,1,1,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,37,3.6375861597263857,0,1,2,2,7,2,1,3,7696.0
2,3,6,3,5,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,2,1,6,340.0
3,6,1,5,1,180,5.198497031265826,1,0,0,5,0,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,30,3.4339872044851463,1,0,0,2,0,0,1,10,5400.0
6,5,6,6,0,90,4.51085950651685,1,0,0,6,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,0,1,4,1320.0
6,5,4,2,5,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,3,1,5,640.0
0,0,3,0,2,36,3.6109179126442243,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,0,1,6,756.0
1,3,6,0,4,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,54,4.007333185232471,1,0,4,5,4,2,1,6,3888.0
0,4,3,0,5,168,5.1298987149230735,1,0,3,0,8,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,32,3.4965075614664802,1,2,2,4,2,3,1,4,32256.0
1,4,6,0,2,330,5.802118375377063,1,0,0,1,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,0,1,6,6,1,1,7,1620.0
1,5,4,2,3,171,5.147494476813453,0,0,1,3,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,37,3.6375861597263857,0,1,2,2,7,0,1,5,1406.0
4,4,4,5,6,30,3.4339872044851463,1,0,0,2,0,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,0,1,3,960.0
3,4,3,2,1,90,4.51085950651685,1,0,0,6,0,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,0,5,0,0,1,6,4800.0
0,5,4,2,6,54,4.007333185232471,1,0,4,5,4,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,3,1,4,3600.0
1,0,2,5,2,175,5.170483995038151,0,1,0,0,5,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,2,1,5,1500.0
4,6,6,5,2,78,4.3694478524670215,1,0,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,0,2,6,832.0
0,6,6,5,1,210,5.351858133476067,1,0,0,0,0,7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,1,4,10080.0
3,0,0,6,2,42,3.7612001156935624,1,0,2,0,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,33,3.5263605246161616,0,0,3,5,3,2,1,4,924.0
6,1,1,4,3,64,4.174387269895637,1,1,4,1,4,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,3,1,2,6720.0
0,1,0,3,0,87,4.477336814478207,0,0,2,3,7,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,59,4.0943445622221,0,2,4,3,9,1,1,5,11977.0
4,6,3,3,4,66,4.204692619390966,1,0,1,3,6,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,39,3.6888794541139363,0,0,4,4,9,3,1,5,936.0
2,0,6,2,3,182,5.209486152841421,1,2,2,0,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,26,3.295836866004329,1,2,1,5,6,2,1,2,20280.0
3,6,3,6,3,28,3.367295829986474,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,3,1,2,2156.0
6,4,2,1,6,100,4.61512051684126,1,1,0,2,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,39,3.6888794541139363,0,0,4,4,9,2,1,6,4875.0
1,2,6,0,4,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,1,1,2,160.0
0,5,4,5,2,90,4.51085950651685,1,0,0,6,0,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,21,3.091042453358316,0,0,1,0,1,0,1,6,2835.0
2,3,6,1,6,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,56,4.04305126783455,1,2,1,0,6,1,2,4,2688.0
3,1,0,4,2,162,5.093750200806762,1,0,2,1,2,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,24,3.2188758248682006,1,0,4,3,4,1,1,4,13824.0
4,6,0,3,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1,1,7,45.0
0,1,4,4,6,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,1,1,7,12.0
4,0,4,5,1,290,5.673323267171493,1,2,0,3,0,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,52,3.970291913552122,1,1,2,3,2,3,1,3,67860.0
5,5,4,5,4,78,4.3694478524670215,1,0,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,1,1,7,2652.0
3,2,0,0,1,180,5.198497031265826,1,0,0,5,0,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,2,1,2,6048.0
2,5,2,1,5,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,0,1,2,360.0
4,6,5,6,0,125,4.836281906951478,0,2,0,6,5,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,0,1,1,10350.0
3,4,5,5,5,45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,45,3.828641396489095,0,0,0,3,5,0,1,4,6075.0
0,5,3,3,1,10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1,1,7,40.0
0,0,0,2,5,330,5.802118375377063,1,0,0,1,0,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,13,2.6390573296152584,0,1,3,6,3,0,1,1,21840.0
2,2,6,3,6,90,4.51085950651685,1,0,0,6,0,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,43,3.784189633918261,0,1,3,1,3,2,1,3,7740.0
4,0,2,3,3,35,3.58351893845611,0,2,0,0,5,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,55,4.02535169073515,0,1,0,6,5,1,1,3,770.0
4,2,6,3,4,112,4.727387818712341,1,1,2,0,2,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,41,3.7376696182833684,0,2,1,6,1,3,1,7,4592.0
6,6,2,2,0,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,57,4.060443010546419,0,0,2,1,7,3,1,6,1824.0
0,6,2,5,2,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,55,4.02535169073515,0,1,0,6,5,1,1,4,770.0
3,5,1,5,2,280,5.638354669333745,1,1,0,0,0,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,45,3.828641396489095,0,0,0,3,5,3,1,4,22680.0
6,0,3,3,6,81,4.406719247264253,0,0,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,1,1,5,702.0
3,4,0,5,1,264,5.579729825986222,1,0,4,5,4,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,3,1,5,840.0
5,6,4,6,3,162,5.093750200806762,1,0,2,1,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,0,2,7,1080.0
3,6,4,2,5,54,4.007333185232471,1,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,23,3.1780538303479458,0,2,3,2,3,3,1,3,2208.0
6,1,2,0,5,132,4.890349128221754,1,0,2,6,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,50,3.9318256327243257,1,2,0,1,0,0,1,2,14400.0
0,2,3,2,5,112,4.727387818712341,1,1,2,0,2,8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,37,3.6375861597263857,0,1,2,2,7,0,1,2,28416.0
4,6,1,0,0,208,5.342334251964811,1,1,3,5,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,1,10,416.0
6,1,4,1,2,96,4.574710978503383,1,0,1,5,6,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,3,1,2,8320.0
5,3,5,2,0,65,4.189654742026425,0,2,0,2,5,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,27,3.332204510175204,0,0,2,6,7,1,1,1,4212.0
5,0,6,5,6,66,4.204692619390966,1,0,1,3,6,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,28,3.367295829986474,1,1,3,0,8,1,1,3,3528.0
3,5,4,5,1,24,3.2188758248682006,1,0,4,3,4,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,43,3.784189633918261,0,1,3,1,3,3,1,3,6192.0
6,4,0,1,4,54,4.007333185232471,1,0,4,5,4,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,1,7,216.0
6,1,1,2,2,77,4.356708826689592,0,2,2,0,7,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,31,3.4657359027997265,0,1,1,3,1,1,1,2,4092.0
5,5,1,2,0,8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,16,2.833213344056216,1,1,1,2,6,1,1,7,448.0
2,1,4,1,6,120,4.795790545596741,1,0,0,1,0,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,1,1,5,3240.0
3,3,0,3,2,56,4.04305126783455,1,2,1,0,6,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,49,3.912023005428146,0,1,4,0,9,1,1,3,14406.0
1,6,1,4,3,252,5.53338948872752,1,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,26,3.295836866004329,1,2,1,5,6,3,1,6,5096.0
1,3,6,6,6,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,30,3.4339872044851463,1,0,0,2,0,2,2,7,720.0
3,6,4,4,1,10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,22,3.1354942159291497,1,1,2,1,2,3,1,7,660.0
0,4,5,4,0,14,2.70805020110221,1,2,4,0,4,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,3,1,3,288.0
6,2,5,6,2,115,4.7535901911063645,0,1,0,3,5,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,49,3.912023005428146,0,1,4,0,9,0,1,2,30429.0
1,6,0,5,2,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,54,4.007333185232471,1,0,4,5,4,1,1,8,2916.0
4,6,2,2,0,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,1,1,4,360.0
1,4,3,5,0,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,2,1,6,480.0
4,0,3,0,6,261,5.568344503761097,0,0,1,2,1,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,1,1,1,19285.0
3,2,0,2,6,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,31,3.4657359027997265,0,1,1,3,1,0,1,3,248.0
4,5,6,5,2,87,4.477336814478207,0,0,2,3,7,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,0,1,5,1334.0
0,0,6,4,3,32,3.4965075614664802,1,2,2,4,2,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,45,3.828641396489095,0,0,0,3,5,3,1,6,6480.0
2,5,0,2,0,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,54,4.007333185232471,1,0,4,5,4,0,1,7,2700.0
2,6,6,6,3,143,4.969813299576001,0,2,3,3,3,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,16,2.833213344056216,1,1,1,2,6,3,1,2,14976.0
3,3,3,3,3,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,60,4.110873864173311,1,0,0,4,0,1,2,7,5760.0
4,2,5,6,6,56,4.04305126783455,1,2,1,0,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,3,1,4,608.0
4,1,6,2,0,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,0,1,7,280.0
5,2,2,6,5,56,4.04305126783455,1,2,1,0,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,39,3.6888794541139363,0,0,4,4,9,2,1,4,1092.0
6,5,5,0,4,138,4.9344739331306915,1,0,3,5,8,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,2,1,5,4600.0
5,4,2,6,5,78,4.3694478524670215,1,0,3,1,8,9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2,1,6,936.0
0,6,0,2,4,216,5.37989735354046,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,8,2.1972245773362196,1,2,3,1,8,59,4.0943445622221,0,2,4,3,9,2,1,7,12744.0
4,0,1,3,3,319,5.768320995793772,0,1,4,4,9,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,3,1,2,12992.0
1,5,0,2,4,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,2,1,7,408.0
5,2,6,5,0,48,3.8918202981106265,1,0,3,6,8,2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,2,1,7,1008.0
1,6,5,6,0,21,3.091042453358316,0,0,1,0,1,8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,27,3.332204510175204,0,0,2,6,7,2,1,5,648.0
