slot_person1,slot_person2,slot_factor,slot_factor_abs_log1p,slot_factor_is_even,slot_factor_mod3,slot_factor_mod5,slot_factor_mod7,slot_factor_mod10,slot_total,slot_total_abs_log1p,slot_total_is_even,slot_total_mod3,slot_total_mod5,slot_total_mod7,slot_total_mod10,slot_item,gcd_all,n_multiple_pairs,y
4,6,3,1.3862943611198906,0,0,3,3,3,2424,7.793586803371584,1,0,4,2,4,11,3,1,606.0
1,17,2,1.0986122886681098,1,2,2,2,2,14220000,16.470160052662855,1,0,0,4,0,9,2,1,4740000.0
8,18,5,1.791759469228055,0,2,0,5,5,204600,12.22881702007325,1,0,0,4,0,6,5,1,34100.0
5,8,5,1.791759469228055,0,2,0,5,5,4038000,15.21126032550224,1,0,0,1,0,0,5,1,673000.0
16,17,5,1.791759469228055,0,2,0,5,5,5394000,15.50079796807297,1,0,0,3,0,4,5,1,899000.0
16,0,5,1.791759469228055,0,2,0,5,5,3114,8.043984431221553,1,0,4,6,4,6,1,0,519.0
8,7,4,1.6094379124341003,1,1,4,4,4,2840,7.951911381854188,1,2,0,5,0,5,4,1,568.0
11,9,9,2.302585092994046,0,0,4,2,9,15100,9.62251624577579,1,1,0,1,0,2,1,0,1510.0
14,1,11,2.4849066497880004,0,2,1,4,1,1656,7.4127640174265625,1,0,1,4,6,3,1,0,138.0
14,17,4,1.6094379124341003,1,1,4,4,4,1075,6.98100574072173,0,1,0,4,5,7,1,0,215.0
12,17,11,2.4849066497880004,0,2,1,4,1,62400,11.041336579870135,1,0,0,2,0,14,1,0,5200.0
5,5,10,2.3978952727983707,1,1,0,3,0,8723,9.07383312732152,0,2,3,1,3,14,1,0,793.0
1,18,11,2.4849066497880004,0,2,1,4,1,51720000,17.761355131202812,1,0,0,3,0,5,1,0,4310000.0
11,14,6,1.9459101490553132,1,0,1,6,6,110600,11.613684409620816,1,2,0,0,0,11,2,0,15800.0
7,5,3,1.3862943611198906,0,0,3,3,3,12880000,16.37118635628023,1,1,0,0,0,1,1,0,3220000.0
18,9,12,2.5649493574615367,1,0,2,5,2,7345,8.901911226379612,0,1,0,2,5,10,1,0,565.0
19,13,5,1.791759469228055,0,2,0,5,5,402000,12.904209855160254,1,0,0,4,0,5,5,1,67000.0
8,6,5,1.791759469228055,0,2,0,5,5,40860,10.617931341885154,1,0,0,1,0,4,5,1,6810.0
15,14,10,2.3978952727983707,1,1,0,3,0,92290000,18.34044636207717,1,1,0,5,0,1,10,1,8390000.0
6,18,10,2.3978952727983707,1,1,0,3,0,46200000,17.648490377696987,1,0,0,0,0,12,10,1,4200000.0
8,5,6,1.9459101490553132,1,0,1,6,6,1358000,14.121524323477532,1,2,0,0,0,14,2,0,194000.0
16,7,6,1.9459101490553132,1,0,1,6,6,441700,12.998388461562133,1,1,0,0,0,5,2,0,63100.0
13,0,9,2.302585092994046,0,0,4,2,9,38500,10.55843949396453,1,1,0,0,0,0,1,0,3850.0
7,7,7,2.0794415416798357,0,1,2,0,7,161600,11.992885613168797,1,2,0,5,0,2,1,0,20200.0
11,1,9,2.302585092994046,0,0,4,2,9,3420,8.137688184977605,1,0,0,4,0,7,9,1,342.0
19,4,10,2.3978952727983707,1,1,0,3,0,7634,8.940498217652733,1,2,4,4,4,15,2,0,694.0
12,13,3,1.3862943611198906,0,0,3,3,3,3220,8.0774471493312,1,1,0,0,0,8,1,0,805.0
4,7,2,1.0986122886681098,1,2,2,2,2,158400,11.972885071473847,1,0,0,4,0,10,2,1,52800.0
15,6,2,1.0986122886681098,1,2,2,2,2,225,5.420534999272286,0,0,0,1,5,9,1,0,75.0
2,2,8,2.1972245773362196,1,2,3,1,8,155700,11.955692780409043,1,0,0,6,0,12,4,0,17300.0
17,10,11,2.4849066497880004,0,2,1,4,1,6384,8.76170676846664,1,0,4,0,4,9,1,0,532.0
19,10,12,2.5649493574615367,1,0,2,5,2,4212,8.345930261979017,1,0,2,5,2,6,12,1,324.0
0,9,2,1.0986122886681098,1,2,2,2,2,139800,11.847975261832087,1,0,0,3,0,14,2,1,46600.0
11,9,8,2.1972245773362196,1,2,3,1,8,1440,7.273092595999522,1,0,0,5,0,2,8,1,160.0
0,5,5,1.791759469228055,0,2,0,5,5,5064,8.530109416682784,1,0,4,3,4,0,1,0,844.0
6,4,4,1.6094379124341003,1,1,4,4,4,308500,12.639480363813412,1,1,0,3,0,5,4,1,61700.0
1,15,3,1.3862943611198906,0,0,3,3,3,1424,7.261927092702751,1,2,4,3,4,6,1,0,356.0
19,13,2,1.0986122886681098,1,2,2,2,2,2379,7.77485576666552,0,0,4,6,9,9,1,0,793.0
2,1,5,1.791759469228055,0,2,0,5,5,2664,7.887959336599945,1,0,4,4,4,4,1,0,444.0
4,3,11,2.4849066497880004,0,2,1,4,1,526800,13.174578147103068,1,0,0,1,0,2,1,0,43900.0
6,1,12,2.5649493574615367,1,0,2,5,2,49400000,17.715461002401067,1,2,0,6,0,13,4,0,3800000.0
1,8,4,1.6094379124341003,1,1,4,4,4,219000,12.296831574998258,1,0,0,5,0,9,4,1,43800.0
10,0,3,1.3862943611198906,0,0,3,3,3,19880,9.897519780756337,1,2,0,0,0,13,1,0,4970.0
17,15,10,2.3978952727983707,1,1,0,3,0,6930000,15.75137051546622,1,0,0,0,0,13,10,1,630000.0
6,16,11,2.4849066497880004,0,2,1,4,1,3864,8.259716961021523,1,0,4,0,4,3,1,0,322.0
13,16,6,1.9459101490553132,1,0,1,6,6,4305000,15.275287928131979,1,0,0,0,0,15,6,1,615000.0
18,11,9,2.302585092994046,0,0,4,2,9,12000000,16.300417291085605,1,0,0,5,0,0,3,0,1200000.0
2,18,4,1.6094379124341003,1,1,4,4,4,205000,12.230770136157428,1,1,0,5,0,15,4,1,41000.0
18,10,11,2.4849066497880004,0,2,1,4,1,9636000,16.081016746494395,1,0,0,3,0,14,11,1,803000.0
13,18,4,1.6094379124341003,1,1,4,4,4,44400,10.70101727068921,1,0,0,6,0,1,4,1,8880.0
0,10,7,2.0794415416798357,0,1,2,0,7,61200,11.021918808236205,1,0,0,6,0,1,1,0,7650.0
1,7,4,1.6094379124341003,1,1,4,4,4,290000,12.577639650232573,1,2,0,4,0,14,4,1,58000.0
15,0,4,1.6094379124341003,1,1,4,4,4,2770000,14.834358239174286,1,1,0,2,0,7,4,1,554000.0
11,2,7,2.0794415416798357,0,1,2,0,7,5784,8.663023639627777,1,0,4,2,4,11,1,0,723.0
15,6,8,2.1972245773362196,1,2,3,1,8,4752,8.46653127661401,1,0,2,6,2,12,8,1,528.0
18,4,11,2.4849066497880004,0,2,1,4,1,8316000,15.933692048210153,1,0,0,0,0,7,11,1,693000.0
13,1,4,1.6094379124341003,1,1,4,4,4,4110000,15.22893382978139,1,0,0,6,0,3,4,1,822000.0
4,4,8,2.1972245773362196,1,2,3,1,8,5454000,15.511860025739322,1,0,0,6,0,2,8,1,606000.0
6,17,5,1.791759469228055,0,2,0,5,5,228000,12.337105293891872,1,0,0,3,0,11,5,1,38000.0
14,0,3,1.3862943611198906,0,0,3,3,3,24000,10.085850775128717,1,0,0,4,0,8,3,1,6000.0
8,3,9,2.302585092994046,0,0,4,2,9,4220,8.347827345782498,1,2,0,6,0,6,1,0,422.0
0,4,6,1.9459101490553132,1,0,1,6,6,259700,12.467286248240269,1,2,0,0,0,4,2,0,37100.0
1,10,3,1.3862943611198906,0,0,3,3,3,3008,8.009363076630045,1,2,3,5,8,6,1,0,752.0
8,4,4,1.6094379124341003,1,1,4,4,4,20100000,16.816230422780546,1,0,0,4,0,15,4,1,4020000.0
18,16,9,2.302585092994046,0,0,4,2,9,1800,7.496097345175956,1,0,0,1,0,15,9,1,180.0
9,2,6,1.9459101490553132,1,0,1,6,6,28770000,17.17484377028616,1,0,0,0,0,9,6,1,4110000.0
14,6,6,1.9459101490553132,1,0,1,6,6,40320000,17.512358206528976,1,0,0,0,0,6,6,1,5760000.0
5,13,12,2.5649493574615367,1,0,2,5,2,9282,9.135940049399933,1,0,2,0,2,0,6,0,714.0
14,18,2,1.0986122886681098,1,2,2,2,2,558000,13.232116033476537,1,0,0,2,0,6,2,1,186000.0
12,12,10,2.3978952727983707,1,1,0,3,0,694100,13.450372762041232,1,2,0,1,0,5,10,1,63100.0
3,10,7,2.0794415416798357,0,1,2,0,7,39040,10.572367654953075,1,1,0,1,0,11,1,0,4880.0
4,19,9,2.302585092994046,0,0,4,2,9,8070,8.996032669324372,1,0,0,6,0,12,3,0,807.0
2,6,9,2.302585092994046,0,0,4,2,9,74000000,18.119575664681957,1,2,0,4,0,6,1,0,7400000.0
9,0,2,1.0986122886681098,1,2,2,2,2,10410000,16.158277536652626,1,0,0,6,0,1,2,1,3470000.0
9,16,4,1.6094379124341003,1,1,4,4,4,9050,9.11063052782717,1,2,0,6,0,0,2,0,1810.0
0,19,11,2.4849066497880004,0,2,1,4,1,86640,11.36952842362119,1,0,0,1,0,13,1,0,7220.0
16,15,7,2.0794415416798357,0,1,2,0,7,2168000,14.58931610279618,1,2,0,2,0,4,1,0,271000.0
2,16,10,2.3978952727983707,1,1,0,3,0,368500,12.817198704312052,1,1,0,6,0,8,10,1,33500.0
13,0,5,1.791759469228055,0,2,0,5,5,2658000,14.79308489447798,1,0,0,2,0,15,5,1,443000.0
11,10,7,2.0794415416798357,0,1,2,0,7,6848000,15.739467342831741,1,2,0,5,0,3,1,0,856000.0
5,5,3,1.3862943611198906,0,0,3,3,3,832,6.725033642166843,1,1,2,6,2,15,1,0,208.0
16,17,4,1.6094379124341003,1,1,4,4,4,220500,12.303657509006147,1,0,0,0,0,11,4,1,44100.0
11,18,12,2.5649493574615367,1,0,2,5,2,1755000,14.377979984682511,1,0,0,2,0,12,12,1,135000.0
0,9,2,1.0986122886681098,1,2,2,2,2,21960,9.997023431927293,1,0,0,1,0,11,2,1,7320.0
8,13,2,1.0986122886681098,1,2,2,2,2,867,6.7661917146603505,0,0,2,6,7,14,1,0,289.0
2,15,6,1.9459101490553132,1,0,1,6,6,464800,13.049364635980519,1,1,0,0,0,8,2,0,66400.0
13,13,10,2.3978952727983707,1,1,0,3,0,60060000,17.910854637169475,1,0,0,0,0,6,10,1,5460000.0
8,14,4,1.6094379124341003,1,1,4,4,4,3985,8.29054350077274,0,1,0,2,5,2,1,0,797.0
11,18,9,2.302585092994046,0,0,4,2,9,6250000,15.648092181712572,1,1,0,1,0,10,1,0,625000.0
8,5,11,2.4849066497880004,0,2,1,4,1,61920,11.033614658004002,1,0,0,5,0,11,1,0,5160.0
9,5,9,2.302585092994046,0,0,4,2,9,63100000,17.9602313433593,1,1,0,5,0,4,1,0,6310000.0
16,15,9,2.302585092994046,0,0,4,2,9,310000,12.644330802262578,1,1,0,5,0,3,1,0,31000.0
1,14,7,2.0794415416798357,0,1,2,0,7,68320000,18.03971312208159,1,1,0,0,0,14,7,1,8540000.0
13,1,12,2.5649493574615367,1,0,2,5,2,193700,12.174071012004374,1,2,0,3,0,0,4,0,14900.0
18,8,7,2.0794415416798357,0,1,2,0,7,840,6.734591659972948,1,0,0,0,0,1,7,1,105.0
3,12,7,2.0794415416798357,0,1,2,0,7,19040,9.85434982797458,1,2,0,0,0,14,7,1,2380.0
16,4,3,1.3862943611198906,0,0,3,3,3,47600,10.7706090484022,1,2,0,0,0,10,1,0,11900.0
9,15,9,2.302585092994046,0,0,4,2,9,32000,10.373522431293592,1,2,0,3,0,5,1,0,3200.0
6,1,6,1.9459101490553132,1,0,1,6,6,14070,9.551871220788255,1,0,0,0,0,7,6,1,2010.0
2,6,8,2.1972245773362196,1,2,3,1,8,459900,13.038766527911386,1,0,0,0,0,1,4,0,51100.0
17,9,11,2.4849066497880004,0,2,1,4,1,2244,7.716460800176355,1,0,4,4,4,15,11,1,187.0
8,17,10,2.3978952727983707,1,1,0,3,0,1683000,14.336089067349832,1,0,0,4,0,11,10,1,153000.0
11,11,6,1.9459101490553132,1,0,1,6,6,42700000,17.569709501618057,1,1,0,0,0,0,2,0,6100000.0
16,17,3,1.3862943611198906,0,0,3,3,3,1024000,13.839228061143613,1,1,0,5,0,14,1,0,256000.0
15,10,6,1.9459101490553132,1,0,1,6,6,43820,10.68786843351892,1,2,0,0,0,8,2,0,6260.0
4,7,8,2.1972245773362196,1,2,3,1,8,554400,13.225643530608007,1,0,0,0,0,7,8,1,61600.0
1,1,6,1.9459101490553132,1,0,1,6,6,32480,10.388410581979008,1,2,0,0,0,1,2,0,4640.0
15,0,8,2.1972245773362196,1,2,3,1,8,60030,11.002616374444639,1,0,0,5,0,8,2,0,6670.0
8,11,12,2.5649493574615367,1,0,2,5,2,4758000,15.375338180017359,1,0,0,2,0,0,12,1,366000.0
19,16,6,1.9459101490553132,1,0,1,6,6,4088000,15.223566655484042,1,2,0,0,0,1,2,0,584000.0
19,5,3,1.3862943611198906,0,0,3,3,3,28640,10.262594536666143,1,2,0,3,0,6,1,0,7160.0
0,10,2,1.0986122886681098,1,2,2,2,2,1170000,13.972515161474428,1,0,0,6,0,4,2,1,390000.0
14,7,7,2.0794415416798357,0,1,2,0,7,31360000,17.261043785334238,1,1,0,0,0,14,7,1,3920000.0
12,19,11,2.4849066497880004,0,2,1,4,1,10668000,16.18275925802232,1,0,0,0,0,12,1,0,889000.0
5,9,8,2.1972245773362196,1,2,3,1,8,6111,8.718009330846357,0,0,1,0,1,5,1,0,679.0
11,15,10,2.3978952727983707,1,1,0,3,0,4972,8.511778558714738,1,1,2,2,2,11,2,0,452.0
6,8,9,2.302585092994046,0,0,4,2,9,15200000,16.536806051605975,1,2,0,4,0,13,1,0,1520000.0
1,11,7,2.0794415416798357,0,1,2,0,7,660800,13.401208014504952,1,2,0,0,0,13,7,1,82600.0
9,5,6,1.9459101490553132,1,0,1,6,6,1638,7.40184157874383,1,0,3,0,8,5,6,1,234.0
2,10,5,1.791759469228055,0,2,0,5,5,12960,9.469700127423375,1,0,0,3,0,4,5,1,2160.0
3,15,12,2.5649493574615367,1,0,2,5,2,8606000,15.967970308578677,1,2,0,4,0,3,4,0,662000.0
14,2,6,1.9459101490553132,1,0,1,6,6,43470000,17.587581625969346,1,0,0,0,0,1,6,1,6210000.0
2,6,5,1.791759469228055,0,2,0,5,5,2760000,14.830741600012107,1,0,0,5,0,2,5,1,460000.0
9,8,7,2.0794415416798357,0,1,2,0,7,37120,10.521938126192444,1,1,0,6,0,12,1,0,4640.0
8,10,2,1.0986122886681098,1,2,2,2,2,18570,9.829356503193052,1,0,0,6,0,9,2,1,6190.0
13,5,4,1.6094379124341003,1,1,4,4,4,25300,10.138599199626192,1,1,0,2,0,10,4,1,5060.0
5,13,4,1.6094379124341003,1,1,4,4,4,140000,11.849404844423074,1,2,0,0,0,5,4,1,28000.0
14,2,7,2.0794415416798357,0,1,2,0,7,62640000,17.95291462561106,1,0,0,3,0,9,1,0,7830000.0
13,10,10,2.3978952727983707,1,1,0,3,0,78210,11.26716558160265,1,0,0,6,0,6,10,1,7110.0
13,16,9,2.302585092994046,0,0,4,2,9,11400000,16.249124001084017,1,0,0,3,0,4,3,0,1140000.0
11,7,12,2.5649493574615367,1,0,2,5,2,72800,11.195484970354173,1,2,0,0,0,12,4,0,5600.0
5,3,3,1.3862943611198906,0,0,3,3,3,24600,10.110542371500753,1,0,0,2,0,8,3,1,6150.0
9,3,8,2.1972245773362196,1,2,3,1,8,9000,9.105090961257085,1,0,0,5,0,2,8,1,1000.0
18,14,11,2.4849066497880004,0,2,1,4,1,68760,11.138392002730184,1,0,0,6,0,7,1,0,5730.0
18,1,12,2.5649493574615367,1,0,2,5,2,1063400,13.876982820431847,1,2,0,2,0,10,4,0,81800.0
5,13,10,2.3978952727983707,1,1,0,3,0,4741000,15.371758852810197,1,1,0,5,0,9,10,1,431000.0
0,15,2,1.0986122886681098,1,2,2,2,2,1995,7.59890045687141,0,0,0,0,5,14,1,0,665.0
0,10,11,2.4849066497880004,0,2,1,4,1,34560000,17.358207530835315,1,0,0,6,0,7,1,0,2880000.0
16,3,4,1.6094379124341003,1,1,4,4,4,3605000,15.09783260609366,1,2,0,0,0,11,4,1,721000.0
2,5,3,1.3862943611198906,0,0,3,3,3,3232000,14.988612008029015,1,1,0,2,0,7,1,0,808000.0
7,6,10,2.3978952727983707,1,1,0,3,0,19360000,16.778719691465596,1,1,0,2,0,14,10,1,1760000.0
0,15,11,2.4849066497880004,0,2,1,4,1,5328,8.580918882296782,1,0,3,1,8,0,1,0,444.0
10,5,12,2.5649493574615367,1,0,2,5,2,2522,7.833203948641057,1,2,2,2,2,9,2,0,194.0
15,7,5,1.791759469228055,0,2,0,5,5,31980000,17.280621296639627,1,0,0,3,0,0,5,1,5330000.0
0,18,2,1.0986122886681098,1,2,2,2,2,1518,7.325807502595773,1,0,3,6,8,1,2,1,506.0
4,7,6,1.9459101490553132,1,0,1,6,6,210,5.351858133476067,1,0,0,0,0,7,6,1,30.0
7,7,2,1.0986122886681098,1,2,2,2,2,193800,12.174587138384211,1,0,0,5,0,4,2,1,64600.0
1,14,6,1.9459101490553132,1,0,1,6,6,5936000,15.596546232292951,1,2,0,0,0,4,2,0,848000.0
9,5,7,2.0794415416798357,0,1,2,0,7,4648,8.444407421690585,1,1,3,0,8,2,7,1,581.0
1,4,6,1.9459101490553132,1,0,1,6,6,1183,7.076653815443951,0,1,3,0,3,2,1,0,169.0
14,7,4,1.6094379124341003,1,1,4,4,4,795000,13.586098651497313,1,0,0,3,0,12,4,1,159000.0
14,14,3,1.3862943611198906,0,0,3,3,3,2040000,14.528460856016357,1,0,0,4,0,6,3,1,510000.0
3,5,10,2.3978952727983707,1,1,0,3,0,90310000,18.318758765299954,1,1,0,4,0,3,10,1,8210000.0
18,8,5,1.791759469228055,0,2,0,5,5,462600,13.044620190471909,1,0,0,5,0,4,5,1,77100.0
14,4,7,2.0794415416798357,0,1,2,0,7,3208,8.073714641109857,1,1,3,2,8,6,1,0,401.0
3,12,5,1.791759469228055,0,2,0,5,5,1050,6.957497370876951,1,0,0,0,0,0,5,1,175.0
18,2,12,2.5649493574615367,1,0,2,5,2,339300,12.734642898012305,1,0,0,3,0,11,12,1,26100.0
13,18,12,2.5649493574615367,1,0,2,5,2,3575000,15.089476013830486,1,2,0,2,0,15,4,0,275000.0
3,13,7,2.0794415416798357,0,1,2,0,7,124800,11.734475747705874,1,0,0,4,0,10,1,0,15600.0
6,3,10,2.3978952727983707,1,1,0,3,0,232100,12.354927900740968,1,2,0,1,0,8,10,1,21100.0
0,8,4,1.6094379124341003,1,1,4,4,4,16850,9.732165281200542,1,2,0,1,0,9,2,0,3370.0
10,3,2,1.0986122886681098,1,2,2,2,2,24690,10.114194083746655,1,0,0,1,0,0,2,1,8230.0
14,1,7,2.0794415416798357,0,1,2,0,7,424,6.052089168924417,1,1,4,4,4,10,1,0,53.0
19,6,11,2.4849066497880004,0,2,1,4,1,61560,11.027783832135368,1,0,0,2,0,4,1,0,5130.0
6,7,10,2.3978952727983707,1,1,0,3,0,695200,13.451956291367267,1,1,0,2,0,10,10,1,63200.0
1,1,2,1.0986122886681098,1,2,2,2,2,6900,8.839421607620602,1,0,0,5,0,11,2,1,2300.0
9,19,8,2.1972245773362196,1,2,3,1,8,26370000,17.08773759625135,1,0,0,6,0,9,8,1,2930000.0
0,0,2,1.0986122886681098,1,2,2,2,2,15840,9.670356794688852,1,0,0,6,0,3,2,1,5280.0
0,3,6,1.9459101490553132,1,0,1,6,6,27370,10.21723933772096,1,1,0,0,0,10,2,0,3910.0
2,16,2,1.0986122886681098,1,2,2,2,2,16650,9.720225553665117,1,0,0,4,0,2,2,1,5550.0
8,18,8,2.1972245773362196,1,2,3,1,8,3807,8.244859395911256,0,0,2,6,7,12,1,0,423.0
12,5,5,1.791759469228055,0,2,0,5,5,16740000,16.63331168276276,1,0,0,4,0,14,5,1,2790000.0
6,8,9,2.302585092994046,0,0,4,2,9,36900,10.515993929932415,1,0,0,3,0,2,9,1,3690.0
2,19,7,2.0794415416798357,0,1,2,0,7,60320000,17.915174298242224,1,2,0,6,0,14,1,0,7540000.0
2,13,7,2.0794415416798357,0,1,2,0,7,70000,11.156264806643742,1,1,0,0,0,7,7,1,8750.0
15,12,6,1.9459101490553132,1,0,1,6,6,4480000,15.315133827605429,1,1,0,0,0,15,2,0,640000.0
15,13,7,2.0794415416798357,0,1,2,0,7,429600,12.970612149920823,1,0,0,3,0,9,1,0,53700.0
2,11,4,1.6094379124341003,1,1,4,4,4,4550,8.423102268016642,1,2,0,0,0,9,2,0,910.0
16,12,8,2.1972245773362196,1,2,3,1,8,4923000,15.409428861868491,1,0,0,5,0,3,8,1,547000.0
11,12,2,1.0986122886681098,1,2,2,2,2,2475,7.814399633804487,0,0,0,4,5,1,1,0,825.0
2,1,12,2.5649493574615367,1,0,2,5,2,49660000,17.720710358181226,1,1,0,5,0,12,4,0,3820000.0
19,19,7,2.0794415416798357,0,1,2,0,7,67680,11.122560769584661,1,0,0,4,0,6,1,0,8460.0
11,11,5,1.791759469228055,0,2,0,5,5,28980000,17.182116529363366,1,0,0,0,0,4,5,1,4830000.0
0,11,2,1.0986122886681098,1,2,2,2,2,2238000,14.621093614681433,1,0,0,2,0,0,2,1,746000.0
1,12,6,1.9459101490553132,1,0,1,6,6,49140,10.802448995888462,1,0,0,0,0,15,6,1,7020.0
0,17,3,1.3862943611198906,0,0,3,3,3,1712,7.44600149832412,1,2,2,4,2,10,1,0,428.0
15,1,3,1.3862943611198906,0,0,3,3,3,2588000,14.766396321001617,1,2,0,2,0,7,1,0,647000.0
5,12,9,2.302585092994046,0,0,4,2,9,4100,8.31898612539206,1,2,0,5,0,5,1,0,410.0
1,10,12,2.5649493574615367,1,0,2,5,2,715,6.573680166960646,0,1,0,1,5,1,1,0,55.0
9,7,2,1.0986122886681098,1,2,2,2,2,405,6.0063531596017325,0,0,0,6,5,0,1,0,135.0
17,11,6,1.9459101490553132,1,0,1,6,6,4487,8.409162447202533,0,2,2,0,7,7,1,0,641.0
17,0,4,1.6094379124341003,1,1,4,4,4,755,6.628041376179533,0,2,0,6,5,15,1,0,151.0
1,13,8,2.1972245773362196,1,2,3,1,8,685800,13.438342777160958,1,0,0,3,0,14,8,1,76200.0
5,19,8,2.1972245773362196,1,2,3,1,8,26820,10.196940441748334,1,0,0,3,0,6,4,0,2980.0
13,0,9,2.302585092994046,0,0,4,2,9,5850000,15.581952390148196,1,0,0,2,0,12,9,1,585000.0
16,18,6,1.9459101490553132,1,0,1,6,6,693,6.542471960506805,0,0,3,0,3,2,3,0,99.0
17,4,12,2.5649493574615367,1,0,2,5,2,744900,13.521006602625542,1,0,0,2,0,10,12,1,57300.0
2,17,12,2.5649493574615367,1,0,2,5,2,963300,13.77812120684338,1,0,0,2,0,13,12,1,74100.0
10,12,2,1.0986122886681098,1,2,2,2,2,2295000,14.646243837206535,1,0,0,1,0,6,2,1,765000.0
12,14,8,2.1972245773362196,1,2,3,1,8,55980000,17.840505059915102,1,0,0,6,0,11,8,1,6220000.0
0,3,7,2.0794415416798357,0,1,2,0,7,399200,12.897220328426329,1,2,0,4,0,13,1,0,49900.0
7,19,7,2.0794415416798357,0,1,2,0,7,41760000,17.547449525485018,1,0,0,2,0,7,1,0,5220000.0
8,14,7,2.0794415416798357,0,1,2,0,7,4632,8.440959885416648,1,0,2,5,2,12,1,0,579.0
8,7,2,1.0986122886681098,1,2,2,2,2,6660000,15.71163019266671,1,0,0,4,0,1,2,1,2220000.0
8,13,11,2.4849066497880004,0,2,1,4,1,7560,8.93075873555827,1,0,0,0,0,6,1,0,630.0
11,17,9,2.302585092994046,0,0,4,2,9,455000,13.02805489573287,1,2,0,0,0,7,1,0,45500.0
0,15,8,2.1972245773362196,1,2,3,1,8,344700,12.750432653574146,1,0,0,6,0,9,4,0,38300.0
1,16,3,1.3862943611198906,0,0,3,3,3,580,6.364750756851911,1,1,0,6,0,6,1,0,145.0
7,6,7,2.0794415416798357,0,1,2,0,7,3328,8.110427237575024,1,1,3,3,8,10,1,0,416.0
18,15,7,2.0794415416798357,0,1,2,0,7,5896,8.682199026000504,1,1,1,2,6,0,1,0,737.0
19,19,7,2.0794415416798357,0,1,2,0,7,4704,8.45638105201948,1,0,4,0,4,12,7,1,588.0
5,13,2,1.0986122886681098,1,2,2,2,2,119700,11.692752245730048,1,0,0,0,0,4,2,1,39900.0
13,5,6,1.9459101490553132,1,0,1,6,6,186900,12.138334343884129,1,0,0,0,0,15,6,1,26700.0
9,17,8,2.1972245773362196,1,2,3,1,8,101700,11.52979241483,1,0,0,4,0,5,4,0,11300.0
4,16,4,1.6094379124341003,1,1,4,4,4,1330000,14.100690252077353,1,1,0,0,0,11,4,1,266000.0
3,0,7,2.0794415416798357,0,1,2,0,7,456800,13.032003126463398,1,2,0,1,0,10,1,0,57100.0
3,10,10,2.3978952727983707,1,1,0,3,0,2915000,14.885380720819844,1,2,0,4,0,7,10,1,265000.0
10,17,12,2.5649493574615367,1,0,2,5,2,62010000,17.94280623645249,1,0,0,3,0,0,12,1,4770000.0
8,12,9,2.302585092994046,0,0,4,2,9,2460,7.8083230503910555,1,0,0,3,0,15,3,0,246.0
11,7,9,2.302585092994046,0,0,4,2,9,538000,13.195615697878253,1,1,0,1,0,6,1,0,53800.0
11,7,4,1.6094379124341003,1,1,4,4,4,254000,12.445093483000798,1,2,0,5,0,15,4,1,50800.0
6,0,7,2.0794415416798357,0,1,2,0,7,4272000,15.267592893704537,1,0,0,5,0,3,1,0,534000.0
6,3,5,1.791759469228055,0,2,0,5,5,4200,8.343077871169383,1,0,0,0,0,13,5,1,700.0
18,6,6,1.9459101490553132,1,0,1,6,6,4697000,15.362434777910961,1,2,0,0,0,6,2,0,671000.0
8,17,3,1.3862943611198906,0,0,3,3,3,31040000,17.250787285495786,1,2,0,5,0,8,1,0,7760000.0
0,13,7,2.0794415416798357,0,1,2,0,7,6320,8.751632702472298,1,2,0,6,0,3,1,0,790.0
6,19,12,2.5649493574615367,1,0,2,5,2,9841000,16.102067991496806,1,1,0,1,0,4,4,0,757000.0
13,19,11,2.4849066497880004,0,2,1,4,1,67080000,18.021396509826854,1,0,0,1,0,1,1,0,5590000.0
6,11,12,2.5649493574615367,1,0,2,5,2,37960000,17.45204355804952,1,1,0,1,0,12,4,0,2920000.0
9,10,4,1.6094379124341003,1,1,4,4,4,42950000,17.575547229677426,1,2,0,2,0,6,4,1,8590000.0
3,9,9,2.302585092994046,0,0,4,2,9,2350000,14.669926311652166,1,1,0,2,0,4,1,0,235000.0
9,0,3,1.3862943611198906,0,0,3,3,3,2200,7.696667081526462,1,1,0,2,0,9,1,0,550.0
12,18,6,1.9459101490553132,1,0,1,6,6,3213000,14.982715949333553,1,0,0,0,0,1,6,1,459000.0
14,14,8,2.1972245773362196,1,2,3,1,8,7335,8.9005490139363,0,0,0,6,5,6,1,0,815.0
1,11,9,2.302585092994046,0,0,4,2,9,74000000,18.119575664681957,1,2,0,4,0,9,1,0,7400000.0
5,2,2,1.0986122886681098,1,2,2,2,2,19920,9.899529730681785,1,0,0,5,0,0,2,1,6640.0
3,8,8,2.1972245773362196,1,2,3,1,8,2970000,14.904072847479162,1,0,0,5,0,4,8,1,330000.0
3,13,3,1.3862943611198906,0,0,3,3,3,2600000,14.77102238760702,1,2,0,4,0,14,1,0,650000.0
18,6,3,1.3862943611198906,0,0,3,3,3,35440000,17.383351711917857,1,1,0,1,0,13,1,0,8860000.0
0,6,7,2.0794415416798357,0,1,2,0,7,6448000,15.679280718255438,1,1,0,6,0,14,1,0,806000.0
15,10,6,1.9459101490553132,1,0,1,6,6,33670000,17.332117820837286,1,1,0,0,0,4,2,0,4810000.0
19,2,9,2.302585092994046,0,0,4,2,9,4770000,15.377857072508109,1,0,0,4,0,0,9,1,477000.0
