slot_a,slot_a_abs_log1p,slot_a_mod3,slot_a_mod5,slot_a_mod7,slot_a_mod10,slot_d,slot_d_abs_log1p,slot_d_sign,slot_d_is_even,slot_d_mod3,slot_d_mod5,slot_d_mod7,slot_d_mod10,slot_name1,slot_name2,gcd_all,n_multiple_pairs,y
1140,7.039660349862076,0,0,6,0,40,3.713572066704308,1,1,1,0,5,0,17,16,20,0,1750.0
206,5.332718793265369,2,1,3,6,10,2.3978952727983707,1,1,1,0,3,0,16,16,2,0,319.0
1052,6.959398512133975,2,2,2,2,21,3.091042453358316,1,0,0,1,0,1,9,10,1,0,1599.0
668,6.505784060128229,2,3,3,8,13,2.6390573296152584,1,0,1,3,6,3,11,18,1,0,1015.0
216,5.37989735354046,0,1,6,6,41,3.7376696182833684,1,0,2,1,6,1,8,11,1,0,365.0
1002,6.910750787961936,0,2,1,2,15,2.772588722239781,1,0,0,0,1,5,0,7,3,0,1518.0
780,6.660575149839686,0,0,3,0,19,2.995732273553991,1,0,1,4,5,9,0,8,1,0,1189.0
152,5.030437921392435,2,2,5,2,49,3.912023005428146,1,0,1,4,0,9,1,19,1,0,277.0
438,6.0844994130751715,0,3,4,8,49,3.912023005428146,1,0,1,4,0,9,11,18,1,0,706.0
1054,6.961296045910167,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,4,0,2,0,1585.0
468,6.150602768446279,0,3,6,8,44,3.8066624897703196,1,1,2,4,2,4,14,15,4,0,746.0
1166,7.062191632286556,2,1,4,6,3,1.3862943611198906,1,0,0,3,3,3,3,12,1,0,1752.0
810,6.698268054115413,0,0,5,0,23,3.1780538303479458,1,0,2,3,2,3,18,5,1,0,1238.0
532,6.278521424165844,1,2,0,2,40,3.713572066704308,1,1,1,0,5,0,10,5,4,0,838.0
1090,6.994849985833071,1,0,5,0,33,3.5263605246161616,1,0,0,3,5,3,5,17,1,0,1668.0
176,5.176149732573829,2,1,1,6,30,3.4339872044851463,1,1,0,0,2,0,7,8,2,0,294.0
150,5.017279836814924,0,0,3,0,4,1.6094379124341003,1,1,1,4,4,4,8,3,2,0,229.0
1016,6.92461239604856,2,1,1,6,40,3.713572066704308,1,1,1,0,5,0,6,4,8,0,1564.0
286,5.659482215759621,1,1,6,6,41,3.7376696182833684,1,0,2,1,6,1,14,1,1,0,470.0
1064,6.970730078143525,2,4,0,4,25,3.258096538021482,1,0,1,0,4,5,12,17,1,0,1621.0
808,6.695798917058491,1,3,3,8,1,0.6931471805599453,1,0,1,1,1,1,11,5,1,1,1213.0
668,6.505784060128229,2,3,3,8,15,2.772588722239781,1,0,0,0,1,5,5,19,1,0,1017.0
364,5.8998973535824915,1,4,0,4,16,2.833213344056216,1,1,1,1,2,6,8,19,4,0,562.0
538,6.289715570908998,1,3,6,8,24,3.2188758248682006,1,1,0,4,3,4,1,16,2,0,831.0
700,6.55250788703459,1,0,0,0,27,3.332204510175204,1,0,0,2,6,7,5,18,1,0,1077.0
296,5.6937321388027,2,1,2,6,33,3.5263605246161616,1,0,0,3,5,3,0,5,1,0,477.0
642,6.466144724237619,0,2,5,2,34,3.5553480614894135,1,1,1,4,6,4,16,1,2,0,997.0
696,6.546785410760524,0,1,3,6,47,3.871201010907891,1,0,2,2,5,7,14,9,1,0,1091.0
844,6.739336627357174,1,4,4,4,25,3.258096538021482,1,0,1,0,4,5,0,17,1,0,1291.0
332,5.808142489980444,2,2,3,2,41,3.7376696182833684,1,0,2,1,6,1,18,17,1,0,539.0
304,5.720311776607412,1,4,3,4,6,1.9459101490553132,1,1,0,1,6,6,14,19,2,0,462.0
464,6.142037405587356,2,4,2,4,47,3.871201010907891,1,0,2,2,5,7,0,19,1,0,743.0
738,6.6052979209482015,0,3,3,8,38,3.6635616461296463,1,1,2,3,3,8,4,0,2,0,1145.0
480,6.175867270105761,0,0,4,0,41,3.7376696182833684,1,0,2,1,6,1,8,7,1,0,761.0
754,6.626717749249025,1,4,5,4,16,2.833213344056216,1,1,1,1,2,6,10,17,2,0,1147.0
248,5.517452896464707,2,3,3,8,31,3.4657359027997265,1,0,1,1,3,1,17,1,31,1,403.0
632,6.450470422144176,2,2,2,2,47,3.871201010907891,1,0,2,2,5,7,4,14,1,0,995.0
860,6.7580945044277305,2,0,6,0,13,2.6390573296152584,1,0,1,3,6,3,5,1,1,0,1303.0
372,5.921578419643816,0,2,1,2,10,2.3978952727983707,1,1,1,0,3,0,0,4,2,0,568.0
566,6.340359303727752,2,1,6,6,41,3.7376696182833684,1,0,2,1,6,1,5,4,1,0,890.0
298,5.700443573390687,1,3,4,8,11,2.4849066497880004,1,0,2,1,4,1,4,15,1,0,458.0
292,5.680172609017068,1,2,5,2,26,3.295836866004329,1,1,2,1,5,6,5,17,2,0,464.0
226,5.424950017481403,1,1,2,6,43,3.784189633918261,1,0,1,3,1,3,0,4,1,0,382.0
322,5.777652323222656,1,2,0,2,14,2.70805020110221,1,1,2,4,0,4,13,9,14,1,497.0
862,6.760414691083428,1,2,1,2,17,2.8903717578961645,1,0,2,2,3,7,15,0,1,0,1310.0
964,6.872128101338986,1,4,5,4,3,1.3862943611198906,1,0,0,3,3,3,17,9,1,0,1449.0
880,6.78105762593618,1,0,5,0,27,3.332204510175204,1,0,0,2,6,7,4,14,1,0,1347.0
224,5.41610040220442,2,4,0,4,38,3.6635616461296463,1,1,2,3,3,8,3,1,2,0,374.0
1150,7.048386408721883,1,0,2,0,39,3.6888794541139363,1,0,0,4,4,9,9,19,1,0,1764.0
948,6.855408798609928,0,3,3,8,26,3.295836866004329,1,1,2,1,5,6,7,13,2,0,1448.0
930,6.836259277277067,0,0,6,0,11,2.4849066497880004,1,0,2,1,4,1,6,5,1,0,1406.0
214,5.3706380281276624,1,4,4,4,7,2.0794415416798357,1,0,1,2,0,7,4,12,1,0,328.0
1156,7.053585727193677,1,1,1,6,48,3.8918202981106265,1,1,0,3,6,8,8,0,4,0,1782.0
736,6.602587892189336,1,1,1,6,22,3.1354942159291497,1,1,1,2,1,2,19,5,2,0,1126.0
750,6.621405651764134,0,0,1,0,4,1.6094379124341003,1,1,1,4,4,4,16,12,2,0,1129.0
266,5.58724865840025,2,1,0,6,38,3.6635616461296463,1,1,2,3,3,8,9,19,38,1,437.0
780,6.660575149839686,0,0,3,0,35,3.58351893845611,1,0,2,0,0,5,0,10,5,0,1205.0
440,6.089044875446846,2,0,6,0,50,3.9318256327243257,1,1,2,0,1,0,0,14,10,0,710.0
102,4.634728988229636,0,2,4,2,41,3.7376696182833684,1,0,2,1,6,1,15,15,1,0,194.0
214,5.3706380281276624,1,4,4,4,2,1.0986122886681098,1,1,2,2,2,2,9,9,2,1,323.0
600,6.398594934535208,0,0,5,0,31,3.4657359027997265,1,0,1,1,3,1,13,4,1,0,931.0
890,6.792344427470809,2,0,1,0,44,3.8066624897703196,1,1,2,4,2,4,10,11,2,0,1379.0
404,6.003887067106539,2,4,5,4,22,3.1354942159291497,1,1,1,2,1,2,4,11,2,0,628.0
250,5.5254529391317835,1,0,5,0,16,2.833213344056216,1,1,1,1,2,6,7,17,2,0,391.0
1112,7.014814351275545,2,2,6,2,46,3.8501476017100584,1,1,1,1,4,6,5,19,2,0,1714.0
738,6.6052979209482015,0,3,3,8,43,3.784189633918261,1,0,1,3,1,3,12,11,1,0,1150.0
362,5.8944028342648505,2,2,5,2,17,2.8903717578961645,1,0,2,2,3,7,14,0,1,0,560.0
528,6.270988431858299,0,3,3,8,34,3.5553480614894135,1,1,1,4,6,4,7,4,2,0,826.0
330,5.802118375377063,0,0,1,0,0,0.0,0,1,0,0,0,0,5,3,330,0,495.0
1072,6.9782137426306985,1,2,1,2,14,2.70805020110221,1,1,2,4,0,4,12,11,2,0,1622.0
962,6.870053411798126,2,2,3,2,4,1.6094379124341003,1,1,1,4,4,4,5,6,2,0,1447.0
612,6.418364935936212,0,2,3,2,19,2.995732273553991,1,0,1,4,5,9,16,16,1,0,937.0
310,5.739792912179234,1,0,2,0,7,2.0794415416798357,1,0,1,2,0,7,9,5,1,0,472.0
516,6.248042874508429,0,1,5,6,8,2.1972245773362196,1,1,2,3,1,8,10,2,4,0,782.0
390,5.968707559985366,0,0,5,0,41,3.7376696182833684,1,0,2,1,6,1,3,3,1,0,626.0
528,6.270988431858299,0,3,3,8,48,3.8918202981106265,1,1,0,3,6,8,15,7,48,1,840.0
830,6.7226297948554485,2,0,4,0,9,2.302585092994046,1,0,0,4,2,9,17,12,1,0,1254.0
1044,6.951772164398911,0,4,1,4,33,3.5263605246161616,1,0,0,3,5,3,14,2,3,0,1599.0
938,6.844815479208263,2,3,0,8,1,0.6931471805599453,1,0,1,1,1,1,9,16,1,1,1408.0
852,6.748759547491679,0,2,5,2,10,2.3978952727983707,1,1,1,0,3,0,8,1,2,0,1288.0
324,5.783825182329737,0,4,2,4,4,1.6094379124341003,1,1,1,4,4,4,9,3,4,1,490.0
430,6.066108090103747,1,0,3,0,43,3.784189633918261,1,0,1,3,1,3,17,13,43,1,688.0
232,5.4510384535657,1,2,1,2,24,3.2188758248682006,1,1,0,4,3,4,0,9,8,0,372.0
624,6.437751649736401,0,4,1,4,46,3.8501476017100584,1,1,1,1,4,6,10,6,2,0,982.0
714,6.5722825426940075,0,4,0,4,46,3.8501476017100584,1,1,1,1,4,6,13,3,2,0,1117.0
982,6.890609120147166,1,2,2,2,48,3.8918202981106265,1,1,0,3,6,8,9,16,2,0,1521.0
816,6.705639094860003,0,1,4,6,41,3.7376696182833684,1,0,2,1,6,1,1,0,1,0,1265.0
760,6.634633357861686,1,0,4,0,9,2.302585092994046,1,0,0,4,2,9,14,0,1,0,1149.0
440,6.089044875446846,2,0,6,0,16,2.833213344056216,1,1,1,1,2,6,16,14,8,0,676.0
658,6.490723534502507,1,3,0,8,31,3.4657359027997265,1,0,1,1,3,1,9,2,1,0,1018.0
474,6.163314804034641,0,4,5,4,15,2.772588722239781,1,0,0,0,1,5,16,6,3,0,726.0
636,6.456769655572163,0,1,6,6,18,2.9444389791664403,1,1,0,3,4,8,6,4,6,0,972.0
760,6.634633357861686,1,0,4,0,6,1.9459101490553132,1,1,0,1,6,6,14,4,2,0,1146.0
494,6.20455776256869,2,4,4,4,12,2.5649493574615367,1,1,0,2,5,2,17,5,2,0,753.0
992,6.900730664045173,2,2,5,2,40,3.713572066704308,1,1,1,0,5,0,15,4,8,0,1528.0
688,6.535241271013659,1,3,2,8,13,2.6390573296152584,1,0,1,3,6,3,8,1,1,0,1045.0
140,4.948759890378168,2,0,0,0,41,3.7376696182833684,1,0,2,1,6,1,11,6,1,0,251.0
666,6.502790045915623,0,1,1,6,43,3.784189633918261,1,0,1,3,1,3,5,19,1,0,1042.0
1126,7.027314514039777,1,1,6,6,37,3.6375861597263857,1,0,1,2,2,7,6,6,1,0,1726.0
172,5.153291594497779,1,2,4,2,29,3.4011973816621555,1,0,2,4,1,9,6,7,1,0,287.0
890,6.792344427470809,2,0,1,0,20,3.044522437723423,1,1,2,0,6,0,4,2,10,0,1355.0
890,6.792344427470809,2,0,1,0,20,3.044522437723423,1,1,2,0,6,0,2,5,10,0,1355.0
756,6.6293632534374485,0,1,0,6,34,3.5553480614894135,1,1,1,4,6,4,14,16,2,0,1168.0
924,6.829793737512425,0,4,0,4,42,3.7612001156935624,1,1,0,2,0,2,16,12,42,1,1428.0
110,4.709530201312334,2,0,5,0,46,3.8501476017100584,1,1,1,1,4,6,0,11,2,0,211.0
1012,6.920671504248683,1,2,4,2,40,3.713572066704308,1,1,1,0,5,0,5,13,4,0,1558.0
450,6.111467339502679,0,0,2,0,8,2.1972245773362196,1,1,2,3,1,8,2,18,2,0,683.0
1024,6.932447891572509,1,4,2,4,19,2.995732273553991,1,0,1,4,5,9,7,3,1,0,1555.0
392,5.973809611869261,2,2,0,2,27,3.332204510175204,1,0,0,2,6,7,12,9,1,0,615.0
1098,7.002155954403621,0,3,6,8,14,2.70805020110221,1,1,2,4,0,4,19,12,2,0,1661.0
454,6.12029741895095,1,4,6,4,38,3.6635616461296463,1,1,2,3,3,8,4,5,2,0,719.0
476,6.1675164908883415,2,1,0,6,30,3.4339872044851463,1,1,0,0,2,0,6,14,2,0,744.0
1064,6.970730078143525,2,4,0,4,10,2.3978952727983707,1,1,1,0,3,0,14,7,2,0,1606.0
636,6.456769655572163,0,1,6,6,29,3.4011973816621555,1,0,2,4,1,9,12,19,1,0,983.0
1024,6.932447891572509,1,4,2,4,37,3.6375861597263857,1,0,1,2,2,7,13,0,1,0,1573.0
868,6.767343125265392,1,3,0,8,35,3.58351893845611,1,0,2,0,0,5,13,17,7,0,1337.0
558,6.326149473155099,0,3,5,8,4,1.6094379124341003,1,1,1,4,4,4,12,7,2,0,841.0
976,6.884486652042782,1,1,3,6,2,1.0986122886681098,1,1,2,2,2,2,6,0,2,1,1466.0
672,6.511745329644728,0,2,0,2,40,3.713572066704308,1,1,1,0,5,0,16,5,8,0,1048.0
440,6.089044875446846,2,0,6,0,24,3.2188758248682006,1,1,0,4,3,4,6,16,8,0,684.0
590,6.3818160174060985,2,0,2,0,29,3.4011973816621555,1,0,2,4,1,9,18,7,1,0,914.0
344,5.84354441703136,2,4,1,4,20,3.044522437723423,1,1,2,0,6,0,3,13,4,0,536.0
1156,7.053585727193677,1,1,1,6,4,1.6094379124341003,1,1,1,4,4,4,2,6,4,1,1738.0
1194,7.085901464365611,0,4,4,4,41,3.7376696182833684,1,0,2,1,6,1,12,5,1,0,1832.0
548,6.3080984415095305,2,3,2,8,11,2.4849066497880004,1,0,2,1,4,1,12,1,1,0,833.0
726,6.588926477533519,0,1,5,6,41,3.7376696182833684,1,0,2,1,6,1,13,2,1,0,1130.0
120,4.795790545596741,0,0,1,0,31,3.4657359027997265,1,0,1,1,3,1,3,19,1,0,211.0
366,5.905361848054571,0,1,2,6,35,3.58351893845611,1,0,2,0,0,5,8,2,1,0,584.0
382,5.948034989180646,1,2,4,2,16,2.833213344056216,1,1,1,1,2,6,5,11,2,0,589.0
494,6.20455776256869,2,4,4,4,40,3.713572066704308,1,1,1,0,5,0,3,3,2,0,781.0
1154,7.051855622955894,2,4,6,4,32,3.4965075614664802,1,1,2,2,4,2,6,7,2,0,1763.0
1060,6.966967138613983,1,0,3,0,29,3.4011973816621555,1,0,2,4,1,9,7,19,1,0,1619.0
286,5.659482215759621,1,1,6,6,32,3.4965075614664802,1,1,2,2,4,2,0,7,2,0,461.0
398,5.988961416889864,2,3,6,8,10,2.3978952727983707,1,1,1,0,3,0,8,19,2,0,607.0
790,6.673297967767654,1,0,6,0,39,3.6888794541139363,1,0,0,4,4,9,1,1,1,0,1224.0
394,5.978885764901122,1,4,2,4,0,0.0,0,1,0,0,0,0,17,5,394,0,591.0
1066,6.9726062513017535,1,1,2,6,18,2.9444389791664403,1,1,0,3,4,8,17,19,2,0,1617.0
340,5.831882477283517,1,0,4,0,34,3.5553480614894135,1,1,1,4,6,4,11,13,34,1,544.0
316,5.75890177387728,1,1,1,6,31,3.4657359027997265,1,0,1,1,3,1,3,4,1,0,505.0
126,4.844187086458591,0,1,0,6,17,2.8903717578961645,1,0,2,2,3,7,19,1,1,0,206.0
1144,7.0431599159883405,1,4,3,4,5,1.791759469228055,1,0,2,0,5,5,12,12,1,0,1721.0
318,5.765191102784844,0,3,3,8,27,3.332204510175204,1,0,0,2,6,7,3,15,3,0,504.0
948,6.855408798609928,0,3,3,8,47,3.871201010907891,1,0,2,2,5,7,5,12,1,0,1469.0
954,6.86171134048073,0,4,2,4,45,3.828641396489095,1,0,0,0,3,5,9,16,9,0,1476.0
710,6.566672429803241,2,0,3,0,26,3.295836866004329,1,1,2,1,5,6,17,16,2,0,1091.0
982,6.890609120147166,1,2,2,2,48,3.8918202981106265,1,1,0,3,6,8,14,19,2,0,1521.0
280,5.638354669333745,1,0,0,0,8,2.1972245773362196,1,1,2,3,1,8,18,14,8,1,428.0
180,5.198497031265826,0,0,5,0,24,3.2188758248682006,1,1,0,4,3,4,19,17,12,0,294.0
180,5.198497031265826,0,0,5,0,10,2.3978952727983707,1,1,1,0,3,0,7,12,10,1,280.0
704,6.558197802812269,2,4,4,4,22,3.1354942159291497,1,1,1,2,1,2,1,11,22,1,1078.0
322,5.777652323222656,1,2,0,2,0,0.0,0,1,0,0,0,0,15,8,322,0,483.0
640,6.46302945692067,1,0,3,0,9,2.302585092994046,1,0,0,4,2,9,14,19,1,0,969.0
534,6.282266746896006,0,4,2,4,21,3.091042453358316,1,0,0,1,0,1,17,2,3,0,822.0
726,6.588926477533519,0,1,5,6,32,3.4965075614664802,1,1,2,2,4,2,17,9,2,0,1121.0
1130,7.030857476116121,2,0,3,0,16,2.833213344056216,1,1,1,1,2,6,12,18,2,0,1711.0
972,6.880384082186005,0,2,6,2,11,2.4849066497880004,1,0,2,1,4,1,14,18,1,0,1469.0
872,6.771935555839602,2,2,4,2,39,3.6888794541139363,1,0,0,4,4,9,6,1,1,0,1347.0
1176,7.0707241072602764,0,1,0,6,8,2.1972245773362196,1,1,2,3,1,8,1,1,8,1,1772.0
996,6.904750769961838,0,1,2,6,23,3.1780538303479458,1,0,2,3,2,3,0,7,1,0,1517.0
1020,6.928537818164665,0,0,5,0,33,3.5263605246161616,1,0,0,3,5,3,0,5,3,0,1563.0
208,5.342334251964811,1,3,5,8,8,2.1972245773362196,1,1,2,3,1,8,3,12,8,1,320.0
856,6.75343791859778,1,1,2,6,0,0.0,0,1,0,0,0,0,9,11,856,0,1284.0
522,6.259581464064923,0,2,4,2,0,0.0,0,1,0,0,0,0,3,10,522,0,783.0
902,6.805722553416985,2,2,6,2,23,3.1780538303479458,1,0,2,3,2,3,0,4,1,0,1376.0
362,5.8944028342648505,2,2,5,2,46,3.8501476017100584,1,1,1,1,4,6,0,2,2,0,589.0
168,5.1298987149230735,0,3,0,8,14,2.70805020110221,1,1,2,4,0,4,17,11,14,1,266.0
292,5.680172609017068,1,2,5,2,46,3.8501476017100584,1,1,1,1,4,6,10,16,2,0,484.0
984,6.892641641172089,0,4,4,4,39,3.6888794541139363,1,0,0,4,4,9,3,1,3,0,1515.0
834,6.727431724850855,0,4,1,4,19,2.995732273553991,1,0,1,4,5,9,16,7,1,0,1270.0
758,6.63200177739563,2,3,2,8,26,3.295836866004329,1,1,2,1,5,6,17,19,2,0,1163.0
1066,6.9726062513017535,1,1,2,6,35,3.58351893845611,1,0,2,0,0,5,2,16,1,0,1634.0
396,5.983936280687191,0,1,4,6,49,3.912023005428146,1,0,1,4,0,9,14,12,1,0,643.0
1102,7.005789019253503,1,2,3,2,47,3.871201010907891,1,0,2,2,5,7,10,16,1,0,1700.0
244,5.501258210544727,1,4,6,4,23,3.1780538303479458,1,0,2,3,2,3,17,13,1,0,389.0
736,6.602587892189336,1,1,1,6,35,3.58351893845611,1,0,2,0,0,5,16,13,1,0,1139.0
770,6.647688373563329,2,0,0,0,9,2.302585092994046,1,0,0,4,2,9,9,3,1,0,1164.0
266,5.58724865840025,2,1,0,6,40,3.713572066704308,1,1,1,0,5,0,6,11,2,0,439.0
242,5.493061443340548,2,2,4,2,12,2.5649493574615367,1,1,0,2,5,2,0,6,2,0,375.0
1012,6.920671504248683,1,2,4,2,25,3.258096538021482,1,0,1,0,4,5,1,9,1,0,1543.0
474,6.163314804034641,0,4,5,4,21,3.091042453358316,1,0,0,1,0,1,7,5,3,0,732.0
940,6.846943139585379,1,0,2,0,3,1.3862943611198906,1,0,0,3,3,3,18,18,1,0,1413.0
544,6.300785794663244,1,4,5,4,16,2.833213344056216,1,1,1,1,2,6,15,11,16,1,832.0
266,5.58724865840025,2,1,0,6,45,3.828641396489095,1,0,0,0,3,5,8,7,1,0,444.0
940,6.846943139585379,1,0,2,0,40,3.713572066704308,1,1,1,0,5,0,18,15,20,0,1450.0
320,5.771441123130016,2,0,5,0,31,3.4657359027997265,1,0,1,1,3,1,4,8,1,0,511.0
1148,7.046647277848756,2,3,0,8,11,2.4849066497880004,1,0,2,1,4,1,13,2,1,0,1733.0
898,6.80128303447162,1,3,2,8,12,2.5649493574615367,1,1,0,2,5,2,15,10,2,0,1359.0
456,6.124683390894205,0,1,1,6,6,1.9459101490553132,1,1,0,1,6,6,18,19,6,1,690.0
864,6.762729506931879,0,4,3,4,6,1.9459101490553132,1,1,0,1,6,6,5,18,6,1,1302.0
1164,7.060476365999801,0,4,2,4,14,2.70805020110221,1,1,2,4,0,4,15,5,2,0,1760.0
244,5.501258210544727,1,4,6,4,38,3.6635616461296463,1,1,2,3,3,8,16,8,2,0,404.0
450,6.111467339502679,0,0,2,0,29,3.4011973816621555,1,0,2,4,1,9,13,0,1,0,704.0
476,6.1675164908883415,2,1,0,6,6,1.9459101490553132,1,1,0,1,6,6,19,18,2,0,720.0
860,6.7580945044277305,2,0,6,0,28,3.367295829986474,1,1,1,3,0,8,12,6,4,0,1318.0
538,6.289715570908998,1,3,6,8,27,3.332204510175204,1,0,0,2,6,7,12,16,1,0,834.0
964,6.872128101338986,1,4,5,4,47,3.871201010907891,1,0,2,2,5,7,15,11,1,0,1493.0
352,5.8664680569332965,1,2,2,2,32,3.4965075614664802,1,1,2,2,4,2,17,3,32,1,560.0
1002,6.910750787961936,0,2,1,2,40,3.713572066704308,1,1,1,0,5,0,10,10,2,0,1543.0
638,6.459904454377535,2,3,1,8,6,1.9459101490553132,1,1,0,1,6,6,6,0,2,0,963.0
980,6.8885724595653635,2,0,0,0,47,3.871201010907891,1,0,2,2,5,7,3,4,1,0,1517.0
242,5.493061443340548,2,2,4,2,49,3.912023005428146,1,0,1,4,0,9,19,12,1,0,412.0
886,6.787844982309579,1,1,4,6,22,3.1354942159291497,1,1,1,2,1,2,1,17,2,0,1351.0
112,4.727387818712341,1,2,0,2,49,3.912023005428146,1,0,1,4,0,9,17,10,7,0,217.0
918,6.823286122355687,0,3,1,8,4,1.6094379124341003,1,1,1,4,4,4,5,6,2,0,1381.0
772,6.650279048587422,1,2,2,2,46,3.8501476017100584,1,1,1,1,4,6,17,16,2,0,1204.0
172,5.153291594497779,1,2,4,2,34,3.5553480614894135,1,1,1,4,6,4,2,7,2,0,292.0
726,6.588926477533519,0,1,5,6,27,3.332204510175204,1,0,0,2,6,7,4,8,3,0,1116.0
738,6.6052979209482015,0,3,3,8,6,1.9459101490553132,1,1,0,1,6,6,2,2,6,1,1113.0
148,5.003946305945459,1,3,1,8,19,2.995732273553991,1,0,1,4,5,9,7,10,1,0,241.0
666,6.502790045915623,0,1,1,6,31,3.4657359027997265,1,0,1,1,3,1,16,7,1,0,1030.0
1010,6.918695219020472,2,0,2,0,15,2.772588722239781,1,0,0,0,1,5,17,3,5,0,1530.0
616,6.424869023905388,1,1,0,6,6,1.9459101490553132,1,1,0,1,6,6,17,18,2,0,930.0
706,6.561030665896573,1,1,6,6,7,2.0794415416798357,1,0,1,2,0,7,18,18,1,0,1066.0
822,6.71295620067707,0,2,3,2,32,3.4965075614664802,1,1,2,2,4,2,18,3,2,0,1265.0
212,5.3612921657094255,2,2,2,2,11,2.4849066497880004,1,0,2,1,4,1,9,5,1,0,329.0
168,5.1298987149230735,0,3,0,8,48,3.8918202981106265,1,1,0,3,6,8,16,16,24,0,300.0
1200,7.0909098220799835,0,0,3,0,5,1.791759469228055,1,0,2,0,5,5,17,5,5,1,1805.0
372,5.921578419643816,0,2,1,2,44,3.8066624897703196,1,1,2,4,2,4,3,8,4,0,602.0
430,6.066108090103747,1,0,3,0,31,3.4657359027997265,1,0,1,1,3,1,15,7,1,0,676.0
412,6.023447592961033,1,2,6,2,10,2.3978952727983707,1,1,1,0,3,0,13,9,2,0,628.0
920,6.825460036255307,2,0,3,0,4,1.6094379124341003,1,1,1,4,4,4,6,14,4,1,1384.0
902,6.805722553416985,2,2,6,2,0,0.0,0,1,0,0,0,0,17,10,902,0,1353.0
890,6.792344427470809,2,0,1,0,42,3.7612001156935624,1,1,0,2,0,2,16,12,2,0,1377.0
358,5.883322388488279,1,3,1,8,43,3.784189633918261,1,0,1,3,1,3,10,1,1,0,580.0
1002,6.910750787961936,0,2,1,2,34,3.5553480614894135,1,1,1,4,6,4,8,10,2,0,1537.0
550,6.311734809152915,1,0,4,0,23,3.1780538303479458,1,0,2,3,2,3,2,5,1,0,848.0
312,5.746203190540153,0,2,4,2,49,3.912023005428146,1,0,1,4,0,9,15,15,1,0,517.0
180,5.198497031265826,0,0,5,0,12,2.5649493574615367,1,1,0,2,5,2,18,9,12,1,282.0
154,5.043425116919247,1,4,0,4,22,3.1354942159291497,1,1,1,2,1,2,0,4,22,1,253.0
156,5.056245805348308,0,1,2,6,49,3.912023005428146,1,0,1,4,0,9,10,6,1,0,283.0
320,5.771441123130016,2,0,5,0,24,3.2188758248682006,1,1,0,4,3,4,15,15,8,0,504.0
130,4.875197323201151,1,0,4,0,44,3.8066624897703196,1,1,2,4,2,4,3,1,2,0,239.0
180,5.198497031265826,0,0,5,0,50,3.9318256327243257,1,1,2,0,1,0,12,8,10,0,320.0
734,6.5998704992128365,2,4,6,4,16,2.833213344056216,1,1,1,1,2,6,8,1,2,0,1117.0
496,6.208590026096629,1,1,6,6,33,3.5263605246161616,1,0,0,3,5,3,12,7,1,0,777.0
850,6.7464121285733745,1,0,3,0,23,3.1780538303479458,1,0,2,3,2,3,14,1,1,0,1298.0
960,6.8679744089702925,0,0,1,0,26,3.295836866004329,1,1,2,1,5,6,3,19,2,0,1466.0
106,4.672828834461906,1,1,1,6,34,3.5553480614894135,1,1,1,4,6,4,14,5,2,0,193.0
1166,7.062191632286556,2,1,4,6,35,3.58351893845611,1,0,2,0,0,5,15,15,1,0,1784.0
360,5.8888779583328805,0,0,3,0,0,0.0,0,1,0,0,0,0,8,6,360,0,540.0
134,4.90527477843843,2,4,1,4,19,2.995732273553991,1,0,1,4,5,9,10,16,1,0,220.0
946,6.853299093186078,1,1,1,6,12,2.5649493574615367,1,1,0,2,5,2,5,0,2,0,1431.0
654,6.484635235635252,0,4,3,4,5,1.791759469228055,1,0,2,0,5,5,9,11,1,0,986.0
846,6.741700694652055,0,1,6,6,16,2.833213344056216,1,1,1,1,2,6,16,19,2,0,1285.0
138,4.9344739331306915,0,3,5,8,47,3.871201010907891,1,0,2,2,5,7,18,11,1,0,254.0
716,6.57507584059962,2,1,2,6,45,3.828641396489095,1,0,0,0,3,5,1,13,1,0,1119.0
892,6.794586580876499,1,2,3,2,23,3.1780538303479458,1,0,2,3,2,3,16,14,1,0,1361.0
1198,7.089243155027514,1,3,1,8,25,3.258096538021482,1,0,1,0,4,5,3,19,1,0,1822.0
274,5.616771097666572,1,4,1,4,7,2.0794415416798357,1,0,1,2,0,7,14,7,1,0,418.0
830,6.7226297948554485,2,0,4,0,30,3.4339872044851463,1,1,0,0,2,0,16,19,10,0,1275.0
752,6.6240652277998935,2,2,3,2,38,3.6635616461296463,1,1,2,3,3,8,1,1,2,0,1166.0
1176,7.0707241072602764,0,1,0,6,0,0.0,0,1,0,0,0,0,6,16,1176,0,1764.0
258,5.556828061699537,0,3,6,8,27,3.332204510175204,1,0,0,2,6,7,5,12,3,0,414.0
270,5.602118820879701,0,0,4,0,6,1.9459101490553132,1,1,0,1,6,6,2,5,6,1,411.0
226,5.424950017481403,1,1,2,6,18,2.9444389791664403,1,1,0,3,4,8,15,3,2,0,357.0
794,6.678342114654332,2,4,3,4,25,3.258096538021482,1,0,1,0,4,5,7,9,1,0,1216.0
1112,7.014814351275545,2,2,6,2,1,0.6931471805599453,1,0,1,1,1,1,15,19,1,1,1669.0
1156,7.053585727193677,1,1,1,6,21,3.091042453358316,1,0,0,1,0,1,11,8,1,0,1755.0
178,5.187385805840755,1,3,3,8,34,3.5553480614894135,1,1,1,4,6,4,17,12,2,0,301.0
