slot_name_a,slot_name_b,slot_a_yesterday,slot_a_yesterday_abs_log1p,slot_a_yesterday_is_even,slot_a_yesterday_mod3,slot_a_yesterday_mod5,slot_a_yesterday_mod7,slot_a_yesterday_mod10,slot_b_yesterday,slot_b_yesterday_abs_log1p,slot_b_yesterday_is_even,slot_b_yesterday_mod3,slot_b_yesterday_mod5,slot_b_yesterday_mod7,slot_b_yesterday_mod10,slot_delta,slot_delta_abs_log1p,slot_delta_is_even,slot_delta_mod3,slot_delta_mod5,slot_delta_mod7,slot_delta_mod10,gcd_all,n_multiple_pairs,y
10,1,72,4.290459441148391,1,0,2,2,2,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,1,0,82.0
5,10,7,2.0794415416798357,0,1,2,0,7,46,3.8501476017100584,1,1,1,4,6,15,2.772588722239781,0,0,0,1,5,1,0,22.0
2,12,35,3.58351893845611,0,2,0,0,5,15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,0,1,0,4,5,5,0,60.0
6,5,66,4.204692619390966,1,0,1,3,6,79,4.382026634673881,0,1,4,2,9,22,3.1354942159291497,1,1,2,1,2,1,1,88.0
3,11,63,4.1588830833596715,0,0,3,0,3,43,3.784189633918261,0,1,3,1,3,16,2.833213344056216,1,1,1,2,6,1,0,79.0
10,0,46,3.8501476017100584,1,1,1,4,6,51,3.9512437185814275,0,0,1,2,1,16,2.833213344056216,1,1,1,2,6,1,0,62.0
4,8,6,1.9459101490553132,1,0,1,6,6,67,4.219507705176107,0,1,2,4,7,11,2.4849066497880004,0,2,1,4,1,1,0,17.0
2,2,44,3.8066624897703196,1,2,4,2,4,75,4.330733340286331,0,0,0,5,5,19,2.995732273553991,0,1,4,5,9,1,0,63.0
12,11,44,3.8066624897703196,1,2,4,2,4,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,1,1,47.0
14,7,21,3.091042453358316,0,0,1,0,1,78,4.3694478524670215,1,0,3,1,8,23,3.1780538303479458,0,2,3,2,3,1,0,44.0
9,2,61,4.127134385045092,0,1,1,5,1,39,3.6888794541139363,0,0,4,4,9,9,2.302585092994046,0,0,4,2,9,1,0,70.0
11,2,76,4.343805421853684,1,1,1,6,6,22,3.1354942159291497,1,1,2,1,2,1,0.6931471805599453,0,1,1,1,1,1,2,77.0
12,12,42,3.7612001156935624,1,0,2,0,2,44,3.8066624897703196,1,2,4,2,4,6,1.9459101490553132,1,0,1,6,6,2,1,48.0
9,14,75,4.330733340286331,0,0,0,5,5,54,4.007333185232471,1,0,4,5,4,1,0.6931471805599453,0,1,1,1,1,1,2,76.0
11,13,56,4.04305126783455,1,2,1,0,6,28,3.367295829986474,1,1,3,0,8,16,2.833213344056216,1,1,1,2,6,4,1,72.0
3,13,19,2.995732273553991,0,1,4,5,9,46,3.8501476017100584,1,1,1,4,6,1,0.6931471805599453,0,1,1,1,1,1,2,20.0
14,2,79,4.382026634673881,0,1,4,2,9,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,1,1,87.0
2,10,11,2.4849066497880004,0,2,1,4,1,67,4.219507705176107,0,1,2,4,7,12,2.5649493574615367,1,0,2,5,2,1,0,23.0
14,3,29,3.4011973816621555,0,2,4,1,9,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,1,0,31.0
0,7,48,3.8918202981106265,1,0,3,6,8,43,3.784189633918261,0,1,3,1,3,3,1.3862943611198906,0,0,3,3,3,1,1,51.0
2,9,27,3.332204510175204,0,0,2,6,7,29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,0,1,5,1,0,42.0
2,12,23,3.1780538303479458,0,2,3,2,3,77,4.356708826689592,0,2,2,0,7,24,3.2188758248682006,1,0,4,3,4,1,0,47.0
4,6,46,3.8501476017100584,1,1,1,4,6,49,3.912023005428146,0,1,4,0,9,18,2.9444389791664403,1,0,3,4,8,1,0,64.0
8,1,14,2.70805020110221,1,2,4,0,4,11,2.4849066497880004,0,2,1,4,1,25,3.258096538021482,0,1,0,4,5,1,0,39.0
7,11,17,2.8903717578961645,0,2,2,3,7,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,1,0,24.0
8,4,29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1,1,35.0
10,5,69,4.248495242049359,0,0,4,6,9,74,4.31748811353631,1,2,4,4,4,18,2.9444389791664403,1,0,3,4,8,1,0,87.0
3,8,3,1.3862943611198906,0,0,3,3,3,69,4.248495242049359,0,0,4,6,9,14,2.70805020110221,1,2,4,0,4,1,1,17.0
8,1,39,3.6888794541139363,0,0,4,4,9,25,3.258096538021482,0,1,0,4,5,14,2.70805020110221,1,2,4,0,4,1,0,53.0
3,0,65,4.189654742026425,0,2,0,2,5,37,3.6375861597263857,0,1,2,2,7,12,2.5649493574615367,1,0,2,5,2,1,0,77.0
1,0,15,2.772588722239781,0,0,0,1,5,35,3.58351893845611,0,2,0,0,5,8,2.1972245773362196,1,2,3,1,8,1,0,23.0
11,12,71,4.276666119016055,0,2,1,1,1,41,3.7376696182833684,0,2,1,6,1,15,2.772588722239781,0,0,0,1,5,1,0,86.0
7,8,53,3.9889840465642745,0,2,3,4,3,77,4.356708826689592,0,2,2,0,7,9,2.302585092994046,0,0,4,2,9,1,0,62.0
6,2,42,3.7612001156935624,1,0,2,0,2,52,3.970291913552122,1,1,2,3,2,11,2.4849066497880004,0,2,1,4,1,1,0,53.0
11,8,18,2.9444389791664403,1,0,3,4,8,60,4.110873864173311,1,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,1,0,25.0
12,2,23,3.1780538303479458,0,2,3,2,3,11,2.4849066497880004,0,2,1,4,1,23,3.1780538303479458,0,2,3,2,3,1,1,46.0
1,12,41,3.7376696182833684,0,2,1,6,1,38,3.6635616461296463,1,2,3,3,8,17,2.8903717578961645,0,2,2,3,7,1,0,58.0
3,13,59,4.0943445622221,0,2,4,3,9,10,2.3978952727983707,1,1,0,3,0,16,2.833213344056216,1,1,1,2,6,1,0,75.0
1,7,29,3.4011973816621555,0,2,4,1,9,46,3.8501476017100584,1,1,1,4,6,23,3.1780538303479458,0,2,3,2,3,1,1,52.0
0,5,12,2.5649493574615367,1,0,2,5,2,79,4.382026634673881,0,1,4,2,9,4,1.6094379124341003,1,1,4,4,4,1,1,16.0
12,0,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,1,9.0
9,2,57,4.060443010546419,0,0,2,1,7,27,3.332204510175204,0,0,2,6,7,10,2.3978952727983707,1,1,0,3,0,1,0,67.0
12,14,58,4.07753744390572,1,1,3,2,8,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,2,60.0
7,4,49,3.912023005428146,0,1,4,0,9,9,2.302585092994046,0,0,4,2,9,17,2.8903717578961645,0,2,2,3,7,1,0,66.0
4,3,53,3.9889840465642745,0,2,3,4,3,70,4.2626798770413155,1,1,0,0,0,7,2.0794415416798357,0,1,2,0,7,1,1,60.0
4,6,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,19,2.995732273553991,0,1,4,5,9,1,1,43.0
1,10,35,3.58351893845611,0,2,0,0,5,36,3.6109179126442243,1,0,1,1,6,9,2.302585092994046,0,0,4,2,9,1,1,44.0
14,7,45,3.828641396489095,0,0,0,3,5,75,4.330733340286331,0,0,0,5,5,15,2.772588722239781,0,0,0,1,5,15,2,60.0
8,4,69,4.248495242049359,0,0,4,6,9,35,3.58351893845611,0,2,0,0,5,10,2.3978952727983707,1,1,0,3,0,1,0,79.0
7,14,38,3.6635616461296463,1,2,3,3,8,29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,4,4,4,1,0,42.0
5,14,72,4.290459441148391,1,0,2,2,2,67,4.219507705176107,0,1,2,4,7,24,3.2188758248682006,1,0,4,3,4,1,1,96.0
2,10,66,4.204692619390966,1,0,1,3,6,6,1.9459101490553132,1,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,1,1,89.0
14,1,54,4.007333185232471,1,0,4,5,4,9,2.302585092994046,0,0,4,2,9,16,2.833213344056216,1,1,1,2,6,1,1,70.0
6,14,10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,2,2,12.0
6,2,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,0,2,0,5,5,1,1,11.0
13,10,33,3.5263605246161616,0,0,3,5,3,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,1,0,37.0
2,11,35,3.58351893845611,0,2,0,0,5,54,4.007333185232471,1,0,4,5,4,24,3.2188758248682006,1,0,4,3,4,1,0,59.0
14,0,51,3.9512437185814275,0,0,1,2,1,77,4.356708826689592,0,2,2,0,7,22,3.1354942159291497,1,1,2,1,2,1,0,73.0
4,10,42,3.7612001156935624,1,0,2,0,2,42,3.7612001156935624,1,0,2,0,2,4,1.6094379124341003,1,1,4,4,4,2,1,46.0
1,8,54,4.007333185232471,1,0,4,5,4,13,2.6390573296152584,0,1,3,6,3,22,3.1354942159291497,1,1,2,1,2,1,0,76.0
10,8,12,2.5649493574615367,1,0,2,5,2,49,3.912023005428146,0,1,4,0,9,16,2.833213344056216,1,1,1,2,6,1,0,28.0
3,13,36,3.6109179126442243,1,0,1,1,6,63,4.1588830833596715,0,0,3,0,3,7,2.0794415416798357,0,1,2,0,7,1,1,43.0
3,8,19,2.995732273553991,0,1,4,5,9,31,3.4657359027997265,0,1,1,3,1,19,2.995732273553991,0,1,4,5,9,1,1,38.0
6,14,59,4.0943445622221,0,2,4,3,9,6,1.9459101490553132,1,0,1,6,6,21,3.091042453358316,0,0,1,0,1,1,0,80.0
3,14,9,2.302585092994046,0,0,4,2,9,50,3.9318256327243257,1,2,0,1,0,12,2.5649493574615367,1,0,2,5,2,1,0,21.0
0,13,37,3.6375861597263857,0,1,2,2,7,53,3.9889840465642745,0,2,3,4,3,10,2.3978952727983707,1,1,0,3,0,1,0,47.0
14,11,59,4.0943445622221,0,2,4,3,9,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,1,0,67.0
12,7,19,2.995732273553991,0,1,4,5,9,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,1,0,34.0
14,1,42,3.7612001156935624,1,0,2,0,2,34,3.5553480614894135,1,1,4,6,4,8,2.1972245773362196,1,2,3,1,8,2,0,50.0
8,1,80,4.394449154672439,1,2,0,3,0,76,4.343805421853684,1,1,1,6,6,6,1.9459101490553132,1,0,1,6,6,2,0,86.0
5,13,34,3.5553480614894135,1,1,4,6,4,49,3.912023005428146,0,1,4,0,9,6,1.9459101490553132,1,0,1,6,6,1,0,40.0
1,7,24,3.2188758248682006,1,0,4,3,4,48,3.8918202981106265,1,0,3,6,8,7,2.0794415416798357,0,1,2,0,7,1,1,31.0
4,1,67,4.219507705176107,0,1,2,4,7,71,4.276666119016055,0,2,1,1,1,11,2.4849066497880004,0,2,1,4,1,1,0,78.0
9,1,30,3.4339872044851463,1,0,0,2,0,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,2,2,32.0
5,4,58,4.07753744390572,1,1,3,2,8,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,0,61.0
7,9,72,4.290459441148391,1,0,2,2,2,15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,1,0,82.0
11,12,17,2.8903717578961645,0,2,2,3,7,75,4.330733340286331,0,0,0,5,5,24,3.2188758248682006,1,0,4,3,4,1,0,41.0
0,8,13,2.6390573296152584,0,1,3,6,3,52,3.970291913552122,1,1,2,3,2,10,2.3978952727983707,1,1,0,3,0,1,1,23.0
11,0,57,4.060443010546419,0,0,2,1,7,66,4.204692619390966,1,0,1,3,6,7,2.0794415416798357,0,1,2,0,7,1,0,64.0
9,5,74,4.31748811353631,1,2,4,4,4,55,4.02535169073515,0,1,0,6,5,22,3.1354942159291497,1,1,2,1,2,1,0,96.0
2,0,74,4.31748811353631,1,2,4,4,4,20,3.044522437723423,1,2,0,6,0,17,2.8903717578961645,0,2,2,3,7,1,0,91.0
6,13,44,3.8066624897703196,1,2,4,2,4,11,2.4849066497880004,0,2,1,4,1,14,2.70805020110221,1,2,4,0,4,1,1,58.0
9,13,66,4.204692619390966,1,0,1,3,6,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,2,1,72.0
6,1,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,17,2.8903717578961645,0,2,2,3,7,1,0,42.0
10,1,77,4.356708826689592,0,2,2,0,7,8,2.1972245773362196,1,2,3,1,8,22,3.1354942159291497,1,1,2,1,2,1,0,99.0
13,8,38,3.6635616461296463,1,2,3,3,8,50,3.9318256327243257,1,2,0,1,0,19,2.995732273553991,0,1,4,5,9,1,1,57.0
10,0,43,3.784189633918261,0,1,3,1,3,66,4.204692619390966,1,0,1,3,6,15,2.772588722239781,0,0,0,1,5,1,0,58.0
0,7,16,2.833213344056216,1,1,1,2,6,41,3.7376696182833684,0,2,1,6,1,2,1.0986122886681098,1,2,2,2,2,1,1,18.0
10,7,69,4.248495242049359,0,0,4,6,9,41,3.7376696182833684,0,2,1,6,1,19,2.995732273553991,0,1,4,5,9,1,0,88.0
14,6,28,3.367295829986474,1,1,3,0,8,13,2.6390573296152584,0,1,3,6,3,11,2.4849066497880004,0,2,1,4,1,1,0,39.0
1,12,54,4.007333185232471,1,0,4,5,4,57,4.060443010546419,0,0,2,1,7,6,1.9459101490553132,1,0,1,6,6,3,1,60.0
13,6,75,4.330733340286331,0,0,0,5,5,30,3.4339872044851463,1,0,0,2,0,17,2.8903717578961645,0,2,2,3,7,1,0,92.0
8,5,60,4.110873864173311,1,0,0,4,0,31,3.4657359027997265,0,1,1,3,1,6,1.9459101490553132,1,0,1,6,6,1,1,66.0
5,6,32,3.4965075614664802,1,2,2,4,2,76,4.343805421853684,1,1,1,6,6,8,2.1972245773362196,1,2,3,1,8,4,1,40.0
12,11,6,1.9459101490553132,1,0,1,6,6,39,3.6888794541139363,0,0,4,4,9,20,3.044522437723423,1,2,0,6,0,1,0,26.0
13,3,13,2.6390573296152584,0,1,3,6,3,48,3.8918202981106265,1,0,3,6,8,21,3.091042453358316,0,0,1,0,1,1,0,34.0
2,8,59,4.0943445622221,0,2,4,3,9,34,3.5553480614894135,1,1,4,6,4,7,2.0794415416798357,0,1,2,0,7,1,0,66.0
6,9,22,3.1354942159291497,1,1,2,1,2,56,4.04305126783455,1,2,1,0,6,20,3.044522437723423,1,2,0,6,0,2,0,42.0
4,6,39,3.6888794541139363,0,0,4,4,9,48,3.8918202981106265,1,0,3,6,8,10,2.3978952727983707,1,1,0,3,0,1,0,49.0
7,6,18,2.9444389791664403,1,0,3,4,8,72,4.290459441148391,1,0,2,2,2,14,2.70805020110221,1,2,4,0,4,2,1,32.0
12,10,12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,17,2.8903717578961645,0,2,2,3,7,1,0,29.0
11,4,31,3.4657359027997265,0,1,1,3,1,78,4.3694478524670215,1,0,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,1,37.0
12,2,39,3.6888794541139363,0,0,4,4,9,23,3.1780538303479458,0,2,3,2,3,7,2.0794415416798357,0,1,2,0,7,1,0,46.0
6,1,45,3.828641396489095,0,0,0,3,5,49,3.912023005428146,0,1,4,0,9,8,2.1972245773362196,1,2,3,1,8,1,0,53.0
0,12,18,2.9444389791664403,1,0,3,4,8,13,2.6390573296152584,0,1,3,6,3,25,3.258096538021482,0,1,0,4,5,1,0,43.0
11,6,72,4.290459441148391,1,0,2,2,2,71,4.276666119016055,0,2,1,1,1,25,3.258096538021482,0,1,0,4,5,1,0,97.0
10,12,49,3.912023005428146,0,1,4,0,9,66,4.204692619390966,1,0,1,3,6,12,2.5649493574615367,1,0,2,5,2,1,0,61.0
8,10,68,4.23410650459726,1,2,3,5,8,43,3.784189633918261,0,1,3,1,3,14,2.70805020110221,1,2,4,0,4,1,0,82.0
7,9,37,3.6375861597263857,0,1,2,2,7,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,1,0,39.0
10,13,45,3.828641396489095,0,0,0,3,5,52,3.970291913552122,1,1,2,3,2,5,1.791759469228055,0,2,0,5,5,1,1,50.0
1,0,25,3.258096538021482,0,1,0,4,5,9,2.302585092994046,0,0,4,2,9,16,2.833213344056216,1,1,1,2,6,1,0,41.0
14,10,33,3.5263605246161616,0,0,3,5,3,4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,1,2,34.0
3,5,47,3.871201010907891,0,2,2,5,7,59,4.0943445622221,0,2,4,3,9,10,2.3978952727983707,1,1,0,3,0,1,0,57.0
3,7,24,3.2188758248682006,1,0,4,3,4,50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,1,1,29.0
11,10,55,4.02535169073515,0,1,0,6,5,73,4.30406509320417,0,1,3,3,3,13,2.6390573296152584,0,1,3,6,3,1,0,68.0
10,7,40,3.713572066704308,1,1,0,5,0,55,4.02535169073515,0,1,0,6,5,13,2.6390573296152584,0,1,3,6,3,1,0,53.0
3,0,22,3.1354942159291497,1,1,2,1,2,18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,2,0,30.0
6,9,70,4.2626798770413155,1,1,0,0,0,65,4.189654742026425,0,2,0,2,5,2,1.0986122886681098,1,2,2,2,2,1,1,72.0
8,6,57,4.060443010546419,0,0,2,1,7,53,3.9889840465642745,0,2,3,4,3,3,1.3862943611198906,0,0,3,3,3,1,1,60.0
8,14,38,3.6635616461296463,1,2,3,3,8,45,3.828641396489095,0,0,0,3,5,1,0.6931471805599453,0,1,1,1,1,1,2,39.0
7,12,75,4.330733340286331,0,0,0,5,5,7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,1,0,85.0
8,10,25,3.258096538021482,0,1,0,4,5,25,3.258096538021482,0,1,0,4,5,22,3.1354942159291497,1,1,2,1,2,1,1,47.0
7,11,66,4.204692619390966,1,0,1,3,6,39,3.6888794541139363,0,0,4,4,9,11,2.4849066497880004,0,2,1,4,1,1,1,77.0
13,12,13,2.6390573296152584,0,1,3,6,3,40,3.713572066704308,1,1,0,5,0,9,2.302585092994046,0,0,4,2,9,1,0,22.0
7,11,68,4.23410650459726,1,2,3,5,8,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,1,1,70.0
7,12,55,4.02535169073515,0,1,0,6,5,64,4.174387269895637,1,1,4,1,4,10,2.3978952727983707,1,1,0,3,0,1,0,65.0
0,11,63,4.1588830833596715,0,0,3,0,3,38,3.6635616461296463,1,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,1,0,69.0
12,7,37,3.6375861597263857,0,1,2,2,7,36,3.6109179126442243,1,0,1,1,6,15,2.772588722239781,0,0,0,1,5,1,0,52.0
3,3,44,3.8066624897703196,1,2,4,2,4,53,3.9889840465642745,0,2,3,4,3,8,2.1972245773362196,1,2,3,1,8,1,0,52.0
2,2,69,4.248495242049359,0,0,4,6,9,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,3,0,84.0
8,8,9,2.302585092994046,0,0,4,2,9,37,3.6375861597263857,0,1,2,2,7,3,1.3862943611198906,0,0,3,3,3,1,1,12.0
13,3,9,2.302585092994046,0,0,4,2,9,46,3.8501476017100584,1,1,1,4,6,13,2.6390573296152584,0,1,3,6,3,1,0,22.0
0,6,25,3.258096538021482,0,1,0,4,5,69,4.248495242049359,0,0,4,6,9,13,2.6390573296152584,0,1,3,6,3,1,0,38.0
8,14,22,3.1354942159291497,1,1,2,1,2,46,3.8501476017100584,1,1,1,4,6,22,3.1354942159291497,1,1,2,1,2,2,1,44.0
1,8,36,3.6109179126442243,1,0,1,1,6,50,3.9318256327243257,1,2,0,1,0,8,2.1972245773362196,1,2,3,1,8,2,0,44.0
5,10,54,4.007333185232471,1,0,4,5,4,57,4.060443010546419,0,0,2,1,7,9,2.302585092994046,0,0,4,2,9,3,1,63.0
7,11,8,2.1972245773362196,1,2,3,1,8,26,3.295836866004329,1,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,2,1,16.0
0,1,9,2.302585092994046,0,0,4,2,9,47,3.871201010907891,0,2,2,5,7,8,2.1972245773362196,1,2,3,1,8,1,0,17.0
2,4,32,3.4965075614664802,1,2,2,4,2,50,3.9318256327243257,1,2,0,1,0,16,2.833213344056216,1,1,1,2,6,2,1,48.0
14,10,73,4.30406509320417,0,1,3,3,3,15,2.772588722239781,0,0,0,1,5,21,3.091042453358316,0,0,1,0,1,1,0,94.0
14,10,73,4.30406509320417,0,1,3,3,3,75,4.330733340286331,0,0,0,5,5,14,2.70805020110221,1,2,4,0,4,1,0,87.0
0,7,76,4.343805421853684,1,1,1,6,6,36,3.6109179126442243,1,0,1,1,6,6,1.9459101490553132,1,0,1,6,6,2,1,82.0
4,5,4,1.6094379124341003,1,1,4,4,4,61,4.127134385045092,0,1,1,5,1,15,2.772588722239781,0,0,0,1,5,1,0,19.0
5,12,16,2.833213344056216,1,1,1,2,6,11,2.4849066497880004,0,2,1,4,1,18,2.9444389791664403,1,0,3,4,8,1,0,34.0
4,14,44,3.8066624897703196,1,2,4,2,4,71,4.276666119016055,0,2,1,1,1,24,3.2188758248682006,1,0,4,3,4,1,0,68.0
2,14,44,3.8066624897703196,1,2,4,2,4,57,4.060443010546419,0,0,2,1,7,5,1.791759469228055,0,2,0,5,5,1,0,49.0
8,13,60,4.110873864173311,1,0,0,4,0,60,4.110873864173311,1,0,0,4,0,18,2.9444389791664403,1,0,3,4,8,6,1,78.0
12,7,77,4.356708826689592,0,2,2,0,7,46,3.8501476017100584,1,1,1,4,6,23,3.1780538303479458,0,2,3,2,3,1,1,100.0
11,7,62,4.143134726391533,1,2,2,6,2,56,4.04305126783455,1,2,1,0,6,10,2.3978952727983707,1,1,0,3,0,2,0,72.0
6,14,8,2.1972245773362196,1,2,3,1,8,35,3.58351893845611,0,2,0,0,5,22,3.1354942159291497,1,1,2,1,2,1,0,30.0
14,8,80,4.394449154672439,1,2,0,3,0,52,3.970291913552122,1,1,2,3,2,12,2.5649493574615367,1,0,2,5,2,4,0,92.0
12,1,19,2.995732273553991,0,1,4,5,9,34,3.5553480614894135,1,1,4,6,4,6,1.9459101490553132,1,0,1,6,6,1,0,25.0
6,6,15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,0,1,0,4,5,19,2.995732273553991,0,1,4,5,9,1,0,34.0
11,6,35,3.58351893845611,0,2,0,0,5,69,4.248495242049359,0,0,4,6,9,19,2.995732273553991,0,1,4,5,9,1,0,54.0
4,6,66,4.204692619390966,1,0,1,3,6,65,4.189654742026425,0,2,0,2,5,3,1.3862943611198906,0,0,3,3,3,1,1,69.0
13,6,50,3.9318256327243257,1,2,0,1,0,27,3.332204510175204,0,0,2,6,7,20,3.044522437723423,1,2,0,6,0,1,0,70.0
2,13,58,4.07753744390572,1,1,3,2,8,23,3.1780538303479458,0,2,3,2,3,7,2.0794415416798357,0,1,2,0,7,1,0,65.0
4,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,1,1,8.0
2,8,33,3.5263605246161616,0,0,3,5,3,52,3.970291913552122,1,1,2,3,2,1,0.6931471805599453,0,1,1,1,1,1,2,34.0
10,8,47,3.871201010907891,0,2,2,5,7,35,3.58351893845611,0,2,0,0,5,25,3.258096538021482,0,1,0,4,5,1,0,72.0
14,3,35,3.58351893845611,0,2,0,0,5,22,3.1354942159291497,1,1,2,1,2,10,2.3978952727983707,1,1,0,3,0,1,0,45.0
0,6,38,3.6635616461296463,1,2,3,3,8,56,4.04305126783455,1,2,1,0,6,24,3.2188758248682006,1,0,4,3,4,2,0,62.0
0,13,48,3.8918202981106265,1,0,3,6,8,50,3.9318256327243257,1,2,0,1,0,23,3.1780538303479458,0,2,3,2,3,1,0,71.0
4,5,6,1.9459101490553132,1,0,1,6,6,71,4.276666119016055,0,2,1,1,1,17,2.8903717578961645,0,2,2,3,7,1,0,23.0
1,11,76,4.343805421853684,1,1,1,6,6,47,3.871201010907891,0,2,2,5,7,8,2.1972245773362196,1,2,3,1,8,1,0,84.0
0,4,38,3.6635616461296463,1,2,3,3,8,53,3.9889840465642745,0,2,3,4,3,9,2.302585092994046,0,0,4,2,9,1,0,47.0
0,0,52,3.970291913552122,1,1,2,3,2,4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,4,2,68.0
2,2,39,3.6888794541139363,0,0,4,4,9,59,4.0943445622221,0,2,4,3,9,22,3.1354942159291497,1,1,2,1,2,1,0,61.0
7,8,44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,3,48.0
5,0,79,4.382026634673881,0,1,4,2,9,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,1,0,83.0
1,3,53,3.9889840465642745,0,2,3,4,3,60,4.110873864173311,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,1,1,55.0
7,6,73,4.30406509320417,0,1,3,3,3,55,4.02535169073515,0,1,0,6,5,18,2.9444389791664403,1,0,3,4,8,1,0,91.0
12,3,60,4.110873864173311,1,0,0,4,0,70,4.2626798770413155,1,1,0,0,0,3,1.3862943611198906,0,0,3,3,3,1,1,63.0
14,9,63,4.1588830833596715,0,0,3,0,3,47,3.871201010907891,0,2,2,5,7,5,1.791759469228055,0,2,0,5,5,1,0,68.0
8,7,61,4.127134385045092,0,1,1,5,1,13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,1,2,62.0
9,10,66,4.204692619390966,1,0,1,3,6,27,3.332204510175204,0,0,2,6,7,11,2.4849066497880004,0,2,1,4,1,1,1,77.0
7,3,27,3.332204510175204,0,0,2,6,7,4,1.6094379124341003,1,1,4,4,4,23,3.1780538303479458,0,2,3,2,3,1,0,50.0
13,10,70,4.2626798770413155,1,1,0,0,0,49,3.912023005428146,0,1,4,0,9,8,2.1972245773362196,1,2,3,1,8,1,0,78.0
9,10,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,1,10.0
7,5,8,2.1972245773362196,1,2,3,1,8,10,2.3978952727983707,1,1,0,3,0,18,2.9444389791664403,1,0,3,4,8,2,0,26.0
11,0,40,3.713572066704308,1,1,0,5,0,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,2,1,48.0
8,3,69,4.248495242049359,0,0,4,6,9,30,3.4339872044851463,1,0,0,2,0,23,3.1780538303479458,0,2,3,2,3,1,1,92.0
10,12,10,2.3978952727983707,1,1,0,3,0,54,4.007333185232471,1,0,4,5,4,18,2.9444389791664403,1,0,3,4,8,2,1,28.0
7,8,27,3.332204510175204,0,0,2,6,7,14,2.70805020110221,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,1,1,34.0
2,10,76,4.343805421853684,1,1,1,6,6,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,4,2,88.0
8,8,67,4.219507705176107,0,1,2,4,7,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,1,1,71.0
