slot_name_r,slot_name_m,slot_name_a,slot_s_r,slot_s_r_abs_log1p,slot_s_r_is_even,slot_s_r_mod3,slot_s_r_mod5,slot_s_r_mod7,slot_s_r_mod10,slot_diff_m,slot_diff_m_abs_log1p,slot_diff_m_is_even,slot_diff_m_mod3,slot_diff_m_mod5,slot_diff_m_mod7,slot_diff_m_mod10,slot_diff_a,slot_diff_a_abs_log1p,slot_diff_a_is_even,slot_diff_a_mod3,slot_diff_a_mod5,slot_diff_a_mod7,slot_diff_a_mod10,slot_item_plural,slot_context,gcd_all,n_multiple_pairs,y
27,11,2,26,3.295836866004329,1,2,1,5,6,11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,3,6,1,0,57.0
23,15,8,116,4.762173934797756,1,2,1,4,6,15,2.772588722239781,0,0,0,1,5,109,4.700480365792417,0,1,4,4,9,5,9,1,0,224.0
2,22,6,176,5.176149732573829,1,2,1,1,6,52,3.970291913552122,1,1,2,3,2,25,3.258096538021482,0,1,0,4,5,11,6,1,0,451.0
7,14,11,191,5.2574953720277815,0,2,1,2,1,7,2.0794415416798357,0,1,2,0,7,134,4.90527477843843,1,2,4,1,4,8,5,1,0,432.0
17,3,15,160,5.081404364984463,1,1,0,6,0,72,4.290459441148391,1,0,2,2,2,13,2.6390573296152584,0,1,3,6,3,1,3,1,0,395.0
19,13,1,199,5.298317366548036,0,1,4,3,9,74,4.31748811353631,1,2,4,4,4,54,4.007333185232471,1,0,4,5,4,3,7,1,0,469.0
9,26,17,149,5.0106352940962555,0,2,4,2,9,46,3.8501476017100584,1,1,1,4,6,123,4.820281565605037,0,0,3,4,3,5,6,1,0,278.0
23,9,24,155,5.049856007249537,0,2,0,1,5,55,4.02535169073515,0,1,0,6,5,42,3.7612001156935624,1,0,2,0,2,8,4,1,0,368.0
14,25,21,170,5.14166355650266,1,2,0,2,0,128,4.859812404361672,1,2,3,2,8,27,3.332204510175204,0,0,2,6,7,1,0,1,0,355.0
28,5,7,52,3.970291913552122,1,1,2,3,2,21,3.091042453358316,0,0,1,0,1,45,3.828641396489095,0,0,0,3,5,6,1,1,0,90.0
14,17,27,64,4.174387269895637,1,1,4,1,4,40,3.713572066704308,1,1,0,5,0,49,3.912023005428146,0,1,4,0,9,11,4,1,0,103.0
24,23,8,97,4.584967478670572,0,1,2,6,7,96,4.574710978503383,1,0,1,5,6,43,3.784189633918261,0,1,3,1,3,0,9,1,0,152.0
5,18,0,175,5.170483995038151,0,1,0,0,5,100,4.61512051684126,1,1,0,2,0,151,5.0238805208462765,0,1,1,4,1,8,4,1,0,274.0
22,17,8,132,4.890349128221754,1,0,2,6,2,36,3.6109179126442243,1,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,4,6,4,0,352.0
8,25,12,149,5.0106352940962555,0,2,4,2,9,127,4.852030263919617,0,1,2,1,7,27,3.332204510175204,0,0,2,6,7,8,1,1,0,293.0
28,4,25,101,4.624972813284271,0,2,1,3,1,97,4.584967478670572,0,1,2,6,7,41,3.7376696182833684,0,2,1,6,1,3,6,1,0,165.0
17,12,4,181,5.204006687076795,0,1,1,6,1,18,2.9444389791664403,1,0,3,4,8,153,5.0369526024136295,0,0,3,6,3,11,5,1,0,372.0
1,22,7,109,4.700480365792417,0,1,4,4,9,21,3.091042453358316,0,0,1,0,1,38,3.6635616461296463,1,2,3,3,8,2,4,1,0,268.0
7,2,27,189,5.247024072160486,0,0,4,0,9,94,4.553876891600541,1,1,4,3,4,135,4.912654885736052,0,0,0,2,5,4,6,1,0,338.0
21,21,4,116,4.762173934797756,1,2,1,4,6,101,4.624972813284271,0,2,1,3,1,14,2.70805020110221,1,2,4,0,4,2,3,1,0,233.0
9,0,14,200,5.303304908059076,1,2,0,4,0,149,5.0106352940962555,0,2,4,2,9,97,4.584967478670572,0,1,2,6,7,1,9,1,0,354.0
23,21,18,34,3.5553480614894135,1,1,4,6,4,24,3.2188758248682006,1,0,4,3,4,18,2.9444389791664403,1,0,3,4,8,11,1,2,0,60.0
1,0,6,50,3.9318256327243257,1,2,0,1,0,9,2.302585092994046,0,0,4,2,9,20,3.044522437723423,1,2,0,6,0,4,5,1,0,121.0
22,12,14,119,4.787491742782046,0,2,4,0,9,15,2.772588722239781,0,0,0,1,5,99,4.605170185988092,0,0,4,1,9,0,0,1,0,243.0
1,9,21,199,5.298317366548036,0,1,4,3,9,13,2.6390573296152584,0,1,3,6,3,141,4.955827057601261,0,0,1,1,1,5,6,1,0,443.0
0,25,10,113,4.736198448394496,0,2,3,1,3,58,4.07753744390572,1,1,3,2,8,39,3.6888794541139363,0,0,4,4,9,1,4,1,0,242.0
0,10,16,125,4.836281906951478,0,2,0,6,5,40,3.713572066704308,1,1,0,5,0,44,3.8066624897703196,1,2,4,2,4,9,8,1,0,291.0
25,11,9,56,4.04305126783455,1,2,1,0,6,34,3.5553480614894135,1,1,4,6,4,34,3.5553480614894135,1,1,4,6,4,7,9,2,1,100.0
20,5,20,81,4.406719247264253,0,0,1,4,1,52,3.970291913552122,1,1,2,3,2,23,3.1780538303479458,0,2,3,2,3,11,8,1,0,168.0
20,19,11,195,5.278114659230517,0,0,0,6,5,112,4.727387818712341,1,1,2,0,2,184,5.220355825078324,1,1,4,2,4,7,2,1,0,289.0
20,15,0,165,5.111987788356544,0,0,0,4,5,73,4.30406509320417,0,1,3,3,3,33,3.5263605246161616,0,0,3,5,3,3,5,1,1,389.0
25,7,28,130,4.875197323201151,1,1,0,4,0,104,4.653960350157523,1,2,4,6,4,29,3.4011973816621555,0,2,4,1,9,7,7,1,0,257.0
24,0,20,66,4.204692619390966,1,0,1,3,6,16,2.833213344056216,1,1,1,2,6,58,4.07753744390572,1,1,3,2,8,4,9,2,0,124.0
8,19,10,109,4.700480365792417,0,1,4,4,9,50,3.9318256327243257,1,2,0,1,0,55,4.02535169073515,0,1,0,6,5,7,5,1,0,222.0
26,14,24,99,4.605170185988092,0,0,4,1,9,31,3.4657359027997265,0,1,1,3,1,28,3.367295829986474,1,1,3,0,8,9,8,1,0,238.0
26,3,3,77,4.356708826689592,0,2,2,0,7,28,3.367295829986474,1,1,3,0,8,16,2.833213344056216,1,1,1,2,6,9,3,1,0,187.0
25,24,18,172,5.153291594497779,1,1,2,4,2,60,4.110873864173311,1,0,0,4,0,128,4.859812404361672,1,2,3,2,8,3,0,4,0,328.0
14,26,12,132,4.890349128221754,1,0,2,6,2,32,3.4965075614664802,1,2,2,4,2,16,2.833213344056216,1,1,1,2,6,6,5,4,1,348.0
5,10,22,63,4.1588830833596715,0,0,3,0,3,58,4.07753744390572,1,1,3,2,8,44,3.8066624897703196,1,2,4,2,4,1,2,1,0,87.0
20,9,18,149,5.0106352940962555,0,2,4,2,9,147,4.997212273764115,0,0,2,0,7,63,4.1588830833596715,0,0,3,0,3,1,5,1,0,237.0
12,5,17,169,5.135798437050262,0,1,4,1,9,92,4.532599493153256,1,2,2,1,2,18,2.9444389791664403,1,0,3,4,8,0,0,1,0,397.0
7,12,6,33,3.5263605246161616,0,0,3,5,3,14,2.70805020110221,1,2,4,0,4,21,3.091042453358316,0,0,1,0,1,1,8,1,0,64.0
28,6,5,77,4.356708826689592,0,2,2,0,7,33,3.5263605246161616,0,0,3,5,3,63,4.1588830833596715,0,0,3,0,3,10,9,1,0,135.0
9,13,22,23,3.1780538303479458,0,2,3,2,3,12,2.5649493574615367,1,0,2,5,2,21,3.091042453358316,0,0,1,0,1,1,7,1,0,36.0
1,15,3,74,4.31748811353631,1,2,4,4,4,50,3.9318256327243257,1,2,0,1,0,11,2.4849066497880004,0,2,1,4,1,9,8,1,0,161.0
23,26,11,166,5.117993812416755,1,1,1,5,6,128,4.859812404361672,1,2,3,2,8,128,4.859812404361672,1,2,3,2,8,5,1,2,1,242.0
19,1,26,162,5.093750200806762,1,0,2,1,2,75,4.330733340286331,0,0,0,5,5,152,5.030437921392435,1,2,2,5,2,0,6,1,0,259.0
19,9,22,189,5.247024072160486,0,0,4,0,9,149,5.0106352940962555,0,2,4,2,9,122,4.812184355372417,1,2,2,3,2,2,0,1,0,296.0
1,10,8,104,4.653960350157523,1,2,4,6,4,51,3.9512437185814275,0,0,1,2,1,102,4.634728988229636,1,0,2,4,2,10,6,1,1,159.0
22,2,12,198,5.293304824724492,1,0,3,2,8,14,2.70805020110221,1,2,4,0,4,192,5.262690188904886,1,0,2,3,2,2,2,2,0,388.0
10,11,1,183,5.214935757608986,0,0,3,1,3,81,4.406719247264253,0,0,1,4,1,41,3.7376696182833684,0,2,1,6,1,8,3,1,0,427.0
21,5,4,197,5.288267030694535,0,2,2,1,7,120,4.795790545596741,1,0,0,1,0,43,3.784189633918261,0,1,3,1,3,0,4,1,0,428.0
17,6,15,114,4.74493212836325,1,0,4,2,4,100,4.61512051684126,1,1,0,2,0,30,3.4339872044851463,1,0,0,2,0,0,9,2,0,212.0
11,2,11,108,4.6913478822291435,1,0,3,3,8,46,3.8501476017100584,1,1,1,4,6,74,4.31748811353631,1,2,4,4,4,10,4,2,0,204.0
16,28,13,84,4.442651256490317,1,0,4,0,4,62,4.143134726391533,1,2,2,6,2,30,3.4339872044851463,1,0,0,2,0,5,5,2,0,160.0
28,23,18,52,3.970291913552122,1,1,2,3,2,40,3.713572066704308,1,1,0,5,0,36,3.6109179126442243,1,0,1,1,6,7,7,4,0,80.0
26,13,3,93,4.543294782270004,0,0,3,2,3,34,3.5553480614894135,1,1,4,6,4,43,3.784189633918261,0,1,3,1,3,4,7,1,0,202.0
20,17,14,72,4.290459441148391,1,0,2,2,2,38,3.6635616461296463,1,2,3,3,8,18,2.9444389791664403,1,0,3,4,8,1,4,2,1,160.0
23,12,27,77,4.356708826689592,0,2,2,0,7,58,4.07753744390572,1,1,3,2,8,29,3.4011973816621555,0,2,4,1,9,9,0,1,1,144.0
19,18,12,52,3.970291913552122,1,1,2,3,2,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,0,0,1,0,133.0
20,22,25,151,5.0238805208462765,0,1,1,4,1,118,4.77912349311153,1,1,3,6,8,15,2.772588722239781,0,0,0,1,5,8,9,1,0,320.0
10,5,1,145,4.983606621708336,0,1,0,5,5,55,4.02535169073515,0,1,0,6,5,120,4.795790545596741,1,0,0,1,0,10,8,5,0,260.0
16,21,22,137,4.927253685157205,0,2,2,4,7,133,4.897839799950911,0,1,3,0,3,37,3.6375861597263857,0,1,2,2,7,8,2,1,0,241.0
15,16,1,178,5.187385805840755,1,1,3,3,8,40,3.713572066704308,1,1,0,5,0,136,4.919980925828125,1,1,1,3,6,7,1,2,0,358.0
7,11,20,132,4.890349128221754,1,0,2,6,2,43,3.784189633918261,0,1,3,1,3,10,2.3978952727983707,1,1,0,3,0,0,9,1,0,343.0
1,7,2,81,4.406719247264253,0,0,1,4,1,31,3.4657359027997265,0,1,1,3,1,48,3.8918202981106265,1,0,3,6,8,4,2,1,0,164.0
20,5,2,138,4.9344739331306915,1,0,3,5,8,28,3.367295829986474,1,1,3,0,8,132,4.890349128221754,1,0,2,6,2,7,7,2,0,254.0
12,14,9,117,4.770684624465665,0,0,2,5,7,103,4.6443908991413725,0,1,3,5,3,106,4.672828834461906,1,1,1,1,6,1,2,1,0,142.0
9,14,7,150,5.017279836814924,1,0,0,3,0,24,3.2188758248682006,1,0,4,3,4,62,4.143134726391533,1,2,2,6,2,9,8,2,0,364.0
22,20,4,71,4.276666119016055,0,2,1,1,1,54,4.007333185232471,1,0,4,5,4,18,2.9444389791664403,1,0,3,4,8,5,3,1,1,141.0
14,0,24,33,3.5263605246161616,0,0,3,5,3,23,3.1780538303479458,0,2,3,2,3,22,3.1354942159291497,1,1,2,1,2,2,9,1,0,54.0
11,16,22,168,5.1298987149230735,1,0,3,0,8,149,5.0106352940962555,0,2,4,2,9,94,4.553876891600541,1,1,4,3,4,3,7,1,0,261.0
20,18,3,164,5.10594547390058,1,2,4,3,4,99,4.605170185988092,0,0,4,1,9,21,3.091042453358316,0,0,1,0,1,5,5,1,0,372.0
6,9,16,90,4.51085950651685,1,0,0,6,0,26,3.295836866004329,1,2,1,5,6,21,3.091042453358316,0,0,1,0,1,8,5,1,0,223.0
10,16,4,64,4.174387269895637,1,1,4,1,4,45,3.828641396489095,0,0,0,3,5,39,3.6888794541139363,0,0,4,4,9,9,0,1,0,108.0
26,13,4,125,4.836281906951478,0,2,0,6,5,51,3.9512437185814275,0,0,1,2,1,75,4.330733340286331,0,0,0,5,5,8,7,1,0,249.0
22,0,7,92,4.532599493153256,1,2,2,1,2,39,3.6888794541139363,0,0,4,4,9,65,4.189654742026425,0,2,0,2,5,8,8,1,0,172.0
4,11,27,81,4.406719247264253,0,0,1,4,1,17,2.8903717578961645,0,2,2,3,7,38,3.6635616461296463,1,2,3,3,8,10,9,1,0,188.0
20,10,10,95,4.564348191467836,0,2,0,4,5,41,3.7376696182833684,0,2,1,6,1,55,4.02535169073515,0,1,0,6,5,5,4,1,0,189.0
22,13,5,136,4.919980925828125,1,1,1,3,6,81,4.406719247264253,0,0,1,4,1,94,4.553876891600541,1,1,4,3,4,4,4,1,0,233.0
27,7,15,189,5.247024072160486,0,0,4,0,9,67,4.219507705176107,0,1,2,4,7,35,3.58351893845611,0,2,0,0,5,2,2,1,0,465.0
3,20,10,94,4.553876891600541,1,1,4,3,4,48,3.8918202981106265,1,0,3,6,8,62,4.143134726391533,1,2,2,6,2,3,6,2,0,172.0
6,2,27,23,3.1780538303479458,0,2,3,2,3,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,3,2,1,0,50.0
7,1,10,84,4.442651256490317,1,0,4,0,4,12,2.5649493574615367,1,0,2,5,2,81,4.406719247264253,0,0,1,4,1,9,0,3,1,159.0
12,3,20,126,4.844187086458591,1,0,1,0,6,88,4.48863636973214,1,1,3,4,8,91,4.5217885770490405,0,1,1,0,1,10,3,1,0,199.0
3,17,15,53,3.9889840465642745,0,2,3,4,3,38,3.6635616461296463,1,2,3,3,8,25,3.258096538021482,0,1,0,4,5,8,5,1,0,96.0
27,14,10,66,4.204692619390966,1,0,1,3,6,10,2.3978952727983707,1,1,0,3,0,53,3.9889840465642745,0,2,3,4,3,10,2,1,0,135.0
13,15,20,184,5.220355825078324,1,1,4,2,4,12,2.5649493574615367,1,0,2,5,2,71,4.276666119016055,0,2,1,1,1,9,3,1,0,469.0
19,25,24,139,4.941642422609304,0,1,4,6,9,37,3.6375861597263857,0,1,2,2,7,13,2.6390573296152584,0,1,3,6,3,4,3,1,0,367.0
8,0,1,165,5.111987788356544,0,0,0,4,5,159,5.075173815233827,0,0,4,5,9,83,4.430816798843313,0,2,3,6,3,4,1,1,0,253.0
17,22,27,164,5.10594547390058,1,2,4,3,4,34,3.5553480614894135,1,1,4,6,4,83,4.430816798843313,0,2,3,6,3,1,5,1,0,375.0
3,17,14,161,5.087596335232384,0,2,1,0,1,5,1.791759469228055,0,2,0,5,5,55,4.02535169073515,0,1,0,6,5,6,5,1,1,423.0
23,1,2,142,4.962844630259907,1,1,2,2,2,108,4.6913478822291435,1,0,3,3,8,102,4.634728988229636,1,0,2,4,2,5,7,2,0,216.0
21,18,22,98,4.59511985013459,1,2,3,0,8,62,4.143134726391533,1,2,2,6,2,13,2.6390573296152584,0,1,3,6,3,4,7,1,0,219.0
9,24,7,188,5.241747015059643,1,2,3,6,8,17,2.8903717578961645,0,2,2,3,7,61,4.127134385045092,0,1,1,5,1,6,6,1,0,486.0
22,18,14,82,4.418840607796598,1,1,2,5,2,77,4.356708826689592,0,2,2,0,7,42,3.7612001156935624,1,0,2,0,2,6,8,1,0,127.0
24,12,18,137,4.927253685157205,0,2,2,4,7,44,3.8066624897703196,1,2,4,2,4,57,4.060443010546419,0,0,2,1,7,2,2,1,0,310.0
28,3,9,99,4.605170185988092,0,0,4,1,9,53,3.9889840465642745,0,2,3,4,3,33,3.5263605246161616,0,0,3,5,3,6,9,1,1,211.0
14,12,21,39,3.6888794541139363,0,0,4,4,9,31,3.4657359027997265,0,1,1,3,1,33,3.5263605246161616,0,0,3,5,3,6,4,1,0,53.0
3,6,21,23,3.1780538303479458,0,2,3,2,3,21,3.091042453358316,0,0,1,0,1,17,2.8903717578961645,0,2,2,3,7,4,9,1,0,31.0
7,14,23,142,4.962844630259907,1,1,2,2,2,140,4.948759890378168,1,2,0,0,0,99,4.605170185988092,0,0,4,1,9,4,0,1,0,187.0
8,11,26,185,5.225746673713202,0,2,0,3,5,139,4.941642422609304,0,1,4,6,9,164,5.10594547390058,1,2,4,3,4,5,2,1,0,252.0
10,26,27,154,5.043425116919247,1,1,4,0,4,56,4.04305126783455,1,2,1,0,6,63,4.1588830833596715,0,0,3,0,3,10,6,7,0,343.0
19,5,8,117,4.770684624465665,0,0,2,5,7,12,2.5649493574615367,1,0,2,5,2,91,4.5217885770490405,0,1,1,0,1,8,6,1,0,248.0
17,24,21,76,4.343805421853684,1,1,1,6,6,28,3.367295829986474,1,1,3,0,8,35,3.58351893845611,0,2,0,0,5,2,6,1,0,165.0
24,23,14,168,5.1298987149230735,1,0,3,0,8,25,3.258096538021482,0,1,0,4,5,161,5.087596335232384,0,2,1,0,1,7,2,1,0,318.0
23,8,8,76,4.343805421853684,1,1,1,6,6,49,3.912023005428146,0,1,4,0,9,71,4.276666119016055,0,2,1,1,1,11,2,1,0,108.0
12,23,0,54,4.007333185232471,1,0,4,5,4,15,2.772588722239781,0,0,0,1,5,12,2.5649493574615367,1,0,2,5,2,6,7,3,0,135.0
25,17,3,169,5.135798437050262,0,1,4,1,9,100,4.61512051684126,1,1,0,2,0,119,4.787491742782046,0,2,4,0,9,1,8,1,0,288.0
14,14,23,103,4.6443908991413725,0,1,3,5,3,72,4.290459441148391,1,0,2,2,2,7,2.0794415416798357,0,1,2,0,7,8,5,1,0,230.0
18,13,26,68,4.23410650459726,1,2,3,5,8,10,2.3978952727983707,1,1,0,3,0,43,3.784189633918261,0,1,3,1,3,7,7,1,0,151.0
7,0,21,82,4.418840607796598,1,1,2,5,2,55,4.02535169073515,0,1,0,6,5,28,3.367295829986474,1,1,3,0,8,9,5,1,0,163.0
15,10,1,79,4.382026634673881,0,1,4,2,9,71,4.276666119016055,0,2,1,1,1,66,4.204692619390966,1,0,1,3,6,9,7,1,0,100.0
9,24,4,40,3.713572066704308,1,1,0,5,0,12,2.5649493574615367,1,0,2,5,2,35,3.58351893845611,0,2,0,0,5,5,9,1,0,73.0
8,4,23,185,5.225746673713202,0,2,0,3,5,175,5.170483995038151,0,1,0,0,5,135,4.912654885736052,0,0,0,2,5,0,8,5,0,245.0
13,28,8,109,4.700480365792417,0,1,4,4,9,25,3.258096538021482,0,1,0,4,5,21,3.091042453358316,0,0,1,0,1,9,5,1,0,281.0
10,19,15,44,3.8066624897703196,1,2,4,2,4,31,3.4657359027997265,0,1,1,3,1,15,2.772588722239781,0,0,0,1,5,3,6,1,0,86.0
25,23,28,101,4.624972813284271,0,2,1,3,1,84,4.442651256490317,1,0,4,0,4,27,3.332204510175204,0,0,2,6,7,9,4,1,0,192.0
12,25,3,72,4.290459441148391,1,0,2,2,2,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,3,1,1,0,198.0
24,8,18,136,4.919980925828125,1,1,1,3,6,26,3.295836866004329,1,2,1,5,6,43,3.784189633918261,0,1,3,1,3,2,8,1,0,339.0
8,11,8,102,4.634728988229636,1,0,2,4,2,50,3.9318256327243257,1,2,0,1,0,74,4.31748811353631,1,2,4,4,4,2,5,2,0,182.0
9,4,6,128,4.859812404361672,1,2,3,2,8,31,3.4657359027997265,0,1,1,3,1,26,3.295836866004329,1,2,1,5,6,7,6,1,0,327.0
4,12,14,110,4.709530201312334,1,2,0,5,0,73,4.30406509320417,0,1,3,3,3,32,3.4965075614664802,1,2,2,4,2,7,3,1,0,225.0
27,20,1,165,5.111987788356544,0,0,0,4,5,137,4.927253685157205,0,2,2,4,7,137,4.927253685157205,0,2,2,4,7,6,4,1,1,221.0
21,1,2,76,4.343805421853684,1,1,1,6,6,7,2.0794415416798357,0,1,2,0,7,45,3.828641396489095,0,0,0,3,5,2,7,1,0,176.0
16,19,13,41,3.7376696182833684,0,2,1,6,1,36,3.6109179126442243,1,0,1,1,6,11,2.4849066497880004,0,2,1,4,1,9,3,1,0,76.0
23,28,17,70,4.2626798770413155,1,1,0,0,0,50,3.9318256327243257,1,2,0,1,0,24,3.2188758248682006,1,0,4,3,4,0,5,2,0,136.0
22,9,9,122,4.812184355372417,1,2,2,3,2,75,4.330733340286331,0,0,0,5,5,76,4.343805421853684,1,1,1,6,6,4,3,1,0,215.0
15,21,24,84,4.442651256490317,1,0,4,0,4,60,4.110873864173311,1,0,0,4,0,55,4.02535169073515,0,1,0,6,5,6,3,1,0,137.0
27,24,7,92,4.532599493153256,1,2,2,1,2,55,4.02535169073515,0,1,0,6,5,86,4.465908118654584,1,2,1,2,6,6,5,1,0,135.0
2,9,12,139,4.941642422609304,0,1,4,6,9,125,4.836281906951478,0,2,0,6,5,32,3.4965075614664802,1,2,2,4,2,6,4,1,0,260.0
18,10,26,140,4.948759890378168,1,2,0,0,0,28,3.367295829986474,1,1,3,0,8,119,4.787491742782046,0,2,4,0,9,0,8,7,1,273.0
18,17,1,189,5.247024072160486,0,0,4,0,9,162,5.093750200806762,1,0,2,1,2,118,4.77912349311153,1,1,3,6,8,9,0,1,0,287.0
4,24,18,170,5.14166355650266,1,2,0,2,0,35,3.58351893845611,0,2,0,0,5,94,4.553876891600541,1,1,4,3,4,9,7,1,0,381.0
8,14,1,35,3.58351893845611,0,2,0,0,5,8,2.1972245773362196,1,2,3,1,8,29,3.4011973816621555,0,2,4,1,9,5,4,1,0,68.0
1,24,1,143,4.969813299576001,0,2,3,3,3,45,3.828641396489095,0,0,0,3,5,49,3.912023005428146,0,1,4,0,9,7,4,1,0,335.0
2,25,11,119,4.787491742782046,0,2,4,0,9,86,4.465908118654584,1,2,1,2,6,117,4.770684624465665,0,0,2,5,7,8,1,1,0,154.0
5,28,9,128,4.859812404361672,1,2,3,2,8,88,4.48863636973214,1,1,3,4,8,30,3.4339872044851463,1,0,0,2,0,6,7,2,0,266.0
23,24,19,172,5.153291594497779,1,1,2,4,2,121,4.804021044733257,0,1,1,2,1,41,3.7376696182833684,0,2,1,6,1,4,6,1,0,354.0
24,13,16,78,4.3694478524670215,1,0,3,1,8,8,2.1972245773362196,1,2,3,1,8,51,3.9512437185814275,0,0,1,2,1,1,4,1,0,175.0
19,18,12,150,5.017279836814924,1,0,0,3,0,57,4.060443010546419,0,0,2,1,7,100,4.61512051684126,1,1,0,2,0,7,3,1,0,293.0
26,12,8,157,5.062595033026967,0,1,2,3,7,18,2.9444389791664403,1,0,3,4,8,129,4.867534450455582,0,0,4,3,9,4,8,1,0,324.0
3,24,18,83,4.430816798843313,0,2,3,6,3,53,3.9889840465642745,0,2,3,4,3,8,2.1972245773362196,1,2,3,1,8,0,1,1,0,188.0
26,10,0,129,4.867534450455582,0,0,4,3,9,33,3.5263605246161616,0,0,3,5,3,20,3.044522437723423,1,2,0,6,0,6,5,1,0,334.0
20,15,14,105,4.663439094112067,0,0,0,0,5,57,4.060443010546419,0,0,2,1,7,64,4.174387269895637,1,1,4,1,4,5,3,1,0,194.0
25,17,12,54,4.007333185232471,1,0,4,5,4,20,3.044522437723423,1,2,0,6,0,22,3.1354942159291497,1,1,2,1,2,0,8,2,0,120.0
1,13,3,127,4.852030263919617,0,1,2,1,7,118,4.77912349311153,1,1,3,6,8,122,4.812184355372417,1,2,2,3,2,9,5,1,0,141.0
2,9,21,65,4.189654742026425,0,2,0,2,5,9,2.302585092994046,0,0,4,2,9,17,2.8903717578961645,0,2,2,3,7,2,0,1,0,169.0
14,11,16,115,4.7535901911063645,0,1,0,3,5,98,4.59511985013459,1,2,3,0,8,82,4.418840607796598,1,1,2,5,2,1,2,1,0,165.0
4,11,3,61,4.127134385045092,0,1,1,5,1,17,2.8903717578961645,0,2,2,3,7,44,3.8066624897703196,1,2,4,2,4,9,0,1,0,122.0
0,22,13,195,5.278114659230517,0,0,0,6,5,177,5.181783550292085,0,0,2,2,7,12,2.5649493574615367,1,0,2,5,2,1,9,3,0,396.0
4,10,27,134,4.90527477843843,1,2,4,1,4,28,3.367295829986474,1,1,3,0,8,82,4.418840607796598,1,1,2,5,2,9,7,2,0,292.0
16,2,8,94,4.553876891600541,1,1,4,3,4,58,4.07753744390572,1,1,3,2,8,83,4.430816798843313,0,2,3,6,3,1,0,1,0,141.0
12,8,13,148,5.003946305945459,1,1,3,1,8,140,4.948759890378168,1,2,0,0,0,117,4.770684624465665,0,0,2,5,7,3,0,1,0,187.0
5,21,27,65,4.189654742026425,0,2,0,2,5,10,2.3978952727983707,1,1,0,3,0,31,3.4657359027997265,0,1,1,3,1,1,5,1,0,154.0
5,11,18,131,4.882801922586371,0,2,1,5,1,75,4.330733340286331,0,0,0,5,5,114,4.74493212836325,1,0,4,2,4,8,0,1,0,204.0
23,23,0,22,3.1354942159291497,1,1,2,1,2,21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,0,2,0,5,5,5,5,1,0,40.0
6,23,14,29,3.4011973816621555,0,2,4,1,9,16,2.833213344056216,1,1,1,2,6,18,2.9444389791664403,1,0,3,4,8,0,8,1,0,53.0
0,3,6,155,5.049856007249537,0,2,0,1,5,92,4.532599493153256,1,2,2,1,2,111,4.718498871295094,0,0,1,6,1,8,8,1,0,262.0
27,12,26,148,5.003946305945459,1,1,3,1,8,89,4.499809670330265,0,2,4,5,9,15,2.772588722239781,0,0,0,1,5,11,4,1,0,340.0
14,14,22,176,5.176149732573829,1,2,1,1,6,149,5.0106352940962555,0,2,4,2,9,27,3.332204510175204,0,0,2,6,7,2,0,1,0,352.0
21,12,8,162,5.093750200806762,1,0,2,1,2,7,2.0794415416798357,0,1,2,0,7,92,4.532599493153256,1,2,2,1,2,6,9,1,0,387.0
14,4,7,188,5.241747015059643,1,2,3,6,8,127,4.852030263919617,0,1,2,1,7,169,5.135798437050262,0,1,4,1,9,8,8,1,0,268.0
24,15,11,197,5.288267030694535,0,2,2,1,7,155,5.049856007249537,0,2,0,1,5,176,5.176149732573829,1,2,1,1,6,8,6,1,0,260.0
9,23,6,81,4.406719247264253,0,0,1,4,1,67,4.219507705176107,0,1,2,4,7,59,4.0943445622221,0,2,4,3,9,7,2,1,0,117.0
26,11,15,57,4.060443010546419,0,0,2,1,7,19,2.995732273553991,0,1,4,5,9,44,3.8066624897703196,1,2,4,2,4,8,0,1,1,108.0
16,4,17,46,3.8501476017100584,1,1,1,4,6,42,3.7612001156935624,1,0,2,0,2,42,3.7612001156935624,1,0,2,0,2,7,8,2,1,54.0
16,11,20,73,4.30406509320417,0,1,3,3,3,47,3.871201010907891,0,2,2,5,7,23,3.1780538303479458,0,2,3,2,3,4,1,1,0,149.0
28,23,23,69,4.248495242049359,0,0,4,6,9,65,4.189654742026425,0,2,0,2,5,8,2.1972245773362196,1,2,3,1,8,4,3,1,0,134.0
21,1,14,72,4.290459441148391,1,0,2,2,2,28,3.367295829986474,1,1,3,0,8,61,4.127134385045092,0,1,1,5,1,7,8,1,0,127.0
27,18,25,83,4.430816798843313,0,2,3,6,3,21,3.091042453358316,0,0,1,0,1,18,2.9444389791664403,1,0,3,4,8,11,7,1,0,210.0
10,2,13,100,4.61512051684126,1,1,0,2,0,57,4.060443010546419,0,0,2,1,7,20,3.044522437723423,1,2,0,6,0,5,4,1,1,223.0
28,12,11,198,5.293304824724492,1,0,3,2,8,61,4.127134385045092,0,1,1,5,1,41,3.7376696182833684,0,2,1,6,1,11,8,1,0,492.0
