slot_person_name,slot_room_name,slot_length_ft,slot_length_ft_abs_log1p,slot_length_ft_is_even,slot_length_ft_mod3,slot_length_ft_mod5,slot_length_ft_mod7,slot_length_ft_mod10,slot_width_ft,slot_width_ft_abs_log1p,slot_width_ft_is_even,slot_width_ft_mod3,slot_width_ft_mod5,slot_width_ft_mod7,slot_width_ft_mod10,slot_cost_material_per_sqft,slot_cost_material_per_sqft_abs_log1p,slot_cost_material_per_sqft_is_even,slot_cost_material_per_sqft_mod3,slot_cost_material_per_sqft_mod5,slot_cost_material_per_sqft_mod7,slot_cost_material_per_sqft_mod10,slot_cost_padding_per_sqft,slot_cost_padding_per_sqft_abs_log1p,slot_cost_padding_per_sqft_sign,slot_cost_padding_per_sqft_is_even,slot_cost_padding_per_sqft_mod3,slot_cost_padding_per_sqft_mod5,slot_cost_padding_per_sqft_mod7,slot_cost_padding_per_sqft_mod10,slot_cost_removal_per_sqft,slot_cost_removal_per_sqft_abs_log1p,slot_cost_removal_per_sqft_sign,slot_cost_removal_per_sqft_is_even,slot_cost_removal_per_sqft_mod3,slot_cost_removal_per_sqft_mod5,slot_cost_removal_per_sqft_mod7,slot_cost_removal_per_sqft_mod10,slot_cost_install_per_sqft,slot_cost_install_per_sqft_abs_log1p,slot_cost_install_per_sqft_is_even,slot_cost_install_per_sqft_mod3,slot_cost_install_per_sqft_mod5,slot_cost_install_per_sqft_mod7,slot_cost_install_per_sqft_mod10,slot_currency_symbol,gcd_all,n_multiple_pairs,y
7,3,12,2.5649493574615367,1,0,2,5,2,22,3.1354942159291497,1,1,2,1,2,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,1,2,3,1,8,8,2.1972245773362196,1,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,0,1,2,9240.0
6,4,17,2.8903717578961645,0,2,2,3,7,21,3.091042453358316,0,0,1,0,1,25,3.258096538021482,0,1,0,4,5,7,2.0794415416798357,1,0,1,2,0,7,7,2.0794415416798357,1,0,1,2,0,7,22,3.1354942159291497,1,1,2,1,2,1,1,3,21777.0
6,2,25,3.258096538021482,0,1,0,4,5,15,2.772588722239781,0,0,0,1,5,32,3.4965075614664802,1,2,2,4,2,8,2.1972245773362196,1,1,2,3,1,8,2,1.0986122886681098,1,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,1,1,5,30750.0
0,0,15,2.772588722239781,0,0,0,1,5,28,3.367295829986474,1,1,3,0,8,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,1,0,2,0,5,5,39,3.6888794541139363,0,0,4,4,9,2,1,4,31080.0
5,4,29,3.4011973816621555,0,2,4,1,9,19,2.995732273553991,0,1,4,5,9,33,3.5263605246161616,0,0,3,5,3,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,31,3.4657359027997265,0,1,1,3,1,2,1,1,38570.0
4,2,27,3.332204510175204,0,0,2,6,7,19,2.995732273553991,0,1,4,5,9,32,3.4965075614664802,1,2,2,4,2,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,1,0,1,6,6,33,3.5263605246161616,0,0,3,5,3,2,1,2,37449.0
6,3,16,2.833213344056216,1,1,1,2,6,23,3.1780538303479458,0,2,3,2,3,34,3.5553480614894135,1,1,4,6,4,0,0.0,0,1,0,0,0,0,7,2.0794415416798357,1,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,2,1,0,22080.0
6,3,26,3.295836866004329,1,2,1,5,6,16,2.833213344056216,1,1,1,2,6,9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,1,0,1,6,6,3,1.3862943611198906,1,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,2,1,4,17472.0
7,1,18,2.9444389791664403,1,0,3,4,8,28,3.367295829986474,1,1,3,0,8,29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,14,2.70805020110221,1,2,4,0,4,0,1,7,24192.0
6,2,19,2.995732273553991,0,1,4,5,9,25,3.258096538021482,0,1,0,4,5,36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,36,3.6109179126442243,1,0,1,1,6,0,1,4,38475.0
7,1,13,2.6390573296152584,0,1,3,6,3,17,2.8903717578961645,0,2,2,3,7,39,3.6888794541139363,0,0,4,4,9,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,2,1,1,15912.0
7,4,18,2.9444389791664403,1,0,3,4,8,23,3.1780538303479458,0,2,3,2,3,32,3.4965075614664802,1,2,2,4,2,0,0.0,0,1,0,0,0,0,7,2.0794415416798357,1,0,1,2,0,7,23,3.1780538303479458,0,2,3,2,3,0,1,1,25668.0
2,3,18,2.9444389791664403,1,0,3,4,8,28,3.367295829986474,1,1,3,0,8,29,3.4011973816621555,0,2,4,1,9,1,0.6931471805599453,1,0,1,1,1,1,8,2.1972245773362196,1,1,2,3,1,8,41,3.7376696182833684,0,2,1,6,1,1,1,5,39816.0
5,0,27,3.332204510175204,0,0,2,6,7,20,3.044522437723423,1,2,0,6,0,29,3.4011973816621555,0,2,4,1,9,6,1.9459101490553132,1,1,0,1,6,6,5,1.791759469228055,1,0,2,0,5,5,50,3.9318256327243257,1,2,0,1,0,0,1,2,48600.0
6,1,20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,19,2.995732273553991,0,1,4,5,9,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,1,0,1,6,6,41,3.7376696182833684,0,2,1,6,1,2,1,0,14520.0
6,4,26,3.295836866004329,1,2,1,5,6,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,0,0.0,0,1,0,0,0,0,5,1.791759469228055,1,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,0,1,1,14040.0
7,2,20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,31,3.4657359027997265,0,1,1,3,1,4,1.6094379124341003,1,1,1,4,4,4,9,2.302585092994046,1,0,0,4,2,9,32,3.4965075614664802,1,2,2,4,2,2,1,3,18240.0
3,0,27,3.332204510175204,0,0,2,6,7,12,2.5649493574615367,1,0,2,5,2,32,3.4965075614664802,1,2,2,4,2,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,1,0,1,6,6,48,3.8918202981106265,1,0,3,6,8,0,1,6,29808.0
3,2,29,3.4011973816621555,0,2,4,1,9,25,3.258096538021482,0,1,0,4,5,36,3.6109179126442243,1,0,1,1,6,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,0,1,2,44950.0
2,4,17,2.8903717578961645,0,2,2,3,7,30,3.4339872044851463,1,0,0,2,0,28,3.367295829986474,1,1,3,0,8,6,1.9459101490553132,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,16,2.833213344056216,1,1,1,2,6,0,1,1,25500.0
0,3,30,3.4339872044851463,1,0,0,2,0,24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,0,1,9,23760.0
7,4,24,3.2188758248682006,1,0,4,3,4,24,3.2188758248682006,1,0,4,3,4,37,3.6375861597263857,0,1,2,2,7,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,41,3.7376696182833684,0,2,1,6,1,1,1,6,49536.0
7,4,30,3.4339872044851463,1,0,0,2,0,15,2.772588722239781,0,0,0,1,5,27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,16,2.833213344056216,1,1,1,2,6,0,1,9,21150.0
6,3,21,3.091042453358316,0,0,1,0,1,12,2.5649493574615367,1,0,2,5,2,34,3.5553480614894135,1,1,4,6,4,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,1,1,6,13104.0
5,3,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,38,3.6635616461296463,1,2,3,3,8,0,0.0,0,1,0,0,0,0,8,2.1972245773362196,1,1,2,3,1,8,31,3.4657359027997265,0,1,1,3,1,2,1,0,46200.0
6,2,18,2.9444389791664403,1,0,3,4,8,16,2.833213344056216,1,1,1,2,6,39,3.6888794541139363,0,0,4,4,9,5,1.791759469228055,1,0,2,0,5,5,8,2.1972245773362196,1,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,2,1,1,21600.0
5,4,28,3.367295829986474,1,1,3,0,8,20,3.044522437723423,1,2,0,6,0,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,30,3.4339872044851463,1,0,0,2,0,1,2,4,32480.0
1,1,29,3.4011973816621555,0,2,4,1,9,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,1,2,3,1,8,1,0.6931471805599453,1,0,1,1,1,1,27,3.332204510175204,0,0,2,6,7,2,1,5,18270.0
3,4,11,2.4849066497880004,0,2,1,4,1,29,3.4011973816621555,0,2,4,1,9,40,3.713572066704308,1,1,0,5,0,8,2.1972245773362196,1,1,2,3,1,8,8,2.1972245773362196,1,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,2,1,3,23606.0
0,0,18,2.9444389791664403,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,28,3.367295829986474,1,1,3,0,8,7,2.0794415416798357,1,0,1,2,0,7,0,0.0,0,1,0,0,0,0,49,3.912023005428146,0,1,4,0,9,0,1,3,27216.0
0,1,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,1,0,0,3,3,3,10,2.3978952727983707,1,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,2,1,1,8228.0
5,4,12,2.5649493574615367,1,0,2,5,2,19,2.995732273553991,0,1,4,5,9,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,25,3.258096538021482,0,1,0,4,5,0,1,6,10260.0
7,3,12,2.5649493574615367,1,0,2,5,2,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,0,1,8,5580.0
6,2,22,3.1354942159291497,1,1,2,1,2,11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,1,4,4,4,3,1.3862943611198906,1,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,0,1,3,8470.0
4,1,15,2.772588722239781,0,0,0,1,5,18,2.9444389791664403,1,0,3,4,8,26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,1,1,4,13230.0
1,4,29,3.4011973816621555,0,2,4,1,9,10,2.3978952727983707,1,1,0,3,0,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,27,3.332204510175204,0,0,2,6,7,0,1,2,15950.0
1,2,29,3.4011973816621555,0,2,4,1,9,17,2.8903717578961645,0,2,2,3,7,21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,1,4,4,4,0,0.0,0,1,0,0,0,0,24,3.2188758248682006,1,0,4,3,4,0,1,1,24157.0
7,1,15,2.772588722239781,0,0,0,1,5,25,3.258096538021482,0,1,0,4,5,17,2.8903717578961645,0,2,2,3,7,0,0.0,0,1,0,0,0,0,7,2.0794415416798357,1,0,1,2,0,7,38,3.6635616461296463,1,2,3,3,8,2,1,0,23250.0
3,2,21,3.091042453358316,0,0,1,0,1,26,3.295836866004329,1,2,1,5,6,22,3.1354942159291497,1,1,2,1,2,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,1,1,1,22932.0
3,2,16,2.833213344056216,1,1,1,2,6,14,2.70805020110221,1,2,4,0,4,35,3.58351893845611,0,2,0,0,5,3,1.3862943611198906,1,0,0,3,3,3,10,2.3978952727983707,1,1,1,0,3,0,41,3.7376696182833684,0,2,1,6,1,1,1,0,19936.0
4,3,26,3.295836866004329,1,2,1,5,6,20,3.044522437723423,1,2,0,6,0,19,2.995732273553991,0,1,4,5,9,8,2.1972245773362196,1,1,2,3,1,8,5,1.791759469228055,1,0,2,0,5,5,50,3.9318256327243257,1,2,0,1,0,1,1,2,42640.0
7,1,21,3.091042453358316,0,0,1,0,1,28,3.367295829986474,1,1,3,0,8,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,1,2,2,2,2,25,3.258096538021482,0,1,0,4,5,2,1,4,21168.0
6,0,18,2.9444389791664403,1,0,3,4,8,17,2.8903717578961645,0,2,2,3,7,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,27,3.332204510175204,0,0,2,6,7,2,1,7,16524.0
2,0,11,2.4849066497880004,0,2,1,4,1,16,2.833213344056216,1,1,1,2,6,40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,35,3.58351893845611,0,2,0,0,5,0,1,2,14080.0
0,4,22,3.1354942159291497,1,1,2,1,2,19,2.995732273553991,0,1,4,5,9,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,1,1,2,15884.0
5,3,22,3.1354942159291497,1,1,2,1,2,28,3.367295829986474,1,1,3,0,8,33,3.5263605246161616,0,0,3,5,3,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,48,3.8918202981106265,1,0,3,6,8,1,1,1,56672.0
7,0,20,3.044522437723423,1,2,0,6,0,27,3.332204510175204,0,0,2,6,7,39,3.6888794541139363,0,0,4,4,9,7,2.0794415416798357,1,0,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,1,1,3,42120.0
6,4,12,2.5649493574615367,1,0,2,5,2,19,2.995732273553991,0,1,4,5,9,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,1,2,3,1,8,6,1.9459101490553132,1,1,0,1,6,6,29,3.4011973816621555,0,2,4,1,9,1,1,2,11628.0
1,1,29,3.4011973816621555,0,2,4,1,9,25,3.258096538021482,0,1,0,4,5,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,1,0,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,0,1,1,31900.0
7,1,16,2.833213344056216,1,1,1,2,6,27,3.332204510175204,0,0,2,6,7,8,2.1972245773362196,1,2,3,1,8,0,0.0,0,1,0,0,0,0,9,2.302585092994046,1,0,0,4,2,9,21,3.091042453358316,0,0,1,0,1,2,1,2,16416.0
7,0,17,2.8903717578961645,0,2,2,3,7,16,2.833213344056216,1,1,1,2,6,22,3.1354942159291497,1,1,2,1,2,7,2.0794415416798357,1,0,1,2,0,7,8,2.1972245773362196,1,1,2,3,1,8,29,3.4011973816621555,0,2,4,1,9,2,1,1,17952.0
0,4,27,3.332204510175204,0,0,2,6,7,10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,26,3.295836866004329,1,2,1,5,6,0,1,6,14310.0
0,3,17,2.8903717578961645,0,2,2,3,7,21,3.091042453358316,0,0,1,0,1,30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,1,2,2,2,2,25,3.258096538021482,0,1,0,4,5,0,1,3,21420.0
4,3,16,2.833213344056216,1,1,1,2,6,26,3.295836866004329,1,2,1,5,6,33,3.5263605246161616,0,0,3,5,3,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,37,3.6375861597263857,0,1,2,2,7,1,1,3,32448.0
7,1,17,2.8903717578961645,0,2,2,3,7,10,2.3978952727983707,1,1,0,3,0,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,1,0,0,3,3,3,10,2.3978952727983707,1,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,0,1,2,7480.0
1,3,22,3.1354942159291497,1,1,2,1,2,21,3.091042453358316,0,0,1,0,1,34,3.5553480614894135,1,1,4,6,4,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,15,2.772588722239781,0,0,0,1,5,2,1,1,24948.0
0,3,20,3.044522437723423,1,2,0,6,0,20,3.044522437723423,1,2,0,6,0,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,1,0,1,6,6,9,2.302585092994046,1,0,0,4,2,9,41,3.7376696182833684,0,2,1,6,1,1,1,1,28800.0
1,0,24,3.2188758248682006,1,0,4,3,4,24,3.2188758248682006,1,0,4,3,4,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,1,2,2,2,2,9,2.302585092994046,1,0,0,4,2,9,34,3.5553480614894135,1,1,4,6,4,1,1,4,29952.0
5,1,29,3.4011973816621555,0,2,4,1,9,23,3.1780538303479458,0,2,3,2,3,38,3.6635616461296463,1,2,3,3,8,6,1.9459101490553132,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,49,3.912023005428146,0,1,4,0,9,2,1,0,62031.0
3,0,27,3.332204510175204,0,0,2,6,7,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,7,2.0794415416798357,1,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,1,1,1,16983.0
1,4,17,2.8903717578961645,0,2,2,3,7,17,2.8903717578961645,0,2,2,3,7,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,1,1,2,14739.0
0,0,17,2.8903717578961645,0,2,2,3,7,20,3.044522437723423,1,2,0,6,0,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,1,0,1,6,6,37,3.6375861597263857,0,1,2,2,7,1,1,2,18360.0
6,3,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,1,0,1,2,0,7,7,2.0794415416798357,1,0,1,2,0,7,27,3.332204510175204,0,0,2,6,7,2,1,1,12528.0
6,0,24,3.2188758248682006,1,0,4,3,4,18,2.9444389791664403,1,0,3,4,8,39,3.6888794541139363,0,0,4,4,9,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,1,0,2,0,5,5,50,3.9318256327243257,1,2,0,1,0,2,1,4,41904.0
5,0,19,2.995732273553991,0,1,4,5,9,14,2.70805020110221,1,2,4,0,4,26,3.295836866004329,1,2,1,5,6,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,1,1,1,13300.0
3,3,17,2.8903717578961645,0,2,2,3,7,23,3.1780538303479458,0,2,3,2,3,19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,1,4,4,4,7,2.0794415416798357,1,0,1,2,0,7,45,3.828641396489095,0,0,0,3,5,0,1,0,29325.0
1,3,18,2.9444389791664403,1,0,3,4,8,21,3.091042453358316,0,0,1,0,1,13,2.6390573296152584,0,1,3,6,3,7,2.0794415416798357,1,0,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,39,3.6888794541139363,0,0,4,4,9,0,1,5,23436.0
1,1,12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,1,2,2,2,2,7,2.0794415416798357,1,0,1,2,0,7,47,3.871201010907891,0,2,2,5,7,2,1,3,21600.0
7,0,17,2.8903717578961645,0,2,2,3,7,17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,1,2,3,1,8,10,2.3978952727983707,1,1,1,0,3,0,32,3.4965075614664802,1,2,2,4,2,2,1,2,16473.0
0,1,30,3.4339872044851463,1,0,0,2,0,20,3.044522437723423,1,2,0,6,0,27,3.332204510175204,0,0,2,6,7,7,2.0794415416798357,1,0,1,2,0,7,9,2.302585092994046,1,0,0,4,2,9,47,3.871201010907891,0,2,2,5,7,0,1,1,54000.0
4,0,29,3.4011973816621555,0,2,4,1,9,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,4,1.6094379124341003,1,1,1,4,4,4,0,0.0,0,1,0,0,0,0,17,2.8903717578961645,0,2,2,3,7,0,1,0,12470.0
3,4,25,3.258096538021482,0,1,0,4,5,23,3.1780538303479458,0,2,3,2,3,39,3.6888794541139363,0,0,4,4,9,7,2.0794415416798357,1,0,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,42,3.7612001156935624,1,0,2,0,2,0,1,1,52900.0
6,3,25,3.258096538021482,0,1,0,4,5,19,2.995732273553991,0,1,4,5,9,8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,1,2,3,1,8,2,1.0986122886681098,1,1,2,2,2,2,17,2.8903717578961645,0,2,2,3,7,2,1,3,16625.0
2,0,17,2.8903717578961645,0,2,2,3,7,30,3.4339872044851463,1,0,0,2,0,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,1,4,4,4,10,2.3978952727983707,1,1,1,0,3,0,16,2.833213344056216,1,1,1,2,6,1,1,3,27540.0
3,3,30,3.4339872044851463,1,0,0,2,0,23,3.1780538303479458,0,2,3,2,3,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,1,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,2,1,3,33810.0
2,3,18,2.9444389791664403,1,0,3,4,8,18,2.9444389791664403,1,0,3,4,8,30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,14,2.70805020110221,1,2,4,0,4,0,1,10,15228.0
6,0,17,2.8903717578961645,0,2,2,3,7,15,2.772588722239781,0,0,0,1,5,32,3.4965075614664802,1,2,2,4,2,7,2.0794415416798357,1,0,1,2,0,7,1,0.6931471805599453,1,0,1,1,1,1,19,2.995732273553991,0,1,4,5,9,1,1,5,15045.0
6,0,18,2.9444389791664403,1,0,3,4,8,11,2.4849066497880004,0,2,1,4,1,31,3.4657359027997265,0,1,1,3,1,7,2.0794415416798357,1,0,1,2,0,7,8,2.1972245773362196,1,1,2,3,1,8,43,3.784189633918261,0,1,3,1,3,1,1,0,17622.0
3,2,11,2.4849066497880004,0,2,1,4,1,18,2.9444389791664403,1,0,3,4,8,31,3.4657359027997265,0,1,1,3,1,4,1.6094379124341003,1,1,1,4,4,4,9,2.302585092994046,1,0,0,4,2,9,20,3.044522437723423,1,2,0,6,0,0,1,2,12672.0
7,0,19,2.995732273553991,0,1,4,5,9,21,3.091042453358316,0,0,1,0,1,29,3.4011973816621555,0,2,4,1,9,5,1.791759469228055,1,0,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,21,3.091042453358316,0,0,1,0,1,2,1,2,23940.0
2,3,25,3.258096538021482,0,1,0,4,5,22,3.1354942159291497,1,1,2,1,2,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,0,1,4,31350.0
0,4,10,2.3978952727983707,1,1,0,3,0,11,2.4849066497880004,0,2,1,4,1,28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,1,0,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,46,3.8501476017100584,1,1,1,4,6,2,1,2,9130.0
1,1,30,3.4339872044851463,1,0,0,2,0,26,3.295836866004329,1,2,1,5,6,24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,1,0,0,3,3,3,7,2.0794415416798357,1,0,1,2,0,7,17,2.8903717578961645,0,2,2,3,7,2,1,2,39780.0
7,0,17,2.8903717578961645,0,2,2,3,7,28,3.367295829986474,1,1,3,0,8,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,29,3.4011973816621555,0,2,4,1,9,2,1,7,27608.0
7,1,29,3.4011973816621555,0,2,4,1,9,24,3.2188758248682006,1,0,4,3,4,34,3.5553480614894135,1,1,4,6,4,8,2.1972245773362196,1,1,2,3,1,8,8,2.1972245773362196,1,1,2,3,1,8,26,3.295836866004329,1,2,1,5,6,2,1,3,52896.0
5,1,29,3.4011973816621555,0,2,4,1,9,12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,1,4,4,4,33,3.5263605246161616,0,0,3,5,3,0,1,3,20532.0
2,2,19,2.995732273553991,0,1,4,5,9,11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,1,4,4,4,0,0.0,0,1,0,0,0,0,41,3.7376696182833684,0,2,1,6,1,1,1,0,10868.0
0,3,15,2.772588722239781,0,0,0,1,5,27,3.332204510175204,0,0,2,6,7,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,31,3.4657359027997265,0,1,1,3,1,0,1,2,23895.0
1,2,11,2.4849066497880004,0,2,1,4,1,12,2.5649493574615367,1,0,2,5,2,39,3.6888794541139363,0,0,4,4,9,1,0.6931471805599453,1,0,1,1,1,1,7,2.0794415416798357,1,0,1,2,0,7,43,3.784189633918261,0,1,3,1,3,1,1,5,11880.0
3,3,16,2.833213344056216,1,1,1,2,6,29,3.4011973816621555,0,2,4,1,9,9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,1,2,3,1,8,10,2.3978952727983707,1,1,1,0,3,0,30,3.4339872044851463,1,0,0,2,0,2,1,2,26448.0
0,1,17,2.8903717578961645,0,2,2,3,7,27,3.332204510175204,0,0,2,6,7,10,2.3978952727983707,1,1,0,3,0,0,0.0,0,1,0,0,0,0,8,2.1972245773362196,1,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,1,1,1,17442.0
1,0,22,3.1354942159291497,1,1,2,1,2,18,2.9444389791664403,1,0,3,4,8,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,1,2,2,2,2,9,2.302585092994046,1,0,0,4,2,9,16,2.833213344056216,1,1,1,2,6,2,1,4,20592.0
1,4,23,3.1780538303479458,0,2,3,2,3,12,2.5649493574615367,1,0,2,5,2,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,1,2,2,2,2,1,0.6931471805599453,1,0,1,1,1,1,40,3.713572066704308,1,1,0,5,0,0,1,7,14352.0
