slot_base_price,slot_base_price_abs_log1p,slot_base_price_is_even,slot_base_price_mod3,slot_base_price_mod7,slot_base_price_mod10,slot_inc_pct,slot_inc_pct_abs_log1p,slot_inc_pct_is_even,slot_inc_pct_mod3,slot_inc_pct_mod7,slot_inc_pct_mod10,slot_dec_pct,slot_dec_pct_abs_log1p,slot_dec_pct_is_even,slot_dec_pct_mod3,slot_dec_pct_mod7,slot_dec_pct_mod10,slot_currency,slot_item,slot_month1,slot_month2,slot_month3,gcd_all,n_multiple_pairs,y
35,3.58351893845611,0,2,0,5,30,3.4339872044851463,1,0,2,0,65,4.189654742026425,0,2,2,5,3,8,8,2,0,5,0,15.92
500,6.2166061010848646,1,2,3,0,5,1.791759469228055,0,2,5,5,15,2.772588722239781,0,0,1,5,2,4,4,9,2,5,2,446.25
115,4.7535901911063645,0,1,3,5,50,3.9318256327243257,1,2,1,0,45,3.828641396489095,0,0,3,5,0,3,4,5,3,5,0,94.88
310,5.739792912179234,1,1,2,0,25,3.258096538021482,0,1,4,5,30,3.4339872044851463,1,0,2,0,1,0,7,10,1,5,0,271.25
410,6.018593214496234,1,2,4,0,60,4.110873864173311,1,0,4,0,70,4.2626798770413155,1,1,0,0,3,0,6,9,1,10,0,196.8
345,5.846438775057725,0,0,2,5,75,4.330733340286331,0,0,5,5,35,3.58351893845611,0,2,0,5,1,5,7,7,2,5,0,392.44
125,4.836281906951478,0,2,6,5,20,3.044522437723423,1,2,6,0,50,3.9318256327243257,1,2,1,0,1,0,8,3,5,5,0,75.0
65,4.189654742026425,0,2,2,5,100,4.61512051684126,1,1,2,0,10,2.3978952727983707,1,1,3,0,3,7,2,5,4,5,1,117.0
200,5.303304908059076,1,2,4,0,20,3.044522437723423,1,2,6,0,20,3.044522437723423,1,2,6,0,0,6,8,3,11,20,3,192.0
350,5.860786223465865,1,2,0,0,75,4.330733340286331,0,0,5,5,65,4.189654742026425,0,2,2,5,1,7,6,11,10,5,0,214.38
185,5.225746673713202,0,2,3,5,75,4.330733340286331,0,0,5,5,20,3.044522437723423,1,2,6,0,1,3,7,2,10,5,0,259.0
65,4.189654742026425,0,2,2,5,40,3.713572066704308,1,1,5,0,55,4.02535169073515,0,1,6,5,2,8,7,2,8,5,0,40.95
65,4.189654742026425,0,2,2,5,25,3.258096538021482,0,1,4,5,55,4.02535169073515,0,1,6,5,2,3,8,8,1,5,0,36.56
310,5.739792912179234,1,1,2,0,90,4.51085950651685,1,0,6,0,20,3.044522437723423,1,2,6,0,2,7,6,0,6,10,0,471.2
335,5.817111159963204,0,2,6,5,75,4.330733340286331,0,0,5,5,55,4.02535169073515,0,1,6,5,1,8,6,4,8,5,0,263.81
180,5.198497031265826,1,0,5,0,5,1.791759469228055,0,2,5,5,60,4.110873864173311,1,0,4,0,2,2,5,5,5,5,3,75.6
460,6.133398042996649,1,1,5,0,70,4.2626798770413155,1,1,0,0,45,3.828641396489095,0,0,3,5,3,4,10,11,9,5,0,430.1
15,2.772588722239781,0,0,1,5,75,4.330733340286331,0,0,5,5,40,3.713572066704308,1,1,5,0,1,4,4,2,10,5,1,15.75
260,5.564520407322694,1,2,1,0,20,3.044522437723423,1,2,6,0,75,4.330733340286331,0,0,5,5,0,2,4,11,8,5,1,78.0
150,5.017279836814924,1,0,3,0,40,3.713572066704308,1,1,5,0,15,2.772588722239781,0,0,1,5,0,4,5,8,5,5,1,178.5
470,6.154858094016418,1,2,1,0,120,4.795790545596741,1,0,1,0,10,2.3978952727983707,1,1,3,0,1,4,10,2,0,10,2,930.6
50,3.9318256327243257,1,2,1,0,25,3.258096538021482,0,1,4,5,60,4.110873864173311,1,0,4,0,3,4,6,9,1,5,1,25.0
370,5.916202062607435,1,1,6,0,30,3.4339872044851463,1,0,2,0,55,4.02535169073515,0,1,6,5,0,9,5,4,8,5,0,216.45
270,5.602118820879701,1,0,4,0,20,3.044522437723423,1,2,6,0,60,4.110873864173311,1,0,4,0,1,0,5,2,7,10,1,129.6
465,6.144185634125646,0,0,3,5,40,3.713572066704308,1,1,5,0,35,3.58351893845611,0,2,0,5,3,1,8,2,6,5,0,423.15
150,5.017279836814924,1,0,3,0,100,4.61512051684126,1,1,2,0,50,3.9318256327243257,1,2,1,0,0,8,4,10,4,50,2,150.0
160,5.081404364984463,1,1,6,0,5,1.791759469228055,0,2,5,5,55,4.02535169073515,0,1,6,5,0,9,6,4,4,5,2,75.6
355,5.87493073085203,0,1,5,5,120,4.795790545596741,1,0,1,0,60,4.110873864173311,1,0,4,0,2,7,11,11,1,5,1,312.4
410,6.018593214496234,1,2,4,0,40,3.713572066704308,1,1,5,0,10,2.3978952727983707,1,1,3,0,1,5,1,7,4,10,2,516.6
185,5.225746673713202,0,2,3,5,30,3.4339872044851463,1,0,2,0,30,3.4339872044851463,1,0,2,0,3,4,0,6,11,5,1,168.35
365,5.902633333401366,0,2,1,5,10,2.3978952727983707,1,1,3,0,25,3.258096538021482,0,1,4,5,0,2,10,3,4,5,0,301.13
420,6.042632833682381,1,0,0,0,100,4.61512051684126,1,1,2,0,40,3.713572066704308,1,1,5,0,3,2,11,11,5,20,0,504.0
325,5.786897381366708,0,1,3,5,10,2.3978952727983707,1,1,3,0,20,3.044522437723423,1,2,6,0,2,1,2,2,5,5,1,286.0
170,5.14166355650266,1,2,2,0,15,2.772588722239781,0,0,1,5,60,4.110873864173311,1,0,4,0,0,4,7,7,1,5,1,78.2
490,6.19644412779452,1,1,0,0,100,4.61512051684126,1,1,2,0,35,3.58351893845611,0,2,0,5,3,4,9,3,5,5,1,637.0
410,6.018593214496234,1,2,4,0,25,3.258096538021482,0,1,4,5,20,3.044522437723423,1,2,6,0,3,7,4,1,5,5,0,410.0
285,5.655991810819852,0,0,5,5,75,4.330733340286331,0,0,5,5,25,3.258096538021482,0,1,4,5,3,9,7,9,10,5,1,374.06
440,6.089044875446846,1,2,6,0,5,1.791759469228055,0,2,5,5,70,4.2626798770413155,1,1,0,0,0,2,8,10,2,5,2,138.6
55,4.02535169073515,0,1,6,5,30,3.4339872044851463,1,0,2,0,65,4.189654742026425,0,2,2,5,0,2,5,1,9,5,0,25.02
15,2.772588722239781,0,0,1,5,50,3.9318256327243257,1,2,1,0,15,2.772588722239781,0,0,1,5,3,9,1,1,8,5,1,19.12
475,6.16541785423142,0,1,6,5,120,4.795790545596741,1,0,1,0,35,3.58351893845611,0,2,0,5,0,1,4,8,5,5,0,679.25
190,5.25227342804663,1,1,1,0,60,4.110873864173311,1,0,4,0,65,4.189654742026425,0,2,2,5,0,2,3,7,11,5,0,106.4
450,6.111467339502679,1,0,2,0,30,3.4339872044851463,1,0,2,0,40,3.713572066704308,1,1,5,0,3,2,8,10,0,10,1,351.0
405,6.0063531596017325,0,0,6,5,40,3.713572066704308,1,1,5,0,30,3.4339872044851463,1,0,2,0,0,9,0,3,2,5,0,396.9
435,6.077642243349034,0,0,1,5,100,4.61512051684126,1,1,2,0,30,3.4339872044851463,1,0,2,0,2,5,4,2,9,5,0,609.0
360,5.8888779583328805,1,0,3,0,5,1.791759469228055,0,2,5,5,25,3.258096538021482,0,1,4,5,3,0,10,0,1,5,2,283.5
220,5.3981627015177525,1,1,3,0,40,3.713572066704308,1,1,5,0,30,3.4339872044851463,1,0,2,0,0,7,7,2,8,10,0,215.6
20,3.044522437723423,1,2,6,0,120,4.795790545596741,1,0,1,0,25,3.258096538021482,0,1,4,5,1,2,4,1,9,5,1,33.0
450,6.111467339502679,1,0,2,0,50,3.9318256327243257,1,2,1,0,55,4.02535169073515,0,1,6,5,1,4,0,9,11,5,1,303.75
490,6.19644412779452,1,1,0,0,70,4.2626798770413155,1,1,0,0,70,4.2626798770413155,1,1,0,0,3,3,9,3,9,70,3,249.9
350,5.860786223465865,1,2,0,0,10,2.3978952727983707,1,1,3,0,75,4.330733340286331,0,0,5,5,2,4,1,3,1,5,1,96.25
200,5.303304908059076,1,2,4,0,75,4.330733340286331,0,0,5,5,5,1.791759469228055,0,2,5,5,1,8,1,6,10,5,2,332.5
235,5.4638318050256105,0,1,4,5,70,4.2626798770413155,1,1,0,0,35,3.58351893845611,0,2,0,5,0,5,9,3,7,5,1,259.68
205,5.327876168789581,0,1,2,5,100,4.61512051684126,1,1,2,0,40,3.713572066704308,1,1,5,0,0,5,8,6,5,5,0,246.0
45,3.828641396489095,0,0,3,5,50,3.9318256327243257,1,2,1,0,65,4.189654742026425,0,2,2,5,3,2,6,5,1,5,0,23.62
315,5.755742213586912,0,0,0,5,25,3.258096538021482,0,1,4,5,20,3.044522437723423,1,2,6,0,0,2,4,1,1,5,0,315.0
255,5.545177444479562,0,0,3,5,25,3.258096538021482,0,1,4,5,90,4.51085950651685,1,0,6,0,2,1,6,3,9,5,0,31.87
335,5.817111159963204,0,2,6,5,70,4.2626798770413155,1,1,0,0,45,3.828641396489095,0,0,3,5,2,7,8,0,4,5,0,313.23
225,5.420534999272286,0,0,1,5,15,2.772588722239781,0,0,1,5,75,4.330733340286331,0,0,5,5,3,1,2,0,3,15,3,64.69
105,4.663439094112067,0,0,0,5,25,3.258096538021482,0,1,4,5,35,3.58351893845611,0,2,0,5,2,2,2,7,7,5,1,85.31
345,5.846438775057725,0,0,2,5,5,1.791759469228055,0,2,5,5,10,2.3978952727983707,1,1,3,0,2,8,5,7,7,5,2,326.03
75,4.330733340286331,0,0,5,5,120,4.795790545596741,1,0,1,0,25,3.258096538021482,0,1,4,5,3,9,7,7,0,5,1,123.75
315,5.755742213586912,0,0,0,5,60,4.110873864173311,1,0,4,0,40,3.713572066704308,1,1,5,0,3,7,2,1,11,5,0,302.4
450,6.111467339502679,1,0,2,0,40,3.713572066704308,1,1,5,0,25,3.258096538021482,0,1,4,5,0,7,7,2,0,5,1,472.5
75,4.330733340286331,0,0,5,5,100,4.61512051684126,1,1,2,0,40,3.713572066704308,1,1,5,0,3,7,4,5,11,5,0,90.0
345,5.846438775057725,0,0,2,5,25,3.258096538021482,0,1,4,5,25,3.258096538021482,0,1,4,5,2,1,5,4,1,5,1,323.44
460,6.133398042996649,1,1,5,0,25,3.258096538021482,0,1,4,5,75,4.330733340286331,0,0,5,5,2,5,2,6,0,5,1,143.75
390,5.968707559985366,1,0,5,0,10,2.3978952727983707,1,1,3,0,45,3.828641396489095,0,0,3,5,2,0,0,6,7,5,1,235.95
145,4.983606621708336,0,1,5,5,5,1.791759469228055,0,2,5,5,90,4.51085950651685,1,0,6,0,1,1,0,9,8,5,2,15.22
455,6.1224928095143865,0,2,0,5,80,4.394449154672439,1,2,3,0,60,4.110873864173311,1,0,4,0,2,2,3,4,2,5,0,327.6
415,6.030685260261263,0,1,2,5,5,1.791759469228055,0,2,5,5,25,3.258096538021482,0,1,4,5,3,3,11,4,8,5,2,326.81
110,4.709530201312334,1,2,5,0,80,4.394449154672439,1,2,3,0,50,3.9318256327243257,1,2,1,0,0,1,4,6,8,10,0,99.0
190,5.25227342804663,1,1,1,0,90,4.51085950651685,1,0,6,0,55,4.02535169073515,0,1,6,5,2,3,5,9,8,5,0,162.45
45,3.828641396489095,0,0,3,5,80,4.394449154672439,1,2,3,0,80,4.394449154672439,1,2,3,0,1,7,8,11,11,5,1,16.2
265,5.583496308781699,0,1,6,5,30,3.4339872044851463,1,0,2,0,10,2.3978952727983707,1,1,3,0,3,3,0,3,11,5,1,310.05
480,6.175867270105761,1,0,4,0,10,2.3978952727983707,1,1,3,0,90,4.51085950651685,1,0,6,0,0,9,0,8,8,10,2,52.8
405,6.0063531596017325,0,0,6,5,80,4.394449154672439,1,2,3,0,30,3.4339872044851463,1,0,2,0,2,5,4,0,1,5,0,510.3
500,6.2166061010848646,1,2,3,0,30,3.4339872044851463,1,0,2,0,50,3.9318256327243257,1,2,1,0,3,5,4,10,10,10,1,325.0
375,5.929589143389895,0,0,4,5,10,2.3978952727983707,1,1,3,0,60,4.110873864173311,1,0,4,0,2,6,9,10,2,5,1,165.0
385,5.955837369464831,0,1,0,5,40,3.713572066704308,1,1,5,0,65,4.189654742026425,0,2,2,5,0,5,0,5,2,5,0,188.65
250,5.5254529391317835,1,1,5,0,120,4.795790545596741,1,0,1,0,25,3.258096538021482,0,1,4,5,0,4,1,6,8,5,1,412.5
415,6.030685260261263,0,1,2,5,40,3.713572066704308,1,1,5,0,10,2.3978952727983707,1,1,3,0,1,3,9,8,8,5,1,522.9
475,6.16541785423142,0,1,6,5,50,3.9318256327243257,1,2,1,0,50,3.9318256327243257,1,2,1,0,2,4,0,3,2,25,1,356.25
110,4.709530201312334,1,2,5,0,5,1.791759469228055,0,2,5,5,80,4.394449154672439,1,2,3,0,0,1,7,5,2,5,2,23.1
455,6.1224928095143865,0,2,0,5,70,4.2626798770413155,1,1,0,0,55,4.02535169073515,0,1,6,5,2,0,2,8,3,5,0,348.07
45,3.828641396489095,0,0,3,5,15,2.772588722239781,0,0,1,5,60,4.110873864173311,1,0,4,0,3,3,0,5,11,15,2,20.7
40,3.713572066704308,1,1,5,0,10,2.3978952727983707,1,1,3,0,75,4.330733340286331,0,0,5,5,1,9,1,10,10,5,1,11.0
100,4.61512051684126,1,1,2,0,25,3.258096538021482,0,1,4,5,55,4.02535169073515,0,1,6,5,0,1,5,2,3,5,1,56.25
430,6.066108090103747,1,1,3,0,75,4.330733340286331,0,0,5,5,45,3.828641396489095,0,0,3,5,1,3,5,10,11,5,0,413.88
495,6.206575926724928,0,0,5,5,10,2.3978952727983707,1,1,3,0,30,3.4339872044851463,1,0,2,0,2,6,7,1,5,5,1,381.15
255,5.545177444479562,0,0,3,5,90,4.51085950651685,1,0,6,0,15,2.772588722239781,0,0,1,5,1,4,6,10,0,15,2,411.82
35,3.58351893845611,0,2,0,5,15,2.772588722239781,0,0,1,5,30,3.4339872044851463,1,0,2,0,3,8,2,9,0,5,1,28.17
315,5.755742213586912,0,0,0,5,25,3.258096538021482,0,1,4,5,45,3.828641396489095,0,0,3,5,0,5,5,10,1,5,1,216.56
255,5.545177444479562,0,0,3,5,80,4.394449154672439,1,2,3,0,30,3.4339872044851463,1,0,2,0,0,3,4,7,11,5,0,321.3
410,6.018593214496234,1,2,4,0,60,4.110873864173311,1,0,4,0,55,4.02535169073515,0,1,6,5,3,8,1,10,3,5,0,295.2
185,5.225746673713202,0,2,3,5,10,2.3978952727983707,1,1,3,0,70,4.2626798770413155,1,1,0,0,3,0,3,8,4,5,1,61.05
195,5.278114659230517,0,0,6,5,90,4.51085950651685,1,0,6,0,15,2.772588722239781,0,0,1,5,2,7,3,2,1,15,2,314.93
25,3.258096538021482,0,1,4,5,90,4.51085950651685,1,0,6,0,80,4.394449154672439,1,2,3,0,3,4,8,0,0,5,0,9.5
125,4.836281906951478,0,2,6,5,90,4.51085950651685,1,0,6,0,75,4.330733340286331,0,0,5,5,2,9,8,4,0,5,0,59.38
180,5.198497031265826,1,0,5,0,30,3.4339872044851463,1,0,2,0,5,1.791759469228055,0,2,5,5,1,8,9,5,2,5,3,222.3
30,3.4339872044851463,1,0,2,0,70,4.2626798770413155,1,1,0,0,90,4.51085950651685,1,0,6,0,1,5,1,3,4,10,1,5.1
35,3.58351893845611,0,2,0,5,90,4.51085950651685,1,0,6,0,45,3.828641396489095,0,0,3,5,2,0,4,0,11,5,1,36.58
290,5.673323267171493,1,2,3,0,10,2.3978952727983707,1,1,3,0,10,2.3978952727983707,1,1,3,0,0,3,11,6,5,10,3,287.1
330,5.802118375377063,1,0,1,0,50,3.9318256327243257,1,2,1,0,15,2.772588722239781,0,0,1,5,0,6,8,10,4,5,1,420.75
305,5.723585101952381,0,2,4,5,75,4.330733340286331,0,0,5,5,30,3.4339872044851463,1,0,2,0,2,2,7,11,2,5,0,373.62
65,4.189654742026425,0,2,2,5,20,3.044522437723423,1,2,6,0,10,2.3978952727983707,1,1,3,0,1,9,5,0,1,5,1,70.2
170,5.14166355650266,1,2,2,0,40,3.713572066704308,1,1,5,0,90,4.51085950651685,1,0,6,0,1,5,10,9,0,10,0,23.8
165,5.111987788356544,0,0,4,5,50,3.9318256327243257,1,2,1,0,70,4.2626798770413155,1,1,0,0,0,1,4,1,7,5,0,74.25
65,4.189654742026425,0,2,2,5,20,3.044522437723423,1,2,6,0,30,3.4339872044851463,1,0,2,0,1,6,0,8,0,5,0,54.6
110,4.709530201312334,1,2,5,0,40,3.713572066704308,1,1,5,0,20,3.044522437723423,1,2,6,0,2,1,10,10,5,10,1,123.2
340,5.831882477283517,1,1,4,0,10,2.3978952727983707,1,1,3,0,40,3.713572066704308,1,1,5,0,3,3,6,2,8,10,2,224.4
50,3.9318256327243257,1,2,1,0,40,3.713572066704308,1,1,5,0,65,4.189654742026425,0,2,2,5,1,9,5,3,11,5,0,24.5
15,2.772588722239781,0,0,1,5,5,1.791759469228055,0,2,5,5,60,4.110873864173311,1,0,4,0,2,6,8,8,8,5,3,6.3
260,5.564520407322694,1,2,1,0,50,3.9318256327243257,1,2,1,0,65,4.189654742026425,0,2,2,5,0,5,0,2,2,5,1,136.5
380,5.942799375126701,1,2,2,0,70,4.2626798770413155,1,1,0,0,50,3.9318256327243257,1,2,1,0,1,4,9,5,11,10,0,323.0
365,5.902633333401366,0,2,1,5,90,4.51085950651685,1,0,6,0,45,3.828641396489095,0,0,3,5,3,9,3,5,6,5,1,381.43
40,3.713572066704308,1,1,5,0,70,4.2626798770413155,1,1,0,0,40,3.713572066704308,1,1,5,0,0,1,9,8,0,10,1,40.8
335,5.817111159963204,0,2,6,5,75,4.330733340286331,0,0,5,5,75,4.330733340286331,0,0,5,5,3,6,9,0,0,5,1,146.56
130,4.875197323201151,1,1,4,0,90,4.51085950651685,1,0,6,0,60,4.110873864173311,1,0,4,0,0,8,11,11,8,10,0,98.8
300,5.707110264748875,1,0,6,0,30,3.4339872044851463,1,0,2,0,60,4.110873864173311,1,0,4,0,2,3,2,8,3,30,3,156.0
260,5.564520407322694,1,2,1,0,10,2.3978952727983707,1,1,3,0,35,3.58351893845611,0,2,0,5,2,4,7,1,5,5,1,185.9
280,5.638354669333745,1,1,0,0,5,1.791759469228055,0,2,5,5,80,4.394449154672439,1,2,3,0,2,8,0,6,3,5,2,58.8
240,5.484796933490655,1,0,2,0,10,2.3978952727983707,1,1,3,0,25,3.258096538021482,0,1,4,5,1,6,0,8,10,5,1,198.0
155,5.049856007249537,0,2,1,5,5,1.791759469228055,0,2,5,5,5,1.791759469228055,0,2,5,5,0,8,6,1,10,5,3,154.61
85,4.454347296253507,0,1,1,5,100,4.61512051684126,1,1,2,0,20,3.044522437723423,1,2,6,0,2,8,7,5,5,5,1,136.0
75,4.330733340286331,0,0,5,5,20,3.044522437723423,1,2,6,0,15,2.772588722239781,0,0,1,5,2,5,11,3,8,5,1,76.5
225,5.420534999272286,0,0,1,5,90,4.51085950651685,1,0,6,0,30,3.4339872044851463,1,0,2,0,0,7,9,9,11,15,1,299.25
70,4.2626798770413155,1,1,0,0,20,3.044522437723423,1,2,6,0,80,4.394449154672439,1,2,3,0,0,7,2,2,3,10,1,16.8
405,6.0063531596017325,0,0,6,5,90,4.51085950651685,1,0,6,0,30,3.4339872044851463,1,0,2,0,2,7,8,10,0,15,1,538.65
35,3.58351893845611,0,2,0,5,40,3.713572066704308,1,1,5,0,70,4.2626798770413155,1,1,0,0,2,0,2,4,11,5,1,14.7
85,4.454347296253507,0,1,1,5,120,4.795790545596741,1,0,1,0,30,3.4339872044851463,1,0,2,0,3,8,4,10,10,5,1,130.9
450,6.111467339502679,1,0,2,0,80,4.394449154672439,1,2,3,0,15,2.772588722239781,0,0,1,5,2,6,1,10,3,5,1,688.5
165,5.111987788356544,0,0,4,5,25,3.258096538021482,0,1,4,5,5,1.791759469228055,0,2,5,5,3,4,11,4,1,5,2,195.94
400,5.993961427306569,1,1,1,0,25,3.258096538021482,0,1,4,5,60,4.110873864173311,1,0,4,0,1,5,2,9,3,5,1,200.0
485,6.186208623900494,0,2,2,5,15,2.772588722239781,0,0,1,5,80,4.394449154672439,1,2,3,0,2,3,7,10,0,5,0,111.55
470,6.154858094016418,1,2,1,0,15,2.772588722239781,0,0,1,5,30,3.4339872044851463,1,0,2,0,3,4,10,2,3,5,1,378.35
440,6.089044875446846,1,2,6,0,120,4.795790545596741,1,0,1,0,20,3.044522437723423,1,2,6,0,2,6,2,9,0,20,2,774.4
270,5.602118820879701,1,0,4,0,80,4.394449154672439,1,2,3,0,15,2.772588722239781,0,0,1,5,2,3,7,8,9,5,1,413.1
395,5.981414211254481,0,2,3,5,25,3.258096538021482,0,1,4,5,70,4.2626798770413155,1,1,0,0,3,2,7,3,11,5,0,148.13
65,4.189654742026425,0,2,2,5,120,4.795790545596741,1,0,1,0,25,3.258096538021482,0,1,4,5,2,8,5,5,9,5,0,107.25
225,5.420534999272286,0,0,1,5,40,3.713572066704308,1,1,5,0,50,3.9318256327243257,1,2,1,0,0,4,11,1,10,5,0,157.5
90,4.51085950651685,1,0,6,0,5,1.791759469228055,0,2,5,5,35,3.58351893845611,0,2,0,5,2,4,5,5,9,5,2,61.43
280,5.638354669333745,1,1,0,0,40,3.713572066704308,1,1,5,0,80,4.394449154672439,1,2,3,0,1,0,2,1,5,40,2,78.4
470,6.154858094016418,1,2,1,0,70,4.2626798770413155,1,1,0,0,25,3.258096538021482,0,1,4,5,1,3,6,7,11,5,0,599.25
390,5.968707559985366,1,0,5,0,60,4.110873864173311,1,0,4,0,75,4.330733340286331,0,0,5,5,2,4,5,7,11,15,0,156.0
160,5.081404364984463,1,1,6,0,15,2.772588722239781,0,0,1,5,40,3.713572066704308,1,1,5,0,2,7,8,6,2,5,1,110.4
10,2.3978952727983707,1,1,3,0,5,1.791759469228055,0,2,5,5,80,4.394449154672439,1,2,3,0,0,6,5,7,5,5,3,2.1
285,5.655991810819852,0,0,5,5,10,2.3978952727983707,1,1,3,0,45,3.828641396489095,0,0,3,5,0,9,4,7,1,5,0,172.43
115,4.7535901911063645,0,1,3,5,120,4.795790545596741,1,0,1,0,10,2.3978952727983707,1,1,3,0,1,2,2,10,3,5,1,227.7
400,5.993961427306569,1,1,1,0,100,4.61512051684126,1,1,2,0,30,3.4339872044851463,1,0,2,0,1,4,5,9,8,10,1,560.0
145,4.983606621708336,0,1,5,5,60,4.110873864173311,1,0,4,0,70,4.2626798770413155,1,1,0,0,1,5,7,9,2,5,0,69.6
65,4.189654742026425,0,2,2,5,100,4.61512051684126,1,1,2,0,25,3.258096538021482,0,1,4,5,0,7,3,11,9,5,1,97.5
405,6.0063531596017325,0,0,6,5,60,4.110873864173311,1,0,4,0,35,3.58351893845611,0,2,0,5,3,4,11,7,5,5,0,421.2
365,5.902633333401366,0,2,1,5,20,3.044522437723423,1,2,6,0,60,4.110873864173311,1,0,4,0,2,0,1,4,4,5,1,175.2
395,5.981414211254481,0,2,3,5,40,3.713572066704308,1,1,5,0,10,2.3978952727983707,1,1,3,0,3,1,8,10,4,5,1,497.7
395,5.981414211254481,0,2,3,5,5,1.791759469228055,0,2,5,5,45,3.828641396489095,0,0,3,5,1,0,8,2,6,5,2,228.11
395,5.981414211254481,0,2,3,5,15,2.772588722239781,0,0,1,5,80,4.394449154672439,1,2,3,0,1,7,1,1,2,5,0,90.85
220,5.3981627015177525,1,1,3,0,40,3.713572066704308,1,1,5,0,30,3.4339872044851463,1,0,2,0,0,7,11,2,3,10,0,215.6
215,5.375278407684165,0,2,5,5,10,2.3978952727983707,1,1,3,0,75,4.330733340286331,0,0,5,5,0,3,8,6,0,5,0,59.13
280,5.638354669333745,1,1,0,0,70,4.2626798770413155,1,1,0,0,10,2.3978952727983707,1,1,3,0,2,8,1,5,9,10,3,428.4
205,5.327876168789581,0,1,2,5,15,2.772588722239781,0,0,1,5,25,3.258096538021482,0,1,4,5,1,1,3,0,10,5,0,176.81
155,5.049856007249537,0,2,1,5,20,3.044522437723423,1,2,6,0,60,4.110873864173311,1,0,4,0,0,9,1,1,0,5,1,74.4
230,5.442417710521793,1,2,6,0,25,3.258096538021482,0,1,4,5,35,3.58351893845611,0,2,0,5,0,1,10,0,5,5,0,186.88
135,4.912654885736052,0,0,2,5,30,3.4339872044851463,1,0,2,0,60,4.110873864173311,1,0,4,0,1,9,7,4,4,15,1,70.2
280,5.638354669333745,1,1,0,0,60,4.110873864173311,1,0,4,0,25,3.258096538021482,0,1,4,5,0,1,6,0,8,5,0,336.0
180,5.198497031265826,1,0,5,0,5,1.791759469228055,0,2,5,5,75,4.330733340286331,0,0,5,5,3,9,7,4,3,5,2,47.25
100,4.61512051684126,1,1,2,0,20,3.044522437723423,1,2,6,0,80,4.394449154672439,1,2,3,0,2,2,8,6,8,20,2,24.0
20,3.044522437723423,1,2,6,0,10,2.3978952727983707,1,1,3,0,55,4.02535169073515,0,1,6,5,2,5,7,1,4,5,1,9.9
435,6.077642243349034,0,0,1,5,75,4.330733340286331,0,0,5,5,80,4.394449154672439,1,2,3,0,3,1,4,9,7,5,0,152.25
455,6.1224928095143865,0,2,0,5,25,3.258096538021482,0,1,4,5,70,4.2626798770413155,1,1,0,0,0,4,8,11,7,5,0,170.63
110,4.709530201312334,1,2,5,0,30,3.4339872044851463,1,0,2,0,75,4.330733340286331,0,0,5,5,2,8,1,0,2,5,0,35.75
275,5.62040086571715,0,2,2,5,90,4.51085950651685,1,0,6,0,50,3.9318256327243257,1,2,1,0,2,0,7,9,0,5,0,261.25
35,3.58351893845611,0,2,0,5,50,3.9318256327243257,1,2,1,0,55,4.02535169073515,0,1,6,5,1,1,11,11,8,5,0,23.62
425,6.054439346269371,0,2,5,5,70,4.2626798770413155,1,1,0,0,20,3.044522437723423,1,2,6,0,1,2,1,4,0,5,0,578.0
35,3.58351893845611,0,2,0,5,90,4.51085950651685,1,0,6,0,30,3.4339872044851463,1,0,2,0,2,6,2,4,0,5,1,46.55
490,6.19644412779452,1,1,0,0,50,3.9318256327243257,1,2,1,0,70,4.2626798770413155,1,1,0,0,2,8,1,11,5,10,1,220.5
445,6.100318952020064,0,1,4,5,5,1.791759469228055,0,2,5,5,80,4.394449154672439,1,2,3,0,1,0,5,0,9,5,2,93.45
370,5.916202062607435,1,1,6,0,75,4.330733340286331,0,0,5,5,30,3.4339872044851463,1,0,2,0,2,3,5,6,6,5,0,453.25
450,6.111467339502679,1,0,2,0,30,3.4339872044851463,1,0,2,0,45,3.828641396489095,0,0,3,5,2,7,1,5,2,15,2,321.75
110,4.709530201312334,1,2,5,0,75,4.330733340286331,0,0,5,5,15,2.772588722239781,0,0,1,5,1,2,0,4,10,5,1,163.62
400,5.993961427306569,1,1,1,0,20,3.044522437723423,1,2,6,0,70,4.2626798770413155,1,1,0,0,0,3,3,3,9,10,1,144.0
490,6.19644412779452,1,1,0,0,25,3.258096538021482,0,1,4,5,35,3.58351893845611,0,2,0,5,3,0,9,9,2,5,1,398.12
435,6.077642243349034,0,0,1,5,15,2.772588722239781,0,0,1,5,80,4.394449154672439,1,2,3,0,3,9,11,0,4,5,1,100.05
85,4.454347296253507,0,1,1,5,75,4.330733340286331,0,0,5,5,40,3.713572066704308,1,1,5,0,1,5,8,9,4,5,0,89.25
440,6.089044875446846,1,2,6,0,25,3.258096538021482,0,1,4,5,50,3.9318256327243257,1,2,1,0,0,8,1,11,5,5,1,275.0
320,5.771441123130016,1,2,5,0,40,3.713572066704308,1,1,5,0,45,3.828641396489095,0,0,3,5,2,0,3,8,9,5,1,246.4
90,4.51085950651685,1,0,6,0,70,4.2626798770413155,1,1,0,0,55,4.02535169073515,0,1,6,5,2,7,3,1,2,5,0,68.85
135,4.912654885736052,0,0,2,5,25,3.258096538021482,0,1,4,5,15,2.772588722239781,0,0,1,5,2,3,3,4,0,5,1,143.44
265,5.583496308781699,0,1,6,5,30,3.4339872044851463,1,0,2,0,70,4.2626798770413155,1,1,0,0,0,4,9,7,7,5,0,103.35
