slot_p,slot_p_abs_log1p,slot_p_mod3,slot_p_mod5,slot_p_mod7,slot_p_mod10,slot_t,slot_t_abs_log1p,slot_t_sign,slot_t_is_even,slot_t_mod3,slot_t_mod5,slot_t_mod7,slot_t_mod10,slot_u,slot_u_abs_log1p,slot_u_sign,slot_u_is_even,slot_u_mod3,slot_u_mod5,slot_u_mod7,slot_u_mod10,slot_mod,slot_mod_abs_log1p,slot_mod_is_even,slot_mod_mod3,slot_mod_mod5,slot_mod_mod7,slot_mod_mod10,gcd_all,n_multiple_pairs,y
17,2.8903717578961645,2,2,3,7,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,1000,6.90875477931522,1,1,0,6,0,1,3,31.0
23,3.1780538303479458,2,3,2,3,-2,1.0986122886681098,-1,1,1,3,5,8,-2,1.0986122886681098,-1,1,1,3,5,8,4721,8.459987717645458,0,2,1,3,1,1,1,2731.0
23,3.1780538303479458,2,3,2,3,-1,0.6931471805599453,-1,0,2,4,6,9,-6,1.9459101490553132,-1,1,0,4,1,4,804,6.690842277418564,1,0,4,6,4,1,4,73.0
5,1.791759469228055,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,-2,1.0986122886681098,-1,1,1,3,5,8,10000,9.210440366976517,1,1,0,4,0,1,4,355.0
7,2.0794415416798357,1,2,0,7,-5,1.791759469228055,-1,0,1,0,2,5,1,0.6931471805599453,1,0,1,1,1,1,2083,7.642044402873258,0,1,3,4,3,1,3,2032.0
13,2.6390573296152584,1,3,6,3,4,1.6094379124341003,1,1,1,4,4,4,-4,1.6094379124341003,-1,1,2,1,3,6,3531,8.16961956172385,0,0,1,3,1,1,1,1619.0
13,2.6390573296152584,1,3,6,3,6,1.9459101490553132,1,1,0,1,6,6,-5,1.791759469228055,-1,0,1,0,2,5,10000,9.210440366976517,1,1,0,4,0,1,1,7753.0
23,3.1780538303479458,2,3,2,3,-4,1.6094379124341003,-1,1,2,1,3,6,-1,0.6931471805599453,-1,0,2,4,6,9,4100,8.31898612539206,1,2,0,5,0,1,4,719.0
17,2.8903717578961645,2,2,3,7,0,0.0,0,1,0,0,0,0,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,1,691.0
7,2.0794415416798357,1,2,0,7,-1,0.6931471805599453,-1,0,2,4,6,9,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,4,29.0
7,2.0794415416798357,1,2,0,7,-3,1.3862943611198906,-1,0,0,2,4,7,-5,1.791759469228055,-1,0,1,0,2,5,1000,6.90875477931522,1,1,0,6,0,1,1,357.0
5,1.791759469228055,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,1,0,2,0,5,5,10000,9.210440366976517,1,1,0,4,0,1,4,1601.0
23,3.1780538303479458,2,3,2,3,5,1.791759469228055,1,0,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,10000,9.210440366976517,1,1,0,4,0,1,2,9123.0
5,1.791759469228055,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,-2,1.0986122886681098,-1,1,1,3,5,8,1000,6.90875477931522,1,1,0,6,0,1,4,355.0
13,2.6390573296152584,1,3,6,3,-4,1.6094379124341003,-1,1,2,1,3,6,-2,1.0986122886681098,-1,1,1,3,5,8,1000,6.90875477931522,1,1,0,6,0,1,3,611.0
11,2.4849066497880004,2,1,4,1,-6,1.9459101490553132,-1,1,0,4,1,4,-4,1.6094379124341003,-1,1,2,1,3,6,1000,6.90875477931522,1,1,0,6,0,1,1,771.0
13,2.6390573296152584,1,3,6,3,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,3737,8.226305988015508,0,2,2,6,7,1,0,1498.0
13,2.6390573296152584,1,3,6,3,-6,1.9459101490553132,-1,1,0,4,1,4,-5,1.791759469228055,-1,0,1,0,2,5,1000,6.90875477931522,1,1,0,6,0,1,1,641.0
19,2.995732273553991,1,4,5,9,-3,1.3862943611198906,-1,0,0,2,4,7,6,1.9459101490553132,1,1,0,1,6,6,4351,8.378390788535778,0,1,1,4,1,1,2,3098.0
19,2.995732273553991,1,4,5,9,-4,1.6094379124341003,-1,1,2,1,3,6,5,1.791759469228055,1,0,2,0,5,5,1000,6.90875477931522,1,1,0,6,0,1,2,629.0
17,2.8903717578961645,2,2,3,7,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,1,4,4,4,10000,9.210440366976517,1,1,0,4,0,1,4,7221.0
23,3.1780538303479458,2,3,2,3,2,1.0986122886681098,1,1,2,2,2,2,-6,1.9459101490553132,-1,1,0,4,1,4,1000,6.90875477931522,1,1,0,6,0,1,2,609.0
5,1.791759469228055,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,3609,8.191463051326927,0,0,4,4,9,1,2,1231.0
5,1.791759469228055,2,0,5,5,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,2362,7.767687277186908,1,1,2,3,2,1,0,61.0
11,2.4849066497880004,2,1,4,1,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,1380,7.2305631534092925,1,0,0,1,0,1,3,1159.0
13,2.6390573296152584,1,3,6,3,-1,0.6931471805599453,-1,0,2,4,6,9,4,1.6094379124341003,1,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,1,4,421.0
5,1.791759469228055,2,0,5,5,-6,1.9459101490553132,-1,1,0,4,1,4,2,1.0986122886681098,1,1,2,2,2,2,646,6.472346294500901,1,1,1,2,6,1,2,641.0
19,2.995732273553991,1,4,5,9,6,1.9459101490553132,1,1,0,1,6,6,-2,1.0986122886681098,-1,1,1,3,5,8,1000,6.90875477931522,1,1,0,6,0,1,2,937.0
23,3.1780538303479458,2,3,2,3,2,1.0986122886681098,1,1,2,2,2,2,-1,0.6931471805599453,-1,0,2,4,6,9,744,6.61338421837956,1,0,4,2,4,1,4,71.0
11,2.4849066497880004,2,1,4,1,2,1.0986122886681098,1,1,2,2,2,2,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,4,119.0
17,2.8903717578961645,2,2,3,7,-1,0.6931471805599453,-1,0,2,4,6,9,4,1.6094379124341003,1,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,1,4,581.0
23,3.1780538303479458,2,3,2,3,6,1.9459101490553132,1,1,0,1,6,6,-3,1.3862943611198906,-1,0,0,2,4,7,10000,9.210440366976517,1,1,0,4,0,1,1,6053.0
13,2.6390573296152584,1,3,6,3,5,1.791759469228055,1,0,2,0,5,5,-1,0.6931471805599453,-1,0,2,4,6,9,10000,9.210440366976517,1,1,0,4,0,1,4,7913.0
17,2.8903717578961645,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,1,0,1,6,6,10000,9.210440366976517,1,1,0,4,0,1,1,7211.0
13,2.6390573296152584,1,3,6,3,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,1,0,2,0,5,5,2058,7.629975707027789,1,0,3,0,8,1,0,1397.0
17,2.8903717578961645,2,2,3,7,-6,1.9459101490553132,-1,1,0,4,1,4,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,2,873.0
19,2.995732273553991,1,4,5,9,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,1979,7.590852123688581,0,2,4,5,9,1,0,1831.0
17,2.8903717578961645,2,2,3,7,-2,1.0986122886681098,-1,1,1,3,5,8,-6,1.9459101490553132,-1,1,0,4,1,4,10000,9.210440366976517,1,1,0,4,0,1,2,741.0
19,2.995732273553991,1,4,5,9,-2,1.0986122886681098,-1,1,1,3,5,8,-2,1.0986122886681098,-1,1,1,3,5,8,10000,9.210440366976517,1,1,0,4,0,1,3,1377.0
19,2.995732273553991,1,4,5,9,0,0.0,0,1,0,0,0,0,-2,1.0986122886681098,-1,1,1,3,5,8,976,6.884486652042782,1,1,1,3,6,1,1,175.0
23,3.1780538303479458,2,3,2,3,1,0.6931471805599453,1,0,1,1,1,1,-5,1.791759469228055,-1,0,1,0,2,5,10000,9.210440366976517,1,1,0,4,0,1,4,2323.0
11,2.4849066497880004,2,1,4,1,-4,1.6094379124341003,-1,1,2,1,3,6,-6,1.9459101490553132,-1,1,0,4,1,4,1000,6.90875477931522,1,1,0,6,0,1,1,759.0
11,2.4849066497880004,2,1,4,1,1,0.6931471805599453,1,0,1,1,1,1,-1,0.6931471805599453,-1,0,2,4,6,9,1371,7.22402480828583,0,0,1,6,1,1,5,199.0
19,2.995732273553991,1,4,5,9,-2,1.0986122886681098,-1,1,1,3,5,8,1,0.6931471805599453,1,0,1,1,1,1,922,6.827629234502852,1,1,2,5,2,1,4,1.0
13,2.6390573296152584,1,3,6,3,-4,1.6094379124341003,-1,1,2,1,3,6,-1,0.6931471805599453,-1,0,2,4,6,9,10000,9.210440366976517,1,1,0,4,0,1,4,5581.0
23,3.1780538303479458,2,3,2,3,-5,1.791759469228055,-1,0,1,0,2,5,-2,1.0986122886681098,-1,1,1,3,5,8,1000,6.90875477931522,1,1,0,6,0,1,2,697.0
7,2.0794415416798357,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,10000,9.210440366976517,1,1,0,4,0,1,3,841.0
7,2.0794415416798357,1,2,0,7,2,1.0986122886681098,1,1,2,2,2,2,-5,1.791759469228055,-1,0,1,0,2,5,4433,8.397057390176256,0,2,3,2,3,1,0,688.0
19,2.995732273553991,1,4,5,9,-3,1.3862943611198906,-1,0,0,2,4,7,2,1.0986122886681098,1,1,2,2,2,2,10000,9.210440366976517,1,1,0,4,0,1,1,4763.0
17,2.8903717578961645,2,2,3,7,2,1.0986122886681098,1,1,2,2,2,2,-3,1.3862943611198906,-1,0,0,2,4,7,2049,7.6255950721324535,0,0,4,5,9,1,1,1993.0
17,2.8903717578961645,2,2,3,7,-5,1.791759469228055,-1,0,1,0,2,5,-2,1.0986122886681098,-1,1,1,3,5,8,3628,8.19671240721307,1,1,3,2,8,1,1,1971.0
7,2.0794415416798357,1,2,0,7,1,0.6931471805599453,1,0,1,1,1,1,4,1.6094379124341003,1,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,1,4,159.0
7,2.0794415416798357,1,2,0,7,-1,0.6931471805599453,-1,0,2,4,6,9,0,0.0,0,1,0,0,0,0,4919,8.501063809486354,0,2,4,5,9,1,2,1.0
7,2.0794415416798357,1,2,0,7,0,0.0,0,1,0,0,0,0,-6,1.9459101490553132,-1,1,0,4,1,4,1000,6.90875477931522,1,1,0,6,0,1,0,987.0
17,2.8903717578961645,2,2,3,7,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,10000,9.210440366976517,1,1,0,4,0,1,4,5587.0
19,2.995732273553991,1,4,5,9,3,1.3862943611198906,1,0,0,3,3,3,-2,1.0986122886681098,-1,1,1,3,5,8,1000,6.90875477931522,1,1,0,6,0,1,1,597.0
17,2.8903717578961645,2,2,3,7,0,0.0,0,1,0,0,0,0,-6,1.9459101490553132,-1,1,0,4,1,4,2933,7.984121958702927,0,2,3,0,3,1,0,673.0
11,2.4849066497880004,2,1,4,1,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,1000,6.90875477931522,1,1,0,6,0,1,1,771.0
5,1.791759469228055,2,0,5,5,0,0.0,0,1,0,0,0,0,1,0.6931471805599453,1,0,1,1,1,1,10000,9.210440366976517,1,1,0,4,0,1,3,1.0
19,2.995732273553991,1,4,5,9,-4,1.6094379124341003,-1,1,2,1,3,6,-2,1.0986122886681098,-1,1,1,3,5,8,4629,8.440312147080279,0,0,4,2,9,1,1,1756.0
17,2.8903717578961645,2,2,3,7,-6,1.9459101490553132,-1,1,0,4,1,4,2,1.0986122886681098,1,1,2,2,2,2,10000,9.210440366976517,1,1,0,4,0,1,2,8873.0
7,2.0794415416798357,1,2,0,7,-6,1.9459101490553132,-1,1,0,4,1,4,3,1.3862943611198906,1,0,0,3,3,3,1000,6.90875477931522,1,1,0,6,0,1,1,491.0
19,2.995732273553991,1,4,5,9,4,1.6094379124341003,1,1,1,4,4,4,-3,1.3862943611198906,-1,0,0,2,4,7,1636,7.400620577371135,1,1,1,5,6,1,1,721.0
5,1.791759469228055,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,-3,1.3862943611198906,-1,0,0,2,4,7,1000,6.90875477931522,1,1,0,6,0,1,3,781.0
13,2.6390573296152584,1,3,6,3,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,4,187.0
7,2.0794415416798357,1,2,0,7,6,1.9459101490553132,1,1,0,1,6,6,-1,0.6931471805599453,-1,0,2,4,6,9,4829,8.482601746646619,0,2,4,6,9,1,3,3120.0
7,2.0794415416798357,1,2,0,7,-4,1.6094379124341003,-1,1,2,1,3,6,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,4,119.0
19,2.995732273553991,1,4,5,9,-3,1.3862943611198906,-1,0,0,2,4,7,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,1,763.0
5,1.791759469228055,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,-1,0.6931471805599453,-1,0,2,4,6,9,4127,8.325548307161398,0,2,2,4,7,1,3,341.0
19,2.995732273553991,1,4,5,9,-4,1.6094379124341003,-1,1,2,1,3,6,4,1.6094379124341003,1,1,1,4,4,4,10000,9.210440366976517,1,1,0,4,0,1,3,6169.0
13,2.6390573296152584,1,3,6,3,-5,1.791759469228055,-1,0,1,0,2,5,-1,0.6931471805599453,-1,0,2,4,6,9,10000,9.210440366976517,1,1,0,4,0,1,4,7913.0
17,2.8903717578961645,2,2,3,7,-1,0.6931471805599453,-1,0,2,4,6,9,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,4,743.0
23,3.1780538303479458,2,3,2,3,-6,1.9459101490553132,-1,1,0,4,1,4,1,0.6931471805599453,1,0,1,1,1,1,1000,6.90875477931522,1,1,0,6,0,1,3,761.0
11,2.4849066497880004,2,1,4,1,6,1.9459101490553132,1,1,0,1,6,6,-4,1.6094379124341003,-1,1,2,1,3,6,2458,7.807510042216193,1,1,3,1,8,1,0,2379.0
11,2.4849066497880004,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,10000,9.210440366976517,1,1,0,4,0,1,1,8931.0
19,2.995732273553991,1,4,5,9,4,1.6094379124341003,1,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,1000,6.90875477931522,1,1,0,6,0,1,4,321.0
17,2.8903717578961645,2,2,3,7,0,0.0,0,1,0,0,0,0,5,1.791759469228055,1,0,2,0,5,5,2191,7.692569648067906,0,1,1,0,1,1,0,1879.0
23,3.1780538303479458,2,3,2,3,-5,1.791759469228055,-1,0,1,0,2,5,3,1.3862943611198906,1,0,0,3,3,3,584,6.371611847231857,1,2,4,3,4,1,0,99.0
13,2.6390573296152584,1,3,6,3,6,1.9459101490553132,1,1,0,1,6,6,3,1.3862943611198906,1,0,0,3,3,3,1000,6.90875477931522,1,1,0,6,0,1,1,241.0
23,3.1780538303479458,2,3,2,3,0,0.0,0,1,0,0,0,0,5,1.791759469228055,1,0,2,0,5,5,1236,7.1204443723924875,1,0,1,4,6,1,0,461.0
13,2.6390573296152584,1,3,6,3,-1,0.6931471805599453,-1,0,2,4,6,9,-5,1.791759469228055,-1,0,1,0,2,5,1000,6.90875477931522,1,1,0,6,0,1,4,561.0
5,1.791759469228055,2,0,5,5,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,1000,6.90875477931522,1,1,0,6,0,1,1,61.0
23,3.1780538303479458,2,3,2,3,6,1.9459101490553132,1,1,0,1,6,6,-3,1.3862943611198906,-1,0,0,2,4,7,1000,6.90875477931522,1,1,0,6,0,1,1,53.0
11,2.4849066497880004,2,1,4,1,6,1.9459101490553132,1,1,0,1,6,6,4,1.6094379124341003,1,1,1,4,4,4,10000,9.210440366976517,1,1,0,4,0,1,1,2639.0
17,2.8903717578961645,2,2,3,7,3,1.3862943611198906,1,0,0,3,3,3,-2,1.0986122886681098,-1,1,1,3,5,8,2987,8.002359546252707,0,2,2,5,7,1,0,800.0
13,2.6390573296152584,1,3,6,3,4,1.6094379124341003,1,1,1,4,4,4,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,4,581.0
11,2.4849066497880004,2,1,4,1,-2,1.0986122886681098,-1,1,1,3,5,8,1,0.6931471805599453,1,0,1,1,1,1,1065,6.97166860472579,0,0,0,1,5,1,3,1.0
23,3.1780538303479458,2,3,2,3,-1,0.6931471805599453,-1,0,2,4,6,9,5,1.791759469228055,1,0,2,0,5,5,10000,9.210440366976517,1,1,0,4,0,1,4,5341.0
13,2.6390573296152584,1,3,6,3,-1,0.6931471805599453,-1,0,2,4,6,9,6,1.9459101490553132,1,1,0,1,6,6,1000,6.90875477931522,1,1,0,6,0,1,3,671.0
5,1.791759469228055,2,0,5,5,-1,0.6931471805599453,-1,0,2,4,6,9,-3,1.3862943611198906,-1,0,0,2,4,7,1420,7.259116128097101,1,1,0,6,0,1,4,181.0
5,1.791759469228055,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,-4,1.6094379124341003,-1,1,2,1,3,6,991,6.899723107284872,0,1,1,4,1,1,1,275.0
7,2.0794415416798357,1,2,0,7,-4,1.6094379124341003,-1,1,2,1,3,6,-6,1.9459101490553132,-1,1,0,4,1,4,3359,8.11969625295725,0,2,4,6,9,1,0,853.0
11,2.4849066497880004,2,1,4,1,-3,1.3862943611198906,-1,0,0,2,4,7,5,1.791759469228055,1,0,2,0,5,5,1000,6.90875477931522,1,1,0,6,0,1,1,837.0
17,2.8903717578961645,2,2,3,7,2,1.0986122886681098,1,1,2,2,2,2,-3,1.3862943611198906,-1,0,0,2,4,7,3961,8.284504227258497,0,1,1,6,1,1,1,1820.0
7,2.0794415416798357,1,2,0,7,6,1.9459101490553132,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,10000,9.210440366976517,1,1,0,4,0,1,0,5987.0
7,2.0794415416798357,1,2,0,7,-5,1.791759469228055,-1,0,1,0,2,5,0,0.0,0,1,0,0,0,0,1000,6.90875477931522,1,1,0,6,0,1,1,21.0
23,3.1780538303479458,2,3,2,3,-3,1.3862943611198906,-1,0,0,2,4,7,3,1.3862943611198906,1,0,0,3,3,3,3824,8.249313746260636,1,2,4,2,4,1,1,1691.0
17,2.8903717578961645,2,2,3,7,-5,1.791759469228055,-1,0,1,0,2,5,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,2,151.0
13,2.6390573296152584,1,3,6,3,6,1.9459101490553132,1,1,0,1,6,6,1,0.6931471805599453,1,0,1,1,1,1,3735,8.225770799348734,0,0,0,4,5,1,3,2611.0
7,2.0794415416798357,1,2,0,7,1,0.6931471805599453,1,0,1,1,1,1,-4,1.6094379124341003,-1,1,2,1,3,6,1000,6.90875477931522,1,1,0,6,0,1,4,271.0
7,2.0794415416798357,1,2,0,7,-1,0.6931471805599453,-1,0,2,4,6,9,-3,1.3862943611198906,-1,0,0,2,4,7,10000,9.210440366976517,1,1,0,4,0,1,3,1849.0
7,2.0794415416798357,1,2,0,7,1,0.6931471805599453,1,0,1,1,1,1,1,0.6931471805599453,1,0,1,1,1,1,10000,9.210440366976517,1,1,0,4,0,1,5,1.0
19,2.995732273553991,1,4,5,9,3,1.3862943611198906,1,0,0,3,3,3,-4,1.6094379124341003,-1,1,2,1,3,6,1000,6.90875477931522,1,1,0,6,0,1,1,981.0
5,1.791759469228055,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,-5,1.791759469228055,-1,0,1,0,2,5,1000,6.90875477931522,1,1,0,6,0,5,6,111.0
5,1.791759469228055,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,0,0.0,0,1,0,0,0,0,1000,6.90875477931522,1,1,0,6,0,1,1,121.0
7,2.0794415416798357,1,2,0,7,-2,1.0986122886681098,-1,1,1,3,5,8,-1,0.6931471805599453,-1,0,2,4,6,9,3211,8.074649075066652,0,1,1,5,1,1,3,239.0
13,2.6390573296152584,1,3,6,3,6,1.9459101490553132,1,1,0,1,6,6,-3,1.3862943611198906,-1,0,0,2,4,7,1000,6.90875477931522,1,1,0,6,0,1,1,897.0
5,1.791759469228055,2,0,5,5,-4,1.6094379124341003,-1,1,2,1,3,6,5,1.791759469228055,1,0,2,0,5,5,10000,9.210440366976517,1,1,0,4,0,1,4,305.0
5,1.791759469228055,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,-2,1.0986122886681098,-1,1,1,3,5,8,10000,9.210440366976517,1,1,0,4,0,1,5,31.0
13,2.6390573296152584,1,3,6,3,-3,1.3862943611198906,-1,0,0,2,4,7,-3,1.3862943611198906,-1,0,0,2,4,7,1000,6.90875477931522,1,1,0,6,0,1,1,721.0
11,2.4849066497880004,2,1,4,1,-1,0.6931471805599453,-1,0,2,4,6,9,-4,1.6094379124341003,-1,1,2,1,3,6,1000,6.90875477931522,1,1,0,6,0,1,4,641.0
19,2.995732273553991,1,4,5,9,0,0.0,0,1,0,0,0,0,3,1.3862943611198906,1,0,0,3,3,3,10000,9.210440366976517,1,1,0,4,0,1,0,5367.0
5,1.791759469228055,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,-5,1.791759469228055,-1,0,1,0,2,5,10000,9.210440366976517,1,1,0,4,0,1,3,631.0
23,3.1780538303479458,2,3,2,3,2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,1,0,0,3,3,3,1000,6.90875477931522,1,1,0,6,0,1,1,187.0
11,2.4849066497880004,2,1,4,1,-3,1.3862943611198906,-1,0,0,2,4,7,-5,1.791759469228055,-1,0,1,0,2,5,1000,6.90875477931522,1,1,0,6,0,1,1,587.0
7,2.0794415416798357,1,2,0,7,-2,1.0986122886681098,-1,1,1,3,5,8,0,0.0,0,1,0,0,0,0,1000,6.90875477931522,1,1,0,6,0,1,1,43.0
11,2.4849066497880004,2,1,4,1,0,0.0,0,1,0,0,0,0,-6,1.9459101490553132,-1,1,0,4,1,4,1000,6.90875477931522,1,1,0,6,0,1,0,411.0
5,1.791759469228055,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,-4,1.6094379124341003,-1,1,2,1,3,6,928,6.834108738813838,1,1,3,4,8,1,1,341.0
17,2.8903717578961645,2,2,3,7,-5,1.791759469228055,-1,0,1,0,2,5,-5,1.791759469228055,-1,0,1,0,2,5,2564,7.84971375760487,1,2,4,2,4,1,1,1975.0
11,2.4849066497880004,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,-6,1.9459101490553132,-1,1,0,4,1,4,10000,9.210440366976517,1,1,0,4,0,1,1,9411.0
13,2.6390573296152584,1,3,6,3,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,1,3,891.0
5,1.791759469228055,2,0,5,5,-4,1.6094379124341003,-1,1,2,1,3,6,-3,1.3862943611198906,-1,0,0,2,4,7,10000,9.210440366976517,1,1,0,4,0,1,2,961.0
13,2.6390573296152584,1,3,6,3,1,0.6931471805599453,1,0,1,1,1,1,-2,1.0986122886681098,-1,1,1,3,5,8,1000,6.90875477931522,1,1,0,6,0,1,4,191.0
7,2.0794415416798357,1,2,0,7,-1,0.6931471805599453,-1,0,2,4,6,9,0,0.0,0,1,0,0,0,0,889,6.7912214627261855,0,1,4,0,9,1,3,1.0
23,3.1780538303479458,2,3,2,3,0,0.0,0,1,0,0,0,0,-4,1.6094379124341003,-1,1,2,1,3,6,1000,6.90875477931522,1,1,0,6,0,1,1,221.0
19,2.995732273553991,1,4,5,9,-4,1.6094379124341003,-1,1,2,1,3,6,5,1.791759469228055,1,0,2,0,5,5,10000,9.210440366976517,1,1,0,4,0,1,2,9629.0
5,1.791759469228055,2,0,5,5,-5,1.791759469228055,-1,0,1,0,2,5,5,1.791759469228055,1,0,2,0,5,5,1000,6.90875477931522,1,1,0,6,0,5,6,341.0
11,2.4849066497880004,2,1,4,1,-4,1.6094379124341003,-1,1,2,1,3,6,6,1.9459101490553132,1,1,0,1,6,6,10000,9.210440366976517,1,1,0,4,0,1,1,4611.0
23,3.1780538303479458,2,3,2,3,0,0.0,0,1,0,0,0,0,-2,1.0986122886681098,-1,1,1,3,5,8,4830,8.482808764554406,1,0,0,0,0,1,2,3727.0
7,2.0794415416798357,1,2,0,7,-4,1.6094379124341003,-1,1,2,1,3,6,-2,1.0986122886681098,-1,1,1,3,5,8,10000,9.210440366976517,1,1,0,4,0,1,3,1467.0
5,1.791759469228055,2,0,5,5,-5,1.791759469228055,-1,0,1,0,2,5,-4,1.6094379124341003,-1,1,2,1,3,6,1644,7.405495663199472,1,0,4,6,4,1,2,857.0
23,3.1780538303479458,2,3,2,3,-6,1.9459101490553132,-1,1,0,4,1,4,4,1.6094379124341003,1,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,1,1,219.0
23,3.1780538303479458,2,3,2,3,4,1.6094379124341003,1,1,1,4,4,4,1,0.6931471805599453,1,0,1,1,1,1,3637,8.199189359078067,0,1,2,4,7,1,3,2546.0
19,2.995732273553991,1,4,5,9,0,0.0,0,1,0,0,0,0,-2,1.0986122886681098,-1,1,1,3,5,8,10000,9.210440366976517,1,1,0,4,0,1,1,4287.0
19,2.995732273553991,1,4,5,9,1,0.6931471805599453,1,0,1,1,1,1,-5,1.791759469228055,-1,0,1,0,2,5,1000,6.90875477931522,1,1,0,6,0,1,4,29.0
17,2.8903717578961645,2,2,3,7,-3,1.3862943611198906,-1,0,0,2,4,7,2,1.0986122886681098,1,1,2,2,2,2,4723,8.460411177317253,0,1,3,5,3,1,0,1184.0
19,2.995732273553991,1,4,5,9,2,1.0986122886681098,1,1,2,2,2,2,-6,1.9459101490553132,-1,1,0,4,1,4,993,6.901737206656574,0,0,3,6,3,1,1,472.0
5,1.791759469228055,2,0,5,5,-5,1.791759469228055,-1,0,1,0,2,5,0,0.0,0,1,0,0,0,0,10000,9.210440366976517,1,1,0,4,0,5,3,521.0
23,3.1780538303479458,2,3,2,3,2,1.0986122886681098,1,1,2,2,2,2,-5,1.791759469228055,-1,0,1,0,2,5,1604,7.380879035564116,1,2,4,1,4,1,1,1299.0
5,1.791759469228055,2,0,5,5,-5,1.791759469228055,-1,0,1,0,2,5,6,1.9459101490553132,1,1,0,1,6,6,10000,9.210440366976517,1,1,0,4,0,1,3,671.0
11,2.4849066497880004,2,1,4,1,-6,1.9459101490553132,-1,1,0,4,1,4,6,1.9459101490553132,1,1,0,1,6,6,1000,6.90875477931522,1,1,0,6,0,1,1,741.0
19,2.995732273553991,1,4,5,9,-3,1.3862943611198906,-1,0,0,2,4,7,-6,1.9459101490553132,-1,1,0,4,1,4,10000,9.210440366976517,1,1,0,4,0,1,1,5339.0
19,2.995732273553991,1,4,5,9,-5,1.791759469228055,-1,0,1,0,2,5,-3,1.3862943611198906,-1,0,0,2,4,7,10000,9.210440366976517,1,1,0,4,0,1,1,9473.0
17,2.8903717578961645,2,2,3,7,0,0.0,0,1,0,0,0,0,-6,1.9459101490553132,-1,1,0,4,1,4,1000,6.90875477931522,1,1,0,6,0,1,0,947.0
