slot_threshold_count,slot_threshold_count_abs_log1p,slot_threshold_count_sign,slot_threshold_count_is_even,slot_threshold_count_mod3,slot_threshold_count_mod5,slot_threshold_count_mod7,slot_threshold_count_mod10,slot_base_min,slot_base_min_abs_log1p,slot_base_min_is_even,slot_base_min_mod3,slot_base_min_mod5,slot_base_min_mod7,slot_base_min_mod10,gcd_all,n_multiple_pairs,y
17,2.8903717578961645,1,0,2,2,3,7,845,6.740519359606223,0,2,0,5,5,1,0,2311.0
26,3.295836866004329,1,1,2,1,5,6,515,6.246106765481563,0,2,0,4,5,1,0,2311.0
34,3.5553480614894135,1,1,1,4,6,4,1057,6.964135612418245,0,1,2,0,7,1,0,30031.0
13,2.6390573296152584,1,0,1,3,6,3,107,4.68213122712422,0,2,2,2,7,1,0,211.0
32,3.4965075614664802,1,1,2,2,4,2,18706,9.836653064348905,1,1,1,2,6,2,0,30031.0
26,3.295836866004329,1,1,2,1,5,6,728,6.591673732008658,1,2,3,0,8,26,1,2311.0
38,3.6635616461296463,1,1,2,3,3,8,29088,10.278115374824123,1,0,3,3,8,2,0,30031.0
30,3.4339872044851463,1,1,0,0,2,0,486,6.18826412308259,1,0,1,3,6,6,0,2311.0
32,3.4965075614664802,1,1,2,2,4,2,27061,10.20588580882359,0,1,1,6,1,1,0,30031.0
24,3.2188758248682006,1,1,0,4,3,4,1694,7.43543801981455,1,2,4,0,4,2,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,4475,8.406485069431817,0,2,0,2,5,5,0,30031.0
8,2.1972245773362196,1,1,2,3,1,8,53,3.9889840465642745,0,2,3,4,3,1,0,211.0
40,3.713572066704308,1,1,1,0,5,0,28286,10.250157614133787,1,2,1,6,6,2,0,30031.0
31,3.4657359027997265,1,0,1,1,3,1,17109,9.747418366886238,0,0,4,1,9,1,0,30031.0
23,3.1780538303479458,1,0,2,3,2,3,2003,7.602900462204755,0,2,3,1,3,1,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,25943,10.163695647987154,0,2,3,1,3,1,0,30031.0
23,3.1780538303479458,1,0,2,3,2,3,1672,7.422373700986824,1,1,2,6,2,1,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,234,5.459585514144159,1,0,4,3,4,2,0,2311.0
34,3.5553480614894135,1,1,1,4,6,4,2392,7.780303087908373,1,1,2,5,2,2,0,30031.0
14,2.70805020110221,1,1,2,4,0,4,85,4.454347296253507,0,1,0,1,5,1,0,211.0
25,3.258096538021482,1,0,1,0,4,5,1416,7.256297239690681,1,0,1,2,6,1,0,2311.0
12,2.5649493574615367,1,1,0,2,5,2,96,4.574710978503383,1,0,1,5,6,12,1,211.0
31,3.4657359027997265,1,0,1,1,3,1,10369,9.246672301223573,0,1,4,2,9,1,0,30031.0
39,3.6888794541139363,1,0,0,4,4,9,28710,10.265035603577836,1,0,0,3,0,3,0,30031.0
8,2.1972245773362196,1,1,2,3,1,8,198,5.293304824724492,1,0,3,2,8,2,0,211.0
4,1.6094379124341003,1,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,4,1,31.0
28,3.367295829986474,1,1,1,3,0,8,1282,7.1569563646156364,1,1,2,1,2,2,0,2311.0
27,3.332204510175204,1,0,0,2,6,7,1192,7.084226422097916,1,1,2,2,2,1,0,2311.0
27,3.332204510175204,1,0,0,2,6,7,1113,7.01571242048723,0,0,3,0,3,3,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,3671,8.20849175174038,0,2,1,3,1,1,0,30031.0
39,3.6888794541139363,1,0,0,4,4,9,18304,9.814929525554337,1,1,4,6,4,13,0,30031.0
30,3.4339872044851463,1,1,0,0,2,0,2027,7.614805364711073,0,2,2,4,7,1,0,2311.0
27,3.332204510175204,1,0,0,2,6,7,240,5.484796933490655,1,0,0,2,0,3,0,2311.0
28,3.367295829986474,1,1,1,3,0,8,549,6.309918278226516,0,0,4,3,9,1,0,2311.0
12,2.5649493574615367,1,1,0,2,5,2,197,5.288267030694535,0,2,2,1,7,1,0,211.0
31,3.4657359027997265,1,0,1,1,3,1,2140,7.669028288589683,1,1,0,5,0,1,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,632,6.450470422144176,1,2,2,2,2,1,0,2311.0
27,3.332204510175204,1,0,0,2,6,7,1791,7.491087593534876,0,0,1,6,1,9,0,2311.0
23,3.1780538303479458,1,0,2,3,2,3,851,6.747586526829315,0,2,1,4,1,23,1,2311.0
9,2.302585092994046,1,0,0,4,2,9,51,3.9512437185814275,0,0,1,2,1,3,0,211.0
22,3.1354942159291497,1,1,1,2,1,2,2304,7.742835955430749,1,0,4,1,4,2,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,56,4.04305126783455,1,2,1,0,6,1,0,211.0
9,2.302585092994046,1,0,0,4,2,9,138,4.9344739331306915,1,0,3,5,8,3,0,211.0
16,2.833213344056216,1,1,1,1,2,6,2265,7.725771441587952,0,0,0,4,5,1,0,2311.0
31,3.4657359027997265,1,0,1,1,3,1,28651,10.262978527734342,0,1,1,0,1,1,0,30031.0
34,3.5553480614894135,1,1,1,4,6,4,10965,9.302554855963994,0,0,0,3,5,17,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,1722,7.45182223652793,1,0,2,0,2,1,0,2311.0
36,3.6109179126442243,1,1,0,1,1,6,15224,9.630694092578098,1,2,4,6,4,4,0,30031.0
37,3.6375861597263857,1,0,1,2,2,7,2063,7.6324011266014535,0,2,3,5,3,1,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,746,6.616065185132817,1,2,1,4,6,1,0,2311.0
37,3.6375861597263857,1,0,1,2,2,7,15384,9.641148287756142,1,0,4,5,4,1,0,30031.0
34,3.5553480614894135,1,1,1,4,6,4,21023,9.953419921284338,0,2,3,2,3,1,0,30031.0
31,3.4657359027997265,1,0,1,1,3,1,15478,9.647239545573877,1,1,3,1,8,1,0,30031.0
29,3.4011973816621555,1,0,2,4,1,9,1841,7.518607216815252,0,2,1,0,1,1,0,2311.0
15,2.772588722239781,1,0,0,0,1,5,795,6.679599185844383,0,0,0,4,5,15,1,2311.0
39,3.6888794541139363,1,0,0,4,4,9,21729,9.986449073250474,0,0,4,1,9,3,0,30031.0
39,3.6888794541139363,1,0,0,4,4,9,15692,9.66097003203872,1,2,2,5,2,1,0,30031.0
13,2.6390573296152584,1,0,1,3,6,3,81,4.406719247264253,0,0,1,4,1,1,0,211.0
17,2.8903717578961645,1,0,2,2,3,7,1551,7.347299700743164,0,0,1,4,1,1,0,2311.0
3,1.3862943611198906,1,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,1,0,31.0
24,3.2188758248682006,1,1,0,4,3,4,1778,7.483806687665835,1,2,3,0,8,2,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,185,5.225746673713202,0,2,0,3,5,1,0,211.0
36,3.6109179126442243,1,1,0,1,1,6,7377,8.906257878156621,0,0,2,6,7,3,0,30031.0
12,2.5649493574615367,1,1,0,2,5,2,133,4.897839799950911,0,1,3,0,3,1,0,211.0
39,3.6888794541139363,1,0,0,4,4,9,9513,9.160519676992227,0,0,3,0,3,3,0,30031.0
15,2.772588722239781,1,0,0,0,1,5,1909,7.554858521040676,0,1,4,5,9,1,0,2311.0
21,3.091042453358316,1,0,0,1,0,1,1719,7.450079569807499,0,0,4,4,9,3,0,2311.0
26,3.295836866004329,1,1,2,1,5,6,1062,6.968850378341948,1,0,2,5,2,2,0,2311.0
10,2.3978952727983707,1,1,1,0,3,0,30,3.4339872044851463,1,0,0,2,0,10,1,211.0
12,2.5649493574615367,1,1,0,2,5,2,31,3.4657359027997265,0,1,1,3,1,1,0,211.0
20,3.044522437723423,1,1,2,0,6,0,1062,6.968850378341948,1,0,2,5,2,2,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,858,6.755768921984255,1,0,3,4,8,1,0,2311.0
18,2.9444389791664403,1,1,0,3,4,8,1004,6.912742820493176,1,2,4,3,4,2,0,2311.0
12,2.5649493574615367,1,1,0,2,5,2,41,3.7376696182833684,0,2,1,6,1,1,0,211.0
35,3.58351893845611,1,0,2,0,0,5,20702,9.938033896288712,1,2,2,3,2,1,0,30031.0
37,3.6375861597263857,1,0,1,2,2,7,28262,10.249308807716778,1,2,2,3,2,1,0,30031.0
39,3.6888794541139363,1,0,0,4,4,9,12398,9.425371103179842,1,2,3,1,8,1,0,30031.0
11,2.4849066497880004,1,0,2,1,4,1,175,5.170483995038151,0,1,0,0,5,1,0,211.0
37,3.6375861597263857,1,0,1,2,2,7,1272,7.149131598557407,1,0,2,5,2,1,0,30031.0
8,2.1972245773362196,1,1,2,3,1,8,89,4.499809670330265,0,2,4,5,9,1,0,211.0
40,3.713572066704308,1,1,1,0,5,0,17685,9.78052864513568,0,0,0,3,5,5,0,30031.0
29,3.4011973816621555,1,0,2,4,1,9,1344,7.20414929203594,1,0,4,0,4,1,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,750,6.621405651764134,1,0,0,1,0,2,0,2311.0
14,2.70805020110221,1,1,2,4,0,4,125,4.836281906951478,0,2,0,6,5,1,0,211.0
20,3.044522437723423,1,1,2,0,6,0,1578,7.364547014255642,1,0,3,3,8,2,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,2075,7.638198244285779,0,2,0,3,5,1,0,2311.0
31,3.4657359027997265,1,0,1,1,3,1,26665,10.191144624675404,0,1,0,2,5,1,0,30031.0
25,3.258096538021482,1,0,1,0,4,5,2217,7.704361167910313,0,0,2,5,7,1,0,2311.0
23,3.1780538303479458,1,0,2,3,2,3,952,6.859614903654202,1,1,2,0,2,1,0,2311.0
14,2.70805020110221,1,1,2,4,0,4,134,4.90527477843843,1,2,4,1,4,2,0,211.0
39,3.6888794541139363,1,0,0,4,4,9,19236,9.86459078690618,1,0,1,0,6,3,0,30031.0
31,3.4657359027997265,1,0,1,1,3,1,14173,9.5591645793702,0,1,3,5,3,1,0,30031.0
9,2.302585092994046,1,0,0,4,2,9,92,4.532599493153256,1,2,2,1,2,1,0,211.0
14,2.70805020110221,1,1,2,4,0,4,71,4.276666119016055,0,2,1,1,1,1,0,211.0
20,3.044522437723423,1,1,2,0,6,0,1345,7.204892510204673,0,1,0,1,5,5,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,2284,7.734121303328305,1,1,4,2,4,1,0,2311.0
27,3.332204510175204,1,0,0,2,6,7,831,6.723832440821209,0,0,1,5,1,3,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,971,6.879355804460439,0,2,1,5,1,1,0,2311.0
10,2.3978952727983707,1,1,1,0,3,0,36,3.6109179126442243,1,0,1,1,6,2,0,211.0
17,2.8903717578961645,1,0,2,2,3,7,828,6.720220155135295,1,0,3,2,8,1,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,1532,7.334981878871814,1,2,2,6,2,1,0,2311.0
11,2.4849066497880004,1,0,2,1,4,1,102,4.634728988229636,1,0,2,4,2,1,0,211.0
25,3.258096538021482,1,0,1,0,4,5,1014,6.922643891475888,1,0,4,6,4,1,0,2311.0
24,3.2188758248682006,1,1,0,4,3,4,1685,7.430114138561801,0,2,0,5,5,1,0,2311.0
38,3.6635616461296463,1,1,2,3,3,8,4309,8.368693183097793,0,1,4,4,9,1,0,30031.0
23,3.1780538303479458,1,0,2,3,2,3,1164,7.060476365999801,1,0,4,2,4,1,0,2311.0
18,2.9444389791664403,1,1,0,3,4,8,994,6.902742737158593,1,1,4,0,4,2,0,2311.0
12,2.5649493574615367,1,1,0,2,5,2,159,5.075173815233827,0,0,4,5,9,3,0,211.0
8,2.1972245773362196,1,1,2,3,1,8,195,5.278114659230517,0,0,0,6,5,1,0,211.0
16,2.833213344056216,1,1,1,1,2,6,1669,7.4205789054108005,0,1,4,3,9,1,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,1498,7.312553498102598,1,1,3,0,8,1,0,2311.0
10,2.3978952727983707,1,1,1,0,3,0,103,4.6443908991413725,0,1,3,5,3,1,0,211.0
25,3.258096538021482,1,0,1,0,4,5,793,6.677083461247136,0,1,3,2,3,1,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,90,4.51085950651685,1,0,0,6,0,9,1,211.0
21,3.091042453358316,1,0,0,1,0,1,2159,7.67786350067821,0,2,4,3,9,1,0,2311.0
19,2.995732273553991,1,0,1,4,5,9,232,5.4510384535657,1,1,2,1,2,1,0,2311.0
27,3.332204510175204,1,0,0,2,6,7,846,6.741700694652055,1,0,1,6,6,9,0,2311.0
14,2.70805020110221,1,1,2,4,0,4,43,3.784189633918261,0,1,3,1,3,1,0,211.0
18,2.9444389791664403,1,1,0,3,4,8,1728,7.455298485683291,1,0,3,6,8,18,1,2311.0
18,2.9444389791664403,1,1,0,3,4,8,876,6.776506992372183,1,0,1,1,6,6,0,2311.0
7,2.0794415416798357,1,0,1,2,0,7,133,4.897839799950911,0,1,3,0,3,7,1,211.0
20,3.044522437723423,1,1,2,0,6,0,1293,7.165493475060845,0,0,3,5,3,1,0,2311.0
22,3.1354942159291497,1,1,1,2,1,2,1078,6.983789965258135,1,1,3,0,8,22,1,2311.0
33,3.5263605246161616,1,0,0,3,5,3,7422,8.912338567117548,1,0,2,2,2,3,0,30031.0
30,3.4339872044851463,1,1,0,0,2,0,1323,7.188412736496954,0,0,3,0,3,3,0,2311.0
10,2.3978952727983707,1,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,1,0,211.0
39,3.6888794541139363,1,0,0,4,4,9,3899,8.268731832117737,0,2,4,0,9,1,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,1266,7.144407180321139,1,0,1,6,6,1,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,22730,10.031484910599483,1,2,0,1,0,5,0,30031.0
25,3.258096538021482,1,0,1,0,4,5,143,4.969813299576001,0,2,3,3,3,1,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,17173,9.75115189123243,0,1,3,2,3,1,0,30031.0
38,3.6635616461296463,1,1,2,3,3,8,16640,9.719624808723344,1,2,0,1,0,2,0,30031.0
38,3.6635616461296463,1,1,2,3,3,8,2349,7.762170607138205,0,0,4,4,9,1,0,30031.0
21,3.091042453358316,1,0,0,1,0,1,253,5.537334267018537,0,1,3,1,3,1,0,2311.0
18,2.9444389791664403,1,1,0,3,4,8,663,6.498282149476434,0,0,3,5,3,3,0,2311.0
15,2.772588722239781,1,0,0,0,1,5,1888,7.543802867501509,1,1,3,5,8,1,0,2311.0
12,2.5649493574615367,1,1,0,2,5,2,44,3.8066624897703196,1,2,4,2,4,4,0,211.0
13,2.6390573296152584,1,0,1,3,6,3,199,5.298317366548036,0,1,4,3,9,1,0,211.0
23,3.1780538303479458,1,0,2,3,2,3,1302,7.172424577124845,1,0,2,0,2,1,0,2311.0
15,2.772588722239781,1,0,0,0,1,5,1878,7.538494999413465,1,0,3,2,8,3,0,2311.0
20,3.044522437723423,1,1,2,0,6,0,1712,7.44600149832412,1,2,2,4,2,4,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,15765,9.665611001619853,0,0,0,1,5,5,0,30031.0
26,3.295836866004329,1,1,2,1,5,6,1274,7.150701457592526,1,2,4,0,4,26,1,2311.0
20,3.044522437723423,1,1,2,0,6,0,1308,7.1770187659099,1,0,3,6,8,4,0,2311.0
23,3.1780538303479458,1,0,2,3,2,3,1053,6.960347729101308,0,0,3,3,3,1,0,2311.0
38,3.6635616461296463,1,1,2,3,3,8,29579,10.294853736264791,0,2,4,4,9,1,0,30031.0
20,3.044522437723423,1,1,2,0,6,0,2078,7.639642287858013,1,2,3,6,8,2,0,2311.0
30,3.4339872044851463,1,1,0,0,2,0,510,6.236369590203704,1,0,0,6,0,30,1,2311.0
34,3.5553480614894135,1,1,1,4,6,4,8380,9.033722518098907,1,1,0,1,0,2,0,30031.0
27,3.332204510175204,1,0,0,2,6,7,591,6.3835066348840055,0,0,1,3,1,3,0,2311.0
13,2.6390573296152584,1,0,1,3,6,3,127,4.852030263919617,0,1,2,1,7,1,0,211.0
30,3.4339872044851463,1,1,0,0,2,0,1246,7.1284959456800365,1,1,1,0,6,2,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,1536,7.337587743538596,1,0,1,3,6,16,1,2311.0
16,2.833213344056216,1,1,1,1,2,6,329,5.799092654460526,0,2,4,0,9,1,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,13979,9.5453830157878,0,2,4,0,9,1,0,30031.0
39,3.6888794541139363,1,0,0,4,4,9,26624,10.189605903011726,1,2,4,3,4,13,0,30031.0
32,3.4965075614664802,1,1,2,2,4,2,6207,8.733594061863055,0,0,2,5,7,1,0,30031.0
9,2.302585092994046,1,0,0,4,2,9,173,5.159055299214529,0,2,3,5,3,1,0,211.0
33,3.5263605246161616,1,0,0,3,5,3,3555,8.176391596633795,0,0,0,6,5,3,0,30031.0
29,3.4011973816621555,1,0,2,4,1,9,459,6.131226489483141,0,0,4,4,9,1,0,2311.0
36,3.6109179126442243,1,1,0,1,1,6,20136,9.910314197878405,1,0,1,4,6,12,0,30031.0
39,3.6888794541139363,1,0,0,4,4,9,1346,7.205635176410364,1,2,1,2,6,1,0,30031.0
21,3.091042453358316,1,0,0,1,0,1,824,6.715383386334681,1,2,4,5,4,1,0,2311.0
34,3.5553480614894135,1,1,1,4,6,4,14370,9.572967566074247,1,0,0,6,0,2,0,30031.0
15,2.772588722239781,1,0,0,0,1,5,1501,7.31455283232408,0,1,1,3,1,1,0,2311.0
8,2.1972245773362196,1,1,2,3,1,8,38,3.6635616461296463,1,2,3,3,8,2,0,211.0
10,2.3978952727983707,1,1,1,0,3,0,28,3.367295829986474,1,1,3,0,8,2,0,211.0
15,2.772588722239781,1,0,0,0,1,5,811,6.699500340161678,0,1,1,6,1,1,0,2311.0
33,3.5263605246161616,1,0,0,3,5,3,26212,10.174010749897112,1,1,2,4,2,1,0,30031.0
16,2.833213344056216,1,1,1,1,2,6,873,6.773080375655535,0,0,3,5,3,1,0,2311.0
17,2.8903717578961645,1,0,2,2,3,7,1938,7.569927655242652,1,0,3,6,8,17,1,2311.0
34,3.5553480614894135,1,1,1,4,6,4,19804,9.893689710056018,1,1,4,1,4,2,0,30031.0
27,3.332204510175204,1,0,0,2,6,7,2212,7.70210434005105,1,1,2,0,2,1,0,2311.0
32,3.4965075614664802,1,1,2,2,4,2,9855,9.1958356857733,0,0,0,6,5,1,0,30031.0
37,3.6375861597263857,1,0,1,2,2,7,25099,10.130623125119875,0,1,4,4,9,1,0,30031.0
29,3.4011973816621555,1,0,2,4,1,9,1397,7.242797922793756,0,2,2,4,7,1,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,1276,7.152268856032539,1,1,1,2,6,29,1,2311.0
32,3.4965075614664802,1,1,2,2,4,2,7874,8.971448463693834,1,2,4,6,4,2,0,30031.0
18,2.9444389791664403,1,1,0,3,4,8,957,6.86484777797086,0,0,2,5,7,3,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,208,5.342334251964811,1,1,3,5,8,1,0,211.0
14,2.70805020110221,1,1,2,4,0,4,74,4.31748811353631,1,2,4,4,4,2,0,211.0
29,3.4011973816621555,1,0,2,4,1,9,1859,7.528331766707247,0,2,4,4,9,1,0,2311.0
36,3.6109179126442243,1,1,0,1,1,6,16928,9.73678340663725,1,2,3,2,8,4,0,30031.0
11,2.4849066497880004,1,0,2,1,4,1,162,5.093750200806762,1,0,2,1,2,1,0,211.0
35,3.58351893845611,1,0,2,0,0,5,29631,10.296610137445906,0,0,1,0,1,7,0,30031.0
24,3.2188758248682006,1,1,0,4,3,4,1630,7.396948602621014,1,1,0,6,0,2,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,21854,9.992185007297415,1,2,4,0,4,2,0,30031.0
28,3.367295829986474,1,1,1,3,0,8,546,6.304448802421981,1,0,1,0,6,14,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,1137,7.037027614686276,0,0,2,3,7,1,0,2311.0
37,3.6375861597263857,1,0,1,2,2,7,12323,9.419303859716559,0,2,3,3,3,1,0,30031.0
15,2.772588722239781,1,0,0,0,1,5,1094,6.9985096422506015,1,2,4,2,4,1,0,2311.0
39,3.6888794541139363,1,0,0,4,4,9,4287,8.363575702750637,0,0,2,3,7,3,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,2086,7.643482907077201,1,1,1,0,6,1,0,2311.0
17,2.8903717578961645,1,0,2,2,3,7,695,6.54534966033442,0,2,0,2,5,1,0,2311.0
20,3.044522437723423,1,1,2,0,6,0,1628,7.395721608602045,1,2,3,4,8,4,0,2311.0
26,3.295836866004329,1,1,2,1,5,6,502,6.220590170099739,1,1,2,5,2,2,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,7391,8.90815361332152,0,2,1,6,1,1,0,30031.0
18,2.9444389791664403,1,1,0,3,4,8,784,6.665683717782408,1,1,4,0,4,2,0,2311.0
38,3.6635616461296463,1,1,2,3,3,8,27888,10.23598762483351,1,0,3,0,8,2,0,30031.0
30,3.4339872044851463,1,1,0,0,2,0,1224,7.110696122978827,1,0,4,6,4,6,0,2311.0
15,2.772588722239781,1,0,0,0,1,5,425,6.054439346269371,0,2,0,5,5,5,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,13850,9.536112711175099,1,2,0,4,0,5,0,30031.0
32,3.4965075614664802,1,1,2,2,4,2,13941,9.542661146046344,0,0,1,4,1,1,0,30031.0
22,3.1354942159291497,1,1,1,2,1,2,1756,7.471363088187097,1,1,1,6,6,2,0,2311.0
32,3.4965075614664802,1,1,2,2,4,2,21263,9.964770780953026,0,2,3,4,3,1,0,30031.0
10,2.3978952727983707,1,1,1,0,3,0,35,3.58351893845611,0,2,0,0,5,5,0,211.0
11,2.4849066497880004,1,0,2,1,4,1,115,4.7535901911063645,0,1,0,3,5,1,0,211.0
3,1.3862943611198906,1,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,3,1,31.0
17,2.8903717578961645,1,0,2,2,3,7,541,6.295266001439646,0,1,1,2,1,1,0,2311.0
18,2.9444389791664403,1,1,0,3,4,8,820,6.710523109452428,1,1,0,1,0,2,0,2311.0
21,3.091042453358316,1,0,0,1,0,1,1030,6.93828448401696,1,1,0,1,0,1,0,2311.0
26,3.295836866004329,1,1,2,1,5,6,736,6.602587892189336,1,1,1,1,6,2,0,2311.0
32,3.4965075614664802,1,1,2,2,4,2,5762,8.659213451436667,1,2,2,1,2,2,0,30031.0
20,3.044522437723423,1,1,2,0,6,0,191,5.2574953720277815,0,2,1,2,1,1,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,1080,6.985641817639208,1,0,0,2,0,1,0,2311.0
21,3.091042453358316,1,0,0,1,0,1,1862,7.529943370601589,1,2,2,0,2,7,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,131,4.882801922586371,0,2,1,5,1,1,0,211.0
22,3.1354942159291497,1,1,1,2,1,2,2196,7.69484807238461,1,0,1,5,6,2,0,2311.0
37,3.6375861597263857,1,0,1,2,2,7,17533,9.771897132148531,0,1,3,5,3,1,0,30031.0
19,2.995732273553991,1,0,1,4,5,9,784,6.665683717782408,1,1,4,0,4,1,0,2311.0
32,3.4965075614664802,1,1,2,2,4,2,4467,8.404696160189092,0,0,2,1,7,1,0,30031.0
19,2.995732273553991,1,0,1,4,5,9,39,3.6888794541139363,0,0,4,4,9,1,0,2311.0
28,3.367295829986474,1,1,1,3,0,8,1836,7.515889085215125,1,0,1,2,6,4,0,2311.0
10,2.3978952727983707,1,1,1,0,3,0,44,3.8066624897703196,1,2,4,2,4,2,0,211.0
28,3.367295829986474,1,1,1,3,0,8,251,5.529429087511423,0,2,1,6,1,1,0,2311.0
17,2.8903717578961645,1,0,2,2,3,7,1119,7.02108396428914,0,0,4,6,9,1,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,1994,7.598399329323964,1,2,4,6,4,1,0,2311.0
34,3.5553480614894135,1,1,1,4,6,4,20128,9.909916840301031,1,1,3,3,8,34,1,30031.0
31,3.4657359027997265,1,0,1,1,3,1,7967,8.983188799264434,0,2,2,1,7,31,1,30031.0
25,3.258096538021482,1,0,1,0,4,5,1308,7.1770187659099,1,0,3,6,8,1,0,2311.0
23,3.1780538303479458,1,0,2,3,2,3,230,5.442417710521793,1,2,0,6,0,23,1,2311.0
12,2.5649493574615367,1,1,0,2,5,2,126,4.844187086458591,1,0,1,0,6,6,0,211.0
19,2.995732273553991,1,0,1,4,5,9,55,4.02535169073515,0,1,0,6,5,1,0,2311.0
30,3.4339872044851463,1,1,0,0,2,0,739,6.606650186198215,0,1,4,4,9,1,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,23054,10.045637944640806,1,2,4,3,4,1,0,30031.0
11,2.4849066497880004,1,0,2,1,4,1,30,3.4339872044851463,1,0,0,2,0,1,0,211.0
19,2.995732273553991,1,0,1,4,5,9,1366,7.220373836723949,1,1,1,1,6,1,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,94,4.553876891600541,1,1,4,3,4,1,0,211.0
30,3.4339872044851463,1,1,0,0,2,0,1294,7.166265974133638,1,1,4,6,4,2,0,2311.0
34,3.5553480614894135,1,1,1,4,6,4,24283,10.097572976250325,0,1,3,0,3,1,0,30031.0
32,3.4965075614664802,1,1,2,2,4,2,12427,9.427707270512938,0,1,2,2,7,1,0,30031.0
16,2.833213344056216,1,1,1,1,2,6,2030,7.616283561580385,1,2,0,0,0,2,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,908,6.812345094177479,1,2,3,5,8,1,0,2311.0
11,2.4849066497880004,1,0,2,1,4,1,74,4.31748811353631,1,2,4,4,4,1,0,211.0
21,3.091042453358316,1,0,0,1,0,1,1908,7.554334823725748,1,0,3,4,8,3,0,2311.0
39,3.6888794541139363,1,0,0,4,4,9,27625,10.226512637259905,0,1,0,3,5,13,0,30031.0
19,2.995732273553991,1,0,1,4,5,9,186,5.231108616854587,1,0,1,4,6,1,0,2311.0
12,2.5649493574615367,1,1,0,2,5,2,108,4.6913478822291435,1,0,3,3,8,12,1,211.0
27,3.332204510175204,1,0,0,2,6,7,752,6.6240652277998935,1,2,2,3,2,1,0,2311.0
18,2.9444389791664403,1,1,0,3,4,8,891,6.79346613258001,0,0,1,2,1,9,0,2311.0
27,3.332204510175204,1,0,0,2,6,7,383,5.950642552587727,0,2,3,5,3,1,0,2311.0
36,3.6109179126442243,1,1,0,1,1,6,25644,10.152103899823368,1,0,4,3,4,12,0,30031.0
4,1.6094379124341003,1,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,2,0,31.0
8,2.1972245773362196,1,1,2,3,1,8,83,4.430816798843313,0,2,3,6,3,1,0,211.0
8,2.1972245773362196,1,1,2,3,1,8,177,5.181783550292085,0,0,2,2,7,1,0,211.0
13,2.6390573296152584,1,0,1,3,6,3,99,4.605170185988092,0,0,4,1,9,1,0,211.0
19,2.995732273553991,1,0,1,4,5,9,2262,7.724446645633537,1,0,2,1,2,1,0,2311.0
31,3.4657359027997265,1,0,1,1,3,1,23571,10.067814845957804,0,0,1,2,1,1,0,30031.0
26,3.295836866004329,1,1,2,1,5,6,378,5.937536205082426,1,0,3,0,8,2,0,2311.0
24,3.2188758248682006,1,1,0,4,3,4,1339,7.200424892944957,0,1,4,2,9,1,0,2311.0
30,3.4339872044851463,1,1,0,0,2,0,1692,7.4342573821331355,1,0,2,5,2,6,0,2311.0
27,3.332204510175204,1,0,0,2,6,7,2285,7.734558844354756,0,2,0,3,5,1,0,2311.0
5,1.791759469228055,1,0,2,0,5,5,31,3.4657359027997265,0,1,1,3,1,1,0,31.0
32,3.4965075614664802,1,1,2,2,4,2,26491,10.18459807960487,0,1,1,3,1,1,0,30031.0
37,3.6375861597263857,1,0,1,2,2,7,4266,8.358666283188,1,0,1,3,6,1,0,30031.0
