slot_total_listed,slot_total_listed_abs_log1p,slot_total_listed_is_even,slot_total_listed_mod3,slot_total_listed_mod5,slot_total_listed_mod7,slot_total_listed_mod10,slot_alice_name,slot_bob_name,gcd_all,y
461055,13.04127478965552,0,0,0,0,5,4,0,461055,102.0
352284,12.772195786074038,1,0,4,2,4,0,3,352284,77.0
363830,12.804444753090607,1,2,0,5,0,3,4,363830,100.0
226584,12.330875429445014,1,0,4,1,4,4,1,226584,106.0
362944,12.802006586615892,1,1,4,1,4,0,4,362944,88.0
388404,12.869803888642913,1,0,4,2,4,3,4,388404,127.0
283865,12.556257574810163,0,2,0,1,5,2,1,283865,83.0
418305,12.943968501099832,0,0,0,6,5,3,2,418305,77.0
121213,11.70531285749756,0,1,3,1,3,0,4,121213,108.0
438198,12.990428424077914,1,0,3,5,8,0,0,438198,133.0
368380,12.816873007657607,1,1,0,5,0,0,1,368380,131.0
364449,12.80614464681036,0,0,4,1,9,1,0,364449,109.0
446932,13.010163974218178,1,1,2,3,2,0,2,446932,113.0
422193,12.953220203021099,0,0,3,2,3,2,0,422193,100.0
135764,11.818680728929381,1,2,4,6,4,3,2,135764,56.0
396121,12.88947752359755,0,1,1,5,1,3,4,396121,85.0
10696,9.27771860730613,1,1,1,0,6,2,1,10696,54.0
343425,12.746726938033092,0,0,0,5,5,3,3,343425,104.0
434441,12.981817728011034,0,2,1,0,1,3,0,434441,81.0
81320,11.30615956476456,1,2,0,1,0,0,3,81320,94.0
158619,11.97426668363731,0,0,4,6,9,1,4,158619,98.0
399388,12.897691158272615,1,1,3,3,8,3,3,399388,74.0
349322,12.763752274604842,1,2,2,1,2,3,3,349322,89.0
263466,12.481683401929072,1,0,1,0,6,2,2,263466,51.0
66179,11.100133581475603,0,2,4,1,9,3,0,66179,38.0
114,4.74493212836325,1,0,4,2,4,3,3,114,20.0
97053,11.483022803615915,0,0,3,5,3,0,0,97053,103.0
269550,12.504512890759782,1,0,0,1,0,3,3,269550,85.0
218632,12.295149803989899,1,1,2,1,2,4,2,218632,88.0
54015,10.897035577955629,0,0,0,3,5,4,0,54015,90.0
222359,12.312052969067405,0,2,4,4,9,4,1,222359,94.0
413557,12.93255304963129,0,1,2,4,7,1,1,413557,116.0
384818,12.860528372854095,1,2,3,0,8,1,3,384818,135.0
395871,12.888846205662558,0,0,1,0,1,0,2,395871,81.0
196126,12.186517687561414,1,1,1,0,6,0,2,196126,123.0
282558,12.551642657320121,1,0,3,3,8,1,1,282558,104.0
367466,12.814388797684765,1,2,1,1,6,2,0,367466,115.0
401243,12.902325000043533,0,2,3,3,3,3,4,401243,111.0
48214,10.783425454944485,1,1,4,5,4,4,1,48214,83.0
70654,11.165564157016847,1,1,4,3,4,3,4,70654,84.0
262249,12.477053526258544,0,1,4,1,9,4,1,262249,37.0
74463,11.218071066102018,0,0,3,4,3,3,1,74463,71.0
320244,12.676841606834602,1,0,4,1,4,2,3,320244,103.0
236209,12.372476518851753,0,1,4,1,9,2,2,236209,106.0
311694,12.649780424561643,1,0,4,5,4,4,4,311694,76.0
139313,11.84448565723042,0,2,3,6,3,0,3,139313,44.0
131438,11.786298144648125,1,2,3,6,8,0,4,131438,49.0
440054,12.994654998082595,1,2,4,6,4,2,1,440054,132.0
222726,12.313702085231993,1,0,1,0,6,1,3,222726,90.0
153077,11.938702874390271,0,2,2,1,7,4,4,153077,96.0
140273,11.851352931739726,0,2,3,0,3,4,0,140273,78.0
417613,12.942312839892834,0,1,3,0,3,0,4,417613,122.0
347897,12.759664612345125,0,2,2,4,7,1,4,347897,115.0
399279,12.897418204143491,0,0,4,6,9,4,1,399279,104.0
36011,10.491607495228367,0,2,1,3,1,3,1,36011,60.0
370303,12.822079568895752,0,1,3,3,3,0,0,370303,115.0
396279,12.889876311086967,0,0,4,2,9,1,4,396279,100.0
272661,12.515988211855888,0,0,1,4,1,0,4,272661,63.0
404550,12.910533089115269,1,0,0,6,0,2,0,404550,86.0
13578,9.516279760698795,1,0,3,5,8,4,4,13578,53.0
391235,12.877066237448679,0,2,0,5,5,1,0,391235,116.0
397473,12.892884802132244,0,0,3,6,3,3,4,397473,65.0
188175,12.145132974090817,0,0,0,1,5,0,3,188175,114.0
391932,12.878846185797045,1,0,2,2,2,4,0,391932,149.0
395715,12.888452061228788,0,0,0,5,5,3,0,395715,76.0
126057,11.744497397480352,0,0,2,1,7,0,3,126057,103.0
456781,13.031961531994142,0,1,1,3,1,3,3,456781,122.0
417914,12.943033341546329,1,2,4,0,4,2,0,417914,90.0
354655,12.77890358457538,0,1,0,0,5,4,2,354655,108.0
234573,12.365526382120281,0,0,3,3,3,4,4,234573,90.0
99075,11.50364251137131,0,0,0,4,5,1,2,99075,55.0
17618,9.77673314419063,1,2,3,6,8,3,1,17618,48.0
259030,12.464703024638956,1,1,0,2,0,1,0,259030,137.0
399962,12.899127321811731,1,2,2,3,2,1,3,399962,90.0
484085,13.090017855864904,0,2,0,0,5,3,0,484085,123.0
433446,12.979524807059315,1,0,1,6,6,2,3,433446,109.0
71255,11.174034305111705,0,2,0,2,5,1,0,71255,69.0
33035,10.405353154930607,0,2,0,2,5,1,2,33035,32.0
127179,11.753358684821398,0,0,4,3,9,3,4,127179,97.0
416230,12.938995673589352,1,1,0,3,0,3,0,416230,112.0
312134,12.65119106551499,1,2,4,4,4,2,3,312134,81.0
156468,11.96061318627421,1,0,3,4,8,3,2,156468,80.0
356714,12.784692422607476,1,2,4,1,4,0,3,356714,106.0
90215,11.409962073912123,0,2,0,6,5,1,3,90215,65.0
387010,12.86620839538058,1,1,0,1,0,3,0,387010,128.0
232908,12.358403098320307,1,0,3,4,8,4,3,232908,105.0
451097,13.01943988977992,0,2,2,3,7,4,4,451097,102.0
105384,11.565375589971147,1,0,4,6,4,0,2,105384,95.0
235083,12.367698176065916,0,0,3,2,3,1,4,235083,99.0
216705,12.286296875189135,0,0,0,6,5,4,1,216705,92.0
281000,12.546113507028412,1,2,0,6,0,2,2,281000,73.0
222132,12.311031580565293,1,0,2,1,2,0,0,222132,105.0
289284,12.575167640328612,1,0,4,2,4,1,3,289284,73.0
130122,11.776235435962457,1,0,2,6,2,4,2,130122,111.0
123558,11.72447405376571,1,0,3,1,8,4,4,123558,91.0
150512,11.921804738178182,1,2,2,5,2,0,3,150512,90.0
193003,12.170466193060856,0,1,3,6,3,1,0,193003,113.0
307024,12.634684456478585,1,1,4,4,4,2,1,307024,103.0
489765,13.101683005002597,0,0,0,3,5,2,3,489765,127.0
422296,12.953464136942268,1,1,1,0,6,1,0,422296,105.0
46187,10.740475303071747,0,2,2,1,7,4,2,46187,74.0
24374,10.101313295866047,1,2,4,0,4,3,4,24374,86.0
282174,12.550282724823827,1,0,4,4,4,4,3,282174,87.0
248794,12.424384543182203,1,1,4,0,4,2,0,248794,123.0
175980,12.078131313647322,1,0,0,0,0,2,3,175980,110.0
278030,12.535487897247275,1,2,0,4,0,0,2,278030,88.0
159732,11.981258950301738,1,0,2,6,2,2,4,159732,118.0
116350,11.664366763450701,1,1,0,3,0,1,0,116350,96.0
279650,12.541297676141784,1,2,0,0,0,4,4,279650,60.0
95346,11.465278147502655,1,0,1,6,6,1,1,95346,90.0
450103,13.017233946155555,0,1,3,3,3,1,1,450103,131.0
197314,12.192556715476654,1,1,4,5,4,2,2,197314,62.0
243625,12.4033895414705,0,1,0,4,5,0,4,243625,127.0
165602,12.017348636711233,1,2,2,3,2,3,0,165602,78.0
71304,11.174721730170868,1,0,4,2,4,1,2,71304,63.0
499324,13.121012465333372,1,1,4,0,4,1,1,499324,141.0
431808,12.975738639828494,1,0,3,6,8,2,4,431808,102.0
3680,8.210939733379021,1,2,0,5,0,2,1,3680,46.0
452034,13.021514889444859,1,0,4,2,4,4,4,452034,119.0
326981,12.697660402492751,0,2,1,4,1,0,3,326981,120.0
453102,13.023874751688265,1,0,2,6,2,2,2,453102,133.0
374566,12.833525971144725,1,1,1,3,6,1,3,374566,120.0
370173,12.821728444348269,0,0,3,6,3,3,2,370173,120.0
48862,10.796775742844966,1,1,2,2,2,2,4,48862,105.0
200387,12.208010766160433,0,2,2,5,7,1,3,200387,86.0
37568,10.533934521232142,1,2,3,6,8,2,2,37568,54.0
161191,11.990351480031602,0,1,1,2,1,4,2,161191,100.0
321410,12.680475956964345,1,2,0,5,0,2,3,321410,104.0
182344,12.113655776063803,1,1,4,1,4,4,1,182344,72.0
370467,12.822522350217614,0,0,2,6,7,3,2,370467,105.0
498294,13.11894755010316,1,0,4,6,4,0,1,498294,128.0
129494,11.771397549337733,1,2,4,1,4,3,1,129494,121.0
146870,11.897309929467154,1,2,0,3,0,4,0,146870,101.0
135861,11.8193949436733,0,0,1,5,1,0,0,135861,64.0
262228,12.476973446789161,1,1,3,1,8,2,1,262228,34.0
345691,12.753303484189821,0,1,1,3,1,3,3,345691,91.0
252042,12.437354986857713,1,0,2,0,2,3,3,252042,105.0
321153,12.679676037847358,0,0,3,0,3,2,3,321153,94.0
60675,11.013303511711563,0,0,0,6,5,1,4,60675,80.0
388549,12.870177140637388,0,1,4,0,9,1,3,388549,132.0
154423,11.947457344907711,0,1,3,3,3,1,1,154423,94.0
50700,10.83370091325064,1,0,0,6,0,0,4,50700,59.0
131554,11.787180294107978,1,1,4,3,4,0,1,131554,50.0
458332,13.035351273141707,1,1,2,0,2,3,1,458332,147.0
467270,13.05466466812809,1,2,0,6,0,3,4,467270,89.0
370907,12.823709332401178,0,2,2,5,7,4,0,370907,105.0
322958,12.685280659163347,1,2,3,6,8,4,3,322958,113.0
405543,12.912984654665832,0,0,3,5,3,2,1,405543,76.0
184304,12.124347272969782,1,2,4,1,4,4,0,184304,117.0
277982,12.535315239723834,1,2,2,5,2,1,0,277982,107.0
9837,9.194007717355285,0,0,2,2,7,3,3,9837,56.0
273269,12.518215596406964,0,2,4,3,9,2,1,273269,86.0
346118,12.754537925545115,1,2,3,3,8,4,1,346118,68.0
372864,12.82897170281847,1,0,4,2,4,1,4,372864,87.0
106958,11.580200862442666,1,2,3,5,8,1,2,106958,80.0
440675,12.996065190531622,0,2,0,4,5,3,4,440675,117.0
42774,10.663709098760394,1,0,4,4,4,1,1,42774,70.0
370773,12.823347991553057,0,0,3,4,3,3,0,370773,94.0
235806,12.370768952819507,1,0,1,4,6,3,3,235806,99.0
83242,11.32951932022334,1,1,2,5,2,0,1,83242,64.0
437361,12.988516506450322,0,0,1,1,1,4,4,437361,109.0
379027,12.84536535996364,0,1,2,5,7,4,0,379027,95.0
33298,10.413282645487595,1,1,3,6,8,3,1,33298,33.0
433410,12.97944174847297,1,0,0,5,0,1,4,433410,100.0
421705,12.952063667757692,0,1,0,4,5,1,0,421705,120.0
402838,12.906292257383864,1,1,3,2,8,4,2,402838,89.0
58801,10.98193114691371,0,1,1,1,1,0,2,58801,85.0
253987,12.445042300790147,0,1,2,6,7,2,3,253987,89.0
366806,12.812591103151815,1,2,1,6,6,2,3,366806,102.0
23497,10.064670590127518,0,1,2,5,7,2,4,23497,79.0
79641,11.285296870871345,0,0,1,2,1,2,1,79641,84.0
463674,13.046939154757487,1,0,4,1,4,2,2,463674,103.0
439479,12.993347488814818,0,0,4,5,9,0,0,439479,116.0
70158,11.158519373808797,1,0,3,4,8,1,1,70158,49.0
343985,12.748356237852944,0,2,0,5,5,0,1,343985,125.0
34355,10.444531954886115,0,2,0,6,5,1,2,34355,51.0
175984,12.07815404311551,1,1,4,4,4,3,3,175984,108.0
362948,12.80201760750875,1,2,3,5,8,1,0,362948,91.0
323105,12.685735721742303,0,2,0,6,5,2,3,323105,104.0
53492,10.887306083202157,1,2,2,5,2,1,2,53492,73.0
88735,11.393420948415505,0,1,0,3,5,4,0,88735,90.0
193558,12.173337654537224,1,1,3,1,8,3,2,193558,97.0
250454,12.431034542651167,1,2,4,1,4,0,3,250454,106.0
264952,12.487307730747917,1,1,2,2,2,2,0,264952,71.0
331668,12.711892762623753,1,0,3,1,8,0,4,331668,94.0
152782,11.936773892980586,1,1,2,0,2,1,3,152782,81.0
241116,12.393037571845296,1,0,1,1,6,0,1,241116,124.0
334013,12.718938187248044,0,2,3,1,3,0,0,334013,88.0
443257,13.00190727227894,0,1,2,3,7,4,3,443257,110.0
484172,13.090197559849548,1,2,2,3,2,0,3,484172,116.0
183371,12.119272155393258,0,2,1,6,1,0,3,183371,86.0
417569,12.942207473889557,0,2,4,5,9,3,4,417569,114.0
79372,11.281913539027153,1,1,2,6,2,2,4,79372,72.0
475374,13.071859245230561,1,0,4,4,4,4,3,475374,99.0
486234,13.094447325109925,1,0,4,0,4,0,3,486234,132.0
9797,9.18993356219852,0,2,2,4,7,2,1,9797,46.0
433565,12.979799312748959,0,2,0,6,5,1,3,433565,119.0
215497,12.280706907740413,0,1,2,2,7,0,4,215497,91.0
18125,9.805102650614726,0,2,0,2,5,2,0,18125,59.0
448215,13.013030538060745,0,0,0,5,5,1,2,448215,128.0
180911,12.105766004175026,0,2,1,3,1,1,3,180911,83.0
30335,10.320090405054748,0,2,0,4,5,2,0,30335,91.0
73713,11.207948019431882,0,0,3,3,3,2,0,73713,99.0
228582,12.339654661873293,1,0,2,4,2,1,3,228582,126.0
42960,10.668048006379243,1,0,0,1,0,4,0,42960,80.0
136698,11.82553670739633,1,0,3,2,8,0,2,136698,83.0
316072,12.663728478547961,1,1,2,1,2,4,2,316072,91.0
317810,12.669212145449865,1,2,0,3,0,3,4,317810,104.0
216643,12.286010732346524,0,1,3,0,3,2,2,216643,93.0
351500,12.769967835179024,1,2,0,2,0,1,2,351500,103.0
51185,10.84322133613675,0,2,0,1,5,4,4,51185,88.0
405484,12.912839160484726,1,1,4,2,4,2,0,405484,121.0
450573,13.018277604472203,0,0,3,4,3,0,2,450573,90.0
144295,11.879622024350034,0,1,0,4,5,3,4,144295,84.0
486127,13.094227242691256,0,1,2,5,7,2,0,486127,136.0
136832,11.82651648314995,1,2,2,3,2,3,3,136832,60.0
440141,12.994852681101927,0,2,1,2,1,3,1,440141,125.0
74701,11.22126214452421,0,1,1,4,1,3,0,74701,73.0
208235,12.246427330878504,0,2,0,6,5,1,4,208235,101.0
397374,12.892635698213104,1,0,4,5,4,2,4,397374,70.0
320193,12.676682341080618,0,0,3,6,3,2,3,320193,90.0
52303,10.864828128963993,0,1,3,6,3,3,4,52303,71.0
214098,12.274193803852247,1,0,3,3,8,3,3,214098,75.0
214237,12.274842825556556,0,1,2,2,7,1,2,214237,89.0
319361,12.674080534610678,0,2,1,0,1,3,4,319361,114.0
189054,12.149793256998958,1,0,4,5,4,2,1,189054,100.0
38303,10.553309608357699,0,2,3,6,3,0,0,38303,72.0
147000,11.898194668458823,1,0,0,0,0,0,0,147000,93.0
82717,11.323192511500254,0,1,2,5,7,2,1,82717,64.0
121778,11.709963205599864,1,2,3,6,8,2,2,121778,113.0
7629,8.939843124278502,0,0,4,6,9,3,0,7629,68.0
328751,12.703058946105797,0,2,1,3,1,4,3,328751,63.0
260863,12.471754477702287,0,1,3,1,3,4,0,260863,151.0
17499,9.769956159911606,0,0,4,6,9,2,0,17499,45.0
39349,10.58025125384555,0,1,4,2,9,3,1,39349,73.0
315406,12.661619147304107,1,1,1,0,6,3,4,315406,72.0
294461,12.592905241490335,0,2,1,6,1,2,0,294461,113.0
446954,13.010213197387086,1,2,4,4,4,4,2,446954,117.0
277654,12.534134614791416,1,1,4,6,4,1,4,277654,87.0
446829,13.009933488059195,0,0,4,5,9,1,2,446829,111.0
465129,13.050072215389585,0,0,4,0,9,3,0,465129,105.0
288883,12.57378050243537,0,1,3,0,3,3,0,288883,81.0
212341,12.265953461379757,0,1,1,3,1,1,3,212341,116.0
480657,13.082911277483195,0,0,2,2,7,3,0,480657,116.0
324262,12.68931019389621,1,1,2,1,2,0,4,324262,106.0
379429,12.846425405576301,0,1,4,1,9,2,1,379429,99.0
465454,13.050770700779344,1,1,4,3,4,2,2,465454,104.0
421806,12.952303142432019,1,0,1,0,6,0,0,421806,131.0
84621,11.345949559069204,0,0,1,5,1,0,1,84621,70.0
52517,10.868911246960494,0,2,2,3,7,3,3,52517,73.0
417315,12.941599007565204,0,0,0,3,5,0,4,417315,107.0
231480,12.352253075706091,1,0,0,4,0,2,3,231480,78.0
333479,12.71733817252455,0,2,4,6,9,1,4,333479,90.0
366377,12.811420866311297,0,2,2,4,7,0,0,366377,106.0
10012,9.211639527707803,1,1,2,2,2,4,3,10012,56.0
310184,12.644924172655971,1,2,4,0,4,3,4,310184,111.0
34361,10.444706581621912,0,2,1,5,1,0,4,34361,53.0
405925,12.91392615596155,0,1,0,2,5,4,1,405925,91.0
291665,12.583364590954744,0,2,0,3,5,2,0,291665,93.0
23250,10.054103420843255,1,0,0,3,0,4,0,23250,72.0
175371,12.074664711057451,0,0,1,0,1,0,0,175371,87.0
294396,12.592684475567546,1,0,1,4,6,2,0,294396,126.0
254738,12.447994770564875,1,2,3,1,8,1,0,254738,106.0
79655,11.285472642067921,0,2,0,2,5,4,1,79655,86.0
230161,12.346538687794904,0,1,1,1,1,3,0,230161,76.0
479703,13.080924526000313,0,0,3,0,3,4,3,479703,117.0
6136,8.722091302389098,1,1,1,4,6,0,3,6136,73.0
76423,11.244052061949844,0,1,3,4,3,4,0,76423,67.0
395465,12.887820095364246,0,2,0,0,5,3,3,395465,69.0
82118,11.315924693757216,1,2,3,1,8,3,1,82118,52.0
155119,11.951954289916534,0,1,4,6,9,1,2,155119,109.0
470238,13.060996355076819,1,0,3,6,8,3,1,470238,120.0
293607,12.590000823307681,0,0,2,6,7,3,3,293607,110.0
133705,11.80339863867249,0,1,0,5,5,0,3,133705,52.0
36352,10.50103201050528,1,1,2,1,2,4,4,36352,49.0
79063,11.27801293005602,0,1,3,5,3,3,0,79063,81.0
212134,12.264978143440699,1,1,4,6,4,0,2,212134,104.0
376583,12.838896408907013,0,2,3,4,3,2,0,376583,127.0
466245,13.05246867081489,0,0,0,3,5,0,1,466245,110.0
430349,12.972354110077621,0,2,4,3,9,1,2,430349,83.0
141043,11.856827177418317,0,1,3,0,3,1,4,141043,82.0
211374,12.261389086200882,1,0,4,2,4,1,1,211374,106.0
357458,12.786775949224651,1,2,3,3,8,4,2,357458,103.0
474516,13.070052723576854,1,0,1,0,6,4,1,474516,129.0
347109,12.757397011576042,0,0,4,0,9,4,3,347109,107.0
333613,12.717739915013022,0,1,3,0,3,4,2,333613,93.0
85541,11.356762762382015,0,2,1,1,1,0,2,85541,75.0
311878,12.650370571056975,1,1,3,0,8,0,1,311878,72.0
444356,13.004383572390125,1,2,1,3,6,0,1,444356,116.0
438413,12.990918948412624,0,2,3,3,3,0,3,438413,96.0
119399,11.690234479940639,0,2,4,0,9,3,2,119399,90.0
173369,12.063183317979933,0,2,4,0,9,4,1,173369,84.0
50474,10.829233443181039,1,2,4,4,4,0,1,50474,63.0
42574,10.659022505530888,1,1,4,0,4,1,0,42574,67.0
162914,12.000983871382246,1,2,4,3,4,0,2,162914,98.0
249221,12.426099344502777,0,2,1,0,1,3,3,249221,110.0
30844,10.336729941643739,1,1,4,2,4,4,4,30844,79.0
72015,11.184643595532714,0,0,0,6,5,1,4,72015,68.0
119276,11.689203798216898,1,2,1,3,6,4,3,119276,98.0
308696,12.640115492270045,1,2,1,3,6,2,0,308696,106.0
359290,12.791887924082069,1,1,0,1,0,4,0,359290,133.0
496743,13.1158300818308,0,0,3,2,3,4,0,496743,113.0
30514,10.325973644978596,1,1,4,1,4,0,4,30514,85.0
290299,12.578670150012721,0,1,4,2,9,3,3,290299,113.0
435196,12.983554081117758,1,1,1,6,6,0,2,435196,119.0
357955,12.788165352801462,0,1,0,3,5,2,1,357955,109.0
4378,8.384575666801398,1,1,3,3,8,0,1,4378,33.0
421438,12.95143032471723,1,1,3,3,8,3,2,421438,119.0
470512,13.061578867806524,1,1,2,0,2,1,1,470512,126.0
368065,12.816017548896257,0,1,0,5,5,3,1,368065,113.0
212755,12.267901248153107,0,1,0,4,5,1,0,212755,112.0
154143,11.945642509429947,0,0,3,3,3,4,1,154143,83.0
208118,12.245865310472459,1,2,3,1,8,3,2,208118,103.0
477247,13.075791550903467,0,1,2,1,7,1,3,477247,102.0
182446,12.11421499886835,1,1,1,5,6,2,2,182446,84.0
471530,13.063740126508367,1,2,0,3,0,2,1,471530,117.0
