slot_n_big,slot_n_big_abs_log1p,slot_n_big_is_even,slot_n_big_mod3,slot_n_big_mod5,slot_n_big_mod7,slot_n_big_mod10,slot_R_big,slot_R_big_abs_log1p,slot_R_big_is_even,slot_R_big_mod3,slot_R_big_mod5,slot_R_big_mod7,slot_R_big_mod10,slot_N_small,slot_N_small_abs_log1p,slot_N_small_is_even,slot_N_small_mod3,slot_N_small_mod5,slot_N_small_mod7,slot_N_small_mod10,slot_r_small,slot_r_small_abs_log1p,slot_r_small_is_even,slot_r_small_mod3,slot_r_small_mod5,slot_r_small_mod7,slot_r_small_mod10,gcd_all,n_multiple_pairs,y
6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,158,5.0689042022202315,1,2,3,4,8,3,1.3862943611198906,0,0,3,3,3,1,1,4981.0
7,2.0794415416798357,0,1,2,0,7,48,3.8918202981106265,1,0,3,6,8,130,4.875197323201151,1,1,0,4,0,47,3.871201010907891,0,2,2,5,7,1,0,94421.0
12,2.5649493574615367,1,0,2,5,2,43,3.784189633918261,0,1,3,1,3,498,6.212606095751519,1,0,3,1,8,32,3.4965075614664802,1,2,2,4,2,1,0,684167.0
4,1.6094379124341003,1,1,4,4,4,55,4.02535169073515,0,1,0,6,5,485,6.186208623900494,0,2,0,2,5,11,2.4849066497880004,0,2,1,4,1,1,1,26924.0
11,2.4849066497880004,0,2,1,4,1,22,3.1354942159291497,1,1,2,1,2,359,5.886104031450156,0,2,4,2,9,14,2.70805020110221,1,2,4,0,4,1,1,13997.0
7,2.0794415416798357,0,1,2,0,7,45,3.828641396489095,0,0,0,3,5,214,5.3706380281276624,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,1,0,15862.0
6,1.9459101490553132,1,0,1,6,6,26,3.295836866004329,1,2,1,5,6,504,6.22455842927536,1,0,4,0,4,12,2.5649493574615367,1,0,2,5,2,2,3,80641.0
9,2.302585092994046,0,0,4,2,9,47,3.871201010907891,0,2,2,5,7,234,5.459585514144159,1,0,4,3,4,20,3.044522437723423,1,2,0,6,0,1,1,5994.0
9,2.302585092994046,0,0,4,2,9,37,3.6375861597263857,0,1,2,2,7,576,6.3578422665081,1,0,1,2,6,3,1.3862943611198906,0,0,3,3,3,1,3,64366.0
8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,187,5.236441962829949,0,1,2,5,7,2,1.0986122886681098,1,2,2,2,2,1,2,4233.0
7,2.0794415416798357,0,1,2,0,7,33,3.5263605246161616,0,0,3,5,3,435,6.077642243349034,0,0,0,1,5,16,2.833213344056216,1,1,1,2,6,1,0,116365.0
10,2.3978952727983707,1,1,0,3,0,19,2.995732273553991,0,1,4,5,9,264,5.579729825986222,1,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,1,1,40541.0
8,2.1972245773362196,1,2,3,1,8,54,4.007333185232471,1,0,4,5,4,265,5.583496308781699,0,1,0,6,5,12,2.5649493574615367,1,0,2,5,2,1,0,9407.0
10,2.3978952727983707,1,1,0,3,0,26,3.295836866004329,1,2,1,5,6,310,5.739792912179234,1,1,0,2,0,5,1.791759469228055,0,2,0,5,5,1,3,13437.0
10,2.3978952727983707,1,1,0,3,0,59,4.0943445622221,0,2,4,3,9,428,6.061456918928017,1,2,3,1,8,46,3.8501476017100584,1,1,1,4,6,1,0,1153563.0
9,2.302585092994046,0,0,4,2,9,17,2.8903717578961645,0,2,2,3,7,467,6.148468295917647,0,2,2,5,7,14,2.70805020110221,1,2,4,0,4,1,0,28848.0
10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,423,6.049733455231958,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,2,323.0
9,2.302585092994046,0,0,4,2,9,21,3.091042453358316,0,0,1,0,1,395,5.981414211254481,0,2,0,3,5,14,2.70805020110221,1,2,4,0,4,1,0,4244.0
3,1.3862943611198906,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,480,6.175867270105761,1,0,0,4,0,11,2.4849066497880004,0,2,1,4,1,1,1,31478.0
9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,284,5.652489180268651,1,2,4,4,4,11,2.4849066497880004,0,2,1,4,1,1,0,45351.0
6,1.9459101490553132,1,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,473,6.161207321695077,0,2,3,4,3,1,0.6931471805599453,0,1,1,1,1,1,3,11098.0
10,2.3978952727983707,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,314,5.752572638825633,1,2,4,6,4,5,1.791759469228055,0,2,0,5,5,1,1,6813.0
3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,45,3.828641396489095,0,0,0,3,5,7,2.0794415416798357,0,1,2,0,7,1,1,160.0
12,2.5649493574615367,1,0,2,5,2,41,3.7376696182833684,0,2,1,6,1,249,5.521460917862246,0,0,4,4,9,37,3.6375861597263857,0,1,2,2,7,1,0,368254.0
10,2.3978952727983707,1,1,0,3,0,49,3.912023005428146,0,1,4,0,9,153,5.0369526024136295,0,0,3,6,3,45,3.828641396489095,0,0,0,3,5,1,0,35746.0
9,2.302585092994046,0,0,4,2,9,35,3.58351893845611,0,2,0,0,5,36,3.6109179126442243,1,0,1,1,6,30,3.4339872044851463,1,0,0,2,0,1,1,416.0
3,1.3862943611198906,0,0,3,3,3,58,4.07753744390572,1,1,3,2,8,94,4.553876891600541,1,1,4,3,4,37,3.6375861597263857,0,1,2,2,7,1,0,28373.0
6,1.9459101490553132,1,0,1,6,6,46,3.8501476017100584,1,1,1,4,6,465,6.144185634125646,0,0,0,3,5,44,3.8066624897703196,1,2,4,2,4,1,0,474601.0
9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,145,4.983606621708336,0,1,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,0,815.0
8,2.1972245773362196,1,2,3,1,8,60,4.110873864173311,1,0,0,4,0,279,5.634789603169249,0,0,4,6,9,19,2.995732273553991,0,1,4,5,9,1,0,156901.0
5,1.791759469228055,0,2,0,5,5,31,3.4657359027997265,0,1,1,3,1,200,5.303304908059076,1,2,0,4,0,9,2.302585092994046,0,0,4,2,9,1,1,56072.0
5,1.791759469228055,0,2,0,5,5,44,3.8066624897703196,1,2,4,2,4,461,6.135564891081739,0,2,1,6,1,6,1.9459101490553132,1,0,1,6,6,1,0,809.0
10,2.3978952727983707,1,1,0,3,0,48,3.8918202981106265,1,0,3,6,8,370,5.916202062607435,1,1,0,6,0,24,3.2188758248682006,1,0,4,3,4,2,2,653.0
6,1.9459101490553132,1,0,1,6,6,53,3.9889840465642745,0,2,3,4,3,379,5.940171252720432,0,1,4,1,9,17,2.8903717578961645,0,2,2,3,7,1,0,342234.0
7,2.0794415416798357,0,1,2,0,7,48,3.8918202981106265,1,0,3,6,8,487,6.1903154058531475,0,1,2,4,7,10,2.3978952727983707,1,1,0,3,0,1,0,6527.0
3,1.3862943611198906,0,0,3,3,3,47,3.871201010907891,0,2,2,5,7,171,5.147494476813453,0,0,1,3,1,20,3.044522437723423,1,2,0,6,0,1,1,26871.0
10,2.3978952727983707,1,1,0,3,0,56,4.04305126783455,1,2,1,0,6,693,6.542471960506805,0,0,3,0,3,1,0.6931471805599453,0,1,1,1,1,1,3,9609.0
12,2.5649493574615367,1,0,2,5,2,44,3.8066624897703196,1,2,4,2,4,183,5.214935757608986,0,0,3,1,3,8,2.1972245773362196,1,2,3,1,8,1,0,1699.0
4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,385,5.955837369464831,0,1,0,0,5,23,3.1780538303479458,0,2,3,2,3,1,0,75944.0
11,2.4849066497880004,0,2,1,4,1,45,3.828641396489095,0,0,0,3,5,210,5.351858133476067,1,0,0,0,0,44,3.8066624897703196,1,2,4,2,4,1,1,201383.0
9,2.302585092994046,0,0,4,2,9,13,2.6390573296152584,0,1,3,6,3,484,6.184148890937483,1,1,4,1,4,4,1.6094379124341003,1,1,4,4,4,1,1,6632.0
12,2.5649493574615367,1,0,2,5,2,41,3.7376696182833684,0,2,1,6,1,45,3.828641396489095,0,0,0,3,5,31,3.4657359027997265,0,1,1,3,1,1,0,3896.0
5,1.791759469228055,0,2,0,5,5,41,3.7376696182833684,0,2,1,6,1,322,5.777652323222656,1,1,2,0,2,31,3.4657359027997265,0,1,1,3,1,1,0,412694.0
9,2.302585092994046,0,0,4,2,9,27,3.332204510175204,0,0,2,6,7,363,5.8971538676367405,0,0,3,6,3,25,3.258096538021482,0,1,0,4,5,1,1,123892.0
12,2.5649493574615367,1,0,2,5,2,27,3.332204510175204,0,0,2,6,7,495,6.206575926724928,0,0,0,5,5,14,2.70805020110221,1,2,4,0,4,1,0,189193.0
6,1.9459101490553132,1,0,1,6,6,55,4.02535169073515,0,1,0,6,5,306,5.726847747587197,1,0,1,5,6,18,2.9444389791664403,1,0,3,4,8,1,3,60443.0
9,2.302585092994046,0,0,4,2,9,42,3.7612001156935624,1,0,2,0,2,35,3.58351893845611,0,2,0,0,5,29,3.4011973816621555,0,2,4,1,9,1,0,1243.0
10,2.3978952727983707,1,1,0,3,0,39,3.6888794541139363,0,0,4,4,9,338,5.82600010738045,1,2,3,2,8,6,1.9459101490553132,1,0,1,6,6,1,0,26141.0
4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,450,6.111467339502679,1,0,0,2,0,10,2.3978952727983707,1,1,0,3,0,2,1,8361.0
8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,120,4.795790545596741,1,0,0,1,0,13,2.6390573296152584,0,1,3,6,3,1,2,1663.0
7,2.0794415416798357,0,1,2,0,7,52,3.970291913552122,1,1,2,3,2,215,5.375278407684165,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,1,0,104629.0
5,1.791759469228055,0,2,0,5,5,57,4.060443010546419,0,0,2,1,7,233,5.455321115357702,0,2,3,2,3,29,3.4011973816621555,0,2,4,1,9,1,0,95846.0
4,1.6094379124341003,1,1,4,4,4,21,3.091042453358316,0,0,1,0,1,284,5.652489180268651,1,2,4,4,4,9,2.302585092994046,0,0,4,2,9,1,1,513.0
3,1.3862943611198906,0,0,3,3,3,34,3.5553480614894135,1,1,4,6,4,271,5.605802066295998,0,1,1,5,1,27,3.332204510175204,0,0,2,6,7,1,1,126623.0
6,1.9459101490553132,1,0,1,6,6,41,3.7376696182833684,0,2,1,6,1,394,5.978885764901122,1,1,4,2,4,2,1.0986122886681098,1,2,2,2,2,1,2,32397.0
7,2.0794415416798357,0,1,2,0,7,37,3.6375861597263857,0,1,2,2,7,264,5.579729825986222,1,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,1,1,38977.0
8,2.1972245773362196,1,2,3,1,8,47,3.871201010907891,0,2,2,5,7,282,5.645446897643238,1,0,2,2,2,26,3.295836866004329,1,2,1,5,6,1,1,341805.0
6,1.9459101490553132,1,0,1,6,6,55,4.02535169073515,0,1,0,6,5,107,4.68213122712422,0,2,2,2,7,22,3.1354942159291497,1,1,2,1,2,1,0,1027.0
12,2.5649493574615367,1,0,2,5,2,51,3.9512437185814275,0,0,1,2,1,134,4.90527477843843,1,2,4,1,4,45,3.828641396489095,0,0,0,3,5,1,0,47569.0
3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,358,5.883322388488279,1,1,3,1,8,1,0.6931471805599453,0,1,1,1,1,1,3,2122.0
11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,257,5.552959584921617,0,2,2,5,7,7,2.0794415416798357,0,1,2,0,7,1,1,10312.0
5,1.791759469228055,0,2,0,5,5,39,3.6888794541139363,0,0,4,4,9,469,6.152732694704104,0,1,4,0,9,33,3.5263605246161616,0,0,3,5,3,1,0,1963.0
3,1.3862943611198906,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,477,6.169610732491456,0,0,2,1,7,8,2.1972245773362196,1,2,3,1,8,1,1,669.0
3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,268,5.594711379601839,1,1,3,2,8,13,2.6390573296152584,0,1,3,6,3,1,1,4363.0
3,1.3862943611198906,0,0,3,3,3,51,3.9512437185814275,0,0,1,2,1,109,4.700480365792417,0,1,4,4,9,50,3.9318256327243257,1,2,0,1,0,1,1,45933.0
4,1.6094379124341003,1,1,4,4,4,43,3.784189633918261,0,1,3,1,3,85,4.454347296253507,0,1,0,1,5,39,3.6888794541139363,0,0,4,4,9,1,0,46328.0
7,2.0794415416798357,0,1,2,0,7,51,3.9512437185814275,0,0,1,2,1,142,4.962844630259907,1,1,2,2,2,43,3.784189633918261,0,1,3,1,3,1,0,100604.0
5,1.791759469228055,0,2,0,5,5,22,3.1354942159291497,1,1,2,1,2,219,5.393627546352362,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,1,1,12293.0
7,2.0794415416798357,0,1,2,0,7,33,3.5263605246161616,0,0,3,5,3,338,5.82600010738045,1,2,3,2,8,8,2.1972245773362196,1,2,3,1,8,1,0,44941.0
7,2.0794415416798357,0,1,2,0,7,26,3.295836866004329,1,2,1,5,6,229,5.438079308923196,0,1,4,5,9,8,2.1972245773362196,1,2,3,1,8,1,0,3987.0
6,1.9459101490553132,1,0,1,6,6,37,3.6375861597263857,0,1,2,2,7,151,5.0238805208462765,0,1,1,4,1,5,1.791759469228055,0,2,0,5,5,1,0,5478.0
8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,0,4,5,482,6.180016653652572,1,2,2,6,2,10,2.3978952727983707,1,1,0,3,0,1,0,8209.0
8,2.1972245773362196,1,2,3,1,8,34,3.5553480614894135,1,1,4,6,4,21,3.091042453358316,0,0,1,0,1,31,3.4657359027997265,0,1,1,3,1,1,0,7042.0
11,2.4849066497880004,0,2,1,4,1,56,4.04305126783455,1,2,1,0,6,411,6.021023349349527,0,0,1,5,1,55,4.02535169073515,0,1,0,6,5,1,1,125399.0
8,2.1972245773362196,1,2,3,1,8,33,3.5263605246161616,0,0,3,5,3,400,5.993961427306569,1,1,0,1,0,9,2.302585092994046,0,0,4,2,9,1,1,713.0
11,2.4849066497880004,0,2,1,4,1,36,3.6109179126442243,1,0,1,1,6,401,5.996452088619021,0,2,1,2,1,33,3.5263605246161616,0,0,3,5,3,1,1,3968.0
11,2.4849066497880004,0,2,1,4,1,10,2.3978952727983707,1,1,0,3,0,291,5.676753802268282,0,0,1,4,1,5,1.791759469228055,0,2,0,5,5,1,1,307.0
4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,129,4.867534450455582,0,0,4,3,9,1,0.6931471805599453,0,1,1,1,1,1,3,918.0
4,1.6094379124341003,1,1,4,4,4,53,3.9889840465642745,0,2,3,4,3,88,4.48863636973214,1,1,3,4,8,42,3.7612001156935624,1,0,2,0,2,1,1,63493.0
5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,396,5.983936280687191,1,0,1,4,6,14,2.70805020110221,1,2,4,0,4,1,1,51995.0
3,1.3862943611198906,0,0,3,3,3,40,3.713572066704308,1,1,0,5,0,481,6.1779441140506,0,1,1,5,1,36,3.6109179126442243,1,0,1,1,6,1,1,8819.0
6,1.9459101490553132,1,0,1,6,6,51,3.9512437185814275,0,0,1,2,1,533,6.280395838960195,0,2,3,1,3,8,2.1972245773362196,1,2,3,1,8,1,0,219017.0
4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,64,4.174387269895637,1,1,4,1,4,2,1.0986122886681098,1,2,2,2,2,2,5,81.0
5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,128,4.859812404361672,1,2,3,2,8,22,3.1354942159291497,1,1,2,1,2,1,0,37874.0
5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,361,5.8916442118257715,0,1,1,4,1,11,2.4849066497880004,0,2,1,4,1,1,0,1033.0
9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,116,4.762173934797756,1,2,1,4,6,4,1.6094379124341003,1,1,4,4,4,1,1,548.0
9,2.302585092994046,0,0,4,2,9,54,4.007333185232471,1,0,4,5,4,416,6.0330862217988015,1,2,1,3,6,27,3.332204510175204,0,0,2,6,7,1,3,7459.0
3,1.3862943611198906,0,0,3,3,3,46,3.8501476017100584,1,1,1,4,6,435,6.077642243349034,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,1,1,2819.0
8,2.1972245773362196,1,2,3,1,8,37,3.6375861597263857,0,1,2,2,7,263,5.575949103146316,0,2,3,4,3,19,2.995732273553991,0,1,4,5,9,1,0,61328.0
6,1.9459101490553132,1,0,1,6,6,58,4.07753744390572,1,1,3,2,8,171,5.147494476813453,0,0,1,3,1,19,2.995732273553991,0,1,4,5,9,1,1,6159.0
9,2.302585092994046,0,0,4,2,9,52,3.970291913552122,1,1,2,3,2,275,5.62040086571715,0,2,0,2,5,13,2.6390573296152584,0,1,3,6,3,1,1,7037.0
12,2.5649493574615367,1,0,2,5,2,43,3.784189633918261,0,1,3,1,3,93,4.543294782270004,0,0,3,2,3,20,3.044522437723423,1,2,0,6,0,1,0,71027.0
6,1.9459101490553132,1,0,1,6,6,60,4.110873864173311,1,0,0,4,0,436,6.07993319509559,1,1,1,2,6,40,3.713572066704308,1,1,0,5,0,2,1,3497.0
6,1.9459101490553132,1,0,1,6,6,53,3.9889840465642745,0,2,3,4,3,231,5.44673737166631,0,0,1,0,1,11,2.4849066497880004,0,2,1,4,1,1,1,8896.0
12,2.5649493574615367,1,0,2,5,2,57,4.060443010546419,0,0,2,1,7,390,5.968707559985366,1,0,0,5,0,30,3.4339872044851463,1,0,0,2,0,3,1,24349.0
8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,420,6.042632833682381,1,0,0,0,0,10,2.3978952727983707,1,1,0,3,0,1,1,57659.0
12,2.5649493574615367,1,0,2,5,2,45,3.828641396489095,0,0,0,3,5,104,4.653960350157523,1,2,4,6,4,10,2.3978952727983707,1,1,0,3,0,1,0,8387.0
10,2.3978952727983707,1,1,0,3,0,51,3.9512437185814275,0,0,1,2,1,479,6.173786103901937,0,2,4,3,9,45,3.828641396489095,0,0,0,3,5,1,0,121934.0
7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,348,5.855071922202427,1,0,3,5,8,3,1.3862943611198906,0,0,3,3,3,1,1,2042.0
6,1.9459101490553132,1,0,1,6,6,42,3.7612001156935624,1,0,2,0,2,412,6.023447592961033,1,1,2,6,2,36,3.6109179126442243,1,0,1,1,6,2,2,104743.0
7,2.0794415416798357,0,1,2,0,7,57,4.060443010546419,0,0,2,1,7,120,4.795790545596741,1,0,0,1,0,35,3.58351893845611,0,2,0,0,5,1,1,229258.0
5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,449,6.1092475827643655,0,2,4,1,9,9,2.302585092994046,0,0,4,2,9,1,1,5242.0
8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,152,5.030437921392435,1,2,2,5,2,4,1.6094379124341003,1,1,4,4,4,4,6,1289.0
5,1.791759469228055,0,2,0,5,5,41,3.7376696182833684,0,2,1,6,1,27,3.332204510175204,0,0,2,6,7,22,3.1354942159291497,1,1,2,1,2,1,0,5063.0
12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,398,5.988961416889864,1,2,3,6,8,14,2.70805020110221,1,2,4,0,4,2,0,45923.0
11,2.4849066497880004,0,2,1,4,1,46,3.8501476017100584,1,1,1,4,6,482,6.180016653652572,1,2,2,6,2,22,3.1354942159291497,1,1,2,1,2,1,1,81129.0
11,2.4849066497880004,0,2,1,4,1,52,3.970291913552122,1,1,2,3,2,604,6.405228458030842,1,1,4,2,4,2,1.0986122886681098,1,2,2,2,2,1,2,31179.0
7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,208,5.342334251964811,1,1,3,5,8,7,2.0794415416798357,0,1,2,0,7,1,1,1562.0
5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,2,4,0,4,247,5.5134287461649825,0,1,2,2,7,6,1.9459101490553132,1,0,1,6,6,1,0,5437.0
7,2.0794415416798357,0,1,2,0,7,6,1.9459101490553132,1,0,1,6,6,285,5.655991810819852,0,0,0,5,5,5,1.791759469228055,0,2,0,5,5,1,1,2431.0
3,1.3862943611198906,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,1,3,251.0
11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,236,5.4680601411351315,1,2,1,5,6,17,2.8903717578961645,0,2,2,3,7,1,0,5353.0
12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,511,6.238324625039508,0,1,1,0,1,6,1.9459101490553132,1,0,1,6,6,1,2,1051.0
9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,0,1,5,509,6.234410725718371,0,2,4,5,9,5,1.791759469228055,0,2,0,5,5,1,1,1996.0
4,1.6094379124341003,1,1,4,4,4,35,3.58351893845611,0,2,0,0,5,159,5.075173815233827,0,0,4,5,9,27,3.332204510175204,0,0,2,6,7,1,0,50212.0
12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,205,5.327876168789581,0,1,0,2,5,12,2.5649493574615367,1,0,2,5,2,1,1,1229.0
8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,359,5.886104031450156,0,2,4,2,9,15,2.772588722239781,0,0,0,1,5,1,0,11053.0
3,1.3862943611198906,0,0,3,3,3,53,3.9889840465642745,0,2,3,4,3,317,5.762051382780177,0,2,2,2,7,26,3.295836866004329,1,2,1,5,6,1,0,220401.0
3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,0,4,5,423,6.049733455231958,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,1,1,62789.0
7,2.0794415416798357,0,1,2,0,7,31,3.4657359027997265,0,1,1,3,1,143,4.969813299576001,0,2,3,3,3,9,2.302585092994046,0,0,4,2,9,1,0,3253.0
9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,288,5.666426688112432,1,0,3,1,8,12,2.5649493574615367,1,0,2,5,2,1,2,1793.0
11,2.4849066497880004,0,2,1,4,1,19,2.995732273553991,0,1,4,5,9,489,6.194405391104672,0,0,4,6,9,5,1.791759469228055,0,2,0,5,5,1,0,4766.0
11,2.4849066497880004,0,2,1,4,1,31,3.4657359027997265,0,1,1,3,1,314,5.752572638825633,1,2,4,6,4,12,2.5649493574615367,1,0,2,5,2,1,0,58081.0
3,1.3862943611198906,0,0,3,3,3,59,4.0943445622221,0,2,4,3,9,150,5.017279836814924,1,0,0,3,0,36,3.6109179126442243,1,0,1,1,6,1,2,158737.0
6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,0,1,1,6,312,5.746203190540153,1,0,2,4,2,3,1.3862943611198906,0,0,3,3,3,3,5,11267.0
3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,329,5.799092654460526,0,2,4,0,9,18,2.9444389791664403,1,0,3,4,8,1,1,15403.0
12,2.5649493574615367,1,0,2,5,2,52,3.970291913552122,1,1,2,3,2,491,6.198478716492308,0,2,1,1,1,23,3.1780538303479458,0,2,3,2,3,1,0,291791.0
10,2.3978952727983707,1,1,0,3,0,40,3.713572066704308,1,1,0,5,0,126,4.844187086458591,1,0,1,0,6,14,2.70805020110221,1,2,4,0,4,2,2,6635.0
8,2.1972245773362196,1,2,3,1,8,53,3.9889840465642745,0,2,3,4,3,188,5.241747015059643,1,2,3,6,8,13,2.6390573296152584,0,1,3,6,3,1,0,6304.0
8,2.1972245773362196,1,2,3,1,8,58,4.07753744390572,1,1,3,2,8,270,5.602118820879701,1,0,0,4,0,50,3.9318256327243257,1,2,0,1,0,2,0,193211.0
7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,0,2,0,391,5.971261839790462,0,1,1,6,1,6,1.9459101490553132,1,0,1,6,6,1,1,33.0
6,1.9459101490553132,1,0,1,6,6,48,3.8918202981106265,1,0,3,6,8,278,5.631211781821365,1,2,3,5,8,24,3.2188758248682006,1,0,4,3,4,2,3,4441.0
10,2.3978952727983707,1,1,0,3,0,51,3.9512437185814275,0,0,1,2,1,77,4.356708826689592,0,2,2,0,7,46,3.8501476017100584,1,1,1,4,6,1,0,160219.0
10,2.3978952727983707,1,1,0,3,0,45,3.828641396489095,0,0,0,3,5,78,4.3694478524670215,1,0,3,1,8,31,3.4657359027997265,0,1,1,3,1,1,0,48421.0
8,2.1972245773362196,1,2,3,1,8,38,3.6635616461296463,1,2,3,3,8,442,6.093569770045136,1,1,2,1,2,26,3.295836866004329,1,2,1,5,6,2,1,7857.0
9,2.302585092994046,0,0,4,2,9,58,4.07753744390572,1,1,3,2,8,370,5.916202062607435,1,1,0,6,0,7,2.0794415416798357,0,1,2,0,7,1,0,148685.0
9,2.302585092994046,0,0,4,2,9,45,3.828641396489095,0,0,0,3,5,276,5.6240175061873385,1,0,1,3,6,7,2.0794415416798357,0,1,2,0,7,1,1,17134.0
4,1.6094379124341003,1,1,4,4,4,54,4.007333185232471,1,0,4,5,4,278,5.631211781821365,1,2,3,5,8,30,3.4339872044851463,1,0,0,2,0,2,0,37669.0
9,2.302585092994046,0,0,4,2,9,32,3.4965075614664802,1,2,2,4,2,458,6.129050210060545,1,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,1,1,44219.0
3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,102,4.634728988229636,1,0,2,4,2,14,2.70805020110221,1,2,4,0,4,1,2,13163.0
10,2.3978952727983707,1,1,0,3,0,38,3.6635616461296463,1,2,3,3,8,351,5.863631175598097,0,0,1,1,1,8,2.1972245773362196,1,2,3,1,8,1,0,53061.0
6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,190,5.25227342804663,1,1,0,1,0,3,1.3862943611198906,0,0,3,3,3,1,2,305.0
8,2.1972245773362196,1,2,3,1,8,52,3.970291913552122,1,1,2,3,2,427,6.059123195581797,0,1,2,0,7,39,3.6888794541139363,0,0,4,4,9,1,0,33307.0
5,1.791759469228055,0,2,0,5,5,55,4.02535169073515,0,1,0,6,5,15,2.772588722239781,0,0,0,1,5,48,3.8918202981106265,1,0,3,6,8,1,2,6713.0
11,2.4849066497880004,0,2,1,4,1,31,3.4657359027997265,0,1,1,3,1,166,5.117993812416755,1,1,1,5,6,29,3.4011973816621555,0,2,4,1,9,1,0,28764.0
9,2.302585092994046,0,0,4,2,9,44,3.8066624897703196,1,2,4,2,4,276,5.6240175061873385,1,0,1,3,6,37,3.6375861597263857,0,1,2,2,7,1,0,40409.0
7,2.0794415416798357,0,1,2,0,7,41,3.7376696182833684,0,2,1,6,1,416,6.0330862217988015,1,2,1,3,6,13,2.6390573296152584,0,1,3,6,3,1,1,223146.0
6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,206,5.332718793265369,1,2,1,3,6,2,1.0986122886681098,1,2,2,2,2,2,4,139.0
4,1.6094379124341003,1,1,4,4,4,58,4.07753744390572,1,1,3,2,8,330,5.802118375377063,1,0,0,1,0,24,3.2188758248682006,1,0,4,3,4,2,1,76919.0
9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,65,4.189654742026425,0,2,0,2,5,3,1.3862943611198906,0,0,3,3,3,1,2,8.0
