slot_a_real,slot_a_real_abs_log1p,slot_a_real_is_even,slot_a_real_mod3,slot_a_real_mod5,slot_a_real_mod7,slot_a_real_mod10,slot_a_imag,slot_a_imag_abs_log1p,slot_a_imag_is_even,slot_a_imag_mod3,slot_a_imag_mod5,slot_a_imag_mod7,slot_a_imag_mod10,slot_b_real,slot_b_real_abs_log1p,slot_b_real_sign,slot_b_real_is_even,slot_b_real_mod3,slot_b_real_mod5,slot_b_real_mod7,slot_b_real_mod10,slot_b_imag,slot_b_imag_abs_log1p,slot_b_imag_sign,slot_b_imag_is_even,slot_b_imag_mod3,slot_b_imag_mod5,slot_b_imag_mod7,slot_b_imag_mod10,slot_radius,slot_radius_abs_log1p,slot_radius_is_even,slot_radius_mod3,slot_radius_mod5,slot_radius_mod7,slot_radius_mod10,gcd_all,n_multiple_pairs,y
82,4.418840607796598,1,1,2,5,2,59,4.0943445622221,0,2,4,3,9,-7824,8.965079015408355,-1,1,0,1,2,6,-5056,8.528528701079983,-1,1,2,4,5,4,8,2.1972245773362196,1,2,3,1,8,1,2,1150.0
62,4.143134726391533,1,2,2,6,2,99,4.605170185988092,0,0,4,1,9,-9414,9.150059441091253,-1,1,0,1,1,6,-216,5.37989735354046,-1,1,0,4,1,4,9,2.302585092994046,0,0,4,2,9,1,3,1037.0
25,3.258096538021482,0,1,0,4,5,118,4.77912349311153,1,1,3,6,8,-2430,7.796057974316123,-1,1,0,0,6,0,9018,9.107088742165708,1,1,0,3,2,8,9,2.302585092994046,0,0,4,2,9,1,2,75.0
103,4.6443908991413725,0,1,3,5,3,149,5.0106352940962555,0,2,4,2,9,-3199,8.070906088787819,-1,0,2,1,0,1,4837,8.484256691169973,1,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,1,2,440.0
15,2.772588722239781,0,0,0,1,5,112,4.727387818712341,1,1,2,0,2,2670,7.890208213109961,1,1,0,0,3,0,13240,9.491073355339758,1,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,1,4,2175.0
47,3.871201010907891,0,2,2,5,7,122,4.812184355372417,1,2,2,3,2,-10460,9.25540933534376,-1,1,1,0,5,0,29000,10.275085591132715,1,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,1,2,1776.0
99,4.605170185988092,0,0,4,1,9,125,4.836281906951478,0,2,0,6,5,-32100,10.376642461280849,-1,1,0,0,2,0,-10810,9.288319413292772,-1,1,2,0,5,0,10,2.3978952727983707,1,1,0,3,0,1,2,3219.0
88,4.48863636973214,1,1,3,4,8,124,4.8283137373023015,1,1,4,5,4,-1208,7.097548850614793,-1,1,1,2,3,2,2464,7.80994708647679,1,1,1,4,0,4,4,1.6094379124341003,1,1,4,4,4,4,5,130.0
140,4.948759890378168,1,2,0,0,0,21,3.091042453358316,0,0,1,0,1,756,6.6293632534374485,1,1,0,1,0,6,-3591,8.18646442942209,-1,0,0,4,0,9,3,1.3862943611198906,0,0,3,3,3,1,5,1428.0
17,2.8903717578961645,0,2,2,3,7,35,3.58351893845611,0,2,0,0,5,-3608,8.19118600464279,-1,1,1,2,4,2,-8960,9.10063710688422,-1,1,1,0,0,0,8,2.1972245773362196,1,2,3,1,8,1,3,1435.0
18,2.9444389791664403,1,0,3,4,8,24,3.2188758248682006,1,0,4,3,4,-1266,7.144407180321139,-1,1,0,4,1,4,-1854,7.5256399750415355,-1,1,0,1,1,6,3,1.3862943611198906,0,0,3,3,3,3,5,782.0
44,3.8066624897703196,1,2,4,2,4,90,4.51085950651685,1,0,0,6,0,-6120,8.71948076085107,-1,1,0,0,5,0,-5568,8.624970783589669,-1,1,0,2,4,2,8,2.1972245773362196,1,2,3,1,8,2,3,1475.0
76,4.343805421853684,1,1,1,6,6,121,4.804021044733257,0,1,1,2,1,1004,6.912742820493176,1,1,2,4,3,4,-3392,8.129469764784231,-1,1,1,3,3,8,4,1.6094379124341003,1,1,4,4,4,1,3,1443.0
147,4.997212273764115,0,0,2,0,7,14,2.70805020110221,1,2,4,0,4,-15876,9.672626800077511,-1,1,0,4,0,4,-12474,9.431481920619719,-1,1,0,1,0,6,9,2.302585092994046,0,0,4,2,9,1,5,1575.0
97,4.584967478670572,0,1,2,6,7,112,4.727387818712341,1,1,2,0,2,-15957,9.677715549868227,-1,0,0,3,3,3,-26928,10.200959051807608,-1,1,0,2,1,2,9,2.302585092994046,0,0,4,2,9,1,2,4100.0
97,4.584967478670572,0,1,2,6,7,113,4.736198448394496,0,2,3,1,3,8375,9.033125752550372,1,0,2,0,3,5,-8515,9.049702026013371,-1,0,2,0,4,5,5,1.791759469228055,0,2,0,5,5,1,2,3132.0
138,4.9344739331306915,1,0,3,5,8,100,4.61512051684126,1,1,0,2,0,200,5.303304908059076,1,1,2,0,4,0,24700,10.114599007626499,1,1,1,0,4,0,10,2.3978952727983707,1,1,0,3,0,2,5,2030.0
45,3.828641396489095,0,0,0,3,5,107,4.68213122712422,0,2,2,2,7,-3580,8.183397369998433,-1,1,2,0,4,0,-3142,8.052933036797567,-1,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,2,2465.0
83,4.430816798843313,0,2,3,6,3,106,4.672828834461906,1,1,1,1,6,-700,6.55250788703459,-1,1,2,0,0,0,24850,10.120653272163802,1,1,1,0,0,0,10,2.3978952727983707,1,1,0,3,0,1,2,1615.0
60,4.110873864173311,1,0,0,4,0,130,4.875197323201151,1,1,0,4,0,-8400,9.036106025364846,-1,1,0,0,0,0,10495,9.25874951118387,1,0,1,0,2,5,5,1.791759469228055,0,2,0,5,5,5,5,2001.0
116,4.762173934797756,1,2,1,4,6,116,4.762173934797756,1,2,1,4,6,-9569,9.166388484447,-1,0,1,1,0,1,-3640,8.200013648175434,-1,1,2,0,0,0,7,2.0794415416798357,0,1,2,0,7,1,3,1443.0
34,3.5553480614894135,1,1,4,6,4,69,4.248495242049359,0,0,4,6,9,-2128,7.663407664893479,-1,1,2,2,0,2,-5534,8.618846845142738,-1,1,1,1,3,6,2,1.0986122886681098,1,2,2,2,2,1,3,3071.0
107,4.68213122712422,0,2,2,2,7,57,4.060443010546419,0,0,2,1,7,-6272,8.744009988096744,-1,1,1,3,0,8,4416,8.393216011596527,1,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,2,120.0
120,4.795790545596741,1,0,0,1,0,65,4.189654742026425,0,2,0,2,5,-16080,9.685393729854024,-1,1,0,0,6,0,18400,9.820160289946374,1,1,1,0,4,0,10,2.3978952727983707,1,1,0,3,0,5,4,1258.0
125,4.836281906951478,0,2,0,6,5,131,4.882801922586371,0,2,1,5,1,-9065,9.112286431500795,-1,0,1,0,0,5,13475,9.508665604526444,1,0,2,0,0,5,7,2.0794415416798357,0,1,2,0,7,1,2,1092.0
81,4.406719247264253,0,0,1,4,1,139,4.941642422609304,0,1,4,6,9,387,5.961005339623274,1,0,0,2,2,7,-2004,7.60339933974067,-1,1,0,1,5,6,3,1.3862943611198906,0,0,3,3,3,1,3,1147.0
82,4.418840607796598,1,1,2,5,2,140,4.948759890378168,1,2,0,0,0,-12664,9.446597562435775,-1,1,2,1,6,6,41920,10.64354217367223,1,1,1,0,4,0,8,2.1972245773362196,1,2,3,1,8,2,2,4223.0
137,4.927253685157205,0,2,2,4,7,54,4.007333185232471,1,0,4,5,4,-5075,8.532278828834277,-1,0,1,0,0,5,4830,8.482808764554406,1,1,0,0,0,0,7,2.0794415416798357,0,1,2,0,7,1,2,390.0
124,4.8283137373023015,1,1,4,5,4,33,3.5263605246161616,0,0,3,5,3,-13800,9.53249633228804,-1,1,0,0,4,0,-10410,9.250618218474752,-1,1,0,0,6,0,5,1.791759469228055,0,2,0,5,5,1,2,3103.0
49,3.912023005428146,0,1,4,0,9,91,4.5217885770490405,0,1,1,0,1,378,5.937536205082426,1,1,0,3,0,8,22275,10.01126514470956,1,0,0,0,1,5,9,2.302585092994046,0,0,4,2,9,1,2,1725.0
94,4.553876891600541,1,1,4,3,4,133,4.897839799950911,0,1,3,0,3,2664,7.887959336599945,1,1,0,4,4,4,31668,10.363093563410546,1,1,0,3,0,8,6,1.9459101490553132,1,0,1,6,6,1,2,4592.0
142,4.962844630259907,1,1,2,2,2,80,4.394449154672439,1,2,0,3,0,-3820,8.2482674474469,-1,1,2,0,2,0,2360,7.766840537085513,1,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,1,3,90.0
34,3.5553480614894135,1,1,4,6,4,88,4.48863636973214,1,1,3,4,8,-6280,8.74528448245438,-1,1,2,0,6,0,400,5.993961427306569,1,1,1,0,1,0,10,2.3978952727983707,1,1,0,3,0,2,2,888.0
149,5.0106352940962555,0,2,4,2,9,88,4.48863636973214,1,1,3,4,8,-8598,9.059401196410896,-1,1,0,2,5,2,14256,9.56500329315396,1,1,0,1,4,6,6,1.9459101490553132,1,0,1,6,6,1,3,1925.0
18,2.9444389791664403,1,0,3,4,8,67,4.219507705176107,0,1,2,4,7,4046,8.305731144875866,1,1,2,1,0,6,-5957,8.692490133273228,-1,0,1,3,0,3,7,2.0794415416798357,0,1,2,0,7,1,2,1496.0
87,4.477336814478207,0,0,2,3,7,14,2.70805020110221,1,2,4,0,4,2448,7.803435056952168,1,1,0,3,5,8,-3808,8.245121966478605,-1,1,2,2,0,2,4,1.6094379124341003,1,1,4,4,4,1,3,1392.0
21,3.091042453358316,0,0,1,0,1,114,4.74493212836325,1,0,4,2,4,-6517,8.782322859397507,-1,0,2,3,0,3,-13230,9.490317840042412,-1,1,0,0,0,0,7,2.0794415416798357,0,1,2,0,7,1,4,2800.0
74,4.31748811353631,1,2,4,4,4,13,2.6390573296152584,0,1,3,6,3,-2391,7.779885115070522,-1,0,0,4,3,9,-4023,8.300031711779575,-1,0,0,2,2,7,3,1.3862943611198906,0,0,3,3,3,1,2,1495.0
135,4.912654885736052,0,0,0,2,5,90,4.51085950651685,1,0,0,6,0,5505,8.613593685702552,1,0,0,0,3,5,-6246,8.73985662749357,-1,1,0,4,5,4,3,1.3862943611198906,0,0,3,3,3,3,4,3248.0
10,2.3978952727983707,1,1,0,3,0,24,3.2188758248682006,1,0,4,3,4,-796,6.680854678790215,-1,1,2,4,2,4,1232,7.117205503164344,1,1,2,2,0,2,4,1.6094379124341003,1,1,4,4,4,2,3,265.0
95,4.564348191467836,0,2,0,4,5,42,3.7612001156935624,1,0,2,0,2,-5565,8.624431942085836,-1,0,0,0,0,5,4242,8.353025845202325,1,1,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,1,4,338.0
146,4.990432586778736,1,2,1,6,6,94,4.553876891600541,1,1,4,3,4,7974,8.984066927653044,1,1,0,4,1,4,-13176,9.486228164545253,-1,1,0,4,5,4,9,2.302585092994046,0,0,4,2,9,1,2,3190.0
111,4.718498871295094,0,0,1,6,1,102,4.634728988229636,1,0,2,4,2,-12544,9.437077458800523,-1,1,2,1,0,6,16728,9.72489901933128,1,1,0,3,5,8,8,2.1972245773362196,1,2,3,1,8,1,3,1445.0
96,4.574710978503383,1,0,1,5,6,44,3.8066624897703196,1,2,4,2,4,-13440,9.506065016071148,-1,1,0,0,0,0,-23324,10.057281025715545,-1,1,1,1,0,6,7,2.0794415416798357,0,1,2,0,7,1,3,3848.0
142,4.962844630259907,1,1,2,2,2,143,4.969813299576001,0,2,3,3,3,1085,6.990256500493881,1,0,2,0,0,5,24175,10.09311568451252,1,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,1,2,4223.0
127,4.852030263919617,0,1,2,1,7,85,4.454347296253507,0,1,0,1,5,-12897,9.464827539570322,-1,0,0,3,4,3,13149,9.48417703760591,1,0,0,4,3,9,9,2.302585092994046,0,0,4,2,9,1,2,754.0
145,4.983606621708336,0,1,0,5,5,107,4.68213122712422,0,2,2,2,7,2300,7.741099090035366,1,1,2,0,4,0,3452,8.146998697389993,1,1,2,2,1,2,2,1.0986122886681098,1,2,2,2,2,1,2,2088.0
81,4.406719247264253,0,0,1,4,1,41,3.7376696182833684,0,2,1,6,1,-9765,9.186662244621605,-1,0,0,0,0,5,27769,10.231711580300844,1,0,1,4,0,9,7,2.0794415416798357,0,1,2,0,7,1,2,3772.0
146,4.990432586778736,1,2,1,6,6,17,2.8903717578961645,0,2,2,3,7,3576,8.182279739259018,1,1,0,1,6,6,4436,8.39773375137891,1,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,1,3,3016.0
56,4.04305126783455,1,2,1,0,6,107,4.68213122712422,0,2,2,2,7,-1539,7.3395376954076745,-1,0,0,1,1,1,2343,7.759614150696903,1,0,0,3,5,3,3,1.3862943611198906,0,0,3,3,3,1,2,575.0
95,4.564348191467836,0,2,0,4,5,130,4.875197323201151,1,1,0,4,0,-13424,9.504873919377065,-1,1,1,1,2,6,40960,10.620375673477872,1,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,1,2,4182.0
11,2.4849066497880004,0,2,1,4,1,45,3.828641396489095,0,0,0,3,5,-815,6.704414354964107,-1,0,1,0,4,5,1845,7.520776415062797,1,0,0,0,4,5,5,1.791759469228055,0,2,0,5,5,1,4,180.0
31,3.4657359027997265,0,1,1,3,1,45,3.828641396489095,0,0,0,3,5,812,6.70073110954781,1,1,2,2,0,2,2464,7.80994708647679,1,1,1,4,0,4,4,1.6094379124341003,1,1,4,4,4,1,2,545.0
22,3.1354942159291497,1,1,2,1,2,92,4.532599493153256,1,2,2,1,2,-2590,7.85979918056211,-1,1,2,0,0,0,8680,9.068892008391808,1,1,1,0,0,0,10,2.3978952727983707,1,1,0,3,0,2,2,65.0
148,5.003946305945459,1,1,3,1,8,65,4.189654742026425,0,2,0,2,5,258,5.556828061699537,1,1,0,3,6,8,2300,7.741099090035366,1,1,2,0,4,0,2,1.0986122886681098,1,2,2,2,2,1,3,1105.0
53,3.9889840465642745,0,2,3,4,3,29,3.4011973816621555,0,2,4,1,9,-2144,7.6708948313621175,-1,1,1,1,5,6,5496,8.61195776786066,1,1,0,1,1,6,8,2.1972245773362196,1,2,3,1,8,1,2,481.0
50,3.9318256327243257,1,2,0,1,0,116,4.762173934797756,1,2,1,4,6,-2816,7.943427767876373,-1,1,1,4,5,4,7936,8.979290649090876,1,1,1,1,5,6,8,2.1972245773362196,1,2,3,1,8,2,2,80.0
49,3.912023005428146,0,1,4,0,9,32,3.4965075614664802,1,2,2,4,2,218,5.389071729816501,1,1,2,3,1,8,1968,7.585281078639126,1,1,0,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,3,943.0
107,4.68213122712422,0,2,2,2,7,28,3.367295829986474,1,1,3,0,8,-30500,10.32551474894327,-1,1,1,0,6,0,23590,10.068620562346831,1,1,1,0,0,0,10,2.3978952727983707,1,1,0,3,0,1,2,2871.0
124,4.8283137373023015,1,1,4,5,4,19,2.995732273553991,0,1,4,5,9,-5184,8.553525120663627,-1,1,0,1,3,6,23139,10.049318000747668,1,0,0,4,4,9,9,2.302585092994046,0,0,4,2,9,1,2,2460.0
42,3.7612001156935624,1,0,2,0,2,96,4.574710978503383,1,0,1,5,6,-738,6.6052979209482015,-1,1,0,2,4,2,-186,5.231108616854587,-1,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,3,4,370.0
89,4.499809670330265,0,2,4,5,9,119,4.787491742782046,0,2,4,0,9,-28500,10.25769445336048,-1,1,0,0,4,0,32480,10.388410581979008,1,1,2,0,0,0,10,2.3978952727983707,1,1,0,3,0,1,2,2842.0
117,4.770684624465665,0,0,2,5,7,140,4.948759890378168,1,2,0,0,0,1680,7.427144133408616,1,1,0,0,0,0,-4420,8.394121193826242,-1,1,2,0,4,0,4,1.6094379124341003,1,1,4,4,4,1,4,1887.0
40,3.713572066704308,1,1,0,5,0,83,4.430816798843313,0,2,3,6,3,3000,8.006700845440367,1,1,0,0,4,0,3650,8.202756381655638,1,1,2,0,3,0,2,1.0986122886681098,1,2,2,2,2,1,4,2291.0
142,4.962844630259907,1,1,2,2,2,106,4.672828834461906,1,1,1,1,6,-2710,7.905072849498666,-1,1,2,0,6,0,4225,8.349011198176003,1,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,1,2,357.0
76,4.343805421853684,1,1,1,6,6,84,4.442651256490317,1,0,4,0,4,336,5.820082930352362,1,1,0,1,0,6,8379,9.033603193476129,1,0,0,4,0,9,7,2.0794415416798357,0,1,2,0,7,1,4,841.0
144,4.976733742420574,1,0,4,4,4,66,4.204692619390966,1,0,1,3,6,-6980,8.850947451970402,-1,1,1,0,6,0,-18840,9.843790625278,-1,1,0,0,4,0,10,2.3978952727983707,1,1,0,3,0,2,2,2650.0
100,4.61512051684126,1,1,0,2,0,50,3.9318256327243257,1,2,0,1,0,-4086,8.315566483564277,-1,1,0,4,2,4,-13710,9.525953709356655,-1,1,0,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,3,4838.0
79,4.382026634673881,0,1,4,2,9,14,2.70805020110221,1,2,4,0,4,-2164,7.68017564043659,-1,1,2,1,6,6,-5334,8.582044163735853,-1,1,0,1,0,6,2,1.0986122886681098,1,2,2,2,2,1,4,2849.0
102,4.634728988229636,1,0,2,4,2,86,4.465908118654584,1,2,1,2,6,-2058,7.629975707027789,-1,1,0,2,0,2,-423,6.049733455231958,-1,0,0,2,4,7,3,1.3862943611198906,0,0,3,3,3,1,3,551.0
57,4.060443010546419,0,0,2,1,7,73,4.30406509320417,0,1,3,3,3,-16093,9.686201810706079,-1,0,2,2,0,7,17542,9.772410288929185,1,1,1,2,0,2,7,2.0794415416798357,0,1,2,0,7,1,2,2755.0
145,4.983606621708336,0,1,0,5,5,93,4.543294782270004,0,0,3,2,3,-124,4.8283137373023015,-1,1,2,1,2,6,980,6.8885724595653635,1,1,2,0,0,0,2,1.0986122886681098,1,2,2,2,2,1,2,380.0
88,4.48863636973214,1,1,3,4,8,70,4.2626798770413155,1,1,0,0,0,2930,7.983098940710892,1,1,2,0,4,0,24550,10.10850786559065,1,1,1,0,1,0,5,1.791759469228055,0,2,0,5,5,1,3,4674.0
37,3.6375861597263857,0,1,2,2,7,28,3.367295829986474,1,1,3,0,8,-5070,8.531293315795018,-1,1,0,0,5,0,-11808,9.376617231601282,-1,1,0,2,1,2,6,1.9459101490553132,1,0,1,6,6,1,2,2225.0
38,3.6635616461296463,1,2,3,3,8,137,4.927253685157205,0,2,2,4,7,3198,8.070593539949519,1,1,0,3,6,8,4950,8.507344855361422,1,1,0,0,1,0,3,1.3862943611198906,0,0,3,3,3,1,2,1711.0
47,3.871201010907891,0,2,2,5,7,99,4.605170185988092,0,0,4,1,9,2760,7.923348211930154,1,1,0,0,2,0,-11700,9.367429587218957,-1,1,0,0,4,0,6,1.9459101490553132,1,0,1,6,6,1,2,2650.0
100,4.61512051684126,1,1,0,2,0,96,4.574710978503383,1,0,1,5,6,425,6.054439346269371,1,0,2,0,5,5,-10600,9.268703615273097,-1,1,2,0,5,0,5,1.791759469228055,0,2,0,5,5,1,4,2665.0
129,4.867534450455582,0,0,4,3,9,149,5.0106352940962555,0,2,4,2,9,-3236,8.082402253926244,-1,1,1,4,5,4,3452,8.146998697389993,1,1,2,2,1,2,2,1.0986122886681098,1,2,2,2,2,1,2,1972.0
124,4.8283137373023015,1,1,4,5,4,38,3.6635616461296463,1,2,3,3,8,-4104,8.31996102188653,-1,1,0,1,5,6,-8373,9.032886946579088,-1,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,1,3,3071.0
50,3.9318256327243257,1,2,0,1,0,25,3.258096538021482,0,1,0,4,5,-19400,9.873079890114703,-1,1,1,0,4,0,17620,9.77684665156873,1,1,1,0,1,0,10,2.3978952727983707,1,1,0,3,0,5,6,2088.0
22,3.1354942159291497,1,1,2,1,2,84,4.442651256490317,1,0,4,0,4,-574,6.354370040797351,-1,1,2,1,0,6,984,6.892641641172089,1,1,0,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,4,405.0
143,4.969813299576001,0,2,3,3,3,102,4.634728988229636,1,0,2,4,2,-442,6.093569770045136,-1,1,2,3,6,8,720,6.580639137284949,1,1,0,0,6,0,2,1.0986122886681098,1,2,2,2,2,1,3,169.0
99,4.605170185988092,0,0,4,1,9,112,4.727387818712341,1,1,2,0,2,1260,7.13966033596492,1,1,0,0,0,0,43750,10.686269748667398,1,1,1,0,0,0,10,2.3978952727983707,1,1,0,3,0,1,2,3441.0
46,3.8501476017100584,1,1,1,4,6,57,4.060443010546419,0,0,2,1,7,-5166,8.550047528287184,-1,1,0,4,0,4,10476,9.256937657352966,1,1,0,1,4,6,6,1.9459101490553132,1,0,1,6,6,1,2,1521.0
145,4.983606621708336,0,1,0,5,5,150,5.017279836814924,1,0,0,3,0,-3275,8.09437844497296,-1,0,1,0,1,5,4590,8.431853144249223,1,1,0,0,5,0,5,1.791759469228055,0,2,0,5,5,5,4,182.0
101,4.624972813284271,0,2,1,3,1,41,3.7376696182833684,0,2,1,6,1,-5748,8.656781205623291,-1,1,0,2,6,2,5436,8.600982717145921,1,1,0,1,4,6,6,1.9459101490553132,1,0,1,6,6,1,2,748.0
99,4.605170185988092,0,0,4,1,9,42,3.7612001156935624,1,0,2,0,2,-5580,8.627123250788433,-1,1,0,0,6,0,14850,9.605822482030945,1,1,0,0,3,0,5,1.791759469228055,0,2,0,5,5,1,3,2829.0
86,4.465908118654584,1,2,1,2,6,125,4.836281906951478,0,2,0,6,5,-170,5.14166355650266,-1,1,1,0,5,0,-2650,7.8826922062890254,-1,1,2,0,3,0,5,1.791759469228055,0,2,0,5,5,1,3,1221.0
146,4.990432586778736,1,2,1,6,6,90,4.51085950651685,1,0,0,6,0,-2144,7.6708948313621175,-1,1,1,1,5,6,-1800,7.496097345175956,-1,1,0,0,6,0,8,2.1972245773362196,1,2,3,1,8,2,3,1305.0
18,2.9444389791664403,1,0,3,4,8,38,3.6635616461296463,1,2,3,3,8,5512,8.614864218589684,1,1,1,2,3,2,25280,10.137808404440463,1,1,2,0,3,0,8,2.1972245773362196,1,2,3,1,8,2,2,2975.0
147,4.997212273764115,0,0,2,0,7,19,2.995732273553991,0,1,4,5,9,-3092,8.03689677268507,-1,1,1,3,2,8,2080,7.640603826393634,1,1,1,0,1,0,4,1.6094379124341003,1,1,4,4,4,1,2,481.0
93,4.543294782270004,0,0,3,2,3,142,4.962844630259907,1,1,2,2,2,-640,6.46302945692067,-1,1,2,0,4,0,-872,6.771935555839602,-1,1,1,3,3,8,8,2.1972245773362196,1,2,3,1,8,1,2,1411.0
22,3.1354942159291497,1,1,2,1,2,53,3.9889840465642745,0,2,3,4,3,740,6.608000625296087,1,1,2,0,5,0,-3468,8.15162164696975,-1,1,0,2,4,2,2,1.0986122886681098,1,2,2,2,2,1,3,1886.0
66,4.204692619390966,1,0,1,3,6,14,2.70805020110221,1,2,4,0,4,-4544,8.421783006611578,-1,1,1,1,6,6,6764,8.819517540604888,1,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,2,2,1853.0
89,4.499809670330265,0,2,4,5,9,72,4.290459441148391,1,0,2,2,2,-6450,8.771990436532242,-1,1,0,0,4,0,15600,9.65509029374725,1,1,0,0,4,0,10,2.3978952727983707,1,1,0,3,0,1,2,875.0
100,4.61512051684126,1,1,0,2,0,99,4.605170185988092,0,0,4,1,9,-8520,9.050288983827956,-1,1,0,0,6,0,-1602,7.3796321526095525,-1,1,0,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,2,1189.0
135,4.912654885736052,0,0,0,2,5,70,4.2626798770413155,1,1,0,0,0,-10224,9.232590980911002,-1,1,0,1,3,6,6592,8.7937637591133,1,1,1,2,5,2,8,2.1972245773362196,1,2,3,1,8,1,2,330.0
146,4.990432586778736,1,2,1,6,6,130,4.875197323201151,1,1,0,4,0,3504,8.16194579946869,1,1,0,4,4,4,-4052,8.307212626628308,-1,1,1,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,3,2117.0
24,3.2188758248682006,1,0,4,3,4,72,4.290459441148391,1,0,2,2,2,760,6.634633357861686,1,1,1,0,4,0,12480,9.431962766918454,1,1,0,0,6,0,8,2.1972245773362196,1,2,3,1,8,8,6,1025.0
112,4.727387818712341,1,1,2,0,2,12,2.5649493574615367,1,0,2,5,2,828,6.720220155135295,1,1,0,3,2,8,-9423,9.151014905891367,-1,0,0,2,6,7,9,2.302585092994046,0,0,4,2,9,1,3,1595.0
113,4.736198448394496,0,2,3,1,3,28,3.367295829986474,1,1,3,0,8,-1280,7.155396301896734,-1,1,1,0,1,0,2760,7.923348211930154,1,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,1,2,515.0
73,4.30406509320417,0,1,3,3,3,70,4.2626798770413155,1,1,0,0,0,-5652,8.63994165667529,-1,1,0,3,4,8,12888,9.46412951340478,1,1,0,3,1,8,6,1.9459101490553132,1,0,1,6,6,1,2,1800.0
60,4.110873864173311,1,0,0,4,0,144,4.976733742420574,1,0,4,4,4,-16350,9.702044336534586,-1,1,0,0,2,0,60400,11.008760940077243,1,1,1,0,4,0,10,2.3978952727983707,1,1,0,3,0,2,3,4715.0
119,4.787491742782046,0,2,4,0,9,38,3.6635616461296463,1,2,3,3,8,1845,7.520776415062797,1,0,0,0,4,5,-8163,9.007489523929735,-1,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,1,2,2997.0
81,4.406719247264253,0,0,1,4,1,43,3.784189633918261,0,1,3,1,3,-3897,8.268218880067506,-1,0,0,3,2,3,8478,9.045347797304004,1,1,0,3,1,8,9,2.302585092994046,0,0,4,2,9,1,3,629.0
139,4.941642422609304,0,1,4,6,9,118,4.77912349311153,1,1,3,6,8,-3544,8.173293438966228,-1,1,2,1,5,6,3648,8.202208436436448,1,1,0,3,1,8,4,1.6094379124341003,1,1,4,4,4,1,2,550.0
14,2.70805020110221,1,2,4,0,4,106,4.672828834461906,1,1,1,1,6,2506,7.826842098158293,1,1,1,1,0,6,-791,6.674561391814426,-1,0,1,4,0,9,7,2.0794415416798357,0,1,2,0,7,1,4,969.0
114,4.74493212836325,1,0,4,2,4,150,5.017279836814924,1,0,0,3,0,-13344,9.498897061838624,-1,1,0,1,5,6,15102,9.62264867856634,1,1,0,2,3,2,6,1.9459101490553132,1,0,1,6,6,6,4,2233.0
23,3.1780538303479458,0,2,3,2,3,115,4.7535901911063645,0,1,0,3,5,-3095,8.037866234709618,-1,0,1,0,6,5,14075,9.552226498441476,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,4,2296.0
124,4.8283137373023015,1,1,4,5,4,81,4.406719247264253,0,0,1,4,1,-5112,8.53954159508,-1,1,0,3,5,8,5796,8.665095821339733,1,1,0,1,0,6,6,1.9459101490553132,1,0,1,6,6,1,2,492.0
19,2.995732273553991,0,1,4,5,9,65,4.189654742026425,0,2,0,2,5,-5195,8.55564437779049,-1,0,1,0,6,5,-7225,8.885440911707585,-1,0,2,0,6,5,5,1.791759469228055,0,2,0,5,5,1,3,2006.0
59,4.0943445622221,0,2,4,3,9,57,4.060443010546419,0,0,2,1,7,-2115,7.65728279297819,-1,0,0,0,6,5,225,5.420534999272286,1,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,1,2,272.0
107,4.68213122712422,0,2,2,2,7,34,3.5553480614894135,1,1,4,6,4,-3096,8.038189179973203,-1,1,0,4,5,4,15040,9.618535084655214,1,1,1,0,4,0,8,2.1972245773362196,1,2,3,1,8,1,2,1675.0
31,3.4657359027997265,0,1,1,3,1,80,4.394449154672439,1,2,0,3,0,-4555,8.424200324567073,-1,0,2,0,2,5,14960,9.613202094214232,1,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,1,4,2700.0
103,4.6443908991413725,0,1,3,5,3,144,4.976733742420574,1,0,4,4,4,-5865,8.676928249537397,-1,0,0,0,1,5,14880,9.60784051043005,1,1,0,0,5,0,5,1.791759469228055,0,2,0,5,5,1,2,2350.0
