slot_tube_radius,slot_tube_radius_abs_log1p,slot_tube_radius_is_even,slot_tube_radius_mod3,slot_tube_radius_mod5,slot_tube_radius_mod7,slot_tube_radius_mod10,slot_axis_distance,slot_axis_distance_abs_log1p,slot_axis_distance_is_even,slot_axis_distance_mod3,slot_axis_distance_mod5,slot_axis_distance_mod7,slot_axis_distance_mod10,slot_sphere_radius,slot_sphere_radius_abs_log1p,slot_sphere_radius_is_even,slot_sphere_radius_mod3,slot_sphere_radius_mod5,slot_sphere_radius_mod7,slot_sphere_radius_mod10,gcd_all,n_multiple_pairs,y
6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,1,1,1069.0
6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,1,1,2149.0
5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,1,0,107.0
7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,1,0,1327.0
4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,31,3.4657359027997265,0,1,1,3,1,1,0,631.0
16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,33,3.5263605246161616,0,0,3,5,3,1,2,1889.0
19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,42,3.7612001156935624,1,0,2,0,2,1,1,6191.0
2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,28,3.367295829986474,1,1,3,0,8,1,2,391.0
9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,37,3.6375861597263857,0,1,2,2,7,1,0,655.0
18,2.9444389791664403,1,0,3,4,8,22,3.1354942159291497,1,1,2,1,2,46,3.8501476017100584,1,1,1,4,6,2,0,2389.0
10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,1,0,53.0
4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,13,2.6390573296152584,0,1,3,6,3,1,1,361.0
8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,2,1,641.0
14,2.70805020110221,1,2,4,0,4,14,2.70805020110221,1,2,4,0,4,36,3.6109179126442243,1,0,1,1,6,2,1,3803.0
6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,22,3.1354942159291497,1,1,2,1,2,1,0,551.0
15,2.772588722239781,0,0,0,1,5,17,2.8903717578961645,0,2,2,3,7,41,3.7376696182833684,0,2,1,6,1,1,0,11183.0
2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,1,2,161.0
8,2.1972245773362196,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,27,3.332204510175204,0,0,2,6,7,1,0,8009.0
4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,1,0,2353.0
15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,22,3.1354942159291497,1,1,2,1,2,1,1,3559.0
9,2.302585092994046,0,0,4,2,9,13,2.6390573296152584,0,1,3,6,3,39,3.6888794541139363,0,0,4,4,9,1,1,587.0
3,1.3862943611198906,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,28,3.367295829986474,1,1,3,0,8,1,0,3631.0
5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,22,3.1354942159291497,1,1,2,1,2,1,0,3319.0
9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,1,1,151.0
4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,1,1,817.0
8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,1,0,2425.0
14,2.70805020110221,1,2,4,0,4,17,2.8903717578961645,0,2,2,3,7,38,3.6635616461296463,1,2,3,3,8,1,0,2417.0
3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,22,3.1354942159291497,1,1,2,1,2,1,0,2587.0
15,2.772588722239781,0,0,0,1,5,16,2.833213344056216,1,1,1,2,6,45,3.828641396489095,0,0,0,3,5,1,1,13.0
15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,0,2,0,5,2,43.0
20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,36,3.6109179126442243,1,0,1,1,6,4,2,52.0
20,3.044522437723423,1,2,0,6,0,18,2.9444389791664403,1,0,3,4,8,47,3.871201010907891,0,2,2,5,7,1,0,3961.0
9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,1,0,1261.0
6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,3,2,31.0
9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,0,4,5,1,0,361.0
2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,1,2,113.0
19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,42,3.7612001156935624,1,0,2,0,2,1,0,7787.0
2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,1,1,469.0
10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,28,3.367295829986474,1,1,3,0,8,2,2,451.0
11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,1,1,1195.0
11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,31,3.4657359027997265,0,1,1,3,1,1,0,446.0
15,2.772588722239781,0,0,0,1,5,18,2.9444389791664403,1,0,3,4,8,37,3.6375861597263857,0,1,2,2,7,1,0,5281.0
12,2.5649493574615367,1,0,2,5,2,16,2.833213344056216,1,1,1,2,6,30,3.4339872044851463,1,0,0,2,0,2,0,341.0
2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,2,2,14.0
12,2.5649493574615367,1,0,2,5,2,13,2.6390573296152584,0,1,3,6,3,42,3.7612001156935624,1,0,2,0,2,1,0,409.0
6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,12,2.5649493574615367,1,0,2,5,2,2,3,11.0
19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,36,3.6109179126442243,1,0,1,1,6,1,0,1555.0
10,2.3978952727983707,1,1,0,3,0,16,2.833213344056216,1,1,1,2,6,39,3.6888794541139363,0,0,4,4,9,1,0,13901.0
18,2.9444389791664403,1,0,3,4,8,8,2.1972245773362196,1,2,3,1,8,36,3.6109179126442243,1,0,1,1,6,2,1,35.0
11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,0,1,5,39,3.6888794541139363,0,0,4,4,9,1,0,1427.0
18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,42,3.7612001156935624,1,0,2,0,2,3,1,209.0
2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,31,3.4657359027997265,0,1,1,3,1,1,1,1311.0
3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,1,1,47.0
3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,1,0,529.0
10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,36,3.6109179126442243,1,0,1,1,6,1,1,1199.0
7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,1,0,143.0
5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,22,3.1354942159291497,1,1,2,1,2,1,0,3979.0
16,2.833213344056216,1,1,1,2,6,18,2.9444389791664403,1,0,3,4,8,38,3.6635616461296463,1,2,3,3,8,2,0,641.0
19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,30,3.4339872044851463,1,0,0,2,0,1,1,2819.0
9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,22,3.1354942159291497,1,1,2,1,2,1,2,799.0
5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,5,3,19.0
4,1.6094379124341003,1,1,4,4,4,29,3.4011973816621555,0,2,4,1,9,34,3.5553480614894135,1,1,4,6,4,1,0,2257.0
11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,39,3.6888794541139363,0,0,4,4,9,1,0,529.0
7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,1,0,103.0
17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,47,3.871201010907891,0,2,2,5,7,1,0,959.0
19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,23,3.1780538303479458,0,2,3,2,3,1,0,479.0
2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,14,2.70805020110221,1,2,4,0,4,2,3,19.0
4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,31,3.4657359027997265,0,1,1,3,1,1,0,3673.0
11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,29,3.4011973816621555,0,2,4,1,9,1,0,499.0
6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,29,3.4011973816621555,0,2,4,1,9,1,0,857.0
15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,1,0,319.0
11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,23,3.1780538303479458,0,2,3,2,3,1,1,2987.0
13,2.6390573296152584,0,1,3,6,3,8,2.1972245773362196,1,2,3,1,8,38,3.6635616461296463,1,2,3,3,8,1,0,9179.0
17,2.8903717578961645,0,2,2,3,7,26,3.295836866004329,1,2,1,5,6,45,3.828641396489095,0,0,0,3,5,1,0,10379.0
2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,3,7.0
4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,1,1,985.0
4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,1,1,1361.0
5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,25,3.258096538021482,0,1,0,4,5,1,1,6.0
2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,1,1,37.0
17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,31,3.4657359027997265,0,1,1,3,1,1,0,583.0
3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,27,3.332204510175204,0,0,2,6,7,1,1,119.0
4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,21,3.091042453358316,0,0,1,0,1,1,2,593.0
8,2.1972245773362196,1,2,3,1,8,26,3.295836866004329,1,2,1,5,6,37,3.6375861597263857,0,1,2,2,7,1,0,16697.0
14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,44,3.8066624897703196,1,2,4,2,4,1,2,743.0
11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,0,1,5,40,3.713572066704308,1,1,0,5,0,1,0,4893.0
13,2.6390573296152584,0,1,3,6,3,7,2.0794415416798357,0,1,2,0,7,27,3.332204510175204,0,0,2,6,7,1,0,391.0
18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,27,3.332204510175204,0,0,2,6,7,1,2,17.0
15,2.772588722239781,0,0,0,1,5,12,2.5649493574615367,1,0,2,5,2,29,3.4011973816621555,0,2,4,1,9,1,0,1382.0
14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,2,1,767.0
4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,33,3.5263605246161616,0,0,3,5,3,1,1,8465.0
7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,1,0,293.0
12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,1,1,79.0
5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,32,3.4965075614664802,1,2,2,4,2,1,2,1319.0
16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,19,2.995732273553991,0,1,4,5,9,1,2,713.0
12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,1,1,4081.0
12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,20,3.044522437723423,1,2,0,6,0,4,2,17.0
9,2.302585092994046,0,0,4,2,9,21,3.091042453358316,0,0,1,0,1,39,3.6888794541139363,0,0,4,4,9,3,0,899.0
14,2.70805020110221,1,2,4,0,4,13,2.6390573296152584,0,1,3,6,3,31,3.4657359027997265,0,1,1,3,1,1,0,12049.0
20,3.044522437723423,1,2,0,6,0,14,2.70805020110221,1,2,4,0,4,39,3.6888794541139363,0,0,4,4,9,1,0,22961.0
5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,1,1,323.0
13,2.6390573296152584,0,1,3,6,3,18,2.9444389791664403,1,0,3,4,8,41,3.7376696182833684,0,2,1,6,1,1,0,575.0
12,2.5649493574615367,1,0,2,5,2,8,2.1972245773362196,1,2,3,1,8,28,3.367295829986474,1,1,3,0,8,4,0,47.0
11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,34,3.5553480614894135,1,1,4,6,4,1,0,6271.0
10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,1,1,2729.0
10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,2,3,11.0
6,1.9459101490553132,1,0,1,6,6,19,2.995732273553991,0,1,4,5,9,27,3.332204510175204,0,0,2,6,7,1,0,761.0
20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,34,3.5553480614894135,1,1,4,6,4,2,0,1423.0
17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,1,1,2735.0
17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,1,1,2293.0
7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,1,0,211.0
8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,1,2,233.0
17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,20,3.044522437723423,1,2,0,6,0,1,2,791.0
15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,18,2.9444389791664403,1,0,3,4,8,1,1,131.0
10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,33,3.5263605246161616,0,0,3,5,3,1,0,10229.0
19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,31,3.4657359027997265,0,1,1,3,1,1,0,649.0
6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,2,2,211.0
2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,31,3.4657359027997265,0,1,1,3,1,1,1,1205.0
2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,1,0,195.0
12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,1,1,89.0
14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,20,3.044522437723423,1,2,0,6,0,1,2,191.0
4,1.6094379124341003,1,1,4,4,4,16,2.833213344056216,1,1,1,2,6,22,3.1354942159291497,1,1,2,1,2,2,1,821.0
10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,24,3.2188758248682006,1,0,4,3,4,1,0,137.0
13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,1,0,241.0
9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,1,1,2119.0
11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,15,2.772588722239781,0,0,0,1,5,1,2,217.0
17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,22,3.1354942159291497,1,1,2,1,2,1,1,1691.0
5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,33,3.5263605246161616,0,0,3,5,3,1,0,1751.0
4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,19,2.995732273553991,0,1,4,5,9,1,1,953.0
12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,24,3.2188758248682006,1,0,4,3,4,1,1,23.0
3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,32,3.4965075614664802,1,2,2,4,2,1,0,587.0
15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,0,2,0,1,1,31.0
6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,29,3.4011973816621555,0,2,4,1,9,1,0,3937.0
13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,18,2.9444389791664403,1,0,3,4,8,1,2,623.0
7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,26,3.295836866004329,1,2,1,5,6,1,1,3175.0
18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,33,3.5263605246161616,0,0,3,5,3,3,1,877.0
18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,2,1,1123.0
10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,1,0,93.0
15,2.772588722239781,0,0,0,1,5,23,3.1780538303479458,0,2,3,2,3,44,3.8066624897703196,1,2,4,2,4,1,0,32071.0
5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,1,1,757.0
9,2.302585092994046,0,0,4,2,9,13,2.6390573296152584,0,1,3,6,3,29,3.4011973816621555,0,2,4,1,9,1,0,3773.0
16,2.833213344056216,1,1,1,2,6,7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,0,2,0,1,0,263.0
17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,1,1,1597.0
15,2.772588722239781,0,0,0,1,5,13,2.6390573296152584,0,1,3,6,3,29,3.4011973816621555,0,2,4,1,9,1,0,5963.0
13,2.6390573296152584,0,1,3,6,3,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,0,2,0,1,1,8531.0
19,2.995732273553991,0,1,4,5,9,11,2.4849066497880004,0,2,1,4,1,47,3.871201010907891,0,2,2,5,7,1,0,977.0
11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,1,1,2567.0
16,2.833213344056216,1,1,1,2,6,26,3.295836866004329,1,2,1,5,6,46,3.8501476017100584,1,1,1,4,6,2,0,10033.0
20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,36,3.6109179126442243,1,0,1,1,6,2,1,149.0
10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,22,3.1354942159291497,1,1,2,1,2,2,0,67.0
20,3.044522437723423,1,2,0,6,0,24,3.2188758248682006,1,0,4,3,4,46,3.8501476017100584,1,1,1,4,6,2,0,3823.0
6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,1,0,613.0
18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,40,3.713572066704308,1,1,0,5,0,2,1,3919.0
10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,36,3.6109179126442243,1,0,1,1,6,1,1,1919.0
19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,0,6,0,46,3.8501476017100584,1,1,1,4,6,1,0,7343.0
18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,0,1,5,39,3.6888794541139363,0,0,4,4,9,3,0,2473.0
17,2.8903717578961645,0,2,2,3,7,9,2.302585092994046,0,0,4,2,9,30,3.4339872044851463,1,0,0,2,0,1,0,9791.0
19,2.995732273553991,0,1,4,5,9,8,2.1972245773362196,1,2,3,1,8,42,3.7612001156935624,1,0,2,0,2,1,0,14171.0
4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,1,0,33.0
6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,23,3.1780538303479458,0,2,3,2,3,1,0,1597.0
3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,1,1,2191.0
9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,1,0,179.0
14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,34,3.5553480614894135,1,1,4,6,4,1,2,239.0
19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,26,3.295836866004329,1,2,1,5,6,1,0,1093.0
8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,1,1,937.0
4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,1,0,27.0
9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,29,3.4011973816621555,0,2,4,1,9,1,0,617.0
18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,35,3.58351893845611,0,2,0,0,5,1,1,4681.0
3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1,1,199.0
6,1.9459101490553132,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,34,3.5553480614894135,1,1,4,6,4,2,1,529.0
4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,1,1,1769.0
3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,2,41.0
2,1.0986122886681098,1,2,2,2,2,23,3.1780538303479458,0,2,3,2,3,31,3.4657359027997265,0,1,1,3,1,1,0,3809.0
12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,19,2.995732273553991,0,1,4,5,9,1,1,2041.0
7,2.0794415416798357,0,1,2,0,7,17,2.8903717578961645,0,2,2,3,7,25,3.258096538021482,0,1,0,4,5,1,0,3263.0
17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,1,0,395.0
14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,17,2.8903717578961645,0,2,2,3,7,1,1,1045.0
18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,1,1,181.0
14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,1,1,205.0
8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,2,0,211.0
2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,17,2.8903717578961645,0,2,2,3,7,1,2,353.0
15,2.772588722239781,0,0,0,1,5,13,2.6390573296152584,0,1,3,6,3,33,3.5263605246161616,0,0,3,5,3,1,0,763.0
10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,24,3.2188758248682006,1,0,4,3,4,2,1,1319.0
9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,13,2.6390573296152584,0,1,3,6,3,1,2,161.0
4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,1,0,1721.0
17,2.8903717578961645,0,2,2,3,7,8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,0,5,0,1,1,12191.0
6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,2,3,31.0
19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,44,3.8066624897703196,1,2,4,2,4,1,0,1847.0
9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,1,1,1679.0
10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,30,3.4339872044851463,1,0,0,2,0,2,1,10.0
2,1.0986122886681098,1,2,2,2,2,1,0.6931471805599453,0,1,1,1,1,21,3.091042453358316,0,0,1,0,1,1,2,521.0
9,2.302585092994046,0,0,4,2,9,24,3.2188758248682006,1,0,4,3,4,38,3.6635616461296463,1,2,3,3,8,1,0,17779.0
12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,23,3.1780538303479458,0,2,3,2,3,1,0,607.0
11,2.4849066497880004,0,2,1,4,1,16,2.833213344056216,1,1,1,2,6,35,3.58351893845611,0,2,0,0,5,1,0,839.0
11,2.4849066497880004,0,2,1,4,1,16,2.833213344056216,1,1,1,2,6,41,3.7376696182833684,0,2,1,6,1,1,0,1999.0
